FID,dec_ssh
vbl_ssh_allreg_dec.10521,1.78999996
vbl_ssh_allreg_dec.10522,1.74000001
vbl_ssh_allreg_dec.10523,1.66999996
vbl_ssh_allreg_dec.10524,1.58000004
vbl_ssh_allreg_dec.10525,1.48000002
vbl_ssh_allreg_dec.10526,1.37
vbl_ssh_allreg_dec.10527,1.23000002
vbl_ssh_allreg_dec.10528,1
vbl_ssh_allreg_dec.10529,2.38000011
vbl_ssh_allreg_dec.10530,2.3599999
vbl_ssh_allreg_dec.10531,2.33999991
vbl_ssh_allreg_dec.10532,2.31999993
vbl_ssh_allreg_dec.10533,2.29999995
vbl_ssh_allreg_dec.10534,2.27999997
vbl_ssh_allreg_dec.10535,2.25999999
vbl_ssh_allreg_dec.10536,2.24000001
vbl_ssh_allreg_dec.10537,2.22000003
vbl_ssh_allreg_dec.10538,2.20000005
vbl_ssh_allreg_dec.10539,2.18000007
vbl_ssh_allreg_dec.10540,2.16000009
vbl_ssh_allreg_dec.10541,2.1400001
vbl_ssh_allreg_dec.10542,2.11999989
vbl_ssh_allreg_dec.10543,2.07999992
vbl_ssh_allreg_dec.10544,2.04999995
vbl_ssh_allreg_dec.10545,2.02999997
vbl_ssh_allreg_dec.10546,1.99000001
vbl_ssh_allreg_dec.10547,1.95000005
vbl_ssh_allreg_dec.10548,1.90999997
vbl_ssh_allreg_dec.10549,1.87
vbl_ssh_allreg_dec.10550,1.83000004
vbl_ssh_allreg_dec.10551,1.77999997
vbl_ssh_allreg_dec.10552,1.72000003
vbl_ssh_allreg_dec.10553,1.64999998
vbl_ssh_allreg_dec.10554,1.57000005
vbl_ssh_allreg_dec.10555,1.49000001
vbl_ssh_allreg_dec.10556,1.38999999
vbl_ssh_allreg_dec.10557,1.28999996
vbl_ssh_allreg_dec.10558,1.10000002
vbl_ssh_allreg_dec.10559,2.3599999
vbl_ssh_allreg_dec.10560,2.33999991
vbl_ssh_allreg_dec.10561,2.31999993
vbl_ssh_allreg_dec.10562,2.29999995
vbl_ssh_allreg_dec.10563,2.27999997
vbl_ssh_allreg_dec.10564,2.25999999
vbl_ssh_allreg_dec.10565,2.24000001
vbl_ssh_allreg_dec.10566,2.22000003
vbl_ssh_allreg_dec.10567,2.20000005
vbl_ssh_allreg_dec.10568,2.18000007
vbl_ssh_allreg_dec.10569,2.16000009
vbl_ssh_allreg_dec.10570,2.1500001
vbl_ssh_allreg_dec.10571,2.13000011
vbl_ssh_allreg_dec.10572,2.08999991
vbl_ssh_allreg_dec.10573,2.06999993
vbl_ssh_allreg_dec.10574,2.03999996
vbl_ssh_allreg_dec.10575,2.00999999
vbl_ssh_allreg_dec.10576,1.98000002
vbl_ssh_allreg_dec.10577,1.94000006
vbl_ssh_allreg_dec.10578,1.88999999
vbl_ssh_allreg_dec.10579,1.85000002
vbl_ssh_allreg_dec.10580,1.80999994
vbl_ssh_allreg_dec.10581,1.75999999
vbl_ssh_allreg_dec.10582,1.70000005
vbl_ssh_allreg_dec.10583,1.63999999
vbl_ssh_allreg_dec.10584,1.57000005
vbl_ssh_allreg_dec.10585,1.49000001
vbl_ssh_allreg_dec.10586,1.40999997
vbl_ssh_allreg_dec.10587,1.30999994
vbl_ssh_allreg_dec.10588,1.19000006
vbl_ssh_allreg_dec.10589,2.33999991
vbl_ssh_allreg_dec.10590,2.31999993
vbl_ssh_allreg_dec.10591,2.29999995
vbl_ssh_allreg_dec.10592,2.27999997
vbl_ssh_allreg_dec.10593,2.25999999
vbl_ssh_allreg_dec.10594,2.24000001
vbl_ssh_allreg_dec.10595,2.22000003
vbl_ssh_allreg_dec.10596,2.20000005
vbl_ssh_allreg_dec.10597,2.18000007
vbl_ssh_allreg_dec.10598,2.17000008
vbl_ssh_allreg_dec.10599,2.1500001
vbl_ssh_allreg_dec.10600,2.13000011
vbl_ssh_allreg_dec.10601,2.0999999
vbl_ssh_allreg_dec.10602,2.06999993
vbl_ssh_allreg_dec.10603,2.04999995
vbl_ssh_allreg_dec.10604,2.01999998
vbl_ssh_allreg_dec.10605,1.99000001
vbl_ssh_allreg_dec.10606,1.96000004
vbl_ssh_allreg_dec.10607,1.91999996
vbl_ssh_allreg_dec.10608,1.88999999
vbl_ssh_allreg_dec.10609,1.84000003
vbl_ssh_allreg_dec.10610,1.79999995
vbl_ssh_allreg_dec.10611,1.75999999
vbl_ssh_allreg_dec.10612,1.70000005
vbl_ssh_allreg_dec.10613,1.63999999
vbl_ssh_allreg_dec.10614,1.57000005
vbl_ssh_allreg_dec.10615,1.5
vbl_ssh_allreg_dec.10616,1.41999996
vbl_ssh_allreg_dec.10617,1.32000005
vbl_ssh_allreg_dec.10618,1.21000004
vbl_ssh_allreg_dec.10619,0.95999998
vbl_ssh_allreg_dec.10620,2.31999993
vbl_ssh_allreg_dec.10621,2.29999995
vbl_ssh_allreg_dec.10622,2.27999997
vbl_ssh_allreg_dec.10623,2.25999999
vbl_ssh_allreg_dec.10624,2.24000001
vbl_ssh_allreg_dec.10625,2.22000003
vbl_ssh_allreg_dec.10626,2.20000005
vbl_ssh_allreg_dec.10627,2.18000007
vbl_ssh_allreg_dec.10628,2.17000008
vbl_ssh_allreg_dec.10629,2.1500001
vbl_ssh_allreg_dec.10630,2.11999989
vbl_ssh_allreg_dec.10631,2.08999991
vbl_ssh_allreg_dec.10632,2.07999992
vbl_ssh_allreg_dec.10633,2.06999993
vbl_ssh_allreg_dec.10634,2.03999996
vbl_ssh_allreg_dec.10635,2.00999999
vbl_ssh_allreg_dec.10636,1.98000002
vbl_ssh_allreg_dec.10637,1.95000005
vbl_ssh_allreg_dec.10638,1.91999996
vbl_ssh_allreg_dec.10639,1.88
vbl_ssh_allreg_dec.10640,1.84000003
vbl_ssh_allreg_dec.10641,1.79999995
vbl_ssh_allreg_dec.10642,1.75
vbl_ssh_allreg_dec.10643,1.70000005
vbl_ssh_allreg_dec.10644,1.63
vbl_ssh_allreg_dec.10645,1.57000005
vbl_ssh_allreg_dec.10646,1.5
vbl_ssh_allreg_dec.10647,1.41999996
vbl_ssh_allreg_dec.10648,1.32000005
vbl_ssh_allreg_dec.10649,1.22000003
vbl_ssh_allreg_dec.10650,0.92000002
vbl_ssh_allreg_dec.10651,2.29999995
vbl_ssh_allreg_dec.10652,2.27999997
vbl_ssh_allreg_dec.10653,2.25999999
vbl_ssh_allreg_dec.10654,2.24000001
vbl_ssh_allreg_dec.10655,2.22000003
vbl_ssh_allreg_dec.10656,2.20000005
vbl_ssh_allreg_dec.10657,2.19000006
vbl_ssh_allreg_dec.10658,2.17000008
vbl_ssh_allreg_dec.10659,2.1500001
vbl_ssh_allreg_dec.10660,2.11999989
vbl_ssh_allreg_dec.10661,2.08999991
vbl_ssh_allreg_dec.10662,2.07999992
vbl_ssh_allreg_dec.10663,2.08999991
vbl_ssh_allreg_dec.10664,2.06999993
vbl_ssh_allreg_dec.10665,2.03999996
vbl_ssh_allreg_dec.10666,2.00999999
vbl_ssh_allreg_dec.10667,1.98000002
vbl_ssh_allreg_dec.10668,1.94000006
vbl_ssh_allreg_dec.10669,1.89999998
vbl_ssh_allreg_dec.10670,1.86000001
vbl_ssh_allreg_dec.10671,1.83000004
vbl_ssh_allreg_dec.10672,1.77999997
vbl_ssh_allreg_dec.10673,1.73000002
vbl_ssh_allreg_dec.10674,1.67999995
vbl_ssh_allreg_dec.10675,1.62
vbl_ssh_allreg_dec.10676,1.55999994
vbl_ssh_allreg_dec.10677,1.49000001
vbl_ssh_allreg_dec.10678,1.40999997
vbl_ssh_allreg_dec.10679,1.30999994
vbl_ssh_allreg_dec.10680,1.19000006
vbl_ssh_allreg_dec.10681,2.27999997
vbl_ssh_allreg_dec.10682,2.25999999
vbl_ssh_allreg_dec.10683,2.24000001
vbl_ssh_allreg_dec.10684,2.22000003
vbl_ssh_allreg_dec.10685,2.21000004
vbl_ssh_allreg_dec.10686,2.19000006
vbl_ssh_allreg_dec.10687,2.18000007
vbl_ssh_allreg_dec.10688,2.16000009
vbl_ssh_allreg_dec.10689,2.1400001
vbl_ssh_allreg_dec.10690,2.1099999
vbl_ssh_allreg_dec.10691,2.08999991
vbl_ssh_allreg_dec.10692,2.08999991
vbl_ssh_allreg_dec.10693,2.06999993
vbl_ssh_allreg_dec.10694,2.04999995
vbl_ssh_allreg_dec.10695,2.01999998
vbl_ssh_allreg_dec.10696,1.99000001
vbl_ssh_allreg_dec.10697,1.96000004
vbl_ssh_allreg_dec.10698,1.91999996
vbl_ssh_allreg_dec.10699,1.88
vbl_ssh_allreg_dec.10700,1.84000003
vbl_ssh_allreg_dec.10701,1.80999994
vbl_ssh_allreg_dec.10702,1.75999999
vbl_ssh_allreg_dec.10703,1.70000005
vbl_ssh_allreg_dec.10704,1.65999997
vbl_ssh_allreg_dec.10705,1.61000001
vbl_ssh_allreg_dec.10706,1.53999996
vbl_ssh_allreg_dec.10707,1.47000003
vbl_ssh_allreg_dec.10708,1.38999999
vbl_ssh_allreg_dec.10709,1.29999995
vbl_ssh_allreg_dec.10710,1.15999997
vbl_ssh_allreg_dec.10711,2.25999999
vbl_ssh_allreg_dec.10712,2.24000001
vbl_ssh_allreg_dec.10713,2.22000003
vbl_ssh_allreg_dec.10714,2.20000005
vbl_ssh_allreg_dec.10715,2.19000006
vbl_ssh_allreg_dec.10716,2.18000007
vbl_ssh_allreg_dec.10717,2.16000009
vbl_ssh_allreg_dec.10718,2.1400001
vbl_ssh_allreg_dec.10719,2.1099999
vbl_ssh_allreg_dec.10720,2.08999991
vbl_ssh_allreg_dec.10721,2.06999993
vbl_ssh_allreg_dec.10722,2.04999995
vbl_ssh_allreg_dec.10723,2.03999996
vbl_ssh_allreg_dec.10724,2.00999999
vbl_ssh_allreg_dec.10725,1.99000001
vbl_ssh_allreg_dec.10726,1.95000005
vbl_ssh_allreg_dec.10727,1.90999997
vbl_ssh_allreg_dec.10728,1.88
vbl_ssh_allreg_dec.10729,1.85000002
vbl_ssh_allreg_dec.10730,1.82000005
vbl_ssh_allreg_dec.10731,1.76999998
vbl_ssh_allreg_dec.10732,1.72000003
vbl_ssh_allreg_dec.10733,1.66999996
vbl_ssh_allreg_dec.10734,1.63999999
vbl_ssh_allreg_dec.10735,1.58000004
vbl_ssh_allreg_dec.10736,1.51999998
vbl_ssh_allreg_dec.10737,1.45000005
vbl_ssh_allreg_dec.10738,1.36000001
vbl_ssh_allreg_dec.10739,1.25999999
vbl_ssh_allreg_dec.10740,1.03999996
vbl_ssh_allreg_dec.10741,2.26999998
vbl_ssh_allreg_dec.10742,2.25
vbl_ssh_allreg_dec.10743,2.23000002
vbl_ssh_allreg_dec.10744,2.21000004
vbl_ssh_allreg_dec.10745,2.19000006
vbl_ssh_allreg_dec.10746,2.17000008
vbl_ssh_allreg_dec.10747,2.16000009
vbl_ssh_allreg_dec.10748,2.1400001
vbl_ssh_allreg_dec.10749,2.11999989
vbl_ssh_allreg_dec.10750,2.0999999
vbl_ssh_allreg_dec.10751,2.06999993
vbl_ssh_allreg_dec.10752,2.04999995
vbl_ssh_allreg_dec.10753,2.02999997
vbl_ssh_allreg_dec.10754,2.00999999
vbl_ssh_allreg_dec.10755,2
vbl_ssh_allreg_dec.10756,1.97000003
vbl_ssh_allreg_dec.10757,1.95000005
vbl_ssh_allreg_dec.10758,1.91999996
vbl_ssh_allreg_dec.10759,1.88999999
vbl_ssh_allreg_dec.10760,1.86000001
vbl_ssh_allreg_dec.10761,1.83000004
vbl_ssh_allreg_dec.10762,1.78999996
vbl_ssh_allreg_dec.10763,1.74000001
vbl_ssh_allreg_dec.10764,1.69000006
vbl_ssh_allreg_dec.10765,1.63
vbl_ssh_allreg_dec.10766,1.60000002
vbl_ssh_allreg_dec.10767,1.54999995
vbl_ssh_allreg_dec.10768,1.49000001
vbl_ssh_allreg_dec.10769,1.41999996
vbl_ssh_allreg_dec.10770,1.32000005
vbl_ssh_allreg_dec.10771,1.20000005
vbl_ssh_allreg_dec.10772,0.92000002
vbl_ssh_allreg_dec.10773,2.26999998
vbl_ssh_allreg_dec.10774,2.25999999
vbl_ssh_allreg_dec.10775,2.24000001
vbl_ssh_allreg_dec.10776,2.22000003
vbl_ssh_allreg_dec.10777,2.18000007
vbl_ssh_allreg_dec.10778,2.17000008
vbl_ssh_allreg_dec.10779,2.1500001
vbl_ssh_allreg_dec.10780,2.1400001
vbl_ssh_allreg_dec.10781,2.13000011
vbl_ssh_allreg_dec.10782,2.1099999
vbl_ssh_allreg_dec.10783,2.08999991
vbl_ssh_allreg_dec.10784,2.05999994
vbl_ssh_allreg_dec.10785,2.02999997
vbl_ssh_allreg_dec.10786,2.01999998
vbl_ssh_allreg_dec.10787,2
vbl_ssh_allreg_dec.10788,1.98000002
vbl_ssh_allreg_dec.10789,1.96000004
vbl_ssh_allreg_dec.10790,1.95000005
vbl_ssh_allreg_dec.10791,1.91999996
vbl_ssh_allreg_dec.10792,1.89999998
vbl_ssh_allreg_dec.10793,1.87
vbl_ssh_allreg_dec.10794,1.84000003
vbl_ssh_allreg_dec.10795,1.79999995
vbl_ssh_allreg_dec.10796,1.75999999
vbl_ssh_allreg_dec.10797,1.71000004
vbl_ssh_allreg_dec.10798,1.65999997
vbl_ssh_allreg_dec.10799,1.61000001
vbl_ssh_allreg_dec.10800,1.57000005
vbl_ssh_allreg_dec.10801,1.50999999
vbl_ssh_allreg_dec.10802,1.45000005
vbl_ssh_allreg_dec.10803,1.37
vbl_ssh_allreg_dec.10804,1.26999998
vbl_ssh_allreg_dec.10805,1.13999999
vbl_ssh_allreg_dec.10806,2.25999999
vbl_ssh_allreg_dec.10807,2.25
vbl_ssh_allreg_dec.10808,2.23000002
vbl_ssh_allreg_dec.10809,2.20000005
vbl_ssh_allreg_dec.10810,2.17000008
vbl_ssh_allreg_dec.10811,2.16000009
vbl_ssh_allreg_dec.10812,2.1500001
vbl_ssh_allreg_dec.10813,2.1500001
vbl_ssh_allreg_dec.10814,2.1400001
vbl_ssh_allreg_dec.10815,2.1099999
vbl_ssh_allreg_dec.10816,2.06999993
vbl_ssh_allreg_dec.10817,2.02999997
vbl_ssh_allreg_dec.10818,2.01999998
vbl_ssh_allreg_dec.10819,2.00999999
vbl_ssh_allreg_dec.10820,1.99000001
vbl_ssh_allreg_dec.10821,1.97000003
vbl_ssh_allreg_dec.10822,1.95000005
vbl_ssh_allreg_dec.10823,1.94000006
vbl_ssh_allreg_dec.10824,1.91999996
vbl_ssh_allreg_dec.10825,1.88999999
vbl_ssh_allreg_dec.10826,1.87
vbl_ssh_allreg_dec.10827,1.84000003
vbl_ssh_allreg_dec.10828,1.80999994
vbl_ssh_allreg_dec.10829,1.76999998
vbl_ssh_allreg_dec.10830,1.73000002
vbl_ssh_allreg_dec.10831,1.69000006
vbl_ssh_allreg_dec.10832,1.63
vbl_ssh_allreg_dec.10833,1.58000004
vbl_ssh_allreg_dec.10834,1.51999998
vbl_ssh_allreg_dec.10835,1.46000004
vbl_ssh_allreg_dec.10836,1.38999999
vbl_ssh_allreg_dec.10837,1.29999995
vbl_ssh_allreg_dec.10838,1.20000005
vbl_ssh_allreg_dec.10839,1.00999999
vbl_ssh_allreg_dec.10840,2.25999999
vbl_ssh_allreg_dec.10841,2.25
vbl_ssh_allreg_dec.10842,2.23000002
vbl_ssh_allreg_dec.10843,2.21000004
vbl_ssh_allreg_dec.10844,2.19000006
vbl_ssh_allreg_dec.10845,2.16000009
vbl_ssh_allreg_dec.10846,2.1400001
vbl_ssh_allreg_dec.10847,2.13000011
vbl_ssh_allreg_dec.10848,2.1400001
vbl_ssh_allreg_dec.10849,2.13000011
vbl_ssh_allreg_dec.10850,2.1099999
vbl_ssh_allreg_dec.10851,2.04999995
vbl_ssh_allreg_dec.10852,2
vbl_ssh_allreg_dec.10853,2
vbl_ssh_allreg_dec.10854,1.98000002
vbl_ssh_allreg_dec.10855,1.97000003
vbl_ssh_allreg_dec.10856,1.95000005
vbl_ssh_allreg_dec.10857,1.92999995
vbl_ssh_allreg_dec.10858,1.91999996
vbl_ssh_allreg_dec.10859,1.90999997
vbl_ssh_allreg_dec.10860,1.88999999
vbl_ssh_allreg_dec.10861,1.86000001
vbl_ssh_allreg_dec.10862,1.84000003
vbl_ssh_allreg_dec.10863,1.80999994
vbl_ssh_allreg_dec.10864,1.76999998
vbl_ssh_allreg_dec.10865,1.74000001
vbl_ssh_allreg_dec.10866,1.70000005
vbl_ssh_allreg_dec.10867,1.64999998
vbl_ssh_allreg_dec.10868,1.60000002
vbl_ssh_allreg_dec.10869,1.53999996
vbl_ssh_allreg_dec.10870,1.48000002
vbl_ssh_allreg_dec.10871,1.40999997
vbl_ssh_allreg_dec.10872,1.33000004
vbl_ssh_allreg_dec.10873,1.25
vbl_ssh_allreg_dec.10874,1.13999999
vbl_ssh_allreg_dec.10875,0.98000002
vbl_ssh_allreg_dec.10876,2.25
vbl_ssh_allreg_dec.10877,2.23000002
vbl_ssh_allreg_dec.10878,2.21000004
vbl_ssh_allreg_dec.10879,2.20000005
vbl_ssh_allreg_dec.10880,2.19000006
vbl_ssh_allreg_dec.10881,2.16000009
vbl_ssh_allreg_dec.10882,2.1400001
vbl_ssh_allreg_dec.10883,2.11999989
vbl_ssh_allreg_dec.10884,2.11999989
vbl_ssh_allreg_dec.10885,2.1099999
vbl_ssh_allreg_dec.10886,2.08999991
vbl_ssh_allreg_dec.10887,2.03999996
vbl_ssh_allreg_dec.10888,1.99000001
vbl_ssh_allreg_dec.10889,1.98000002
vbl_ssh_allreg_dec.10890,1.92999995
vbl_ssh_allreg_dec.10891,1.92999995
vbl_ssh_allreg_dec.10892,1.91999996
vbl_ssh_allreg_dec.10893,1.90999997
vbl_ssh_allreg_dec.10894,1.89999998
vbl_ssh_allreg_dec.10895,1.88999999
vbl_ssh_allreg_dec.10896,1.87
vbl_ssh_allreg_dec.10897,1.85000002
vbl_ssh_allreg_dec.10898,1.83000004
vbl_ssh_allreg_dec.10899,1.79999995
vbl_ssh_allreg_dec.10900,1.76999998
vbl_ssh_allreg_dec.10901,1.75
vbl_ssh_allreg_dec.10902,1.71000004
vbl_ssh_allreg_dec.10903,1.65999997
vbl_ssh_allreg_dec.10904,1.61000001
vbl_ssh_allreg_dec.10905,1.55999994
vbl_ssh_allreg_dec.10906,1.5
vbl_ssh_allreg_dec.10907,1.42999995
vbl_ssh_allreg_dec.10908,1.36000001
vbl_ssh_allreg_dec.10909,1.27999997
vbl_ssh_allreg_dec.10910,1.19000006
vbl_ssh_allreg_dec.10911,1.08000004
vbl_ssh_allreg_dec.10912,0.92000002
vbl_ssh_allreg_dec.10913,2.25
vbl_ssh_allreg_dec.10914,2.24000001
vbl_ssh_allreg_dec.10915,2.21000004
vbl_ssh_allreg_dec.10916,2.20000005
vbl_ssh_allreg_dec.10917,2.19000006
vbl_ssh_allreg_dec.10918,2.17000008
vbl_ssh_allreg_dec.10919,2.16000009
vbl_ssh_allreg_dec.10920,2.1400001
vbl_ssh_allreg_dec.10921,2.11999989
vbl_ssh_allreg_dec.10922,2.1099999
vbl_ssh_allreg_dec.10923,2.08999991
vbl_ssh_allreg_dec.10924,2.06999993
vbl_ssh_allreg_dec.10925,2.02999997
vbl_ssh_allreg_dec.10926,1.96000004
vbl_ssh_allreg_dec.10927,1.89999998
vbl_ssh_allreg_dec.10928,1.84000003
vbl_ssh_allreg_dec.10929,1.90999997
vbl_ssh_allreg_dec.10930,1.91999996
vbl_ssh_allreg_dec.10931,1.90999997
vbl_ssh_allreg_dec.10932,1.88999999
vbl_ssh_allreg_dec.10933,1.87
vbl_ssh_allreg_dec.10934,1.86000001
vbl_ssh_allreg_dec.10935,1.84000003
vbl_ssh_allreg_dec.10936,1.82000005
vbl_ssh_allreg_dec.10937,1.79999995
vbl_ssh_allreg_dec.10938,1.76999998
vbl_ssh_allreg_dec.10939,1.74000001
vbl_ssh_allreg_dec.10940,1.71000004
vbl_ssh_allreg_dec.10941,1.65999997
vbl_ssh_allreg_dec.10942,1.62
vbl_ssh_allreg_dec.10943,1.57000005
vbl_ssh_allreg_dec.10944,1.51999998
vbl_ssh_allreg_dec.10945,1.45000005
vbl_ssh_allreg_dec.10946,1.38
vbl_ssh_allreg_dec.10947,1.29999995
vbl_ssh_allreg_dec.10948,1.22000003
vbl_ssh_allreg_dec.10949,1.13
vbl_ssh_allreg_dec.10950,1.00999999
vbl_ssh_allreg_dec.10951,2.25999999
vbl_ssh_allreg_dec.10952,2.24000001
vbl_ssh_allreg_dec.10953,2.21000004
vbl_ssh_allreg_dec.10954,2.20000005
vbl_ssh_allreg_dec.10955,2.18000007
vbl_ssh_allreg_dec.10956,2.17000008
vbl_ssh_allreg_dec.10957,2.16000009
vbl_ssh_allreg_dec.10958,2.1400001
vbl_ssh_allreg_dec.10959,2.13000011
vbl_ssh_allreg_dec.10960,2.1099999
vbl_ssh_allreg_dec.10961,2.08999991
vbl_ssh_allreg_dec.10962,2.06999993
vbl_ssh_allreg_dec.10963,2.03999996
vbl_ssh_allreg_dec.10964,2
vbl_ssh_allreg_dec.10965,1.92999995
vbl_ssh_allreg_dec.10966,1.85000002
vbl_ssh_allreg_dec.10967,1.82000005
vbl_ssh_allreg_dec.10968,1.92999995
vbl_ssh_allreg_dec.10969,1.94000006
vbl_ssh_allreg_dec.10970,1.91999996
vbl_ssh_allreg_dec.10971,1.88999999
vbl_ssh_allreg_dec.10972,1.86000001
vbl_ssh_allreg_dec.10973,1.85000002
vbl_ssh_allreg_dec.10974,1.84000003
vbl_ssh_allreg_dec.10975,1.82000005
vbl_ssh_allreg_dec.10976,1.78999996
vbl_ssh_allreg_dec.10977,1.75999999
vbl_ssh_allreg_dec.10978,1.73000002
vbl_ssh_allreg_dec.10979,1.70000005
vbl_ssh_allreg_dec.10980,1.65999997
vbl_ssh_allreg_dec.10981,1.61000001
vbl_ssh_allreg_dec.10982,1.55999994
vbl_ssh_allreg_dec.10983,1.51999998
vbl_ssh_allreg_dec.10984,1.46000004
vbl_ssh_allreg_dec.10985,1.38999999
vbl_ssh_allreg_dec.10986,1.32000005
vbl_ssh_allreg_dec.10987,1.24000001
vbl_ssh_allreg_dec.10988,1.14999998
vbl_ssh_allreg_dec.10989,1.05999994
vbl_ssh_allreg_dec.10990,0.93000001
vbl_ssh_allreg_dec.10991,2.23000002
vbl_ssh_allreg_dec.10992,2.21000004
vbl_ssh_allreg_dec.10993,2.20000005
vbl_ssh_allreg_dec.10994,2.18000007
vbl_ssh_allreg_dec.10995,2.16000009
vbl_ssh_allreg_dec.10996,2.1500001
vbl_ssh_allreg_dec.10997,2.1400001
vbl_ssh_allreg_dec.10998,2.11999989
vbl_ssh_allreg_dec.10999,2.1099999
vbl_ssh_allreg_dec.11000,2.0999999
vbl_ssh_allreg_dec.11001,2.07999992
vbl_ssh_allreg_dec.11002,2.04999995
vbl_ssh_allreg_dec.11003,2.01999998
vbl_ssh_allreg_dec.11004,1.97000003
vbl_ssh_allreg_dec.11005,1.88
vbl_ssh_allreg_dec.11006,1.84000003
vbl_ssh_allreg_dec.11007,1.86000001
vbl_ssh_allreg_dec.11008,1.91999996
vbl_ssh_allreg_dec.11009,1.91999996
vbl_ssh_allreg_dec.11010,1.90999997
vbl_ssh_allreg_dec.11011,1.88
vbl_ssh_allreg_dec.11012,1.85000002
vbl_ssh_allreg_dec.11013,1.83000004
vbl_ssh_allreg_dec.11014,1.80999994
vbl_ssh_allreg_dec.11015,1.79999995
vbl_ssh_allreg_dec.11016,1.76999998
vbl_ssh_allreg_dec.11017,1.75
vbl_ssh_allreg_dec.11018,1.72000003
vbl_ssh_allreg_dec.11019,1.67999995
vbl_ssh_allreg_dec.11020,1.64999998
vbl_ssh_allreg_dec.11021,1.61000001
vbl_ssh_allreg_dec.11022,1.55999994
vbl_ssh_allreg_dec.11023,1.50999999
vbl_ssh_allreg_dec.11024,1.46000004
vbl_ssh_allreg_dec.11025,1.38999999
vbl_ssh_allreg_dec.11026,1.33000004
vbl_ssh_allreg_dec.11027,1.25
vbl_ssh_allreg_dec.11028,1.16999996
vbl_ssh_allreg_dec.11029,1.08000004
vbl_ssh_allreg_dec.11030,0.98000002
vbl_ssh_allreg_dec.11031,0.85000002
vbl_ssh_allreg_dec.11032,2.23000002
vbl_ssh_allreg_dec.11033,2.21000004
vbl_ssh_allreg_dec.11034,2.19000006
vbl_ssh_allreg_dec.11035,2.17000008
vbl_ssh_allreg_dec.11036,2.16000009
vbl_ssh_allreg_dec.11037,2.1400001
vbl_ssh_allreg_dec.11038,2.13000011
vbl_ssh_allreg_dec.11039,2.1099999
vbl_ssh_allreg_dec.11040,2.0999999
vbl_ssh_allreg_dec.11041,2.08999991
vbl_ssh_allreg_dec.11042,2.07999992
vbl_ssh_allreg_dec.11043,2.05999994
vbl_ssh_allreg_dec.11044,2.02999997
vbl_ssh_allreg_dec.11045,2.00999999
vbl_ssh_allreg_dec.11046,1.98000002
vbl_ssh_allreg_dec.11047,1.89999998
vbl_ssh_allreg_dec.11048,1.88999999
vbl_ssh_allreg_dec.11049,1.88999999
vbl_ssh_allreg_dec.11050,1.89999998
vbl_ssh_allreg_dec.11051,1.88999999
vbl_ssh_allreg_dec.11052,1.88
vbl_ssh_allreg_dec.11053,1.86000001
vbl_ssh_allreg_dec.11054,1.83000004
vbl_ssh_allreg_dec.11055,1.79999995
vbl_ssh_allreg_dec.11056,1.78999996
vbl_ssh_allreg_dec.11057,1.76999998
vbl_ssh_allreg_dec.11058,1.75
vbl_ssh_allreg_dec.11059,1.72000003
vbl_ssh_allreg_dec.11060,1.69000006
vbl_ssh_allreg_dec.11061,1.66999996
vbl_ssh_allreg_dec.11062,1.63999999
vbl_ssh_allreg_dec.11063,1.60000002
vbl_ssh_allreg_dec.11064,1.54999995
vbl_ssh_allreg_dec.11065,1.5
vbl_ssh_allreg_dec.11066,1.45000005
vbl_ssh_allreg_dec.11067,1.38999999
vbl_ssh_allreg_dec.11068,1.32000005
vbl_ssh_allreg_dec.11069,1.25
vbl_ssh_allreg_dec.11070,1.17999995
vbl_ssh_allreg_dec.11071,1.09000003
vbl_ssh_allreg_dec.11072,1
vbl_ssh_allreg_dec.11073,0.89999998
vbl_ssh_allreg_dec.11074,2.21000004
vbl_ssh_allreg_dec.11075,2.19000006
vbl_ssh_allreg_dec.11076,2.17000008
vbl_ssh_allreg_dec.11077,2.1500001
vbl_ssh_allreg_dec.11078,2.1400001
vbl_ssh_allreg_dec.11079,2.11999989
vbl_ssh_allreg_dec.11080,2.1099999
vbl_ssh_allreg_dec.11081,2.08999991
vbl_ssh_allreg_dec.11082,2.07999992
vbl_ssh_allreg_dec.11083,2.06999993
vbl_ssh_allreg_dec.11084,2.04999995
vbl_ssh_allreg_dec.11085,2.03999996
vbl_ssh_allreg_dec.11086,2.00999999
vbl_ssh_allreg_dec.11087,1.99000001
vbl_ssh_allreg_dec.11088,1.98000002
vbl_ssh_allreg_dec.11089,1.92999995
vbl_ssh_allreg_dec.11090,1.89999998
vbl_ssh_allreg_dec.11091,1.88
vbl_ssh_allreg_dec.11092,1.88
vbl_ssh_allreg_dec.11093,1.87
vbl_ssh_allreg_dec.11094,1.86000001
vbl_ssh_allreg_dec.11095,1.85000002
vbl_ssh_allreg_dec.11096,1.82000005
vbl_ssh_allreg_dec.11097,1.78999996
vbl_ssh_allreg_dec.11098,1.76999998
vbl_ssh_allreg_dec.11099,1.75
vbl_ssh_allreg_dec.11100,1.72000003
vbl_ssh_allreg_dec.11101,1.70000005
vbl_ssh_allreg_dec.11102,1.66999996
vbl_ssh_allreg_dec.11103,1.64999998
vbl_ssh_allreg_dec.11104,1.62
vbl_ssh_allreg_dec.11105,1.58000004
vbl_ssh_allreg_dec.11106,1.53999996
vbl_ssh_allreg_dec.11107,1.49000001
