FID,dec_ssh
vbl_ssh_allreg_dec.36266,1.98000002
vbl_ssh_allreg_dec.36267,1.99000001
vbl_ssh_allreg_dec.36268,2
vbl_ssh_allreg_dec.36269,2.00999999
vbl_ssh_allreg_dec.36270,2.01999998
vbl_ssh_allreg_dec.36271,2.01999998
vbl_ssh_allreg_dec.36272,2.02999997
vbl_ssh_allreg_dec.36273,2.04999995
vbl_ssh_allreg_dec.36274,2.05999994
vbl_ssh_allreg_dec.36275,0.60000002
vbl_ssh_allreg_dec.36276,0.67000002
vbl_ssh_allreg_dec.36277,0.75
vbl_ssh_allreg_dec.36278,0.81
vbl_ssh_allreg_dec.36279,0.87
vbl_ssh_allreg_dec.36280,0.93000001
vbl_ssh_allreg_dec.36281,0.98000002
vbl_ssh_allreg_dec.36282,1.03999996
vbl_ssh_allreg_dec.36283,1.09000003
vbl_ssh_allreg_dec.36284,1.13
vbl_ssh_allreg_dec.36285,1.16999996
vbl_ssh_allreg_dec.36286,1.21000004
vbl_ssh_allreg_dec.36287,1.24000001
vbl_ssh_allreg_dec.36288,1.27999997
vbl_ssh_allreg_dec.36289,1.30999994
vbl_ssh_allreg_dec.36290,1.35000002
vbl_ssh_allreg_dec.36291,1.38
vbl_ssh_allreg_dec.36292,1.40999997
vbl_ssh_allreg_dec.36293,1.42999995
vbl_ssh_allreg_dec.36294,1.46000004
vbl_ssh_allreg_dec.36295,1.48000002
vbl_ssh_allreg_dec.36296,1.5
vbl_ssh_allreg_dec.36297,1.51999998
vbl_ssh_allreg_dec.36298,1.54999995
vbl_ssh_allreg_dec.36299,1.57000005
vbl_ssh_allreg_dec.36300,1.59000003
vbl_ssh_allreg_dec.36301,1.62
vbl_ssh_allreg_dec.36302,1.64999998
vbl_ssh_allreg_dec.36303,1.69000006
vbl_ssh_allreg_dec.36304,1.73000002
vbl_ssh_allreg_dec.36305,1.76999998
vbl_ssh_allreg_dec.36306,1.78999996
vbl_ssh_allreg_dec.36307,1.80999994
vbl_ssh_allreg_dec.36308,1.82000005
vbl_ssh_allreg_dec.36309,1.84000003
vbl_ssh_allreg_dec.36310,1.85000002
vbl_ssh_allreg_dec.36311,1.86000001
vbl_ssh_allreg_dec.36312,1.88
vbl_ssh_allreg_dec.36313,1.88999999
vbl_ssh_allreg_dec.36314,1.89999998
vbl_ssh_allreg_dec.36315,1.91999996
vbl_ssh_allreg_dec.36316,1.92999995
vbl_ssh_allreg_dec.36317,1.94000006
vbl_ssh_allreg_dec.36318,1.95000005
vbl_ssh_allreg_dec.36319,1.96000004
vbl_ssh_allreg_dec.36320,1.97000003
vbl_ssh_allreg_dec.36321,1.98000002
vbl_ssh_allreg_dec.36322,1.99000001
vbl_ssh_allreg_dec.36323,2
vbl_ssh_allreg_dec.36324,2.00999999
vbl_ssh_allreg_dec.36325,2.01999998
vbl_ssh_allreg_dec.36326,2.02999997
vbl_ssh_allreg_dec.36327,2.03999996
vbl_ssh_allreg_dec.36328,2.04999995
vbl_ssh_allreg_dec.36329,2.05999994
vbl_ssh_allreg_dec.36330,2.06999993
vbl_ssh_allreg_dec.36331,0.52999997
vbl_ssh_allreg_dec.36332,0.60000002
vbl_ssh_allreg_dec.36333,0.68000001
vbl_ssh_allreg_dec.36334,0.75
vbl_ssh_allreg_dec.36335,0.81
vbl_ssh_allreg_dec.36336,0.87
vbl_ssh_allreg_dec.36337,0.93000001
vbl_ssh_allreg_dec.36338,0.98000002
vbl_ssh_allreg_dec.36339,1.02999997
vbl_ssh_allreg_dec.36340,1.08000004
vbl_ssh_allreg_dec.36341,1.12
vbl_ssh_allreg_dec.36342,1.14999998
vbl_ssh_allreg_dec.36343,1.19000006
vbl_ssh_allreg_dec.36344,1.23000002
vbl_ssh_allreg_dec.36345,1.25999999
vbl_ssh_allreg_dec.36346,1.29999995
vbl_ssh_allreg_dec.36347,1.33000004
vbl_ssh_allreg_dec.36348,1.37
vbl_ssh_allreg_dec.36349,1.38999999
vbl_ssh_allreg_dec.36350,1.41999996
vbl_ssh_allreg_dec.36351,1.45000005
vbl_ssh_allreg_dec.36352,1.47000003
vbl_ssh_allreg_dec.36353,1.49000001
vbl_ssh_allreg_dec.36354,1.51999998
vbl_ssh_allreg_dec.36355,1.53999996
vbl_ssh_allreg_dec.36356,1.55999994
vbl_ssh_allreg_dec.36357,1.59000003
vbl_ssh_allreg_dec.36358,1.62
vbl_ssh_allreg_dec.36359,1.64999998
vbl_ssh_allreg_dec.36360,1.67999995
vbl_ssh_allreg_dec.36361,1.72000003
vbl_ssh_allreg_dec.36362,1.75999999
vbl_ssh_allreg_dec.36363,1.77999997
vbl_ssh_allreg_dec.36364,1.79999995
vbl_ssh_allreg_dec.36365,1.82000005
vbl_ssh_allreg_dec.36366,1.84000003
vbl_ssh_allreg_dec.36367,1.85000002
vbl_ssh_allreg_dec.36368,1.87
vbl_ssh_allreg_dec.36369,1.88
vbl_ssh_allreg_dec.36370,1.88999999
vbl_ssh_allreg_dec.36371,1.90999997
vbl_ssh_allreg_dec.36372,1.91999996
vbl_ssh_allreg_dec.36373,1.92999995
vbl_ssh_allreg_dec.36374,1.94000006
vbl_ssh_allreg_dec.36375,1.95000005
vbl_ssh_allreg_dec.36376,1.96000004
vbl_ssh_allreg_dec.36377,1.98000002
vbl_ssh_allreg_dec.36378,1.99000001
vbl_ssh_allreg_dec.36379,2
vbl_ssh_allreg_dec.36380,2.00999999
vbl_ssh_allreg_dec.36381,2.01999998
vbl_ssh_allreg_dec.36382,2.02999997
vbl_ssh_allreg_dec.36383,2.03999996
vbl_ssh_allreg_dec.36384,2.04999995
vbl_ssh_allreg_dec.36385,2.04999995
vbl_ssh_allreg_dec.36386,2.05999994
vbl_ssh_allreg_dec.36387,2.06999993
vbl_ssh_allreg_dec.36388,2.07999992
vbl_ssh_allreg_dec.36389,0.61000001
vbl_ssh_allreg_dec.36390,0.68000001
vbl_ssh_allreg_dec.36391,0.75
vbl_ssh_allreg_dec.36392,0.81
vbl_ssh_allreg_dec.36393,0.87
vbl_ssh_allreg_dec.36394,0.92000002
vbl_ssh_allreg_dec.36395,0.97000003
vbl_ssh_allreg_dec.36396,1.01999998
vbl_ssh_allreg_dec.36397,1.05999994
vbl_ssh_allreg_dec.36398,1.09000003
vbl_ssh_allreg_dec.36399,1.13
vbl_ssh_allreg_dec.36400,1.16999996
vbl_ssh_allreg_dec.36401,1.20000005
vbl_ssh_allreg_dec.36402,1.24000001
vbl_ssh_allreg_dec.36403,1.27999997
vbl_ssh_allreg_dec.36404,1.30999994
vbl_ssh_allreg_dec.36405,1.34000003
vbl_ssh_allreg_dec.36406,1.37
vbl_ssh_allreg_dec.36407,1.39999998
vbl_ssh_allreg_dec.36408,1.42999995
vbl_ssh_allreg_dec.36409,1.45000005
vbl_ssh_allreg_dec.36410,1.47000003
vbl_ssh_allreg_dec.36411,1.50999999
vbl_ssh_allreg_dec.36412,1.53999996
vbl_ssh_allreg_dec.36413,1.57000005
vbl_ssh_allreg_dec.36414,1.60000002
vbl_ssh_allreg_dec.36415,1.62
vbl_ssh_allreg_dec.36416,1.63999999
vbl_ssh_allreg_dec.36417,1.66999996
vbl_ssh_allreg_dec.36418,1.71000004
vbl_ssh_allreg_dec.36419,1.75
vbl_ssh_allreg_dec.36420,1.77999997
vbl_ssh_allreg_dec.36421,1.79999995
vbl_ssh_allreg_dec.36422,1.82000005
vbl_ssh_allreg_dec.36423,1.84000003
vbl_ssh_allreg_dec.36424,1.85000002
vbl_ssh_allreg_dec.36425,1.87
vbl_ssh_allreg_dec.36426,1.88
vbl_ssh_allreg_dec.36427,1.88999999
vbl_ssh_allreg_dec.36428,1.90999997
vbl_ssh_allreg_dec.36429,1.91999996
vbl_ssh_allreg_dec.36430,1.92999995
vbl_ssh_allreg_dec.36431,1.94000006
vbl_ssh_allreg_dec.36432,1.96000004
vbl_ssh_allreg_dec.36433,1.97000003
vbl_ssh_allreg_dec.36434,1.98000002
vbl_ssh_allreg_dec.36435,1.99000001
vbl_ssh_allreg_dec.36436,2
vbl_ssh_allreg_dec.36437,2.00999999
vbl_ssh_allreg_dec.36438,2.01999998
vbl_ssh_allreg_dec.36439,2.02999997
vbl_ssh_allreg_dec.36440,2.03999996
vbl_ssh_allreg_dec.36441,2.04999995
vbl_ssh_allreg_dec.36442,2.05999994
vbl_ssh_allreg_dec.36443,2.06999993
vbl_ssh_allreg_dec.36444,2.07999992
vbl_ssh_allreg_dec.36445,2.08999991
vbl_ssh_allreg_dec.36446,0.62
vbl_ssh_allreg_dec.36447,0.68000001
vbl_ssh_allreg_dec.36448,0.74000001
vbl_ssh_allreg_dec.36449,0.80000001
vbl_ssh_allreg_dec.36450,0.86000001
vbl_ssh_allreg_dec.36451,0.91000003
vbl_ssh_allreg_dec.36452,0.94999999
vbl_ssh_allreg_dec.36453,0.99000001
vbl_ssh_allreg_dec.36454,1.02999997
vbl_ssh_allreg_dec.36455,1.05999994
vbl_ssh_allreg_dec.36456,1.10000002
vbl_ssh_allreg_dec.36457,1.13
vbl_ssh_allreg_dec.36458,1.16999996
vbl_ssh_allreg_dec.36459,1.21000004
vbl_ssh_allreg_dec.36460,1.24000001
vbl_ssh_allreg_dec.36461,1.27999997
vbl_ssh_allreg_dec.36462,1.30999994
vbl_ssh_allreg_dec.36463,1.34000003
vbl_ssh_allreg_dec.36464,1.36000001
vbl_ssh_allreg_dec.36465,1.38
vbl_ssh_allreg_dec.36466,1.42999995
vbl_ssh_allreg_dec.36467,1.47000003
vbl_ssh_allreg_dec.36468,1.50999999
vbl_ssh_allreg_dec.36469,1.53999996
vbl_ssh_allreg_dec.36470,1.57000005
vbl_ssh_allreg_dec.36471,1.59000003
vbl_ssh_allreg_dec.36472,1.62
vbl_ssh_allreg_dec.36473,1.63999999
vbl_ssh_allreg_dec.36474,1.65999997
vbl_ssh_allreg_dec.36475,1.70000005
vbl_ssh_allreg_dec.36476,1.74000001
vbl_ssh_allreg_dec.36477,1.76999998
vbl_ssh_allreg_dec.36478,1.79999995
vbl_ssh_allreg_dec.36479,1.82000005
vbl_ssh_allreg_dec.36480,1.83000004
vbl_ssh_allreg_dec.36481,1.85000002
vbl_ssh_allreg_dec.36482,1.87
vbl_ssh_allreg_dec.36483,1.88
vbl_ssh_allreg_dec.36484,1.88999999
vbl_ssh_allreg_dec.36485,1.90999997
vbl_ssh_allreg_dec.36486,1.91999996
vbl_ssh_allreg_dec.36487,1.92999995
vbl_ssh_allreg_dec.36488,1.95000005
vbl_ssh_allreg_dec.36489,1.96000004
vbl_ssh_allreg_dec.36490,1.97000003
vbl_ssh_allreg_dec.36491,1.98000002
vbl_ssh_allreg_dec.36492,1.99000001
vbl_ssh_allreg_dec.36493,2
vbl_ssh_allreg_dec.36494,2.01999998
vbl_ssh_allreg_dec.36495,2.02999997
vbl_ssh_allreg_dec.36496,2.03999996
vbl_ssh_allreg_dec.36497,2.04999995
vbl_ssh_allreg_dec.36498,2.05999994
vbl_ssh_allreg_dec.36499,2.05999994
vbl_ssh_allreg_dec.36500,2.06999993
vbl_ssh_allreg_dec.36501,2.07999992
vbl_ssh_allreg_dec.36502,2.08999991
vbl_ssh_allreg_dec.36503,0.55000001
vbl_ssh_allreg_dec.36504,0.62
vbl_ssh_allreg_dec.36505,0.68000001
vbl_ssh_allreg_dec.36506,0.74000001
vbl_ssh_allreg_dec.36507,0.79000002
vbl_ssh_allreg_dec.36508,0.83999997
vbl_ssh_allreg_dec.36509,0.88
vbl_ssh_allreg_dec.36510,0.92000002
vbl_ssh_allreg_dec.36511,0.94999999
vbl_ssh_allreg_dec.36512,0.99000001
vbl_ssh_allreg_dec.36513,1.01999998
vbl_ssh_allreg_dec.36514,1.04999995
vbl_ssh_allreg_dec.36515,1.08000004
vbl_ssh_allreg_dec.36516,1.12
vbl_ssh_allreg_dec.36517,1.15999997
vbl_ssh_allreg_dec.36518,1.19000006
vbl_ssh_allreg_dec.36519,1.21000004
vbl_ssh_allreg_dec.36520,1.25
vbl_ssh_allreg_dec.36521,1.29999995
vbl_ssh_allreg_dec.36522,1.35000002
vbl_ssh_allreg_dec.36523,1.38999999
vbl_ssh_allreg_dec.36524,1.42999995
vbl_ssh_allreg_dec.36525,1.47000003
vbl_ssh_allreg_dec.36526,1.5
vbl_ssh_allreg_dec.36527,1.52999997
vbl_ssh_allreg_dec.36528,1.54999995
vbl_ssh_allreg_dec.36529,1.58000004
vbl_ssh_allreg_dec.36530,1.60000002
vbl_ssh_allreg_dec.36531,1.62
vbl_ssh_allreg_dec.36532,1.64999998
vbl_ssh_allreg_dec.36533,1.69000006
vbl_ssh_allreg_dec.36534,1.73000002
vbl_ssh_allreg_dec.36535,1.76999998
vbl_ssh_allreg_dec.36536,1.78999996
vbl_ssh_allreg_dec.36537,1.80999994
vbl_ssh_allreg_dec.36538,1.83000004
vbl_ssh_allreg_dec.36539,1.85000002
vbl_ssh_allreg_dec.36540,1.86000001
vbl_ssh_allreg_dec.36541,1.88
vbl_ssh_allreg_dec.36542,1.88999999
vbl_ssh_allreg_dec.36543,1.90999997
vbl_ssh_allreg_dec.36544,1.91999996
vbl_ssh_allreg_dec.36545,1.94000006
vbl_ssh_allreg_dec.36546,1.95000005
vbl_ssh_allreg_dec.36547,1.96000004
vbl_ssh_allreg_dec.36548,1.97000003
vbl_ssh_allreg_dec.36549,1.98000002
vbl_ssh_allreg_dec.36550,2
vbl_ssh_allreg_dec.36551,2.00999999
vbl_ssh_allreg_dec.36552,2.01999998
vbl_ssh_allreg_dec.36553,2.02999997
vbl_ssh_allreg_dec.36554,2.03999996
vbl_ssh_allreg_dec.36555,2.04999995
vbl_ssh_allreg_dec.36556,2.05999994
vbl_ssh_allreg_dec.36557,2.06999993
vbl_ssh_allreg_dec.36558,2.07999992
vbl_ssh_allreg_dec.36559,2.08999991
vbl_ssh_allreg_dec.36560,2.0999999
vbl_ssh_allreg_dec.36561,0.55000001
vbl_ssh_allreg_dec.36562,0.61000001
vbl_ssh_allreg_dec.36563,0.66000003
vbl_ssh_allreg_dec.36564,0.72000003
vbl_ssh_allreg_dec.36565,0.75999999
vbl_ssh_allreg_dec.36566,0.80000001
vbl_ssh_allreg_dec.36567,0.83999997
vbl_ssh_allreg_dec.36568,0.87
vbl_ssh_allreg_dec.36569,0.89999998
vbl_ssh_allreg_dec.36570,0.93000001
vbl_ssh_allreg_dec.36571,0.95999998
vbl_ssh_allreg_dec.36572,0.98000002
vbl_ssh_allreg_dec.36573,1.01999998
vbl_ssh_allreg_dec.36574,1.03999996
vbl_ssh_allreg_dec.36575,1.13999999
vbl_ssh_allreg_dec.36576,1.20000005
vbl_ssh_allreg_dec.36577,1.25999999
vbl_ssh_allreg_dec.36578,1.30999994
vbl_ssh_allreg_dec.36579,1.35000002
vbl_ssh_allreg_dec.36580,1.38999999
vbl_ssh_allreg_dec.36581,1.42999995
vbl_ssh_allreg_dec.36582,1.46000004
vbl_ssh_allreg_dec.36583,1.49000001
vbl_ssh_allreg_dec.36584,1.50999999
vbl_ssh_allreg_dec.36585,1.53999996
vbl_ssh_allreg_dec.36586,1.57000005
vbl_ssh_allreg_dec.36587,1.59000003
vbl_ssh_allreg_dec.36588,1.61000001
vbl_ssh_allreg_dec.36589,1.63999999
vbl_ssh_allreg_dec.36590,1.67999995
vbl_ssh_allreg_dec.36591,1.72000003
vbl_ssh_allreg_dec.36592,1.75999999
vbl_ssh_allreg_dec.36593,1.78999996
vbl_ssh_allreg_dec.36594,1.80999994
vbl_ssh_allreg_dec.36595,1.83000004
vbl_ssh_allreg_dec.36596,1.85000002
vbl_ssh_allreg_dec.36597,1.86000001
vbl_ssh_allreg_dec.36598,1.88
vbl_ssh_allreg_dec.36599,1.88999999
vbl_ssh_allreg_dec.36600,1.90999997
vbl_ssh_allreg_dec.36601,1.91999996
vbl_ssh_allreg_dec.36602,1.94000006
vbl_ssh_allreg_dec.36603,1.95000005
vbl_ssh_allreg_dec.36604,1.96000004
vbl_ssh_allreg_dec.36605,1.98000002
vbl_ssh_allreg_dec.36606,1.99000001
vbl_ssh_allreg_dec.36607,2
vbl_ssh_allreg_dec.36608,2.00999999
vbl_ssh_allreg_dec.36609,2.01999998
vbl_ssh_allreg_dec.36610,2.03999996
vbl_ssh_allreg_dec.36611,2.04999995
vbl_ssh_allreg_dec.36612,2.05999994
vbl_ssh_allreg_dec.36613,2.05999994
vbl_ssh_allreg_dec.36614,2.07999992
vbl_ssh_allreg_dec.36615,2.07999992
vbl_ssh_allreg_dec.36616,2.08999991
vbl_ssh_allreg_dec.36617,2.0999999
vbl_ssh_allreg_dec.36618,0.57999998
vbl_ssh_allreg_dec.36619,0.63
vbl_ssh_allreg_dec.36620,0.68000001
vbl_ssh_allreg_dec.36621,0.72000003
vbl_ssh_allreg_dec.36622,0.75
vbl_ssh_allreg_dec.36623,0.77999997
vbl_ssh_allreg_dec.36624,0.81
vbl_ssh_allreg_dec.36625,0.82999998
vbl_ssh_allreg_dec.36626,0.86000001
vbl_ssh_allreg_dec.36627,0.88
vbl_ssh_allreg_dec.36628,0.92000002
vbl_ssh_allreg_dec.36629,1.01999998
vbl_ssh_allreg_dec.36630,1.09000003
vbl_ssh_allreg_dec.36631,1.14999998
vbl_ssh_allreg_dec.36632,1.21000004
vbl_ssh_allreg_dec.36633,1.25999999
vbl_ssh_allreg_dec.36634,1.30999994
vbl_ssh_allreg_dec.36635,1.35000002
vbl_ssh_allreg_dec.36636,1.38
vbl_ssh_allreg_dec.36637,1.40999997
vbl_ssh_allreg_dec.36638,1.45000005
vbl_ssh_allreg_dec.36639,1.48000002
vbl_ssh_allreg_dec.36640,1.5
vbl_ssh_allreg_dec.36641,1.52999997
vbl_ssh_allreg_dec.36642,1.55999994
vbl_ssh_allreg_dec.36643,1.59000003
vbl_ssh_allreg_dec.36644,1.61000001
vbl_ssh_allreg_dec.36645,1.63
vbl_ssh_allreg_dec.36646,1.66999996
vbl_ssh_allreg_dec.36647,1.71000004
vbl_ssh_allreg_dec.36648,1.75
vbl_ssh_allreg_dec.36649,1.77999997
vbl_ssh_allreg_dec.36650,1.80999994
vbl_ssh_allreg_dec.36651,1.83000004
vbl_ssh_allreg_dec.36652,1.85000002
vbl_ssh_allreg_dec.36653,1.86000001
vbl_ssh_allreg_dec.36654,1.88
vbl_ssh_allreg_dec.36655,1.89999998
vbl_ssh_allreg_dec.36656,1.90999997
vbl_ssh_allreg_dec.36657,1.92999995
vbl_ssh_allreg_dec.36658,1.94000006
vbl_ssh_allreg_dec.36659,1.95000005
vbl_ssh_allreg_dec.36660,1.97000003
vbl_ssh_allreg_dec.36661,1.98000002
vbl_ssh_allreg_dec.36662,1.99000001
vbl_ssh_allreg_dec.36663,2.00999999
vbl_ssh_allreg_dec.36664,2.01999998
vbl_ssh_allreg_dec.36665,2.02999997
vbl_ssh_allreg_dec.36666,2.03999996
vbl_ssh_allreg_dec.36667,2.04999995
vbl_ssh_allreg_dec.36668,2.05999994
vbl_ssh_allreg_dec.36669,2.06999993
vbl_ssh_allreg_dec.36670,2.07999992
vbl_ssh_allreg_dec.36671,2.08999991
vbl_ssh_allreg_dec.36672,2.0999999
vbl_ssh_allreg_dec.36673,2.1099999
vbl_ssh_allreg_dec.36674,2.11999989
vbl_ssh_allreg_dec.36675,0.56
vbl_ssh_allreg_dec.36676,0.62
vbl_ssh_allreg_dec.36677,0.64999998
vbl_ssh_allreg_dec.36678,0.68000001
vbl_ssh_allreg_dec.36679,0.69999999
vbl_ssh_allreg_dec.36680,0.72000003
vbl_ssh_allreg_dec.36681,0.74000001
vbl_ssh_allreg_dec.36682,0.75999999
vbl_ssh_allreg_dec.36683,0.94999999
vbl_ssh_allreg_dec.36684,1.02999997
vbl_ssh_allreg_dec.36685,1.10000002
vbl_ssh_allreg_dec.36686,1.15999997
vbl_ssh_allreg_dec.36687,1.21000004
vbl_ssh_allreg_dec.36688,1.25999999
vbl_ssh_allreg_dec.36689,1.29999995
vbl_ssh_allreg_dec.36690,1.33000004
vbl_ssh_allreg_dec.36691,1.37
vbl_ssh_allreg_dec.36692,1.39999998
vbl_ssh_allreg_dec.36693,1.44000006
vbl_ssh_allreg_dec.36694,1.47000003
vbl_ssh_allreg_dec.36695,1.5
vbl_ssh_allreg_dec.36696,1.52999997
vbl_ssh_allreg_dec.36697,1.55999994
vbl_ssh_allreg_dec.36698,1.58000004
vbl_ssh_allreg_dec.36699,1.60000002
vbl_ssh_allreg_dec.36700,1.63
vbl_ssh_allreg_dec.36701,1.65999997
vbl_ssh_allreg_dec.36702,1.70000005
vbl_ssh_allreg_dec.36703,1.74000001
vbl_ssh_allreg_dec.36704,1.77999997
vbl_ssh_allreg_dec.36705,1.79999995
vbl_ssh_allreg_dec.36706,1.83000004
vbl_ssh_allreg_dec.36707,1.85000002
vbl_ssh_allreg_dec.36708,1.86000001
vbl_ssh_allreg_dec.36709,1.88
vbl_ssh_allreg_dec.36710,1.89999998
vbl_ssh_allreg_dec.36711,1.90999997
vbl_ssh_allreg_dec.36712,1.92999995
vbl_ssh_allreg_dec.36713,1.94000006
vbl_ssh_allreg_dec.36714,1.96000004
vbl_ssh_allreg_dec.36715,1.97000003
vbl_ssh_allreg_dec.36716,1.98000002
vbl_ssh_allreg_dec.36717,2
vbl_ssh_allreg_dec.36718,2.00999999
vbl_ssh_allreg_dec.36719,2.01999998
vbl_ssh_allreg_dec.36720,2.02999997
vbl_ssh_allreg_dec.36721,2.04999995
vbl_ssh_allreg_dec.36722,2.05999994
vbl_ssh_allreg_dec.36723,2.06999993
vbl_ssh_allreg_dec.36724,2.07999992
vbl_ssh_allreg_dec.36725,2.08999991
vbl_ssh_allreg_dec.36726,2.0999999
vbl_ssh_allreg_dec.36727,2.0999999
vbl_ssh_allreg_dec.36728,2.11999989
vbl_ssh_allreg_dec.36729,2.11999989
vbl_ssh_allreg_dec.36730,0.52999997
vbl_ssh_allreg_dec.36731,0.55000001
vbl_ssh_allreg_dec.36732,0.56
vbl_ssh_allreg_dec.36733,0.55000001
vbl_ssh_allreg_dec.36734,0.87
vbl_ssh_allreg_dec.36735,0.94999999
vbl_ssh_allreg_dec.36736,1.03999996
vbl_ssh_allreg_dec.36737,1.10000002
vbl_ssh_allreg_dec.36738,1.15999997
vbl_ssh_allreg_dec.36739,1.21000004
vbl_ssh_allreg_dec.36740,1.25
vbl_ssh_allreg_dec.36741,1.27999997
vbl_ssh_allreg_dec.36742,1.32000005
vbl_ssh_allreg_dec.36743,1.36000001
vbl_ssh_allreg_dec.36744,1.38999999
vbl_ssh_allreg_dec.36745,1.41999996
vbl_ssh_allreg_dec.36746,1.46000004
vbl_ssh_allreg_dec.36747,1.49000001
vbl_ssh_allreg_dec.36748,1.51999998
vbl_ssh_allreg_dec.36749,1.54999995
vbl_ssh_allreg_dec.36750,1.57000005
vbl_ssh_allreg_dec.36751,1.60000002
vbl_ssh_allreg_dec.36752,1.62
vbl_ssh_allreg_dec.36753,1.64999998
vbl_ssh_allreg_dec.36754,1.69000006
vbl_ssh_allreg_dec.36755,1.74000001
vbl_ssh_allreg_dec.36756,1.77999997
vbl_ssh_allreg_dec.36757,1.79999995
vbl_ssh_allreg_dec.36758,1.83000004
vbl_ssh_allreg_dec.36759,1.85000002
vbl_ssh_allreg_dec.36760,1.86000001
vbl_ssh_allreg_dec.36761,1.88
vbl_ssh_allreg_dec.36762,1.89999998
vbl_ssh_allreg_dec.36763,1.91999996
vbl_ssh_allreg_dec.36764,1.92999995
vbl_ssh_allreg_dec.36765,1.95000005
vbl_ssh_allreg_dec.36766,1.96000004
vbl_ssh_allreg_dec.36767,1.98000002
vbl_ssh_allreg_dec.36768,1.99000001
vbl_ssh_allreg_dec.36769,2
vbl_ssh_allreg_dec.36770,2.01999998
vbl_ssh_allreg_dec.36771,2.02999997
vbl_ssh_allreg_dec.36772,2.03999996
vbl_ssh_allreg_dec.36773,2.04999995
vbl_ssh_allreg_dec.36774,2.05999994
vbl_ssh_allreg_dec.36775,2.06999993
vbl_ssh_allreg_dec.36776,2.07999992
vbl_ssh_allreg_dec.36777,2.08999991
vbl_ssh_allreg_dec.36778,2.0999999
vbl_ssh_allreg_dec.36779,2.1099999
vbl_ssh_allreg_dec.36780,2.11999989
vbl_ssh_allreg_dec.36781,2.13000011
vbl_ssh_allreg_dec.36782,0.80000001
vbl_ssh_allreg_dec.36783,0.88999999
vbl_ssh_allreg_dec.36784,0.97000003
vbl_ssh_allreg_dec.36785,1.03999996
vbl_ssh_allreg_dec.36786,1.10000002
vbl_ssh_allreg_dec.36787,1.14999998
vbl_ssh_allreg_dec.36788,1.19000006
vbl_ssh_allreg_dec.36789,1.23000002
vbl_ssh_allreg_dec.36790,1.26999998
vbl_ssh_allreg_dec.36791,1.30999994
vbl_ssh_allreg_dec.36792,1.35000002
vbl_ssh_allreg_dec.36793,1.38
vbl_ssh_allreg_dec.36794,1.41999996
vbl_ssh_allreg_dec.36795,1.45000005
vbl_ssh_allreg_dec.36796,1.48000002
vbl_ssh_allreg_dec.36797,1.50999999
vbl_ssh_allreg_dec.36798,1.53999996
vbl_ssh_allreg_dec.36799,1.55999994
vbl_ssh_allreg_dec.36800,1.59000003
vbl_ssh_allreg_dec.36801,1.62
vbl_ssh_allreg_dec.36802,1.64999998
vbl_ssh_allreg_dec.36803,1.67999995
vbl_ssh_allreg_dec.36804,1.73000002
vbl_ssh_allreg_dec.36805,1.76999998
vbl_ssh_allreg_dec.36806,1.79999995
vbl_ssh_allreg_dec.36807,1.83000004
vbl_ssh_allreg_dec.36808,1.85000002
vbl_ssh_allreg_dec.36809,1.87
vbl_ssh_allreg_dec.36810,1.88
vbl_ssh_allreg_dec.36811,1.89999998
vbl_ssh_allreg_dec.36812,1.91999996
vbl_ssh_allreg_dec.36813,1.92999995
vbl_ssh_allreg_dec.36814,1.95000005
vbl_ssh_allreg_dec.36815,1.97000003
vbl_ssh_allreg_dec.36816,1.98000002
vbl_ssh_allreg_dec.36817,1.99000001
vbl_ssh_allreg_dec.36818,2.00999999
vbl_ssh_allreg_dec.36819,2.01999998
vbl_ssh_allreg_dec.36820,2.02999997
vbl_ssh_allreg_dec.36821,2.03999996
vbl_ssh_allreg_dec.36822,2.05999994
vbl_ssh_allreg_dec.36823,2.06999993
vbl_ssh_allreg_dec.36824,2.07999992
vbl_ssh_allreg_dec.36825,2.08999991
vbl_ssh_allreg_dec.36826,2.0999999
vbl_ssh_allreg_dec.36827,2.1099999
vbl_ssh_allreg_dec.36828,2.11999989
vbl_ssh_allreg_dec.36829,2.13000011
vbl_ssh_allreg_dec.36830,2.1400001
vbl_ssh_allreg_dec.36831,0.69999999
vbl_ssh_allreg_dec.36832,0.82999998
vbl_ssh_allreg_dec.36833,0.91000003
vbl_ssh_allreg_dec.36834,0.97000003
vbl_ssh_allreg_dec.36835,1.02999997
vbl_ssh_allreg_dec.36836,1.08000004
vbl_ssh_allreg_dec.36837,1.13
vbl_ssh_allreg_dec.36838,1.16999996
vbl_ssh_allreg_dec.36839,1.22000003
vbl_ssh_allreg_dec.36840,1.25999999
vbl_ssh_allreg_dec.36841,1.28999996
vbl_ssh_allreg_dec.36842,1.33000004
vbl_ssh_allreg_dec.36843,1.37
vbl_ssh_allreg_dec.36844,1.39999998
vbl_ssh_allreg_dec.36845,1.42999995
vbl_ssh_allreg_dec.36846,1.46000004
vbl_ssh_allreg_dec.36847,1.5
vbl_ssh_allreg_dec.36848,1.52999997
vbl_ssh_allreg_dec.36849,1.55999994
vbl_ssh_allreg_dec.36850,1.59000003
vbl_ssh_allreg_dec.36851,1.61000001
vbl_ssh_allreg_dec.36852,1.63999999
vbl_ssh_allreg_dec.36853,1.66999996
vbl_ssh_allreg_dec.36854,1.72000003
vbl_ssh_allreg_dec.36855,1.76999998
