FID,mar_ssh
vbl_ssh_allreg_mar.27508,2.6400001
vbl_ssh_allreg_mar.27509,2.6099999
vbl_ssh_allreg_mar.27510,2.56999993
vbl_ssh_allreg_mar.27511,2.52999997
vbl_ssh_allreg_mar.27512,2.46000004
vbl_ssh_allreg_mar.27513,2.38000011
vbl_ssh_allreg_mar.27514,2.31999993
vbl_ssh_allreg_mar.27515,2.24000001
vbl_ssh_allreg_mar.27516,2.11999989
vbl_ssh_allreg_mar.27517,1.97000003
vbl_ssh_allreg_mar.27518,1.83000004
vbl_ssh_allreg_mar.27519,1.71000004
vbl_ssh_allreg_mar.27520,1.59000003
vbl_ssh_allreg_mar.27521,1.47000003
vbl_ssh_allreg_mar.27522,3.0999999
vbl_ssh_allreg_mar.27523,3.08999991
vbl_ssh_allreg_mar.27524,3.08999991
vbl_ssh_allreg_mar.27525,3.07999992
vbl_ssh_allreg_mar.27526,3.07999992
vbl_ssh_allreg_mar.27527,3.06999993
vbl_ssh_allreg_mar.27528,3.06999993
vbl_ssh_allreg_mar.27529,3.05999994
vbl_ssh_allreg_mar.27530,3.05999994
vbl_ssh_allreg_mar.27531,3.04999995
vbl_ssh_allreg_mar.27532,3.04999995
vbl_ssh_allreg_mar.27533,3.03999996
vbl_ssh_allreg_mar.27534,3.02999997
vbl_ssh_allreg_mar.27535,3.02999997
vbl_ssh_allreg_mar.27536,3.01999998
vbl_ssh_allreg_mar.27537,3.01999998
vbl_ssh_allreg_mar.27538,3.00999999
vbl_ssh_allreg_mar.27539,3.00999999
vbl_ssh_allreg_mar.27540,3
vbl_ssh_allreg_mar.27541,2.99000001
vbl_ssh_allreg_mar.27542,2.99000001
vbl_ssh_allreg_mar.27543,2.98000002
vbl_ssh_allreg_mar.27544,2.98000002
vbl_ssh_allreg_mar.27545,2.97000003
vbl_ssh_allreg_mar.27546,2.96000004
vbl_ssh_allreg_mar.27547,2.95000005
vbl_ssh_allreg_mar.27548,2.94000006
vbl_ssh_allreg_mar.27549,2.93000007
vbl_ssh_allreg_mar.27550,2.92000008
vbl_ssh_allreg_mar.27551,2.92000008
vbl_ssh_allreg_mar.27552,2.91000009
vbl_ssh_allreg_mar.27553,2.9000001
vbl_ssh_allreg_mar.27554,2.8900001
vbl_ssh_allreg_mar.27555,2.88000011
vbl_ssh_allreg_mar.27556,2.86999989
vbl_ssh_allreg_mar.27557,2.8599999
vbl_ssh_allreg_mar.27558,2.83999991
vbl_ssh_allreg_mar.27559,2.80999994
vbl_ssh_allreg_mar.27560,2.77999997
vbl_ssh_allreg_mar.27561,2.75
vbl_ssh_allreg_mar.27562,2.72000003
vbl_ssh_allreg_mar.27563,2.68000007
vbl_ssh_allreg_mar.27564,2.66000009
vbl_ssh_allreg_mar.27565,2.6500001
vbl_ssh_allreg_mar.27566,2.66000009
vbl_ssh_allreg_mar.27567,2.69000006
vbl_ssh_allreg_mar.27568,2.68000007
vbl_ssh_allreg_mar.27569,2.6500001
vbl_ssh_allreg_mar.27570,2.6099999
vbl_ssh_allreg_mar.27571,2.57999992
vbl_ssh_allreg_mar.27572,2.52999997
vbl_ssh_allreg_mar.27573,2.48000002
vbl_ssh_allreg_mar.27574,2.42000008
vbl_ssh_allreg_mar.27575,2.32999992
vbl_ssh_allreg_mar.27576,2.23000002
vbl_ssh_allreg_mar.27577,2.16000009
vbl_ssh_allreg_mar.27578,2.0999999
vbl_ssh_allreg_mar.27579,1.98000002
vbl_ssh_allreg_mar.27580,1.79999995
vbl_ssh_allreg_mar.27581,3.0999999
vbl_ssh_allreg_mar.27582,3.0999999
vbl_ssh_allreg_mar.27583,3.08999991
vbl_ssh_allreg_mar.27584,3.08999991
vbl_ssh_allreg_mar.27585,3.06999993
vbl_ssh_allreg_mar.27586,3.06999993
vbl_ssh_allreg_mar.27587,3.05999994
vbl_ssh_allreg_mar.27588,3.05999994
vbl_ssh_allreg_mar.27589,3.04999995
vbl_ssh_allreg_mar.27590,3.04999995
vbl_ssh_allreg_mar.27591,3.03999996
vbl_ssh_allreg_mar.27592,3.02999997
vbl_ssh_allreg_mar.27593,3.02999997
vbl_ssh_allreg_mar.27594,3.02999997
vbl_ssh_allreg_mar.27595,3.01999998
vbl_ssh_allreg_mar.27596,3.00999999
vbl_ssh_allreg_mar.27597,3.00999999
vbl_ssh_allreg_mar.27598,3
vbl_ssh_allreg_mar.27599,2.99000001
vbl_ssh_allreg_mar.27600,2.99000001
vbl_ssh_allreg_mar.27601,2.98000002
vbl_ssh_allreg_mar.27602,2.98000002
vbl_ssh_allreg_mar.27603,2.97000003
vbl_ssh_allreg_mar.27604,2.96000004
vbl_ssh_allreg_mar.27605,2.95000005
vbl_ssh_allreg_mar.27606,2.94000006
vbl_ssh_allreg_mar.27607,2.93000007
vbl_ssh_allreg_mar.27608,2.92000008
vbl_ssh_allreg_mar.27609,2.92000008
vbl_ssh_allreg_mar.27610,2.91000009
vbl_ssh_allreg_mar.27611,2.9000001
vbl_ssh_allreg_mar.27612,2.8900001
vbl_ssh_allreg_mar.27613,2.86999989
vbl_ssh_allreg_mar.27614,2.8599999
vbl_ssh_allreg_mar.27615,2.8499999
vbl_ssh_allreg_mar.27616,2.83999991
vbl_ssh_allreg_mar.27617,2.80999994
vbl_ssh_allreg_mar.27618,2.77999997
vbl_ssh_allreg_mar.27619,2.75
vbl_ssh_allreg_mar.27620,2.72000003
vbl_ssh_allreg_mar.27621,2.68000007
vbl_ssh_allreg_mar.27622,2.6500001
vbl_ssh_allreg_mar.27623,2.6400001
vbl_ssh_allreg_mar.27624,2.6400001
vbl_ssh_allreg_mar.27625,2.63000011
vbl_ssh_allreg_mar.27626,2.6099999
vbl_ssh_allreg_mar.27627,2.55999994
vbl_ssh_allreg_mar.27628,2.5
vbl_ssh_allreg_mar.27629,2.47000003
vbl_ssh_allreg_mar.27630,2.43000007
vbl_ssh_allreg_mar.27631,2.38000011
vbl_ssh_allreg_mar.27632,2.29999995
vbl_ssh_allreg_mar.27633,2.21000004
vbl_ssh_allreg_mar.27634,2.1099999
vbl_ssh_allreg_mar.27635,2
vbl_ssh_allreg_mar.27636,1.87
vbl_ssh_allreg_mar.27637,3.0999999
vbl_ssh_allreg_mar.27638,3.0999999
vbl_ssh_allreg_mar.27639,3.0999999
vbl_ssh_allreg_mar.27640,3.08999991
vbl_ssh_allreg_mar.27641,3.07999992
vbl_ssh_allreg_mar.27642,3.07999992
vbl_ssh_allreg_mar.27643,3.06999993
vbl_ssh_allreg_mar.27644,3.06999993
vbl_ssh_allreg_mar.27645,3.06999993
vbl_ssh_allreg_mar.27646,3.05999994
vbl_ssh_allreg_mar.27647,3.04999995
vbl_ssh_allreg_mar.27648,3.04999995
vbl_ssh_allreg_mar.27649,3.03999996
vbl_ssh_allreg_mar.27650,3.03999996
vbl_ssh_allreg_mar.27651,3.02999997
vbl_ssh_allreg_mar.27652,3.02999997
vbl_ssh_allreg_mar.27653,3.01999998
vbl_ssh_allreg_mar.27654,3.01999998
vbl_ssh_allreg_mar.27655,3.00999999
vbl_ssh_allreg_mar.27656,3
vbl_ssh_allreg_mar.27657,2.99000001
vbl_ssh_allreg_mar.27658,2.99000001
vbl_ssh_allreg_mar.27659,2.98000002
vbl_ssh_allreg_mar.27660,2.98000002
vbl_ssh_allreg_mar.27661,2.97000003
vbl_ssh_allreg_mar.27662,2.96000004
vbl_ssh_allreg_mar.27663,2.95000005
vbl_ssh_allreg_mar.27664,2.94000006
vbl_ssh_allreg_mar.27665,2.93000007
vbl_ssh_allreg_mar.27666,2.92000008
vbl_ssh_allreg_mar.27667,2.91000009
vbl_ssh_allreg_mar.27668,2.9000001
vbl_ssh_allreg_mar.27669,2.8900001
vbl_ssh_allreg_mar.27670,2.88000011
vbl_ssh_allreg_mar.27671,2.86999989
vbl_ssh_allreg_mar.27672,2.8599999
vbl_ssh_allreg_mar.27673,2.8499999
vbl_ssh_allreg_mar.27674,2.82999992
vbl_ssh_allreg_mar.27675,2.81999993
vbl_ssh_allreg_mar.27676,2.78999996
vbl_ssh_allreg_mar.27677,2.75
vbl_ssh_allreg_mar.27678,2.72000003
vbl_ssh_allreg_mar.27679,2.69000006
vbl_ssh_allreg_mar.27680,2.66000009
vbl_ssh_allreg_mar.27681,2.63000011
vbl_ssh_allreg_mar.27682,2.6099999
vbl_ssh_allreg_mar.27683,2.58999991
vbl_ssh_allreg_mar.27684,2.55999994
vbl_ssh_allreg_mar.27685,2.50999999
vbl_ssh_allreg_mar.27686,2.45000005
vbl_ssh_allreg_mar.27687,2.36999989
vbl_ssh_allreg_mar.27688,2.29999995
vbl_ssh_allreg_mar.27689,2.24000001
vbl_ssh_allreg_mar.27690,2.17000008
vbl_ssh_allreg_mar.27691,2.07999992
vbl_ssh_allreg_mar.27692,1.94000006
vbl_ssh_allreg_mar.27693,3.0999999
vbl_ssh_allreg_mar.27694,3.0999999
vbl_ssh_allreg_mar.27695,3.0999999
vbl_ssh_allreg_mar.27696,3.08999991
vbl_ssh_allreg_mar.27697,3.07999992
vbl_ssh_allreg_mar.27698,3.07999992
vbl_ssh_allreg_mar.27699,3.07999992
vbl_ssh_allreg_mar.27700,3.06999993
vbl_ssh_allreg_mar.27701,3.06999993
vbl_ssh_allreg_mar.27702,3.05999994
vbl_ssh_allreg_mar.27703,3.05999994
vbl_ssh_allreg_mar.27704,3.04999995
vbl_ssh_allreg_mar.27705,3.04999995
vbl_ssh_allreg_mar.27706,3.03999996
vbl_ssh_allreg_mar.27707,3.02999997
vbl_ssh_allreg_mar.27708,3.02999997
vbl_ssh_allreg_mar.27709,3.01999998
vbl_ssh_allreg_mar.27710,3.01999998
vbl_ssh_allreg_mar.27711,3.00999999
vbl_ssh_allreg_mar.27712,3.00999999
vbl_ssh_allreg_mar.27713,3
vbl_ssh_allreg_mar.27714,2.99000001
vbl_ssh_allreg_mar.27715,2.98000002
vbl_ssh_allreg_mar.27716,2.98000002
vbl_ssh_allreg_mar.27717,2.97000003
vbl_ssh_allreg_mar.27718,2.96000004
vbl_ssh_allreg_mar.27719,2.95000005
vbl_ssh_allreg_mar.27720,2.94000006
vbl_ssh_allreg_mar.27721,2.94000006
vbl_ssh_allreg_mar.27722,2.92000008
vbl_ssh_allreg_mar.27723,2.91000009
vbl_ssh_allreg_mar.27724,2.9000001
vbl_ssh_allreg_mar.27725,2.8900001
vbl_ssh_allreg_mar.27726,2.88000011
vbl_ssh_allreg_mar.27727,2.86999989
vbl_ssh_allreg_mar.27728,2.8599999
vbl_ssh_allreg_mar.27729,2.83999991
vbl_ssh_allreg_mar.27730,2.82999992
vbl_ssh_allreg_mar.27731,2.80999994
vbl_ssh_allreg_mar.27732,2.78999996
vbl_ssh_allreg_mar.27733,2.75
vbl_ssh_allreg_mar.27734,2.71000004
vbl_ssh_allreg_mar.27735,2.68000007
vbl_ssh_allreg_mar.27736,2.6500001
vbl_ssh_allreg_mar.27737,2.61999989
vbl_ssh_allreg_mar.27738,2.56999993
vbl_ssh_allreg_mar.27739,2.53999996
vbl_ssh_allreg_mar.27740,2.5
vbl_ssh_allreg_mar.27741,2.44000006
vbl_ssh_allreg_mar.27742,2.3599999
vbl_ssh_allreg_mar.27743,2.26999998
vbl_ssh_allreg_mar.27744,2.17000008
vbl_ssh_allreg_mar.27745,2.08999991
vbl_ssh_allreg_mar.27746,1.99000001
vbl_ssh_allreg_mar.27747,1.86000001
vbl_ssh_allreg_mar.27748,3.1099999
vbl_ssh_allreg_mar.27749,3.1099999
vbl_ssh_allreg_mar.27750,3.08999991
vbl_ssh_allreg_mar.27751,3.08999991
vbl_ssh_allreg_mar.27752,3.08999991
vbl_ssh_allreg_mar.27753,3.07999992
vbl_ssh_allreg_mar.27754,3.07999992
vbl_ssh_allreg_mar.27755,3.06999993
vbl_ssh_allreg_mar.27756,3.06999993
vbl_ssh_allreg_mar.27757,3.05999994
vbl_ssh_allreg_mar.27758,3.05999994
vbl_ssh_allreg_mar.27759,3.04999995
vbl_ssh_allreg_mar.27760,3.04999995
vbl_ssh_allreg_mar.27761,3.03999996
vbl_ssh_allreg_mar.27762,3.03999996
vbl_ssh_allreg_mar.27763,3.02999997
vbl_ssh_allreg_mar.27764,3.01999998
vbl_ssh_allreg_mar.27765,3.01999998
vbl_ssh_allreg_mar.27766,3.01999998
vbl_ssh_allreg_mar.27767,3.00999999
vbl_ssh_allreg_mar.27768,3
vbl_ssh_allreg_mar.27769,2.99000001
vbl_ssh_allreg_mar.27770,2.99000001
vbl_ssh_allreg_mar.27771,2.98000002
vbl_ssh_allreg_mar.27772,2.97000003
vbl_ssh_allreg_mar.27773,2.96000004
vbl_ssh_allreg_mar.27774,2.95000005
vbl_ssh_allreg_mar.27775,2.94000006
vbl_ssh_allreg_mar.27776,2.94000006
vbl_ssh_allreg_mar.27777,2.93000007
vbl_ssh_allreg_mar.27778,2.91000009
vbl_ssh_allreg_mar.27779,2.9000001
vbl_ssh_allreg_mar.27780,2.8900001
vbl_ssh_allreg_mar.27781,2.88000011
vbl_ssh_allreg_mar.27782,2.86999989
vbl_ssh_allreg_mar.27783,2.8599999
vbl_ssh_allreg_mar.27784,2.83999991
vbl_ssh_allreg_mar.27785,2.81999993
vbl_ssh_allreg_mar.27786,2.79999995
vbl_ssh_allreg_mar.27787,2.77999997
vbl_ssh_allreg_mar.27788,2.75999999
vbl_ssh_allreg_mar.27789,2.72000003
vbl_ssh_allreg_mar.27790,2.67000008
vbl_ssh_allreg_mar.27791,2.6400001
vbl_ssh_allreg_mar.27792,2.6099999
vbl_ssh_allreg_mar.27793,2.54999995
vbl_ssh_allreg_mar.27794,2.49000001
vbl_ssh_allreg_mar.27795,2.43000007
vbl_ssh_allreg_mar.27796,2.3599999
vbl_ssh_allreg_mar.27797,2.27999997
vbl_ssh_allreg_mar.27798,2.19000006
vbl_ssh_allreg_mar.27799,2.07999992
vbl_ssh_allreg_mar.27800,1.95000005
vbl_ssh_allreg_mar.27801,1.70000005
vbl_ssh_allreg_mar.27802,3.1099999
vbl_ssh_allreg_mar.27803,3.1099999
vbl_ssh_allreg_mar.27804,3.0999999
vbl_ssh_allreg_mar.27805,3.08999991
vbl_ssh_allreg_mar.27806,3.08999991
vbl_ssh_allreg_mar.27807,3.07999992
vbl_ssh_allreg_mar.27808,3.07999992
vbl_ssh_allreg_mar.27809,3.06999993
vbl_ssh_allreg_mar.27810,3.06999993
vbl_ssh_allreg_mar.27811,3.06999993
vbl_ssh_allreg_mar.27812,3.05999994
vbl_ssh_allreg_mar.27813,3.04999995
vbl_ssh_allreg_mar.27814,3.04999995
vbl_ssh_allreg_mar.27815,3.04999995
vbl_ssh_allreg_mar.27816,3.03999996
vbl_ssh_allreg_mar.27817,3.02999997
vbl_ssh_allreg_mar.27818,3.02999997
vbl_ssh_allreg_mar.27819,3.01999998
vbl_ssh_allreg_mar.27820,3.01999998
vbl_ssh_allreg_mar.27821,3.00999999
vbl_ssh_allreg_mar.27822,3
vbl_ssh_allreg_mar.27823,3
vbl_ssh_allreg_mar.27824,2.99000001
vbl_ssh_allreg_mar.27825,2.98000002
vbl_ssh_allreg_mar.27826,2.97000003
vbl_ssh_allreg_mar.27827,2.96000004
vbl_ssh_allreg_mar.27828,2.95000005
vbl_ssh_allreg_mar.27829,2.94000006
vbl_ssh_allreg_mar.27830,2.93000007
vbl_ssh_allreg_mar.27831,2.92000008
vbl_ssh_allreg_mar.27832,2.91000009
vbl_ssh_allreg_mar.27833,2.9000001
vbl_ssh_allreg_mar.27834,2.8900001
vbl_ssh_allreg_mar.27835,2.88000011
vbl_ssh_allreg_mar.27836,2.86999989
vbl_ssh_allreg_mar.27837,2.8499999
vbl_ssh_allreg_mar.27838,2.83999991
vbl_ssh_allreg_mar.27839,2.81999993
vbl_ssh_allreg_mar.27840,2.79999995
vbl_ssh_allreg_mar.27841,2.77999997
vbl_ssh_allreg_mar.27842,2.75
vbl_ssh_allreg_mar.27843,2.71000004
vbl_ssh_allreg_mar.27844,2.67000008
vbl_ssh_allreg_mar.27845,2.6099999
vbl_ssh_allreg_mar.27846,2.56999993
vbl_ssh_allreg_mar.27847,2.51999998
vbl_ssh_allreg_mar.27848,2.44000006
vbl_ssh_allreg_mar.27849,2.33999991
vbl_ssh_allreg_mar.27850,2.25
vbl_ssh_allreg_mar.27851,2.18000007
vbl_ssh_allreg_mar.27852,2.08999991
vbl_ssh_allreg_mar.27853,1.91999996
vbl_ssh_allreg_mar.27854,3.1099999
vbl_ssh_allreg_mar.27855,3.1099999
vbl_ssh_allreg_mar.27856,3.0999999
vbl_ssh_allreg_mar.27857,3.0999999
vbl_ssh_allreg_mar.27858,3.08999991
vbl_ssh_allreg_mar.27859,3.08999991
vbl_ssh_allreg_mar.27860,3.07999992
vbl_ssh_allreg_mar.27861,3.07999992
vbl_ssh_allreg_mar.27862,3.06999993
vbl_ssh_allreg_mar.27863,3.06999993
vbl_ssh_allreg_mar.27864,3.05999994
vbl_ssh_allreg_mar.27865,3.05999994
vbl_ssh_allreg_mar.27866,3.04999995
vbl_ssh_allreg_mar.27867,3.04999995
vbl_ssh_allreg_mar.27868,3.03999996
vbl_ssh_allreg_mar.27869,3.03999996
vbl_ssh_allreg_mar.27870,3.02999997
vbl_ssh_allreg_mar.27871,3.02999997
vbl_ssh_allreg_mar.27872,3.01999998
vbl_ssh_allreg_mar.27873,3.00999999
vbl_ssh_allreg_mar.27874,3.00999999
vbl_ssh_allreg_mar.27875,3
vbl_ssh_allreg_mar.27876,2.99000001
vbl_ssh_allreg_mar.27877,2.98000002
vbl_ssh_allreg_mar.27878,2.97000003
vbl_ssh_allreg_mar.27879,2.96000004
vbl_ssh_allreg_mar.27880,2.95000005
vbl_ssh_allreg_mar.27881,2.95000005
vbl_ssh_allreg_mar.27882,2.93000007
vbl_ssh_allreg_mar.27883,2.92000008
vbl_ssh_allreg_mar.27884,2.91000009
vbl_ssh_allreg_mar.27885,2.9000001
vbl_ssh_allreg_mar.27886,2.8900001
vbl_ssh_allreg_mar.27887,2.88000011
vbl_ssh_allreg_mar.27888,2.8599999
vbl_ssh_allreg_mar.27889,2.8499999
vbl_ssh_allreg_mar.27890,2.82999992
vbl_ssh_allreg_mar.27891,2.80999994
vbl_ssh_allreg_mar.27892,2.78999996
vbl_ssh_allreg_mar.27893,2.75999999
vbl_ssh_allreg_mar.27894,2.73000002
vbl_ssh_allreg_mar.27895,2.70000005
vbl_ssh_allreg_mar.27896,2.6500001
vbl_ssh_allreg_mar.27897,2.58999991
vbl_ssh_allreg_mar.27898,2.50999999
vbl_ssh_allreg_mar.27899,2.41000009
vbl_ssh_allreg_mar.27900,2.30999994
vbl_ssh_allreg_mar.27901,2.21000004
vbl_ssh_allreg_mar.27902,2.13000011
vbl_ssh_allreg_mar.27903,2.02999997
vbl_ssh_allreg_mar.27904,1.90999997
vbl_ssh_allreg_mar.27905,3.1099999
vbl_ssh_allreg_mar.27906,3.1099999
vbl_ssh_allreg_mar.27907,3.0999999
vbl_ssh_allreg_mar.27908,3.0999999
vbl_ssh_allreg_mar.27909,3.08999991
vbl_ssh_allreg_mar.27910,3.07999992
vbl_ssh_allreg_mar.27911,3.07999992
vbl_ssh_allreg_mar.27912,3.06999993
vbl_ssh_allreg_mar.27913,3.06999993
vbl_ssh_allreg_mar.27914,3.05999994
vbl_ssh_allreg_mar.27915,3.05999994
vbl_ssh_allreg_mar.27916,3.04999995
vbl_ssh_allreg_mar.27917,3.04999995
vbl_ssh_allreg_mar.27918,3.03999996
vbl_ssh_allreg_mar.27919,3.03999996
vbl_ssh_allreg_mar.27920,3.02999997
vbl_ssh_allreg_mar.27921,3.02999997
vbl_ssh_allreg_mar.27922,3.01999998
vbl_ssh_allreg_mar.27923,3.00999999
vbl_ssh_allreg_mar.27924,3.00999999
vbl_ssh_allreg_mar.27925,3
vbl_ssh_allreg_mar.27926,2.99000001
vbl_ssh_allreg_mar.27927,2.98000002
vbl_ssh_allreg_mar.27928,2.97000003
vbl_ssh_allreg_mar.27929,2.96000004
vbl_ssh_allreg_mar.27930,2.95000005
vbl_ssh_allreg_mar.27931,2.94000006
vbl_ssh_allreg_mar.27932,2.93000007
vbl_ssh_allreg_mar.27933,2.92000008
vbl_ssh_allreg_mar.27934,2.91000009
vbl_ssh_allreg_mar.27935,2.9000001
vbl_ssh_allreg_mar.27936,2.8900001
vbl_ssh_allreg_mar.27937,2.86999989
vbl_ssh_allreg_mar.27938,2.8599999
vbl_ssh_allreg_mar.27939,2.83999991
vbl_ssh_allreg_mar.27940,2.81999993
vbl_ssh_allreg_mar.27941,2.78999996
vbl_ssh_allreg_mar.27942,2.76999998
vbl_ssh_allreg_mar.27943,2.75
vbl_ssh_allreg_mar.27944,2.72000003
vbl_ssh_allreg_mar.27945,2.68000007
vbl_ssh_allreg_mar.27946,2.6400001
vbl_ssh_allreg_mar.27947,2.55999994
vbl_ssh_allreg_mar.27948,2.44000006
vbl_ssh_allreg_mar.27949,2.31999993
vbl_ssh_allreg_mar.27950,2.24000001
vbl_ssh_allreg_mar.27951,2.1500001
vbl_ssh_allreg_mar.27952,1.95000005
vbl_ssh_allreg_mar.27953,1.69000006
vbl_ssh_allreg_mar.27954,3.1099999
vbl_ssh_allreg_mar.27955,3.1099999
vbl_ssh_allreg_mar.27956,3.0999999
vbl_ssh_allreg_mar.27957,3.08999991
vbl_ssh_allreg_mar.27958,3.08999991
vbl_ssh_allreg_mar.27959,3.07999992
vbl_ssh_allreg_mar.27960,3.06999993
vbl_ssh_allreg_mar.27961,3.06999993
vbl_ssh_allreg_mar.27962,3.05999994
vbl_ssh_allreg_mar.27963,3.05999994
vbl_ssh_allreg_mar.27964,3.04999995
vbl_ssh_allreg_mar.27965,3.04999995
vbl_ssh_allreg_mar.27966,3.03999996
vbl_ssh_allreg_mar.27967,3.03999996
vbl_ssh_allreg_mar.27968,3.02999997
vbl_ssh_allreg_mar.27969,3.02999997
vbl_ssh_allreg_mar.27970,3.01999998
vbl_ssh_allreg_mar.27971,3.01999998
vbl_ssh_allreg_mar.27972,3.00999999
vbl_ssh_allreg_mar.27973,3
vbl_ssh_allreg_mar.27974,2.99000001
vbl_ssh_allreg_mar.27975,2.98000002
vbl_ssh_allreg_mar.27976,2.97000003
vbl_ssh_allreg_mar.27977,2.96000004
vbl_ssh_allreg_mar.27978,2.95000005
vbl_ssh_allreg_mar.27979,2.94000006
vbl_ssh_allreg_mar.27980,2.93000007
vbl_ssh_allreg_mar.27981,2.92000008
vbl_ssh_allreg_mar.27982,2.91000009
vbl_ssh_allreg_mar.27983,2.8900001
vbl_ssh_allreg_mar.27984,2.88000011
vbl_ssh_allreg_mar.27985,2.86999989
vbl_ssh_allreg_mar.27986,2.8499999
vbl_ssh_allreg_mar.27987,2.82999992
vbl_ssh_allreg_mar.27988,2.80999994
vbl_ssh_allreg_mar.27989,2.78999996
vbl_ssh_allreg_mar.27990,2.75999999
vbl_ssh_allreg_mar.27991,2.74000001
vbl_ssh_allreg_mar.27992,2.71000004
vbl_ssh_allreg_mar.27993,2.66000009
vbl_ssh_allreg_mar.27994,2.58999991
vbl_ssh_allreg_mar.27995,2.48000002
vbl_ssh_allreg_mar.27996,2.3599999
vbl_ssh_allreg_mar.27997,2.22000003
vbl_ssh_allreg_mar.27998,2.08999991
vbl_ssh_allreg_mar.27999,3.11999989
vbl_ssh_allreg_mar.28000,3.1099999
vbl_ssh_allreg_mar.28001,3.0999999
vbl_ssh_allreg_mar.28002,3.0999999
vbl_ssh_allreg_mar.28003,3.08999991
vbl_ssh_allreg_mar.28004,3.07999992
vbl_ssh_allreg_mar.28005,3.07999992
vbl_ssh_allreg_mar.28006,3.06999993
vbl_ssh_allreg_mar.28007,3.06999993
vbl_ssh_allreg_mar.28008,3.05999994
vbl_ssh_allreg_mar.28009,3.05999994
vbl_ssh_allreg_mar.28010,3.04999995
vbl_ssh_allreg_mar.28011,3.04999995
vbl_ssh_allreg_mar.28012,3.03999996
vbl_ssh_allreg_mar.28013,3.03999996
vbl_ssh_allreg_mar.28014,3.02999997
vbl_ssh_allreg_mar.28015,3.01999998
vbl_ssh_allreg_mar.28016,3.01999998
vbl_ssh_allreg_mar.28017,3.00999999
vbl_ssh_allreg_mar.28018,3
vbl_ssh_allreg_mar.28019,2.99000001
vbl_ssh_allreg_mar.28020,2.98000002
vbl_ssh_allreg_mar.28021,2.97000003
vbl_ssh_allreg_mar.28022,2.96000004
vbl_ssh_allreg_mar.28023,2.95000005
vbl_ssh_allreg_mar.28024,2.94000006
vbl_ssh_allreg_mar.28025,2.93000007
vbl_ssh_allreg_mar.28026,2.92000008
vbl_ssh_allreg_mar.28027,2.91000009
vbl_ssh_allreg_mar.28028,2.8900001
vbl_ssh_allreg_mar.28029,2.88000011
vbl_ssh_allreg_mar.28030,2.86999989
vbl_ssh_allreg_mar.28031,2.82999992
vbl_ssh_allreg_mar.28032,2.79999995
vbl_ssh_allreg_mar.28033,2.77999997
vbl_ssh_allreg_mar.28034,2.75
vbl_ssh_allreg_mar.28035,2.73000002
vbl_ssh_allreg_mar.28036,2.68000007
vbl_ssh_allreg_mar.28037,2.5999999
vbl_ssh_allreg_mar.28038,2.49000001
vbl_ssh_allreg_mar.28039,2.36999989
vbl_ssh_allreg_mar.28040,2.23000002
vbl_ssh_allreg_mar.28041,2.1099999
vbl_ssh_allreg_mar.28042,2.00999999
vbl_ssh_allreg_mar.28043,3.1099999
vbl_ssh_allreg_mar.28044,3.1099999
vbl_ssh_allreg_mar.28045,3.0999999
vbl_ssh_allreg_mar.28046,3.08999991
vbl_ssh_allreg_mar.28047,3.08999991
vbl_ssh_allreg_mar.28048,3.07999992
vbl_ssh_allreg_mar.28049,3.07999992
vbl_ssh_allreg_mar.28050,3.06999993
vbl_ssh_allreg_mar.28051,3.06999993
vbl_ssh_allreg_mar.28052,3.05999994
vbl_ssh_allreg_mar.28053,3.05999994
vbl_ssh_allreg_mar.28054,3.04999995
vbl_ssh_allreg_mar.28055,3.03999996
vbl_ssh_allreg_mar.28056,3.03999996
vbl_ssh_allreg_mar.28057,3.02999997
vbl_ssh_allreg_mar.28058,3.02999997
vbl_ssh_allreg_mar.28059,3.01999998
vbl_ssh_allreg_mar.28060,3.00999999
vbl_ssh_allreg_mar.28061,3
vbl_ssh_allreg_mar.28062,2.99000001
vbl_ssh_allreg_mar.28063,2.98000002
vbl_ssh_allreg_mar.28064,2.97000003
vbl_ssh_allreg_mar.28065,2.96000004
vbl_ssh_allreg_mar.28066,2.95000005
vbl_ssh_allreg_mar.28067,2.94000006
vbl_ssh_allreg_mar.28068,2.93000007
vbl_ssh_allreg_mar.28069,2.92000008
vbl_ssh_allreg_mar.28070,2.9000001
vbl_ssh_allreg_mar.28071,2.8900001
vbl_ssh_allreg_mar.28072,2.88000011
vbl_ssh_allreg_mar.28073,2.8599999
vbl_ssh_allreg_mar.28074,2.83999991
vbl_ssh_allreg_mar.28075,2.81999993
vbl_ssh_allreg_mar.28076,2.79999995
vbl_ssh_allreg_mar.28077,2.76999998
vbl_ssh_allreg_mar.28078,2.75
vbl_ssh_allreg_mar.28079,2.72000003
vbl_ssh_allreg_mar.28080,2.6500001
vbl_ssh_allreg_mar.28081,2.51999998
vbl_ssh_allreg_mar.28082,2.3599999
vbl_ssh_allreg_mar.28083,2.24000001
vbl_ssh_allreg_mar.28084,2.0999999
vbl_ssh_allreg_mar.28085,1.99000001
vbl_ssh_allreg_mar.28086,3.1099999
vbl_ssh_allreg_mar.28087,3.1099999
vbl_ssh_allreg_mar.28088,3.0999999
vbl_ssh_allreg_mar.28089,3.0999999
vbl_ssh_allreg_mar.28090,3.08999991
vbl_ssh_allreg_mar.28091,3.07999992
vbl_ssh_allreg_mar.28092,3.07999992
vbl_ssh_allreg_mar.28093,3.07999992
