FID,mar_ssh
vbl_ssh_allreg_mar.2945,2.92000008
vbl_ssh_allreg_mar.2946,2.99000001
vbl_ssh_allreg_mar.2947,3.02999997
vbl_ssh_allreg_mar.2948,3.07999992
vbl_ssh_allreg_mar.2949,3.11999989
vbl_ssh_allreg_mar.2950,3.1500001
vbl_ssh_allreg_mar.2951,3.19000006
vbl_ssh_allreg_mar.2952,3.21000004
vbl_ssh_allreg_mar.2953,3.20000005
vbl_ssh_allreg_mar.2954,3.20000005
vbl_ssh_allreg_mar.2955,3.21000004
vbl_ssh_allreg_mar.2956,3.21000004
vbl_ssh_allreg_mar.2957,3.22000003
vbl_ssh_allreg_mar.2958,3.23000002
vbl_ssh_allreg_mar.2959,3.23000002
vbl_ssh_allreg_mar.2960,3.24000001
vbl_ssh_allreg_mar.2961,3.24000001
vbl_ssh_allreg_mar.2962,3.25
vbl_ssh_allreg_mar.2963,3.25
vbl_ssh_allreg_mar.2964,3.25999999
vbl_ssh_allreg_mar.2965,3.26999998
vbl_ssh_allreg_mar.2966,3.27999997
vbl_ssh_allreg_mar.2967,3.29999995
vbl_ssh_allreg_mar.2968,3.31999993
vbl_ssh_allreg_mar.2969,3.3499999
vbl_ssh_allreg_mar.2970,3.38000011
vbl_ssh_allreg_mar.2971,3.41000009
vbl_ssh_allreg_mar.2972,3.44000006
vbl_ssh_allreg_mar.2973,3.47000003
vbl_ssh_allreg_mar.2974,3.49000001
vbl_ssh_allreg_mar.2975,3.5
vbl_ssh_allreg_mar.2976,3.50999999
vbl_ssh_allreg_mar.2977,3.51999998
vbl_ssh_allreg_mar.2978,3.52999997
vbl_ssh_allreg_mar.2979,3.53999996
vbl_ssh_allreg_mar.2980,3.53999996
vbl_ssh_allreg_mar.2981,3.54999995
vbl_ssh_allreg_mar.2982,3.54999995
vbl_ssh_allreg_mar.2983,3.55999994
vbl_ssh_allreg_mar.2984,3.55999994
vbl_ssh_allreg_mar.2985,3.55999994
vbl_ssh_allreg_mar.2986,3.55999994
vbl_ssh_allreg_mar.2987,3.55999994
vbl_ssh_allreg_mar.2988,3.55999994
vbl_ssh_allreg_mar.2989,3.55999994
vbl_ssh_allreg_mar.2990,3.55999994
vbl_ssh_allreg_mar.2991,3.55999994
vbl_ssh_allreg_mar.2992,3.55999994
vbl_ssh_allreg_mar.2993,3.55999994
vbl_ssh_allreg_mar.2994,3.55999994
vbl_ssh_allreg_mar.2995,3.54999995
vbl_ssh_allreg_mar.2996,3.54999995
vbl_ssh_allreg_mar.2997,3.54999995
vbl_ssh_allreg_mar.2998,3.54999995
vbl_ssh_allreg_mar.2999,3.53999996
vbl_ssh_allreg_mar.3000,3.53999996
vbl_ssh_allreg_mar.3001,3.53999996
vbl_ssh_allreg_mar.3002,3.53999996
vbl_ssh_allreg_mar.3003,3.52999997
vbl_ssh_allreg_mar.3004,3.52999997
vbl_ssh_allreg_mar.3005,3.52999997
vbl_ssh_allreg_mar.3006,3.52999997
vbl_ssh_allreg_mar.3007,3.52999997
vbl_ssh_allreg_mar.3008,3.52999997
vbl_ssh_allreg_mar.3009,3.52999997
vbl_ssh_allreg_mar.3010,3.52999997
vbl_ssh_allreg_mar.3011,3.52999997
vbl_ssh_allreg_mar.3012,3.52999997
vbl_ssh_allreg_mar.3013,3.52999997
vbl_ssh_allreg_mar.3014,3.52999997
vbl_ssh_allreg_mar.3015,3.52999997
vbl_ssh_allreg_mar.3016,3.53999996
vbl_ssh_allreg_mar.3017,3.53999996
vbl_ssh_allreg_mar.3018,3.53999996
vbl_ssh_allreg_mar.3019,3.53999996
vbl_ssh_allreg_mar.3020,3.54999995
vbl_ssh_allreg_mar.3021,3.54999995
vbl_ssh_allreg_mar.3022,3.54999995
vbl_ssh_allreg_mar.3023,3.48000002
vbl_ssh_allreg_mar.3024,3.48000002
vbl_ssh_allreg_mar.3025,3.48000002
vbl_ssh_allreg_mar.3026,3.48000002
vbl_ssh_allreg_mar.3027,3.48000002
vbl_ssh_allreg_mar.3028,3.48000002
vbl_ssh_allreg_mar.3029,3.48000002
vbl_ssh_allreg_mar.3030,3.48000002
vbl_ssh_allreg_mar.3031,3.48000002
vbl_ssh_allreg_mar.3032,3.48000002
vbl_ssh_allreg_mar.3033,3.48000002
vbl_ssh_allreg_mar.3034,3.47000003
vbl_ssh_allreg_mar.3035,3.47000003
vbl_ssh_allreg_mar.3036,3.47000003
vbl_ssh_allreg_mar.3037,3.46000004
vbl_ssh_allreg_mar.3038,3.46000004
vbl_ssh_allreg_mar.3039,3.45000005
vbl_ssh_allreg_mar.3040,3.44000006
vbl_ssh_allreg_mar.3041,3.44000006
vbl_ssh_allreg_mar.3042,3.43000007
vbl_ssh_allreg_mar.3043,3.42000008
vbl_ssh_allreg_mar.3044,3.42000008
vbl_ssh_allreg_mar.3045,3.41000009
vbl_ssh_allreg_mar.3046,3.41000009
vbl_ssh_allreg_mar.3047,3.4000001
vbl_ssh_allreg_mar.3048,3.4000001
vbl_ssh_allreg_mar.3049,3.4000001
vbl_ssh_allreg_mar.3050,3.4000001
vbl_ssh_allreg_mar.3051,3.41000009
vbl_ssh_allreg_mar.3052,3.42000008
vbl_ssh_allreg_mar.3053,3.43000007
vbl_ssh_allreg_mar.3054,3.44000006
vbl_ssh_allreg_mar.3055,3.46000004
vbl_ssh_allreg_mar.3056,3.47000003
vbl_ssh_allreg_mar.3057,3.49000001
vbl_ssh_allreg_mar.3058,3.50999999
vbl_ssh_allreg_mar.3059,3.51999998
vbl_ssh_allreg_mar.3060,3.53999996
vbl_ssh_allreg_mar.3061,3.54999995
vbl_ssh_allreg_mar.3062,3.55999994
vbl_ssh_allreg_mar.3063,3.56999993
vbl_ssh_allreg_mar.3064,3.57999992
vbl_ssh_allreg_mar.3065,3.57999992
vbl_ssh_allreg_mar.3066,3.57999992
vbl_ssh_allreg_mar.3067,3.58999991
vbl_ssh_allreg_mar.3068,3.58999991
vbl_ssh_allreg_mar.3069,3.58999991
vbl_ssh_allreg_mar.3070,3.5999999
vbl_ssh_allreg_mar.3071,3.5999999
vbl_ssh_allreg_mar.3072,3.5999999
vbl_ssh_allreg_mar.3073,3.58999991
vbl_ssh_allreg_mar.3074,3.56999993
vbl_ssh_allreg_mar.3075,3.57999992
vbl_ssh_allreg_mar.3076,3.58999991
vbl_ssh_allreg_mar.3077,3.58999991
vbl_ssh_allreg_mar.3078,3.58999991
vbl_ssh_allreg_mar.3079,3.57999992
vbl_ssh_allreg_mar.3080,3.56999993
vbl_ssh_allreg_mar.3081,3.53999996
vbl_ssh_allreg_mar.3082,3.5
vbl_ssh_allreg_mar.3083,3.44000006
vbl_ssh_allreg_mar.3084,3.38000011
vbl_ssh_allreg_mar.3085,3.24000001
vbl_ssh_allreg_mar.3086,3.19000006
vbl_ssh_allreg_mar.3087,3.18000007
vbl_ssh_allreg_mar.3088,3.20000005
vbl_ssh_allreg_mar.3089,3.25
vbl_ssh_allreg_mar.3090,3.24000001
vbl_ssh_allreg_mar.3091,3.17000008
vbl_ssh_allreg_mar.3092,3.04999995
vbl_ssh_allreg_mar.3093,2.91000009
vbl_ssh_allreg_mar.3094,2.92000008
vbl_ssh_allreg_mar.3095,2.67000008
vbl_ssh_allreg_mar.3096,2.1099999
vbl_ssh_allreg_mar.3097,2.03999996
vbl_ssh_allreg_mar.3098,2.13000011
vbl_ssh_allreg_mar.3099,2.21000004
vbl_ssh_allreg_mar.3100,2.27999997
vbl_ssh_allreg_mar.3101,2.38000011
vbl_ssh_allreg_mar.3102,2.51999998
vbl_ssh_allreg_mar.3103,2.6500001
vbl_ssh_allreg_mar.3104,2.81999993
vbl_ssh_allreg_mar.3105,2.94000006
vbl_ssh_allreg_mar.3106,3.02999997
vbl_ssh_allreg_mar.3107,3.08999991
vbl_ssh_allreg_mar.3108,3.13000011
vbl_ssh_allreg_mar.3109,3.13000011
vbl_ssh_allreg_mar.3110,3.08999991
vbl_ssh_allreg_mar.3111,3.03999996
vbl_ssh_allreg_mar.3112,2.86999989
vbl_ssh_allreg_mar.3113,2.70000005
vbl_ssh_allreg_mar.3114,2.31999993
vbl_ssh_allreg_mar.3115,2.1400001
vbl_ssh_allreg_mar.3116,2.23000002
vbl_ssh_allreg_mar.3117,2.50999999
vbl_ssh_allreg_mar.3118,2.50999999
vbl_ssh_allreg_mar.3119,2.32999992
vbl_ssh_allreg_mar.3120,1.85000002
vbl_ssh_allreg_mar.3121,2.04999995
vbl_ssh_allreg_mar.3122,2.20000005
vbl_ssh_allreg_mar.3123,2.28999996
vbl_ssh_allreg_mar.3124,2.29999995
vbl_ssh_allreg_mar.3125,2.44000006
vbl_ssh_allreg_mar.3126,2.31999993
vbl_ssh_allreg_mar.3127,2.11999989
vbl_ssh_allreg_mar.3128,2.49000001
vbl_ssh_allreg_mar.3129,2.69000006
vbl_ssh_allreg_mar.3130,2.81999993
vbl_ssh_allreg_mar.3131,2.91000009
vbl_ssh_allreg_mar.3132,2.98000002
vbl_ssh_allreg_mar.3133,3.03999996
vbl_ssh_allreg_mar.3134,3.07999992
vbl_ssh_allreg_mar.3135,3.1400001
vbl_ssh_allreg_mar.3136,3.16000009
vbl_ssh_allreg_mar.3137,3.1500001
vbl_ssh_allreg_mar.3138,3.1500001
vbl_ssh_allreg_mar.3139,3.16000009
vbl_ssh_allreg_mar.3140,3.17000008
vbl_ssh_allreg_mar.3141,3.17000008
vbl_ssh_allreg_mar.3142,3.18000007
vbl_ssh_allreg_mar.3143,3.19000006
vbl_ssh_allreg_mar.3144,3.20000005
vbl_ssh_allreg_mar.3145,3.20000005
vbl_ssh_allreg_mar.3146,3.21000004
vbl_ssh_allreg_mar.3147,3.21000004
vbl_ssh_allreg_mar.3148,3.22000003
vbl_ssh_allreg_mar.3149,3.23000002
vbl_ssh_allreg_mar.3150,3.24000001
vbl_ssh_allreg_mar.3151,3.25999999
vbl_ssh_allreg_mar.3152,3.27999997
vbl_ssh_allreg_mar.3153,3.30999994
vbl_ssh_allreg_mar.3154,3.3499999
vbl_ssh_allreg_mar.3155,3.3900001
vbl_ssh_allreg_mar.3156,3.43000007
vbl_ssh_allreg_mar.3157,3.46000004
vbl_ssh_allreg_mar.3158,3.48000002
vbl_ssh_allreg_mar.3159,3.49000001
vbl_ssh_allreg_mar.3160,3.5
vbl_ssh_allreg_mar.3161,3.50999999
vbl_ssh_allreg_mar.3162,3.51999998
vbl_ssh_allreg_mar.3163,3.51999998
vbl_ssh_allreg_mar.3164,3.52999997
vbl_ssh_allreg_mar.3165,3.53999996
vbl_ssh_allreg_mar.3166,3.53999996
vbl_ssh_allreg_mar.3167,3.53999996
vbl_ssh_allreg_mar.3168,3.54999995
vbl_ssh_allreg_mar.3169,3.54999995
vbl_ssh_allreg_mar.3170,3.54999995
vbl_ssh_allreg_mar.3171,3.54999995
vbl_ssh_allreg_mar.3172,3.54999995
vbl_ssh_allreg_mar.3173,3.54999995
vbl_ssh_allreg_mar.3174,3.53999996
vbl_ssh_allreg_mar.3175,3.54999995
vbl_ssh_allreg_mar.3176,3.53999996
vbl_ssh_allreg_mar.3177,3.53999996
vbl_ssh_allreg_mar.3178,3.53999996
vbl_ssh_allreg_mar.3179,3.53999996
vbl_ssh_allreg_mar.3180,3.53999996
vbl_ssh_allreg_mar.3181,3.52999997
vbl_ssh_allreg_mar.3182,3.52999997
vbl_ssh_allreg_mar.3183,3.52999997
vbl_ssh_allreg_mar.3184,3.52999997
vbl_ssh_allreg_mar.3185,3.51999998
vbl_ssh_allreg_mar.3186,3.51999998
vbl_ssh_allreg_mar.3187,3.51999998
vbl_ssh_allreg_mar.3188,3.51999998
vbl_ssh_allreg_mar.3189,3.51999998
vbl_ssh_allreg_mar.3190,3.50999999
vbl_ssh_allreg_mar.3191,3.50999999
vbl_ssh_allreg_mar.3192,3.50999999
vbl_ssh_allreg_mar.3193,3.50999999
vbl_ssh_allreg_mar.3194,3.50999999
vbl_ssh_allreg_mar.3195,3.50999999
vbl_ssh_allreg_mar.3196,3.50999999
vbl_ssh_allreg_mar.3197,3.51999998
vbl_ssh_allreg_mar.3198,3.51999998
vbl_ssh_allreg_mar.3199,3.51999998
vbl_ssh_allreg_mar.3200,3.51999998
vbl_ssh_allreg_mar.3201,3.51999998
vbl_ssh_allreg_mar.3202,3.52999997
vbl_ssh_allreg_mar.3203,3.52999997
vbl_ssh_allreg_mar.3204,3.52999997
vbl_ssh_allreg_mar.3205,3.52999997
vbl_ssh_allreg_mar.3206,3.53999996
vbl_ssh_allreg_mar.3207,3.53999996
vbl_ssh_allreg_mar.3208,3.47000003
vbl_ssh_allreg_mar.3209,3.47000003
vbl_ssh_allreg_mar.3210,3.48000002
vbl_ssh_allreg_mar.3211,3.47000003
vbl_ssh_allreg_mar.3212,3.48000002
vbl_ssh_allreg_mar.3213,3.48000002
vbl_ssh_allreg_mar.3214,3.48000002
vbl_ssh_allreg_mar.3215,3.48000002
vbl_ssh_allreg_mar.3216,3.48000002
vbl_ssh_allreg_mar.3217,3.47000003
vbl_ssh_allreg_mar.3218,3.47000003
vbl_ssh_allreg_mar.3219,3.47000003
vbl_ssh_allreg_mar.3220,3.47000003
vbl_ssh_allreg_mar.3221,3.46000004
vbl_ssh_allreg_mar.3222,3.46000004
vbl_ssh_allreg_mar.3223,3.45000005
vbl_ssh_allreg_mar.3224,3.45000005
vbl_ssh_allreg_mar.3225,3.44000006
vbl_ssh_allreg_mar.3226,3.43000007
vbl_ssh_allreg_mar.3227,3.43000007
vbl_ssh_allreg_mar.3228,3.42000008
vbl_ssh_allreg_mar.3229,3.41000009
vbl_ssh_allreg_mar.3230,3.4000001
vbl_ssh_allreg_mar.3231,3.3900001
vbl_ssh_allreg_mar.3232,3.3900001
vbl_ssh_allreg_mar.3233,3.38000011
vbl_ssh_allreg_mar.3234,3.38000011
vbl_ssh_allreg_mar.3235,3.38000011
vbl_ssh_allreg_mar.3236,3.38000011
vbl_ssh_allreg_mar.3237,3.38000011
vbl_ssh_allreg_mar.3238,3.3900001
vbl_ssh_allreg_mar.3239,3.4000001
vbl_ssh_allreg_mar.3240,3.42000008
vbl_ssh_allreg_mar.3241,3.43000007
vbl_ssh_allreg_mar.3242,3.45000005
vbl_ssh_allreg_mar.3243,3.47000003
vbl_ssh_allreg_mar.3244,3.49000001
vbl_ssh_allreg_mar.3245,3.50999999
vbl_ssh_allreg_mar.3246,3.52999997
vbl_ssh_allreg_mar.3247,3.53999996
vbl_ssh_allreg_mar.3248,3.54999995
vbl_ssh_allreg_mar.3249,3.55999994
vbl_ssh_allreg_mar.3250,3.56999993
vbl_ssh_allreg_mar.3251,3.57999992
vbl_ssh_allreg_mar.3252,3.57999992
vbl_ssh_allreg_mar.3253,3.57999992
vbl_ssh_allreg_mar.3254,3.57999992
vbl_ssh_allreg_mar.3255,3.57999992
vbl_ssh_allreg_mar.3256,3.57999992
vbl_ssh_allreg_mar.3257,3.58999991
vbl_ssh_allreg_mar.3258,3.57999992
vbl_ssh_allreg_mar.3259,3.56999993
vbl_ssh_allreg_mar.3260,3.52999997
vbl_ssh_allreg_mar.3261,3.54999995
vbl_ssh_allreg_mar.3262,3.56999993
vbl_ssh_allreg_mar.3263,3.57999992
vbl_ssh_allreg_mar.3264,3.58999991
vbl_ssh_allreg_mar.3265,3.57999992
vbl_ssh_allreg_mar.3266,3.56999993
vbl_ssh_allreg_mar.3267,3.53999996
vbl_ssh_allreg_mar.3268,3.5
vbl_ssh_allreg_mar.3269,3.43000007
vbl_ssh_allreg_mar.3270,3.32999992
vbl_ssh_allreg_mar.3271,3.07999992
vbl_ssh_allreg_mar.3272,3.00999999
vbl_ssh_allreg_mar.3273,3.01999998
vbl_ssh_allreg_mar.3274,3.06999993
vbl_ssh_allreg_mar.3275,3.17000008
vbl_ssh_allreg_mar.3276,3.18000007
vbl_ssh_allreg_mar.3277,3.0999999
vbl_ssh_allreg_mar.3278,2.94000006
vbl_ssh_allreg_mar.3279,2.5
vbl_ssh_allreg_mar.3280,2.81999993
vbl_ssh_allreg_mar.3281,2.72000003
vbl_ssh_allreg_mar.3282,2.49000001
vbl_ssh_allreg_mar.3283,2.3900001
vbl_ssh_allreg_mar.3284,2.3499999
vbl_ssh_allreg_mar.3285,2.3599999
vbl_ssh_allreg_mar.3286,2.38000011
vbl_ssh_allreg_mar.3287,2.42000008
vbl_ssh_allreg_mar.3288,2.46000004
vbl_ssh_allreg_mar.3289,2.55999994
vbl_ssh_allreg_mar.3290,2.74000001
vbl_ssh_allreg_mar.3291,2.86999989
vbl_ssh_allreg_mar.3292,2.97000003
vbl_ssh_allreg_mar.3293,3.03999996
vbl_ssh_allreg_mar.3294,3.07999992
vbl_ssh_allreg_mar.3295,3.0999999
vbl_ssh_allreg_mar.3296,3.07999992
vbl_ssh_allreg_mar.3297,3.03999996
vbl_ssh_allreg_mar.3298,2.9000001
vbl_ssh_allreg_mar.3299,2.75999999
vbl_ssh_allreg_mar.3300,2.27999997
vbl_ssh_allreg_mar.3301,2.21000004
vbl_ssh_allreg_mar.3302,2.36999989
vbl_ssh_allreg_mar.3303,2.5
vbl_ssh_allreg_mar.3304,2.46000004
vbl_ssh_allreg_mar.3305,2.16000009
vbl_ssh_allreg_mar.3306,1.35000002
vbl_ssh_allreg_mar.3307,1.54999995
vbl_ssh_allreg_mar.3308,1.67999995
vbl_ssh_allreg_mar.3309,1.88999999
vbl_ssh_allreg_mar.3310,1.77999997
vbl_ssh_allreg_mar.3311,2.1099999
vbl_ssh_allreg_mar.3312,1.74000001
vbl_ssh_allreg_mar.3313,2.17000008
vbl_ssh_allreg_mar.3314,2.3499999
vbl_ssh_allreg_mar.3315,2.6099999
vbl_ssh_allreg_mar.3316,2.77999997
vbl_ssh_allreg_mar.3317,2.91000009
vbl_ssh_allreg_mar.3318,2.98000002
vbl_ssh_allreg_mar.3319,3.07999992
vbl_ssh_allreg_mar.3320,3.1099999
vbl_ssh_allreg_mar.3321,3.0999999
vbl_ssh_allreg_mar.3322,3.08999991
vbl_ssh_allreg_mar.3323,3.0999999
vbl_ssh_allreg_mar.3324,3.1099999
vbl_ssh_allreg_mar.3325,3.11999989
vbl_ssh_allreg_mar.3326,3.13000011
vbl_ssh_allreg_mar.3327,3.1400001
vbl_ssh_allreg_mar.3328,3.1500001
vbl_ssh_allreg_mar.3329,3.16000009
vbl_ssh_allreg_mar.3330,3.16000009
vbl_ssh_allreg_mar.3331,3.17000008
vbl_ssh_allreg_mar.3332,3.18000007
vbl_ssh_allreg_mar.3333,3.19000006
vbl_ssh_allreg_mar.3334,3.20000005
vbl_ssh_allreg_mar.3335,3.22000003
vbl_ssh_allreg_mar.3336,3.24000001
vbl_ssh_allreg_mar.3337,3.26999998
vbl_ssh_allreg_mar.3338,3.31999993
vbl_ssh_allreg_mar.3339,3.36999989
vbl_ssh_allreg_mar.3340,3.42000008
vbl_ssh_allreg_mar.3341,3.45000005
vbl_ssh_allreg_mar.3342,3.47000003
vbl_ssh_allreg_mar.3343,3.48000002
vbl_ssh_allreg_mar.3344,3.49000001
vbl_ssh_allreg_mar.3345,3.5
vbl_ssh_allreg_mar.3346,3.5
vbl_ssh_allreg_mar.3347,3.50999999
vbl_ssh_allreg_mar.3348,3.51999998
vbl_ssh_allreg_mar.3349,3.51999998
vbl_ssh_allreg_mar.3350,3.52999997
vbl_ssh_allreg_mar.3351,3.52999997
vbl_ssh_allreg_mar.3352,3.52999997
vbl_ssh_allreg_mar.3353,3.52999997
vbl_ssh_allreg_mar.3354,3.52999997
vbl_ssh_allreg_mar.3355,3.52999997
vbl_ssh_allreg_mar.3356,3.52999997
vbl_ssh_allreg_mar.3357,3.52999997
vbl_ssh_allreg_mar.3358,3.52999997
vbl_ssh_allreg_mar.3359,3.52999997
vbl_ssh_allreg_mar.3360,3.52999997
vbl_ssh_allreg_mar.3361,3.52999997
vbl_ssh_allreg_mar.3362,3.52999997
vbl_ssh_allreg_mar.3363,3.51999998
vbl_ssh_allreg_mar.3364,3.51999998
vbl_ssh_allreg_mar.3365,3.51999998
vbl_ssh_allreg_mar.3366,3.51999998
vbl_ssh_allreg_mar.3367,3.50999999
vbl_ssh_allreg_mar.3368,3.50999999
vbl_ssh_allreg_mar.3369,3.50999999
vbl_ssh_allreg_mar.3370,3.5
vbl_ssh_allreg_mar.3371,3.5
vbl_ssh_allreg_mar.3372,3.5
vbl_ssh_allreg_mar.3373,3.5
vbl_ssh_allreg_mar.3374,3.5
vbl_ssh_allreg_mar.3375,3.5
vbl_ssh_allreg_mar.3376,3.5
vbl_ssh_allreg_mar.3377,3.5
vbl_ssh_allreg_mar.3378,3.5
vbl_ssh_allreg_mar.3379,3.5
vbl_ssh_allreg_mar.3380,3.5
vbl_ssh_allreg_mar.3381,3.5
vbl_ssh_allreg_mar.3382,3.5
vbl_ssh_allreg_mar.3383,3.5
vbl_ssh_allreg_mar.3384,3.5
vbl_ssh_allreg_mar.3385,3.50999999
vbl_ssh_allreg_mar.3386,3.50999999
vbl_ssh_allreg_mar.3387,3.50999999
vbl_ssh_allreg_mar.3388,3.51999998
vbl_ssh_allreg_mar.3389,3.51999998
vbl_ssh_allreg_mar.3390,3.51999998
vbl_ssh_allreg_mar.3391,3.52999997
vbl_ssh_allreg_mar.3392,3.52999997
vbl_ssh_allreg_mar.3393,3.52999997
vbl_ssh_allreg_mar.3394,3.46000004
vbl_ssh_allreg_mar.3395,3.46000004
vbl_ssh_allreg_mar.3396,3.46000004
vbl_ssh_allreg_mar.3397,3.47000003
vbl_ssh_allreg_mar.3398,3.47000003
vbl_ssh_allreg_mar.3399,3.47000003
vbl_ssh_allreg_mar.3400,3.47000003
vbl_ssh_allreg_mar.3401,3.47000003
vbl_ssh_allreg_mar.3402,3.47000003
vbl_ssh_allreg_mar.3403,3.47000003
vbl_ssh_allreg_mar.3404,3.47000003
vbl_ssh_allreg_mar.3405,3.46000004
vbl_ssh_allreg_mar.3406,3.46000004
vbl_ssh_allreg_mar.3407,3.46000004
vbl_ssh_allreg_mar.3408,3.45000005
vbl_ssh_allreg_mar.3409,3.45000005
vbl_ssh_allreg_mar.3410,3.44000006
vbl_ssh_allreg_mar.3411,3.44000006
vbl_ssh_allreg_mar.3412,3.43000007
vbl_ssh_allreg_mar.3413,3.42000008
vbl_ssh_allreg_mar.3414,3.41000009
vbl_ssh_allreg_mar.3415,3.41000009
vbl_ssh_allreg_mar.3416,3.4000001
vbl_ssh_allreg_mar.3417,3.38000011
vbl_ssh_allreg_mar.3418,3.38000011
vbl_ssh_allreg_mar.3419,3.36999989
vbl_ssh_allreg_mar.3420,3.3599999
vbl_ssh_allreg_mar.3421,3.3499999
vbl_ssh_allreg_mar.3422,3.3499999
vbl_ssh_allreg_mar.3423,3.3499999
vbl_ssh_allreg_mar.3424,3.3599999
vbl_ssh_allreg_mar.3425,3.36999989
vbl_ssh_allreg_mar.3426,3.38000011
vbl_ssh_allreg_mar.3427,3.3900001
vbl_ssh_allreg_mar.3428,3.41000009
vbl_ssh_allreg_mar.3429,3.43000007
vbl_ssh_allreg_mar.3430,3.45000005
vbl_ssh_allreg_mar.3431,3.47000003
vbl_ssh_allreg_mar.3432,3.49000001
vbl_ssh_allreg_mar.3433,3.50999999
vbl_ssh_allreg_mar.3434,3.52999997
vbl_ssh_allreg_mar.3435,3.53999996
vbl_ssh_allreg_mar.3436,3.54999995
vbl_ssh_allreg_mar.3437,3.55999994
vbl_ssh_allreg_mar.3438,3.56999993
vbl_ssh_allreg_mar.3439,3.56999993
vbl_ssh_allreg_mar.3440,3.57999992
vbl_ssh_allreg_mar.3441,3.57999992
vbl_ssh_allreg_mar.3442,3.57999992
vbl_ssh_allreg_mar.3443,3.57999992
vbl_ssh_allreg_mar.3444,3.57999992
vbl_ssh_allreg_mar.3445,3.56999993
vbl_ssh_allreg_mar.3446,3.54999995
vbl_ssh_allreg_mar.3447,3.48000002
vbl_ssh_allreg_mar.3448,3.52999997
vbl_ssh_allreg_mar.3449,3.55999994
vbl_ssh_allreg_mar.3450,3.57999992
vbl_ssh_allreg_mar.3451,3.57999992
vbl_ssh_allreg_mar.3452,3.57999992
vbl_ssh_allreg_mar.3453,3.56999993
vbl_ssh_allreg_mar.3454,3.53999996
vbl_ssh_allreg_mar.3455,3.5
vbl_ssh_allreg_mar.3456,3.41000009
vbl_ssh_allreg_mar.3457,3.29999995
vbl_ssh_allreg_mar.3458,2.80999994
vbl_ssh_allreg_mar.3459,2.69000006
vbl_ssh_allreg_mar.3460,2.77999997
vbl_ssh_allreg_mar.3461,2.86999989
vbl_ssh_allreg_mar.3462,3.03999996
vbl_ssh_allreg_mar.3463,3.05999994
vbl_ssh_allreg_mar.3464,2.91000009
vbl_ssh_allreg_mar.3465,2.61999989
vbl_ssh_allreg_mar.3466,1.83000004
vbl_ssh_allreg_mar.3467,2.27999997
vbl_ssh_allreg_mar.3468,2.42000008
vbl_ssh_allreg_mar.3469,2.51999998
vbl_ssh_allreg_mar.3470,2.53999996
vbl_ssh_allreg_mar.3471,2.51999998
vbl_ssh_allreg_mar.3472,2.49000001
vbl_ssh_allreg_mar.3473,2.46000004
vbl_ssh_allreg_mar.3474,2.43000007
vbl_ssh_allreg_mar.3475,2.31999993
vbl_ssh_allreg_mar.3476,2.3900001
vbl_ssh_allreg_mar.3477,2.63000011
vbl_ssh_allreg_mar.3478,2.78999996
vbl_ssh_allreg_mar.3479,2.92000008
vbl_ssh_allreg_mar.3480,2.99000001
vbl_ssh_allreg_mar.3481,3.03999996
vbl_ssh_allreg_mar.3482,3.06999993
vbl_ssh_allreg_mar.3483,3.06999993
vbl_ssh_allreg_mar.3484,3.04999995
vbl_ssh_allreg_mar.3485,2.92000008
vbl_ssh_allreg_mar.3486,2.78999996
vbl_ssh_allreg_mar.3487,2.26999998
vbl_ssh_allreg_mar.3488,2.17000008
vbl_ssh_allreg_mar.3489,2.36999989
vbl_ssh_allreg_mar.3490,2.5
vbl_ssh_allreg_mar.3491,2.44000006
vbl_ssh_allreg_mar.3492,1.92999995
vbl_ssh_allreg_mar.3493,1.35000002
vbl_ssh_allreg_mar.3494,1.39999998
vbl_ssh_allreg_mar.3495,1.67999995
vbl_ssh_allreg_mar.3496,1.46000004
vbl_ssh_allreg_mar.3497,1.36000001
vbl_ssh_allreg_mar.3498,1.94000006
vbl_ssh_allreg_mar.3499,1.32000005
vbl_ssh_allreg_mar.3500,1.59000003
vbl_ssh_allreg_mar.3501,2.11999989
vbl_ssh_allreg_mar.3502,2.47000003
vbl_ssh_allreg_mar.3503,2.6500001
vbl_ssh_allreg_mar.3504,2.78999996
vbl_ssh_allreg_mar.3505,2.96000004
vbl_ssh_allreg_mar.3506,3.01999998
vbl_ssh_allreg_mar.3507,3
vbl_ssh_allreg_mar.3508,3
vbl_ssh_allreg_mar.3509,3.01999998
vbl_ssh_allreg_mar.3510,3.03999996
vbl_ssh_allreg_mar.3511,3.04999995
vbl_ssh_allreg_mar.3512,3.06999993
vbl_ssh_allreg_mar.3513,3.07999992
vbl_ssh_allreg_mar.3514,3.08999991
vbl_ssh_allreg_mar.3515,3.0999999
vbl_ssh_allreg_mar.3516,3.1099999
vbl_ssh_allreg_mar.3517,3.1099999
vbl_ssh_allreg_mar.3518,3.11999989
vbl_ssh_allreg_mar.3519,3.1400001
vbl_ssh_allreg_mar.3520,3.1500001
vbl_ssh_allreg_mar.3521,3.17000008
vbl_ssh_allreg_mar.3522,3.19000006
vbl_ssh_allreg_mar.3523,3.23000002
vbl_ssh_allreg_mar.3524,3.27999997
vbl_ssh_allreg_mar.3525,3.3499999
vbl_ssh_allreg_mar.3526,3.41000009
vbl_ssh_allreg_mar.3527,3.43000007
vbl_ssh_allreg_mar.3528,3.45000005
vbl_ssh_allreg_mar.3529,3.46000004
