FID,sep_ssh
vbl_ssh_allreg_sep.25877,1.78999996
vbl_ssh_allreg_sep.25878,1.76999998
vbl_ssh_allreg_sep.25879,1.75999999
vbl_ssh_allreg_sep.25880,1.75
vbl_ssh_allreg_sep.25881,1.74000001
vbl_ssh_allreg_sep.25882,1.72000003
vbl_ssh_allreg_sep.25883,1.71000004
vbl_ssh_allreg_sep.25884,1.69000006
vbl_ssh_allreg_sep.25885,1.66999996
vbl_ssh_allreg_sep.25886,1.64999998
vbl_ssh_allreg_sep.25887,1.62
vbl_ssh_allreg_sep.25888,1.58000004
vbl_ssh_allreg_sep.25889,1.49000001
vbl_ssh_allreg_sep.25890,1.32000005
vbl_ssh_allreg_sep.25891,1.89999998
vbl_ssh_allreg_sep.25892,1.89999998
vbl_ssh_allreg_sep.25893,1.88999999
vbl_ssh_allreg_sep.25894,1.88999999
vbl_ssh_allreg_sep.25895,1.88
vbl_ssh_allreg_sep.25896,1.88
vbl_ssh_allreg_sep.25897,1.87
vbl_ssh_allreg_sep.25898,1.87
vbl_ssh_allreg_sep.25899,1.86000001
vbl_ssh_allreg_sep.25900,1.86000001
vbl_ssh_allreg_sep.25901,1.85000002
vbl_ssh_allreg_sep.25902,1.85000002
vbl_ssh_allreg_sep.25903,1.84000003
vbl_ssh_allreg_sep.25904,1.84000003
vbl_ssh_allreg_sep.25905,1.83000004
vbl_ssh_allreg_sep.25906,1.82000005
vbl_ssh_allreg_sep.25907,1.82000005
vbl_ssh_allreg_sep.25908,1.80999994
vbl_ssh_allreg_sep.25909,1.79999995
vbl_ssh_allreg_sep.25910,1.78999996
vbl_ssh_allreg_sep.25911,1.77999997
vbl_ssh_allreg_sep.25912,1.76999998
vbl_ssh_allreg_sep.25913,1.75999999
vbl_ssh_allreg_sep.25914,1.75
vbl_ssh_allreg_sep.25915,1.73000002
vbl_ssh_allreg_sep.25916,1.72000003
vbl_ssh_allreg_sep.25917,1.71000004
vbl_ssh_allreg_sep.25918,1.69000006
vbl_ssh_allreg_sep.25919,1.66999996
vbl_ssh_allreg_sep.25920,1.63999999
vbl_ssh_allreg_sep.25921,1.60000002
vbl_ssh_allreg_sep.25922,1.52999997
vbl_ssh_allreg_sep.25923,1.40999997
vbl_ssh_allreg_sep.25924,1.19000006
vbl_ssh_allreg_sep.25925,1.89999998
vbl_ssh_allreg_sep.25926,1.89999998
vbl_ssh_allreg_sep.25927,1.88999999
vbl_ssh_allreg_sep.25928,1.88999999
vbl_ssh_allreg_sep.25929,1.88
vbl_ssh_allreg_sep.25930,1.88
vbl_ssh_allreg_sep.25931,1.87
vbl_ssh_allreg_sep.25932,1.87
vbl_ssh_allreg_sep.25933,1.86000001
vbl_ssh_allreg_sep.25934,1.86000001
vbl_ssh_allreg_sep.25935,1.85000002
vbl_ssh_allreg_sep.25936,1.85000002
vbl_ssh_allreg_sep.25937,1.84000003
vbl_ssh_allreg_sep.25938,1.84000003
vbl_ssh_allreg_sep.25939,1.83000004
vbl_ssh_allreg_sep.25940,1.82000005
vbl_ssh_allreg_sep.25941,1.82000005
vbl_ssh_allreg_sep.25942,1.80999994
vbl_ssh_allreg_sep.25943,1.79999995
vbl_ssh_allreg_sep.25944,1.78999996
vbl_ssh_allreg_sep.25945,1.77999997
vbl_ssh_allreg_sep.25946,1.76999998
vbl_ssh_allreg_sep.25947,1.75999999
vbl_ssh_allreg_sep.25948,1.75
vbl_ssh_allreg_sep.25949,1.74000001
vbl_ssh_allreg_sep.25950,1.72000003
vbl_ssh_allreg_sep.25951,1.71000004
vbl_ssh_allreg_sep.25952,1.69000006
vbl_ssh_allreg_sep.25953,1.65999997
vbl_ssh_allreg_sep.25954,1.63
vbl_ssh_allreg_sep.25955,1.57000005
vbl_ssh_allreg_sep.25956,1.49000001
vbl_ssh_allreg_sep.25957,1.35000002
vbl_ssh_allreg_sep.25958,1.89999998
vbl_ssh_allreg_sep.25959,1.89999998
vbl_ssh_allreg_sep.25960,1.88999999
vbl_ssh_allreg_sep.25961,1.88999999
vbl_ssh_allreg_sep.25962,1.88
vbl_ssh_allreg_sep.25963,1.88
vbl_ssh_allreg_sep.25964,1.87
vbl_ssh_allreg_sep.25965,1.87
vbl_ssh_allreg_sep.25966,1.86000001
vbl_ssh_allreg_sep.25967,1.86000001
vbl_ssh_allreg_sep.25968,1.85000002
vbl_ssh_allreg_sep.25969,1.85000002
vbl_ssh_allreg_sep.25970,1.84000003
vbl_ssh_allreg_sep.25971,1.83000004
vbl_ssh_allreg_sep.25972,1.83000004
vbl_ssh_allreg_sep.25973,1.82000005
vbl_ssh_allreg_sep.25974,1.80999994
vbl_ssh_allreg_sep.25975,1.80999994
vbl_ssh_allreg_sep.25976,1.79999995
vbl_ssh_allreg_sep.25977,1.78999996
vbl_ssh_allreg_sep.25978,1.77999997
vbl_ssh_allreg_sep.25979,1.76999998
vbl_ssh_allreg_sep.25980,1.75999999
vbl_ssh_allreg_sep.25981,1.75
vbl_ssh_allreg_sep.25982,1.73000002
vbl_ssh_allreg_sep.25983,1.72000003
vbl_ssh_allreg_sep.25984,1.70000005
vbl_ssh_allreg_sep.25985,1.67999995
vbl_ssh_allreg_sep.25986,1.64999998
vbl_ssh_allreg_sep.25987,1.61000001
vbl_ssh_allreg_sep.25988,1.54999995
vbl_ssh_allreg_sep.25989,1.5
vbl_ssh_allreg_sep.25990,1.90999997
vbl_ssh_allreg_sep.25991,1.90999997
vbl_ssh_allreg_sep.25992,1.89999998
vbl_ssh_allreg_sep.25993,1.88999999
vbl_ssh_allreg_sep.25994,1.88999999
vbl_ssh_allreg_sep.25995,1.88
vbl_ssh_allreg_sep.25996,1.88
vbl_ssh_allreg_sep.25997,1.87
vbl_ssh_allreg_sep.25998,1.87
vbl_ssh_allreg_sep.25999,1.86000001
vbl_ssh_allreg_sep.26000,1.86000001
vbl_ssh_allreg_sep.26001,1.85000002
vbl_ssh_allreg_sep.26002,1.85000002
vbl_ssh_allreg_sep.26003,1.84000003
vbl_ssh_allreg_sep.26004,1.83000004
vbl_ssh_allreg_sep.26005,1.83000004
vbl_ssh_allreg_sep.26006,1.82000005
vbl_ssh_allreg_sep.26007,1.80999994
vbl_ssh_allreg_sep.26008,1.80999994
vbl_ssh_allreg_sep.26009,1.79999995
vbl_ssh_allreg_sep.26010,1.78999996
vbl_ssh_allreg_sep.26011,1.77999997
vbl_ssh_allreg_sep.26012,1.76999998
vbl_ssh_allreg_sep.26013,1.75999999
vbl_ssh_allreg_sep.26014,1.75
vbl_ssh_allreg_sep.26015,1.73000002
vbl_ssh_allreg_sep.26016,1.71000004
vbl_ssh_allreg_sep.26017,1.70000005
vbl_ssh_allreg_sep.26018,1.67999995
vbl_ssh_allreg_sep.26019,1.64999998
vbl_ssh_allreg_sep.26020,1.60000002
vbl_ssh_allreg_sep.26021,1.53999996
vbl_ssh_allreg_sep.26022,1.50999999
vbl_ssh_allreg_sep.26023,1.90999997
vbl_ssh_allreg_sep.26024,1.89999998
vbl_ssh_allreg_sep.26025,1.89999998
vbl_ssh_allreg_sep.26026,1.88999999
vbl_ssh_allreg_sep.26027,1.88999999
vbl_ssh_allreg_sep.26028,1.88
vbl_ssh_allreg_sep.26029,1.88
vbl_ssh_allreg_sep.26030,1.87
vbl_ssh_allreg_sep.26031,1.87
vbl_ssh_allreg_sep.26032,1.86000001
vbl_ssh_allreg_sep.26033,1.86000001
vbl_ssh_allreg_sep.26034,1.85000002
vbl_ssh_allreg_sep.26035,1.85000002
vbl_ssh_allreg_sep.26036,1.84000003
vbl_ssh_allreg_sep.26037,1.83000004
vbl_ssh_allreg_sep.26038,1.83000004
vbl_ssh_allreg_sep.26039,1.82000005
vbl_ssh_allreg_sep.26040,1.80999994
vbl_ssh_allreg_sep.26041,1.80999994
vbl_ssh_allreg_sep.26042,1.79999995
vbl_ssh_allreg_sep.26043,1.78999996
vbl_ssh_allreg_sep.26044,1.77999997
vbl_ssh_allreg_sep.26045,1.76999998
vbl_ssh_allreg_sep.26046,1.75999999
vbl_ssh_allreg_sep.26047,1.75
vbl_ssh_allreg_sep.26048,1.73000002
vbl_ssh_allreg_sep.26049,1.71000004
vbl_ssh_allreg_sep.26050,1.70000005
vbl_ssh_allreg_sep.26051,1.66999996
vbl_ssh_allreg_sep.26052,1.63999999
vbl_ssh_allreg_sep.26053,1.59000003
vbl_ssh_allreg_sep.26054,1.52999997
vbl_ssh_allreg_sep.26055,1.49000001
vbl_ssh_allreg_sep.26056,1.25999999
vbl_ssh_allreg_sep.26057,1.90999997
vbl_ssh_allreg_sep.26058,1.90999997
vbl_ssh_allreg_sep.26059,1.89999998
vbl_ssh_allreg_sep.26060,1.88999999
vbl_ssh_allreg_sep.26061,1.88999999
vbl_ssh_allreg_sep.26062,1.88
vbl_ssh_allreg_sep.26063,1.88
vbl_ssh_allreg_sep.26064,1.87
vbl_ssh_allreg_sep.26065,1.87
vbl_ssh_allreg_sep.26066,1.86000001
vbl_ssh_allreg_sep.26067,1.86000001
vbl_ssh_allreg_sep.26068,1.85000002
vbl_ssh_allreg_sep.26069,1.85000002
vbl_ssh_allreg_sep.26070,1.84000003
vbl_ssh_allreg_sep.26071,1.83000004
vbl_ssh_allreg_sep.26072,1.83000004
vbl_ssh_allreg_sep.26073,1.82000005
vbl_ssh_allreg_sep.26074,1.80999994
vbl_ssh_allreg_sep.26075,1.79999995
vbl_ssh_allreg_sep.26076,1.79999995
vbl_ssh_allreg_sep.26077,1.78999996
vbl_ssh_allreg_sep.26078,1.77999997
vbl_ssh_allreg_sep.26079,1.76999998
vbl_ssh_allreg_sep.26080,1.75999999
vbl_ssh_allreg_sep.26081,1.74000001
vbl_ssh_allreg_sep.26082,1.73000002
vbl_ssh_allreg_sep.26083,1.71000004
vbl_ssh_allreg_sep.26084,1.69000006
vbl_ssh_allreg_sep.26085,1.65999997
vbl_ssh_allreg_sep.26086,1.63
vbl_ssh_allreg_sep.26087,1.58000004
vbl_ssh_allreg_sep.26088,1.52999997
vbl_ssh_allreg_sep.26089,1.47000003
vbl_ssh_allreg_sep.26090,1.25
vbl_ssh_allreg_sep.26091,1.90999997
vbl_ssh_allreg_sep.26092,1.89999998
vbl_ssh_allreg_sep.26093,1.89999998
vbl_ssh_allreg_sep.26094,1.88999999
vbl_ssh_allreg_sep.26095,1.88999999
vbl_ssh_allreg_sep.26096,1.88
vbl_ssh_allreg_sep.26097,1.88
vbl_ssh_allreg_sep.26098,1.87
vbl_ssh_allreg_sep.26099,1.87
vbl_ssh_allreg_sep.26100,1.86000001
vbl_ssh_allreg_sep.26101,1.86000001
vbl_ssh_allreg_sep.26102,1.85000002
vbl_ssh_allreg_sep.26103,1.84000003
vbl_ssh_allreg_sep.26104,1.84000003
vbl_ssh_allreg_sep.26105,1.83000004
vbl_ssh_allreg_sep.26106,1.82000005
vbl_ssh_allreg_sep.26107,1.82000005
vbl_ssh_allreg_sep.26108,1.80999994
vbl_ssh_allreg_sep.26109,1.79999995
vbl_ssh_allreg_sep.26110,1.79999995
vbl_ssh_allreg_sep.26111,1.78999996
vbl_ssh_allreg_sep.26112,1.77999997
vbl_ssh_allreg_sep.26113,1.76999998
vbl_ssh_allreg_sep.26114,1.75
vbl_ssh_allreg_sep.26115,1.74000001
vbl_ssh_allreg_sep.26116,1.73000002
vbl_ssh_allreg_sep.26117,1.71000004
vbl_ssh_allreg_sep.26118,1.67999995
vbl_ssh_allreg_sep.26119,1.64999998
vbl_ssh_allreg_sep.26120,1.62
vbl_ssh_allreg_sep.26121,1.58000004
vbl_ssh_allreg_sep.26122,1.51999998
vbl_ssh_allreg_sep.26123,1.47000003
vbl_ssh_allreg_sep.26124,1.90999997
vbl_ssh_allreg_sep.26125,1.90999997
vbl_ssh_allreg_sep.26126,1.89999998
vbl_ssh_allreg_sep.26127,1.89999998
vbl_ssh_allreg_sep.26128,1.88999999
vbl_ssh_allreg_sep.26129,1.88999999
vbl_ssh_allreg_sep.26130,1.88
vbl_ssh_allreg_sep.26131,1.88
vbl_ssh_allreg_sep.26132,1.87
vbl_ssh_allreg_sep.26133,1.87
vbl_ssh_allreg_sep.26134,1.86000001
vbl_ssh_allreg_sep.26135,1.86000001
vbl_ssh_allreg_sep.26136,1.85000002
vbl_ssh_allreg_sep.26137,1.84000003
vbl_ssh_allreg_sep.26138,1.84000003
vbl_ssh_allreg_sep.26139,1.83000004
vbl_ssh_allreg_sep.26140,1.82000005
vbl_ssh_allreg_sep.26141,1.82000005
vbl_ssh_allreg_sep.26142,1.80999994
vbl_ssh_allreg_sep.26143,1.79999995
vbl_ssh_allreg_sep.26144,1.78999996
vbl_ssh_allreg_sep.26145,1.78999996
vbl_ssh_allreg_sep.26146,1.77999997
vbl_ssh_allreg_sep.26147,1.76999998
vbl_ssh_allreg_sep.26148,1.75
vbl_ssh_allreg_sep.26149,1.74000001
vbl_ssh_allreg_sep.26150,1.72000003
vbl_ssh_allreg_sep.26151,1.70000005
vbl_ssh_allreg_sep.26152,1.66999996
vbl_ssh_allreg_sep.26153,1.63999999
vbl_ssh_allreg_sep.26154,1.61000001
vbl_ssh_allreg_sep.26155,1.57000005
vbl_ssh_allreg_sep.26156,1.51999998
vbl_ssh_allreg_sep.26157,1.47000003
vbl_ssh_allreg_sep.26158,1.90999997
vbl_ssh_allreg_sep.26159,1.90999997
vbl_ssh_allreg_sep.26160,1.89999998
vbl_ssh_allreg_sep.26161,1.89999998
vbl_ssh_allreg_sep.26162,1.88999999
vbl_ssh_allreg_sep.26163,1.88999999
vbl_ssh_allreg_sep.26164,1.88
vbl_ssh_allreg_sep.26165,1.88
vbl_ssh_allreg_sep.26166,1.87
vbl_ssh_allreg_sep.26167,1.87
vbl_ssh_allreg_sep.26168,1.86000001
vbl_ssh_allreg_sep.26169,1.86000001
vbl_ssh_allreg_sep.26170,1.85000002
vbl_ssh_allreg_sep.26171,1.84000003
vbl_ssh_allreg_sep.26172,1.84000003
vbl_ssh_allreg_sep.26173,1.83000004
vbl_ssh_allreg_sep.26174,1.82000005
vbl_ssh_allreg_sep.26175,1.82000005
vbl_ssh_allreg_sep.26176,1.80999994
vbl_ssh_allreg_sep.26177,1.79999995
vbl_ssh_allreg_sep.26178,1.78999996
vbl_ssh_allreg_sep.26179,1.77999997
vbl_ssh_allreg_sep.26180,1.76999998
vbl_ssh_allreg_sep.26181,1.75999999
vbl_ssh_allreg_sep.26182,1.75
vbl_ssh_allreg_sep.26183,1.73000002
vbl_ssh_allreg_sep.26184,1.71000004
vbl_ssh_allreg_sep.26185,1.70000005
vbl_ssh_allreg_sep.26186,1.66999996
vbl_ssh_allreg_sep.26187,1.63999999
vbl_ssh_allreg_sep.26188,1.61000001
vbl_ssh_allreg_sep.26189,1.55999994
vbl_ssh_allreg_sep.26190,1.51999998
vbl_ssh_allreg_sep.26191,1.33000004
vbl_ssh_allreg_sep.26192,1.91999996
vbl_ssh_allreg_sep.26193,1.91999996
vbl_ssh_allreg_sep.26194,1.90999997
vbl_ssh_allreg_sep.26195,1.89999998
vbl_ssh_allreg_sep.26196,1.89999998
vbl_ssh_allreg_sep.26197,1.88999999
vbl_ssh_allreg_sep.26198,1.88999999
vbl_ssh_allreg_sep.26199,1.88
vbl_ssh_allreg_sep.26200,1.88
vbl_ssh_allreg_sep.26201,1.87
vbl_ssh_allreg_sep.26202,1.87
vbl_ssh_allreg_sep.26203,1.86000001
vbl_ssh_allreg_sep.26204,1.86000001
vbl_ssh_allreg_sep.26205,1.85000002
vbl_ssh_allreg_sep.26206,1.84000003
vbl_ssh_allreg_sep.26207,1.84000003
vbl_ssh_allreg_sep.26208,1.83000004
vbl_ssh_allreg_sep.26209,1.82000005
vbl_ssh_allreg_sep.26210,1.80999994
vbl_ssh_allreg_sep.26211,1.80999994
vbl_ssh_allreg_sep.26212,1.79999995
vbl_ssh_allreg_sep.26213,1.78999996
vbl_ssh_allreg_sep.26214,1.77999997
vbl_ssh_allreg_sep.26215,1.76999998
vbl_ssh_allreg_sep.26216,1.75999999
vbl_ssh_allreg_sep.26217,1.74000001
vbl_ssh_allreg_sep.26218,1.73000002
vbl_ssh_allreg_sep.26219,1.71000004
vbl_ssh_allreg_sep.26220,1.69000006
vbl_ssh_allreg_sep.26221,1.66999996
vbl_ssh_allreg_sep.26222,1.63999999
vbl_ssh_allreg_sep.26223,1.60000002
vbl_ssh_allreg_sep.26224,1.54999995
vbl_ssh_allreg_sep.26225,1.5
vbl_ssh_allreg_sep.26226,1.29999995
vbl_ssh_allreg_sep.26227,1.92999995
vbl_ssh_allreg_sep.26228,1.91999996
vbl_ssh_allreg_sep.26229,1.91999996
vbl_ssh_allreg_sep.26230,1.90999997
vbl_ssh_allreg_sep.26231,1.90999997
vbl_ssh_allreg_sep.26232,1.89999998
vbl_ssh_allreg_sep.26233,1.89999998
vbl_ssh_allreg_sep.26234,1.88999999
vbl_ssh_allreg_sep.26235,1.88
vbl_ssh_allreg_sep.26236,1.88
vbl_ssh_allreg_sep.26237,1.87
vbl_ssh_allreg_sep.26238,1.87
vbl_ssh_allreg_sep.26239,1.86000001
vbl_ssh_allreg_sep.26240,1.86000001
vbl_ssh_allreg_sep.26241,1.85000002
vbl_ssh_allreg_sep.26242,1.84000003
vbl_ssh_allreg_sep.26243,1.84000003
vbl_ssh_allreg_sep.26244,1.83000004
vbl_ssh_allreg_sep.26245,1.82000005
vbl_ssh_allreg_sep.26246,1.80999994
vbl_ssh_allreg_sep.26247,1.80999994
vbl_ssh_allreg_sep.26248,1.79999995
vbl_ssh_allreg_sep.26249,1.78999996
vbl_ssh_allreg_sep.26250,1.77999997
vbl_ssh_allreg_sep.26251,1.76999998
vbl_ssh_allreg_sep.26252,1.75
vbl_ssh_allreg_sep.26253,1.74000001
vbl_ssh_allreg_sep.26254,1.72000003
vbl_ssh_allreg_sep.26255,1.70000005
vbl_ssh_allreg_sep.26256,1.67999995
vbl_ssh_allreg_sep.26257,1.65999997
vbl_ssh_allreg_sep.26258,1.58000004
vbl_ssh_allreg_sep.26259,1.52999997
vbl_ssh_allreg_sep.26260,1.46000004
vbl_ssh_allreg_sep.26261,1.22000003
vbl_ssh_allreg_sep.26262,1.92999995
vbl_ssh_allreg_sep.26263,1.92999995
vbl_ssh_allreg_sep.26264,1.91999996
vbl_ssh_allreg_sep.26265,1.91999996
vbl_ssh_allreg_sep.26266,1.90999997
vbl_ssh_allreg_sep.26267,1.90999997
vbl_ssh_allreg_sep.26268,1.89999998
vbl_ssh_allreg_sep.26269,1.89999998
vbl_ssh_allreg_sep.26270,1.88999999
vbl_ssh_allreg_sep.26271,1.88999999
vbl_ssh_allreg_sep.26272,1.88
vbl_ssh_allreg_sep.26273,1.87
vbl_ssh_allreg_sep.26274,1.87
vbl_ssh_allreg_sep.26275,1.86000001
vbl_ssh_allreg_sep.26276,1.86000001
vbl_ssh_allreg_sep.26277,1.85000002
vbl_ssh_allreg_sep.26278,1.84000003
vbl_ssh_allreg_sep.26279,1.84000003
vbl_ssh_allreg_sep.26280,1.83000004
vbl_ssh_allreg_sep.26281,1.82000005
vbl_ssh_allreg_sep.26282,1.80999994
vbl_ssh_allreg_sep.26283,1.79999995
vbl_ssh_allreg_sep.26284,1.79999995
vbl_ssh_allreg_sep.26285,1.78999996
vbl_ssh_allreg_sep.26286,1.77999997
vbl_ssh_allreg_sep.26287,1.76999998
vbl_ssh_allreg_sep.26288,1.75
vbl_ssh_allreg_sep.26289,1.73000002
vbl_ssh_allreg_sep.26290,1.72000003
vbl_ssh_allreg_sep.26291,1.70000005
vbl_ssh_allreg_sep.26292,1.67999995
vbl_ssh_allreg_sep.26293,1.64999998
vbl_ssh_allreg_sep.26294,1.61000001
vbl_ssh_allreg_sep.26295,1.57000005
vbl_ssh_allreg_sep.26296,1.50999999
vbl_ssh_allreg_sep.26297,1.42999995
vbl_ssh_allreg_sep.26298,1.92999995
vbl_ssh_allreg_sep.26299,1.92999995
vbl_ssh_allreg_sep.26300,1.91999996
vbl_ssh_allreg_sep.26301,1.91999996
vbl_ssh_allreg_sep.26302,1.90999997
vbl_ssh_allreg_sep.26303,1.90999997
vbl_ssh_allreg_sep.26304,1.89999998
vbl_ssh_allreg_sep.26305,1.89999998
vbl_ssh_allreg_sep.26306,1.88999999
vbl_ssh_allreg_sep.26307,1.88999999
vbl_ssh_allreg_sep.26308,1.88
vbl_ssh_allreg_sep.26309,1.87
vbl_ssh_allreg_sep.26310,1.87
vbl_ssh_allreg_sep.26311,1.86000001
vbl_ssh_allreg_sep.26312,1.86000001
vbl_ssh_allreg_sep.26313,1.85000002
vbl_ssh_allreg_sep.26314,1.84000003
vbl_ssh_allreg_sep.26315,1.84000003
vbl_ssh_allreg_sep.26316,1.83000004
vbl_ssh_allreg_sep.26317,1.82000005
vbl_ssh_allreg_sep.26318,1.80999994
vbl_ssh_allreg_sep.26319,1.79999995
vbl_ssh_allreg_sep.26320,1.79999995
vbl_ssh_allreg_sep.26321,1.78999996
vbl_ssh_allreg_sep.26322,1.77999997
vbl_ssh_allreg_sep.26323,1.75999999
vbl_ssh_allreg_sep.26324,1.75
vbl_ssh_allreg_sep.26325,1.73000002
vbl_ssh_allreg_sep.26326,1.71000004
vbl_ssh_allreg_sep.26327,1.69000006
vbl_ssh_allreg_sep.26328,1.66999996
vbl_ssh_allreg_sep.26329,1.63999999
vbl_ssh_allreg_sep.26330,1.60000002
vbl_ssh_allreg_sep.26331,1.54999995
vbl_ssh_allreg_sep.26332,1.50999999
vbl_ssh_allreg_sep.26333,1.30999994
vbl_ssh_allreg_sep.26334,1.94000006
vbl_ssh_allreg_sep.26335,1.94000006
vbl_ssh_allreg_sep.26336,1.92999995
vbl_ssh_allreg_sep.26337,1.91999996
vbl_ssh_allreg_sep.26338,1.91999996
vbl_ssh_allreg_sep.26339,1.90999997
vbl_ssh_allreg_sep.26340,1.90999997
vbl_ssh_allreg_sep.26341,1.89999998
vbl_ssh_allreg_sep.26342,1.89999998
vbl_ssh_allreg_sep.26343,1.88999999
vbl_ssh_allreg_sep.26344,1.88999999
vbl_ssh_allreg_sep.26345,1.88
vbl_ssh_allreg_sep.26346,1.87
vbl_ssh_allreg_sep.26347,1.87
vbl_ssh_allreg_sep.26348,1.86000001
vbl_ssh_allreg_sep.26349,1.86000001
vbl_ssh_allreg_sep.26350,1.85000002
vbl_ssh_allreg_sep.26351,1.84000003
vbl_ssh_allreg_sep.26352,1.83000004
vbl_ssh_allreg_sep.26353,1.83000004
vbl_ssh_allreg_sep.26354,1.82000005
vbl_ssh_allreg_sep.26355,1.80999994
vbl_ssh_allreg_sep.26356,1.79999995
vbl_ssh_allreg_sep.26357,1.78999996
vbl_ssh_allreg_sep.26358,1.77999997
vbl_ssh_allreg_sep.26359,1.76999998
vbl_ssh_allreg_sep.26360,1.75999999
vbl_ssh_allreg_sep.26361,1.74000001
vbl_ssh_allreg_sep.26362,1.72000003
vbl_ssh_allreg_sep.26363,1.71000004
vbl_ssh_allreg_sep.26364,1.67999995
vbl_ssh_allreg_sep.26365,1.65999997
vbl_ssh_allreg_sep.26366,1.63
vbl_ssh_allreg_sep.26367,1.59000003
vbl_ssh_allreg_sep.26368,1.53999996
vbl_ssh_allreg_sep.26369,1.5
vbl_ssh_allreg_sep.26370,1.30999994
vbl_ssh_allreg_sep.26371,1.95000005
vbl_ssh_allreg_sep.26372,1.94000006
vbl_ssh_allreg_sep.26373,1.94000006
vbl_ssh_allreg_sep.26374,1.92999995
vbl_ssh_allreg_sep.26375,1.92999995
vbl_ssh_allreg_sep.26376,1.91999996
vbl_ssh_allreg_sep.26377,1.90999997
vbl_ssh_allreg_sep.26378,1.90999997
vbl_ssh_allreg_sep.26379,1.89999998
vbl_ssh_allreg_sep.26380,1.89999998
vbl_ssh_allreg_sep.26381,1.88999999
vbl_ssh_allreg_sep.26382,1.88999999
vbl_ssh_allreg_sep.26383,1.88
vbl_ssh_allreg_sep.26384,1.87
vbl_ssh_allreg_sep.26385,1.87
vbl_ssh_allreg_sep.26386,1.86000001
vbl_ssh_allreg_sep.26387,1.86000001
vbl_ssh_allreg_sep.26388,1.85000002
vbl_ssh_allreg_sep.26389,1.84000003
vbl_ssh_allreg_sep.26390,1.83000004
vbl_ssh_allreg_sep.26391,1.83000004
vbl_ssh_allreg_sep.26392,1.82000005
vbl_ssh_allreg_sep.26393,1.80999994
vbl_ssh_allreg_sep.26394,1.79999995
vbl_ssh_allreg_sep.26395,1.78999996
vbl_ssh_allreg_sep.26396,1.77999997
vbl_ssh_allreg_sep.26397,1.76999998
vbl_ssh_allreg_sep.26398,1.75
vbl_ssh_allreg_sep.26399,1.74000001
vbl_ssh_allreg_sep.26400,1.72000003
vbl_ssh_allreg_sep.26401,1.70000005
vbl_ssh_allreg_sep.26402,1.67999995
vbl_ssh_allreg_sep.26403,1.64999998
vbl_ssh_allreg_sep.26404,1.95000005
vbl_ssh_allreg_sep.26405,1.62
vbl_ssh_allreg_sep.26406,1.58000004
vbl_ssh_allreg_sep.26407,1.52999997
vbl_ssh_allreg_sep.26408,1.48000002
vbl_ssh_allreg_sep.26409,1.25
vbl_ssh_allreg_sep.26410,1.95000005
vbl_ssh_allreg_sep.26411,1.95000005
vbl_ssh_allreg_sep.26412,1.94000006
vbl_ssh_allreg_sep.26413,1.94000006
vbl_ssh_allreg_sep.26414,1.92999995
vbl_ssh_allreg_sep.26415,1.92999995
vbl_ssh_allreg_sep.26416,1.91999996
vbl_ssh_allreg_sep.26417,1.90999997
vbl_ssh_allreg_sep.26418,1.90999997
vbl_ssh_allreg_sep.26419,1.89999998
vbl_ssh_allreg_sep.26420,1.89999998
vbl_ssh_allreg_sep.26421,1.88999999
vbl_ssh_allreg_sep.26422,1.88999999
vbl_ssh_allreg_sep.26423,1.88
vbl_ssh_allreg_sep.26424,1.87
vbl_ssh_allreg_sep.26425,1.87
vbl_ssh_allreg_sep.26426,1.86000001
vbl_ssh_allreg_sep.26427,1.86000001
vbl_ssh_allreg_sep.26428,1.85000002
vbl_ssh_allreg_sep.26429,1.84000003
vbl_ssh_allreg_sep.26430,1.83000004
vbl_ssh_allreg_sep.26431,1.82000005
vbl_ssh_allreg_sep.26432,1.82000005
vbl_ssh_allreg_sep.26433,1.80999994
vbl_ssh_allreg_sep.26434,1.79999995
vbl_ssh_allreg_sep.26435,1.78999996
vbl_ssh_allreg_sep.26436,1.77999997
vbl_ssh_allreg_sep.26437,1.75999999
vbl_ssh_allreg_sep.26438,1.75
vbl_ssh_allreg_sep.26439,1.73000002
vbl_ssh_allreg_sep.26440,1.71000004
vbl_ssh_allreg_sep.26441,1.69000006
vbl_ssh_allreg_sep.26442,1.66999996
vbl_ssh_allreg_sep.26443,1.63999999
vbl_ssh_allreg_sep.26444,1.61000001
vbl_ssh_allreg_sep.26445,1.55999994
vbl_ssh_allreg_sep.26446,1.5
vbl_ssh_allreg_sep.26447,1.45000005
vbl_ssh_allreg_sep.26448,1.96000004
vbl_ssh_allreg_sep.26449,1.95000005
vbl_ssh_allreg_sep.26450,1.95000005
vbl_ssh_allreg_sep.26451,1.94000006
vbl_ssh_allreg_sep.26452,1.94000006
vbl_ssh_allreg_sep.26453,1.92999995
vbl_ssh_allreg_sep.26454,1.92999995
vbl_ssh_allreg_sep.26455,1.91999996
vbl_ssh_allreg_sep.26456,1.91999996
vbl_ssh_allreg_sep.26457,1.90999997
vbl_ssh_allreg_sep.26458,1.89999998
vbl_ssh_allreg_sep.26459,1.89999998
vbl_ssh_allreg_sep.26460,1.88999999
vbl_ssh_allreg_sep.26461,1.88999999
vbl_ssh_allreg_sep.26462,1.88
vbl_ssh_allreg_sep.26463,1.87
vbl_ssh_allreg_sep.26464,1.87
vbl_ssh_allreg_sep.26465,1.86000001
vbl_ssh_allreg_sep.26466,1.86000001
