FID,sep_ssh
vbl_ssh_allreg_sep.17084,1.70000005
vbl_ssh_allreg_sep.17085,1.69000006
vbl_ssh_allreg_sep.17086,1.67999995
vbl_ssh_allreg_sep.17087,1.66999996
vbl_ssh_allreg_sep.17088,1.64999998
vbl_ssh_allreg_sep.17089,1.63
vbl_ssh_allreg_sep.17090,1.64999998
vbl_ssh_allreg_sep.17091,1.64999998
vbl_ssh_allreg_sep.17092,1.63999999
vbl_ssh_allreg_sep.17093,1.63999999
vbl_ssh_allreg_sep.17094,1.63
vbl_ssh_allreg_sep.17095,1.63
vbl_ssh_allreg_sep.17096,1.62
vbl_ssh_allreg_sep.17097,1.62
vbl_ssh_allreg_sep.17098,1.62
vbl_ssh_allreg_sep.17099,1.62
vbl_ssh_allreg_sep.17100,1.61000001
vbl_ssh_allreg_sep.17101,1.62
vbl_ssh_allreg_sep.17102,1.61000001
vbl_ssh_allreg_sep.17103,1.85000002
vbl_ssh_allreg_sep.17104,1.85000002
vbl_ssh_allreg_sep.17105,1.85000002
vbl_ssh_allreg_sep.17106,1.85000002
vbl_ssh_allreg_sep.17107,1.85000002
vbl_ssh_allreg_sep.17108,1.86000001
vbl_ssh_allreg_sep.17109,1.86000001
vbl_ssh_allreg_sep.17110,1.86000001
vbl_ssh_allreg_sep.17111,1.87
vbl_ssh_allreg_sep.17112,1.87
vbl_ssh_allreg_sep.17113,1.87
vbl_ssh_allreg_sep.17114,1.87
vbl_ssh_allreg_sep.17115,1.87
vbl_ssh_allreg_sep.17116,1.87
vbl_ssh_allreg_sep.17117,1.87
vbl_ssh_allreg_sep.17118,1.87
vbl_ssh_allreg_sep.17119,1.87
vbl_ssh_allreg_sep.17120,1.87
vbl_ssh_allreg_sep.17121,1.87
vbl_ssh_allreg_sep.17122,1.87
vbl_ssh_allreg_sep.17123,1.87
vbl_ssh_allreg_sep.17124,1.87
vbl_ssh_allreg_sep.17125,1.86000001
vbl_ssh_allreg_sep.17126,1.86000001
vbl_ssh_allreg_sep.17127,1.85000002
vbl_ssh_allreg_sep.17128,1.85000002
vbl_ssh_allreg_sep.17129,1.85000002
vbl_ssh_allreg_sep.17130,1.85000002
vbl_ssh_allreg_sep.17131,1.84000003
vbl_ssh_allreg_sep.17132,1.83000004
vbl_ssh_allreg_sep.17133,1.83000004
vbl_ssh_allreg_sep.17134,1.83000004
vbl_ssh_allreg_sep.17135,1.83000004
vbl_ssh_allreg_sep.17136,1.83000004
vbl_ssh_allreg_sep.17137,1.83000004
vbl_ssh_allreg_sep.17138,1.82000005
vbl_ssh_allreg_sep.17139,1.82000005
vbl_ssh_allreg_sep.17140,1.80999994
vbl_ssh_allreg_sep.17141,1.79999995
vbl_ssh_allreg_sep.17142,1.79999995
vbl_ssh_allreg_sep.17143,1.78999996
vbl_ssh_allreg_sep.17144,1.78999996
vbl_ssh_allreg_sep.17145,1.77999997
vbl_ssh_allreg_sep.17146,1.76999998
vbl_ssh_allreg_sep.17147,1.75999999
vbl_ssh_allreg_sep.17148,1.74000001
vbl_ssh_allreg_sep.17149,1.73000002
vbl_ssh_allreg_sep.17150,1.72000003
vbl_ssh_allreg_sep.17151,1.70000005
vbl_ssh_allreg_sep.17152,1.70000005
vbl_ssh_allreg_sep.17153,1.67999995
vbl_ssh_allreg_sep.17154,1.66999996
vbl_ssh_allreg_sep.17155,1.65999997
vbl_ssh_allreg_sep.17156,1.63999999
vbl_ssh_allreg_sep.17157,1.64999998
vbl_ssh_allreg_sep.17158,1.64999998
vbl_ssh_allreg_sep.17159,1.64999998
vbl_ssh_allreg_sep.17160,1.63999999
vbl_ssh_allreg_sep.17161,1.63999999
vbl_ssh_allreg_sep.17162,1.63
vbl_ssh_allreg_sep.17163,1.63
vbl_ssh_allreg_sep.17164,1.62
vbl_ssh_allreg_sep.17165,1.61000001
vbl_ssh_allreg_sep.17166,1.61000001
vbl_ssh_allreg_sep.17167,1.61000001
vbl_ssh_allreg_sep.17168,1.61000001
vbl_ssh_allreg_sep.17169,1.84000003
vbl_ssh_allreg_sep.17170,1.84000003
vbl_ssh_allreg_sep.17171,1.84000003
vbl_ssh_allreg_sep.17172,1.85000002
vbl_ssh_allreg_sep.17173,1.85000002
vbl_ssh_allreg_sep.17174,1.85000002
vbl_ssh_allreg_sep.17175,1.86000001
vbl_ssh_allreg_sep.17176,1.86000001
vbl_ssh_allreg_sep.17177,1.86000001
vbl_ssh_allreg_sep.17178,1.86000001
vbl_ssh_allreg_sep.17179,1.86000001
vbl_ssh_allreg_sep.17180,1.87
vbl_ssh_allreg_sep.17181,1.87
vbl_ssh_allreg_sep.17182,1.86000001
vbl_ssh_allreg_sep.17183,1.86000001
vbl_ssh_allreg_sep.17184,1.86000001
vbl_ssh_allreg_sep.17185,1.86000001
vbl_ssh_allreg_sep.17186,1.86000001
vbl_ssh_allreg_sep.17187,1.86000001
vbl_ssh_allreg_sep.17188,1.86000001
vbl_ssh_allreg_sep.17189,1.86000001
vbl_ssh_allreg_sep.17190,1.86000001
vbl_ssh_allreg_sep.17191,1.85000002
vbl_ssh_allreg_sep.17192,1.85000002
vbl_ssh_allreg_sep.17193,1.84000003
vbl_ssh_allreg_sep.17194,1.84000003
vbl_ssh_allreg_sep.17195,1.84000003
vbl_ssh_allreg_sep.17196,1.83000004
vbl_ssh_allreg_sep.17197,1.83000004
vbl_ssh_allreg_sep.17198,1.83000004
vbl_ssh_allreg_sep.17199,1.83000004
vbl_ssh_allreg_sep.17200,1.83000004
vbl_ssh_allreg_sep.17201,1.82000005
vbl_ssh_allreg_sep.17202,1.82000005
vbl_ssh_allreg_sep.17203,1.80999994
vbl_ssh_allreg_sep.17204,1.80999994
vbl_ssh_allreg_sep.17205,1.79999995
vbl_ssh_allreg_sep.17206,1.78999996
vbl_ssh_allreg_sep.17207,1.77999997
vbl_ssh_allreg_sep.17208,1.77999997
vbl_ssh_allreg_sep.17209,1.77999997
vbl_ssh_allreg_sep.17210,1.76999998
vbl_ssh_allreg_sep.17211,1.75999999
vbl_ssh_allreg_sep.17212,1.75
vbl_ssh_allreg_sep.17213,1.74000001
vbl_ssh_allreg_sep.17214,1.72000003
vbl_ssh_allreg_sep.17215,1.71000004
vbl_ssh_allreg_sep.17216,1.70000005
vbl_ssh_allreg_sep.17217,1.70000005
vbl_ssh_allreg_sep.17218,1.67999995
vbl_ssh_allreg_sep.17219,1.65999997
vbl_ssh_allreg_sep.17220,1.65999997
vbl_ssh_allreg_sep.17221,1.64999998
vbl_ssh_allreg_sep.17222,1.63999999
vbl_ssh_allreg_sep.17223,1.63999999
vbl_ssh_allreg_sep.17224,1.64999998
vbl_ssh_allreg_sep.17225,1.64999998
vbl_ssh_allreg_sep.17226,1.63999999
vbl_ssh_allreg_sep.17227,1.63999999
vbl_ssh_allreg_sep.17228,1.63
vbl_ssh_allreg_sep.17229,1.61000001
vbl_ssh_allreg_sep.17230,1.60000002
vbl_ssh_allreg_sep.17231,1.61000001
vbl_ssh_allreg_sep.17232,1.61000001
vbl_ssh_allreg_sep.17233,1.84000003
vbl_ssh_allreg_sep.17234,1.84000003
vbl_ssh_allreg_sep.17235,1.84000003
vbl_ssh_allreg_sep.17236,1.84000003
vbl_ssh_allreg_sep.17237,1.85000002
vbl_ssh_allreg_sep.17238,1.85000002
vbl_ssh_allreg_sep.17239,1.85000002
vbl_ssh_allreg_sep.17240,1.86000001
vbl_ssh_allreg_sep.17241,1.86000001
vbl_ssh_allreg_sep.17242,1.86000001
vbl_ssh_allreg_sep.17243,1.86000001
vbl_ssh_allreg_sep.17244,1.86000001
vbl_ssh_allreg_sep.17245,1.86000001
vbl_ssh_allreg_sep.17246,1.86000001
vbl_ssh_allreg_sep.17247,1.86000001
vbl_ssh_allreg_sep.17248,1.86000001
vbl_ssh_allreg_sep.17249,1.85000002
vbl_ssh_allreg_sep.17250,1.85000002
vbl_ssh_allreg_sep.17251,1.85000002
vbl_ssh_allreg_sep.17252,1.85000002
vbl_ssh_allreg_sep.17253,1.85000002
vbl_ssh_allreg_sep.17254,1.85000002
vbl_ssh_allreg_sep.17255,1.84000003
vbl_ssh_allreg_sep.17256,1.84000003
vbl_ssh_allreg_sep.17257,1.83000004
vbl_ssh_allreg_sep.17258,1.83000004
vbl_ssh_allreg_sep.17259,1.83000004
vbl_ssh_allreg_sep.17260,1.82000005
vbl_ssh_allreg_sep.17261,1.82000005
vbl_ssh_allreg_sep.17262,1.82000005
vbl_ssh_allreg_sep.17263,1.82000005
vbl_ssh_allreg_sep.17264,1.82000005
vbl_ssh_allreg_sep.17265,1.80999994
vbl_ssh_allreg_sep.17266,1.80999994
vbl_ssh_allreg_sep.17267,1.79999995
vbl_ssh_allreg_sep.17268,1.78999996
vbl_ssh_allreg_sep.17269,1.76999998
vbl_ssh_allreg_sep.17270,1.76999998
vbl_ssh_allreg_sep.17271,1.77999997
vbl_ssh_allreg_sep.17272,1.76999998
vbl_ssh_allreg_sep.17273,1.75999999
vbl_ssh_allreg_sep.17274,1.75
vbl_ssh_allreg_sep.17275,1.74000001
vbl_ssh_allreg_sep.17276,1.73000002
vbl_ssh_allreg_sep.17277,1.72000003
vbl_ssh_allreg_sep.17278,1.71000004
vbl_ssh_allreg_sep.17279,1.70000005
vbl_ssh_allreg_sep.17280,1.69000006
vbl_ssh_allreg_sep.17281,1.67999995
vbl_ssh_allreg_sep.17282,1.66999996
vbl_ssh_allreg_sep.17283,1.66999996
vbl_ssh_allreg_sep.17284,1.65999997
vbl_ssh_allreg_sep.17285,1.64999998
vbl_ssh_allreg_sep.17286,1.63999999
vbl_ssh_allreg_sep.17287,1.63999999
vbl_ssh_allreg_sep.17288,1.63999999
vbl_ssh_allreg_sep.17289,1.63999999
vbl_ssh_allreg_sep.17290,1.63999999
vbl_ssh_allreg_sep.17291,1.63
vbl_ssh_allreg_sep.17292,1.61000001
vbl_ssh_allreg_sep.17293,1.61000001
vbl_ssh_allreg_sep.17294,1.61000001
vbl_ssh_allreg_sep.17295,1.60000002
vbl_ssh_allreg_sep.17296,1.83000004
vbl_ssh_allreg_sep.17297,1.83000004
vbl_ssh_allreg_sep.17298,1.84000003
vbl_ssh_allreg_sep.17299,1.84000003
vbl_ssh_allreg_sep.17300,1.84000003
vbl_ssh_allreg_sep.17301,1.85000002
vbl_ssh_allreg_sep.17302,1.85000002
vbl_ssh_allreg_sep.17303,1.85000002
vbl_ssh_allreg_sep.17304,1.85000002
vbl_ssh_allreg_sep.17305,1.85000002
vbl_ssh_allreg_sep.17306,1.85000002
vbl_ssh_allreg_sep.17307,1.85000002
vbl_ssh_allreg_sep.17308,1.85000002
vbl_ssh_allreg_sep.17309,1.85000002
vbl_ssh_allreg_sep.17310,1.85000002
vbl_ssh_allreg_sep.17311,1.85000002
vbl_ssh_allreg_sep.17312,1.85000002
vbl_ssh_allreg_sep.17313,1.84000003
vbl_ssh_allreg_sep.17314,1.84000003
vbl_ssh_allreg_sep.17315,1.84000003
vbl_ssh_allreg_sep.17316,1.84000003
vbl_ssh_allreg_sep.17317,1.84000003
vbl_ssh_allreg_sep.17318,1.83000004
vbl_ssh_allreg_sep.17319,1.83000004
vbl_ssh_allreg_sep.17320,1.82000005
vbl_ssh_allreg_sep.17321,1.82000005
vbl_ssh_allreg_sep.17322,1.82000005
vbl_ssh_allreg_sep.17323,1.82000005
vbl_ssh_allreg_sep.17324,1.82000005
vbl_ssh_allreg_sep.17325,1.80999994
vbl_ssh_allreg_sep.17326,1.80999994
vbl_ssh_allreg_sep.17327,1.79999995
vbl_ssh_allreg_sep.17328,1.79999995
vbl_ssh_allreg_sep.17329,1.78999996
vbl_ssh_allreg_sep.17330,1.76999998
vbl_ssh_allreg_sep.17331,1.75999999
vbl_ssh_allreg_sep.17332,1.76999998
vbl_ssh_allreg_sep.17333,1.76999998
vbl_ssh_allreg_sep.17334,1.76999998
vbl_ssh_allreg_sep.17335,1.75
vbl_ssh_allreg_sep.17336,1.74000001
vbl_ssh_allreg_sep.17337,1.74000001
vbl_ssh_allreg_sep.17338,1.73000002
vbl_ssh_allreg_sep.17339,1.71000004
vbl_ssh_allreg_sep.17340,1.70000005
vbl_ssh_allreg_sep.17341,1.69000006
vbl_ssh_allreg_sep.17342,1.67999995
vbl_ssh_allreg_sep.17343,1.67999995
vbl_ssh_allreg_sep.17344,1.67999995
vbl_ssh_allreg_sep.17345,1.66999996
vbl_ssh_allreg_sep.17346,1.66999996
vbl_ssh_allreg_sep.17347,1.65999997
vbl_ssh_allreg_sep.17348,1.64999998
vbl_ssh_allreg_sep.17349,1.63999999
vbl_ssh_allreg_sep.17350,1.63999999
vbl_ssh_allreg_sep.17351,1.63999999
vbl_ssh_allreg_sep.17352,1.63
vbl_ssh_allreg_sep.17353,1.63
vbl_ssh_allreg_sep.17354,1.61000001
vbl_ssh_allreg_sep.17355,1.61000001
vbl_ssh_allreg_sep.17356,1.61000001
vbl_ssh_allreg_sep.17357,1.83000004
vbl_ssh_allreg_sep.17358,1.83000004
vbl_ssh_allreg_sep.17359,1.83000004
vbl_ssh_allreg_sep.17360,1.83000004
vbl_ssh_allreg_sep.17361,1.83000004
vbl_ssh_allreg_sep.17362,1.84000003
vbl_ssh_allreg_sep.17363,1.84000003
vbl_ssh_allreg_sep.17364,1.84000003
vbl_ssh_allreg_sep.17365,1.84000003
vbl_ssh_allreg_sep.17366,1.84000003
vbl_ssh_allreg_sep.17367,1.84000003
vbl_ssh_allreg_sep.17368,1.84000003
vbl_ssh_allreg_sep.17369,1.84000003
vbl_ssh_allreg_sep.17370,1.84000003
vbl_ssh_allreg_sep.17371,1.84000003
vbl_ssh_allreg_sep.17372,1.84000003
vbl_ssh_allreg_sep.17373,1.84000003
vbl_ssh_allreg_sep.17374,1.84000003
vbl_ssh_allreg_sep.17375,1.84000003
vbl_ssh_allreg_sep.17376,1.83000004
vbl_ssh_allreg_sep.17377,1.83000004
vbl_ssh_allreg_sep.17378,1.83000004
vbl_ssh_allreg_sep.17379,1.82000005
vbl_ssh_allreg_sep.17380,1.82000005
vbl_ssh_allreg_sep.17381,1.80999994
vbl_ssh_allreg_sep.17382,1.80999994
vbl_ssh_allreg_sep.17383,1.80999994
vbl_ssh_allreg_sep.17384,1.80999994
vbl_ssh_allreg_sep.17385,1.79999995
vbl_ssh_allreg_sep.17386,1.78999996
vbl_ssh_allreg_sep.17387,1.78999996
vbl_ssh_allreg_sep.17388,1.78999996
vbl_ssh_allreg_sep.17389,1.77999997
vbl_ssh_allreg_sep.17390,1.75999999
vbl_ssh_allreg_sep.17391,1.75999999
vbl_ssh_allreg_sep.17392,1.76999998
vbl_ssh_allreg_sep.17393,1.76999998
vbl_ssh_allreg_sep.17394,1.75999999
vbl_ssh_allreg_sep.17395,1.75
vbl_ssh_allreg_sep.17396,1.74000001
vbl_ssh_allreg_sep.17397,1.74000001
vbl_ssh_allreg_sep.17398,1.73000002
vbl_ssh_allreg_sep.17399,1.71000004
vbl_ssh_allreg_sep.17400,1.70000005
vbl_ssh_allreg_sep.17401,1.69000006
vbl_ssh_allreg_sep.17402,1.67999995
vbl_ssh_allreg_sep.17403,1.69000006
vbl_ssh_allreg_sep.17404,1.67999995
vbl_ssh_allreg_sep.17405,1.67999995
vbl_ssh_allreg_sep.17406,1.66999996
vbl_ssh_allreg_sep.17407,1.65999997
vbl_ssh_allreg_sep.17408,1.64999998
vbl_ssh_allreg_sep.17409,1.63999999
vbl_ssh_allreg_sep.17410,1.63999999
vbl_ssh_allreg_sep.17411,1.63999999
vbl_ssh_allreg_sep.17412,1.63
vbl_ssh_allreg_sep.17413,1.62
vbl_ssh_allreg_sep.17414,1.61000001
vbl_ssh_allreg_sep.17415,1.61000001
vbl_ssh_allreg_sep.17416,1.60000002
vbl_ssh_allreg_sep.17417,1.82000005
vbl_ssh_allreg_sep.17418,1.82000005
vbl_ssh_allreg_sep.17419,1.82000005
vbl_ssh_allreg_sep.17420,1.82000005
vbl_ssh_allreg_sep.17421,1.83000004
vbl_ssh_allreg_sep.17422,1.83000004
vbl_ssh_allreg_sep.17423,1.83000004
vbl_ssh_allreg_sep.17424,1.83000004
vbl_ssh_allreg_sep.17425,1.84000003
vbl_ssh_allreg_sep.17426,1.84000003
vbl_ssh_allreg_sep.17427,1.84000003
vbl_ssh_allreg_sep.17428,1.84000003
vbl_ssh_allreg_sep.17429,1.83000004
vbl_ssh_allreg_sep.17430,1.83000004
vbl_ssh_allreg_sep.17431,1.83000004
vbl_ssh_allreg_sep.17432,1.83000004
vbl_ssh_allreg_sep.17433,1.83000004
vbl_ssh_allreg_sep.17434,1.83000004
vbl_ssh_allreg_sep.17435,1.82000005
vbl_ssh_allreg_sep.17436,1.82000005
vbl_ssh_allreg_sep.17437,1.82000005
vbl_ssh_allreg_sep.17438,1.80999994
vbl_ssh_allreg_sep.17439,1.80999994
vbl_ssh_allreg_sep.17440,1.80999994
vbl_ssh_allreg_sep.17441,1.79999995
vbl_ssh_allreg_sep.17442,1.79999995
vbl_ssh_allreg_sep.17443,1.79999995
vbl_ssh_allreg_sep.17444,1.78999996
vbl_ssh_allreg_sep.17445,1.77999997
vbl_ssh_allreg_sep.17446,1.78999996
vbl_ssh_allreg_sep.17447,1.77999997
vbl_ssh_allreg_sep.17448,1.76999998
vbl_ssh_allreg_sep.17449,1.76999998
vbl_ssh_allreg_sep.17450,1.76999998
vbl_ssh_allreg_sep.17451,1.76999998
vbl_ssh_allreg_sep.17452,1.75999999
vbl_ssh_allreg_sep.17453,1.75
vbl_ssh_allreg_sep.17454,1.75
vbl_ssh_allreg_sep.17455,1.74000001
vbl_ssh_allreg_sep.17456,1.73000002
vbl_ssh_allreg_sep.17457,1.72000003
vbl_ssh_allreg_sep.17458,1.71000004
vbl_ssh_allreg_sep.17459,1.69000006
vbl_ssh_allreg_sep.17460,1.67999995
vbl_ssh_allreg_sep.17461,1.67999995
vbl_ssh_allreg_sep.17462,1.67999995
vbl_ssh_allreg_sep.17463,1.67999995
vbl_ssh_allreg_sep.17464,1.67999995
vbl_ssh_allreg_sep.17465,1.66999996
vbl_ssh_allreg_sep.17466,1.65999997
vbl_ssh_allreg_sep.17467,1.64999998
vbl_ssh_allreg_sep.17468,1.63999999
vbl_ssh_allreg_sep.17469,1.63999999
vbl_ssh_allreg_sep.17470,1.63
vbl_ssh_allreg_sep.17471,1.63
vbl_ssh_allreg_sep.17472,1.62
vbl_ssh_allreg_sep.17473,1.61000001
vbl_ssh_allreg_sep.17474,1.60000002
vbl_ssh_allreg_sep.17475,1.82000005
vbl_ssh_allreg_sep.17476,1.82000005
vbl_ssh_allreg_sep.17477,1.82000005
vbl_ssh_allreg_sep.17478,1.82000005
vbl_ssh_allreg_sep.17479,1.82000005
vbl_ssh_allreg_sep.17480,1.82000005
vbl_ssh_allreg_sep.17481,1.82000005
vbl_ssh_allreg_sep.17482,1.83000004
vbl_ssh_allreg_sep.17483,1.83000004
vbl_ssh_allreg_sep.17484,1.83000004
vbl_ssh_allreg_sep.17485,1.83000004
vbl_ssh_allreg_sep.17486,1.83000004
vbl_ssh_allreg_sep.17487,1.82000005
vbl_ssh_allreg_sep.17488,1.82000005
vbl_ssh_allreg_sep.17489,1.82000005
vbl_ssh_allreg_sep.17490,1.82000005
vbl_ssh_allreg_sep.17491,1.82000005
vbl_ssh_allreg_sep.17492,1.80999994
vbl_ssh_allreg_sep.17493,1.80999994
vbl_ssh_allreg_sep.17494,1.80999994
vbl_ssh_allreg_sep.17495,1.80999994
vbl_ssh_allreg_sep.17496,1.79999995
vbl_ssh_allreg_sep.17497,1.79999995
vbl_ssh_allreg_sep.17498,1.79999995
vbl_ssh_allreg_sep.17499,1.78999996
vbl_ssh_allreg_sep.17500,1.78999996
vbl_ssh_allreg_sep.17501,1.77999997
vbl_ssh_allreg_sep.17502,1.77999997
vbl_ssh_allreg_sep.17503,1.77999997
vbl_ssh_allreg_sep.17504,1.77999997
vbl_ssh_allreg_sep.17505,1.76999998
vbl_ssh_allreg_sep.17506,1.76999998
vbl_ssh_allreg_sep.17507,1.75999999
vbl_ssh_allreg_sep.17508,1.75999999
vbl_ssh_allreg_sep.17509,1.75
vbl_ssh_allreg_sep.17510,1.75
vbl_ssh_allreg_sep.17511,1.74000001
vbl_ssh_allreg_sep.17512,1.73000002
vbl_ssh_allreg_sep.17513,1.72000003
vbl_ssh_allreg_sep.17514,1.71000004
vbl_ssh_allreg_sep.17515,1.70000005
vbl_ssh_allreg_sep.17516,1.69000006
vbl_ssh_allreg_sep.17517,1.67999995
vbl_ssh_allreg_sep.17518,1.66999996
vbl_ssh_allreg_sep.17519,1.66999996
vbl_ssh_allreg_sep.17520,1.66999996
vbl_ssh_allreg_sep.17521,1.66999996
vbl_ssh_allreg_sep.17522,1.66999996
vbl_ssh_allreg_sep.17523,1.65999997
vbl_ssh_allreg_sep.17524,1.64999998
vbl_ssh_allreg_sep.17525,1.63999999
vbl_ssh_allreg_sep.17526,1.63
vbl_ssh_allreg_sep.17527,1.62
vbl_ssh_allreg_sep.17528,1.62
vbl_ssh_allreg_sep.17529,1.61000001
vbl_ssh_allreg_sep.17530,1.60000002
vbl_ssh_allreg_sep.17531,1.60000002
vbl_ssh_allreg_sep.17532,1.80999994
vbl_ssh_allreg_sep.17533,1.80999994
vbl_ssh_allreg_sep.17534,1.80999994
vbl_ssh_allreg_sep.17535,1.80999994
vbl_ssh_allreg_sep.17536,1.82000005
vbl_ssh_allreg_sep.17537,1.82000005
vbl_ssh_allreg_sep.17538,1.82000005
vbl_ssh_allreg_sep.17539,1.82000005
vbl_ssh_allreg_sep.17540,1.82000005
vbl_ssh_allreg_sep.17541,1.82000005
vbl_ssh_allreg_sep.17542,1.82000005
vbl_ssh_allreg_sep.17543,1.82000005
vbl_ssh_allreg_sep.17544,1.80999994
vbl_ssh_allreg_sep.17545,1.80999994
vbl_ssh_allreg_sep.17546,1.80999994
vbl_ssh_allreg_sep.17547,1.80999994
vbl_ssh_allreg_sep.17548,1.80999994
vbl_ssh_allreg_sep.17549,1.79999995
vbl_ssh_allreg_sep.17550,1.79999995
vbl_ssh_allreg_sep.17551,1.79999995
vbl_ssh_allreg_sep.17552,1.79999995
vbl_ssh_allreg_sep.17553,1.78999996
vbl_ssh_allreg_sep.17554,1.78999996
vbl_ssh_allreg_sep.17555,1.78999996
vbl_ssh_allreg_sep.17556,1.77999997
vbl_ssh_allreg_sep.17557,1.77999997
vbl_ssh_allreg_sep.17558,1.76999998
vbl_ssh_allreg_sep.17559,1.76999998
vbl_ssh_allreg_sep.17560,1.76999998
vbl_ssh_allreg_sep.17561,1.76999998
vbl_ssh_allreg_sep.17562,1.75999999
vbl_ssh_allreg_sep.17563,1.75999999
vbl_ssh_allreg_sep.17564,1.75
vbl_ssh_allreg_sep.17565,1.74000001
vbl_ssh_allreg_sep.17566,1.74000001
vbl_ssh_allreg_sep.17567,1.73000002
vbl_ssh_allreg_sep.17568,1.72000003
vbl_ssh_allreg_sep.17569,1.71000004
vbl_ssh_allreg_sep.17570,1.70000005
vbl_ssh_allreg_sep.17571,1.69000006
vbl_ssh_allreg_sep.17572,1.69000006
vbl_ssh_allreg_sep.17573,1.67999995
vbl_ssh_allreg_sep.17574,1.66999996
vbl_ssh_allreg_sep.17575,1.65999997
vbl_ssh_allreg_sep.17576,1.65999997
vbl_ssh_allreg_sep.17577,1.65999997
vbl_ssh_allreg_sep.17578,1.65999997
vbl_ssh_allreg_sep.17579,1.64999998
vbl_ssh_allreg_sep.17580,1.63999999
vbl_ssh_allreg_sep.17581,1.63
vbl_ssh_allreg_sep.17582,1.62
vbl_ssh_allreg_sep.17583,1.61000001
vbl_ssh_allreg_sep.17584,1.61000001
vbl_ssh_allreg_sep.17585,1.60000002
vbl_ssh_allreg_sep.17586,1.60000002
vbl_ssh_allreg_sep.17587,1.79999995
vbl_ssh_allreg_sep.17588,1.79999995
vbl_ssh_allreg_sep.17589,1.79999995
vbl_ssh_allreg_sep.17590,1.79999995
vbl_ssh_allreg_sep.17591,1.80999994
vbl_ssh_allreg_sep.17592,1.80999994
vbl_ssh_allreg_sep.17593,1.80999994
vbl_ssh_allreg_sep.17594,1.80999994
vbl_ssh_allreg_sep.17595,1.80999994
vbl_ssh_allreg_sep.17596,1.80999994
vbl_ssh_allreg_sep.17597,1.80999994
vbl_ssh_allreg_sep.17598,1.80999994
vbl_ssh_allreg_sep.17599,1.80999994
vbl_ssh_allreg_sep.17600,1.80999994
vbl_ssh_allreg_sep.17601,1.79999995
vbl_ssh_allreg_sep.17602,1.79999995
vbl_ssh_allreg_sep.17603,1.79999995
vbl_ssh_allreg_sep.17604,1.79999995
vbl_ssh_allreg_sep.17605,1.79999995
vbl_ssh_allreg_sep.17606,1.78999996
vbl_ssh_allreg_sep.17607,1.78999996
vbl_ssh_allreg_sep.17608,1.78999996
vbl_ssh_allreg_sep.17609,1.77999997
vbl_ssh_allreg_sep.17610,1.77999997
vbl_ssh_allreg_sep.17611,1.77999997
vbl_ssh_allreg_sep.17612,1.76999998
vbl_ssh_allreg_sep.17613,1.75999999
vbl_ssh_allreg_sep.17614,1.75999999
vbl_ssh_allreg_sep.17615,1.75999999
vbl_ssh_allreg_sep.17616,1.75999999
vbl_ssh_allreg_sep.17617,1.75999999
vbl_ssh_allreg_sep.17618,1.75
vbl_ssh_allreg_sep.17619,1.74000001
vbl_ssh_allreg_sep.17620,1.73000002
vbl_ssh_allreg_sep.17621,1.73000002
vbl_ssh_allreg_sep.17622,1.73000002
vbl_ssh_allreg_sep.17623,1.72000003
vbl_ssh_allreg_sep.17624,1.71000004
vbl_ssh_allreg_sep.17625,1.70000005
vbl_ssh_allreg_sep.17626,1.69000006
vbl_ssh_allreg_sep.17627,1.67999995
vbl_ssh_allreg_sep.17628,1.66999996
vbl_ssh_allreg_sep.17629,1.65999997
vbl_ssh_allreg_sep.17630,1.65999997
vbl_ssh_allreg_sep.17631,1.65999997
vbl_ssh_allreg_sep.17632,1.64999998
vbl_ssh_allreg_sep.17633,1.64999998
vbl_ssh_allreg_sep.17634,1.63999999
vbl_ssh_allreg_sep.17635,1.63
vbl_ssh_allreg_sep.17636,1.62
vbl_ssh_allreg_sep.17637,1.61000001
vbl_ssh_allreg_sep.17638,1.60000002
vbl_ssh_allreg_sep.17639,1.60000002
vbl_ssh_allreg_sep.17640,1.59000003
vbl_ssh_allreg_sep.17641,1.59000003
vbl_ssh_allreg_sep.17642,1.79999995
vbl_ssh_allreg_sep.17643,1.79999995
vbl_ssh_allreg_sep.17644,1.79999995
vbl_ssh_allreg_sep.17645,1.79999995
vbl_ssh_allreg_sep.17646,1.79999995
vbl_ssh_allreg_sep.17647,1.79999995
vbl_ssh_allreg_sep.17648,1.79999995
vbl_ssh_allreg_sep.17649,1.79999995
vbl_ssh_allreg_sep.17650,1.79999995
vbl_ssh_allreg_sep.17651,1.79999995
vbl_ssh_allreg_sep.17652,1.79999995
vbl_ssh_allreg_sep.17653,1.79999995
vbl_ssh_allreg_sep.17654,1.79999995
vbl_ssh_allreg_sep.17655,1.79999995
vbl_ssh_allreg_sep.17656,1.79999995
vbl_ssh_allreg_sep.17657,1.78999996
vbl_ssh_allreg_sep.17658,1.78999996
vbl_ssh_allreg_sep.17659,1.78999996
vbl_ssh_allreg_sep.17660,1.78999996
vbl_ssh_allreg_sep.17661,1.77999997
vbl_ssh_allreg_sep.17662,1.77999997
vbl_ssh_allreg_sep.17663,1.77999997
vbl_ssh_allreg_sep.17664,1.76999998
vbl_ssh_allreg_sep.17665,1.76999998
vbl_ssh_allreg_sep.17666,1.75999999
vbl_ssh_allreg_sep.17667,1.75
vbl_ssh_allreg_sep.17668,1.75
vbl_ssh_allreg_sep.17669,1.75
vbl_ssh_allreg_sep.17670,1.75
