FID,jun_ssh
vbl_ssh_allreg_jun.4571,1.67999995
vbl_ssh_allreg_jun.4572,1.70000005
vbl_ssh_allreg_jun.4573,1.73000002
vbl_ssh_allreg_jun.4574,1.75
vbl_ssh_allreg_jun.4575,1.75999999
vbl_ssh_allreg_jun.4576,1.77999997
vbl_ssh_allreg_jun.4577,1.78999996
vbl_ssh_allreg_jun.4578,1.78999996
vbl_ssh_allreg_jun.4579,1.79999995
vbl_ssh_allreg_jun.4580,1.79999995
vbl_ssh_allreg_jun.4581,1.80999994
vbl_ssh_allreg_jun.4582,1.80999994
vbl_ssh_allreg_jun.4583,1.79999995
vbl_ssh_allreg_jun.4584,1.79999995
vbl_ssh_allreg_jun.4585,1.78999996
vbl_ssh_allreg_jun.4586,1.77999997
vbl_ssh_allreg_jun.4587,1.75999999
vbl_ssh_allreg_jun.4588,1.74000001
vbl_ssh_allreg_jun.4589,1.70000005
vbl_ssh_allreg_jun.4590,1.75999999
vbl_ssh_allreg_jun.4591,1.76999998
vbl_ssh_allreg_jun.4592,1.77999997
vbl_ssh_allreg_jun.4593,1.75999999
vbl_ssh_allreg_jun.4594,1.75
vbl_ssh_allreg_jun.4595,1.73000002
vbl_ssh_allreg_jun.4596,1.70000005
vbl_ssh_allreg_jun.4597,1.66999996
vbl_ssh_allreg_jun.4598,1.63
vbl_ssh_allreg_jun.4599,1.57000005
vbl_ssh_allreg_jun.4600,1.50999999
vbl_ssh_allreg_jun.4601,1.42999995
vbl_ssh_allreg_jun.4602,1.38
vbl_ssh_allreg_jun.4603,1.44000006
vbl_ssh_allreg_jun.4604,1.41999996
vbl_ssh_allreg_jun.4605,1.40999997
vbl_ssh_allreg_jun.4606,1.38999999
vbl_ssh_allreg_jun.4607,1.37
vbl_ssh_allreg_jun.4608,1.36000001
vbl_ssh_allreg_jun.4609,1.36000001
vbl_ssh_allreg_jun.4610,1.37
vbl_ssh_allreg_jun.4611,1.38
vbl_ssh_allreg_jun.4612,1.38
vbl_ssh_allreg_jun.4613,1.38
vbl_ssh_allreg_jun.4614,1.36000001
vbl_ssh_allreg_jun.4615,1.33000004
vbl_ssh_allreg_jun.4616,1.30999994
vbl_ssh_allreg_jun.4617,1.34000003
vbl_ssh_allreg_jun.4618,1.39999998
vbl_ssh_allreg_jun.4619,1.40999997
vbl_ssh_allreg_jun.4620,1.47000003
vbl_ssh_allreg_jun.4621,1.49000001
vbl_ssh_allreg_jun.4622,1.5
vbl_ssh_allreg_jun.4623,1.5
vbl_ssh_allreg_jun.4624,1.5
vbl_ssh_allreg_jun.4625,1.5
vbl_ssh_allreg_jun.4626,1.49000001
vbl_ssh_allreg_jun.4627,1.48000002
vbl_ssh_allreg_jun.4628,1.47000003
vbl_ssh_allreg_jun.4629,1.46000004
vbl_ssh_allreg_jun.4630,1.44000006
vbl_ssh_allreg_jun.4631,1.40999997
vbl_ssh_allreg_jun.4632,1.38
vbl_ssh_allreg_jun.4633,1.30999994
vbl_ssh_allreg_jun.4634,1.26999998
vbl_ssh_allreg_jun.4635,1.24000001
vbl_ssh_allreg_jun.4636,1.21000004
vbl_ssh_allreg_jun.4637,1.20000005
vbl_ssh_allreg_jun.4638,1.17999995
vbl_ssh_allreg_jun.4639,1.16999996
vbl_ssh_allreg_jun.4640,1.16999996
vbl_ssh_allreg_jun.4641,1.16999996
vbl_ssh_allreg_jun.4642,1.20000005
vbl_ssh_allreg_jun.4643,1.17999995
vbl_ssh_allreg_jun.4644,1.16999996
vbl_ssh_allreg_jun.4645,1.14999998
vbl_ssh_allreg_jun.4646,1.13999999
vbl_ssh_allreg_jun.4647,1.12
vbl_ssh_allreg_jun.4648,1.13999999
vbl_ssh_allreg_jun.4649,1.11000001
vbl_ssh_allreg_jun.4650,1.13
vbl_ssh_allreg_jun.4651,1.17999995
vbl_ssh_allreg_jun.4652,1.21000004
vbl_ssh_allreg_jun.4653,1.23000002
vbl_ssh_allreg_jun.4654,1.24000001
vbl_ssh_allreg_jun.4655,1.15999997
vbl_ssh_allreg_jun.4656,1.11000001
vbl_ssh_allreg_jun.4657,1.04999995
vbl_ssh_allreg_jun.4658,0.99000001
vbl_ssh_allreg_jun.4659,0.97000003
vbl_ssh_allreg_jun.4660,0.86000001
vbl_ssh_allreg_jun.4661,0.61000001
vbl_ssh_allreg_jun.4662,0.97000003
vbl_ssh_allreg_jun.4663,0.88999999
vbl_ssh_allreg_jun.4664,0.88999999
vbl_ssh_allreg_jun.4665,0.91000003
vbl_ssh_allreg_jun.4666,0.94
vbl_ssh_allreg_jun.4667,0.99000001
vbl_ssh_allreg_jun.4668,1.03999996
vbl_ssh_allreg_jun.4669,1.12
vbl_ssh_allreg_jun.4670,1.26999998
vbl_ssh_allreg_jun.4671,1.48000002
vbl_ssh_allreg_jun.4672,1.58000004
vbl_ssh_allreg_jun.4673,1.54999995
vbl_ssh_allreg_jun.4674,1.53999996
vbl_ssh_allreg_jun.4675,1.60000002
vbl_ssh_allreg_jun.4676,1.69000006
vbl_ssh_allreg_jun.4677,1.74000001
vbl_ssh_allreg_jun.4678,1.78999996
vbl_ssh_allreg_jun.4679,1.80999994
vbl_ssh_allreg_jun.4680,1.83000004
vbl_ssh_allreg_jun.4681,1.84000003
vbl_ssh_allreg_jun.4682,1.84000003
vbl_ssh_allreg_jun.4683,1.83000004
vbl_ssh_allreg_jun.4684,1.83000004
vbl_ssh_allreg_jun.4685,1.83000004
vbl_ssh_allreg_jun.4686,1.83000004
vbl_ssh_allreg_jun.4687,1.83000004
vbl_ssh_allreg_jun.4688,1.84000003
vbl_ssh_allreg_jun.4689,1.84000003
vbl_ssh_allreg_jun.4690,1.85000002
vbl_ssh_allreg_jun.4691,1.85000002
vbl_ssh_allreg_jun.4692,1.85000002
vbl_ssh_allreg_jun.4693,1.86000001
vbl_ssh_allreg_jun.4694,1.86000001
vbl_ssh_allreg_jun.4695,1.86000001
vbl_ssh_allreg_jun.4696,1.86000001
vbl_ssh_allreg_jun.4697,1.86000001
vbl_ssh_allreg_jun.4698,1.86000001
vbl_ssh_allreg_jun.4699,1.86000001
vbl_ssh_allreg_jun.4700,1.86000001
vbl_ssh_allreg_jun.4701,1.86000001
vbl_ssh_allreg_jun.4702,1.86000001
vbl_ssh_allreg_jun.4703,1.87
vbl_ssh_allreg_jun.4704,1.87
vbl_ssh_allreg_jun.4705,1.87
vbl_ssh_allreg_jun.4706,1.87
vbl_ssh_allreg_jun.4707,1.87
vbl_ssh_allreg_jun.4708,1.88
vbl_ssh_allreg_jun.4709,1.88
vbl_ssh_allreg_jun.4710,1.88
vbl_ssh_allreg_jun.4711,1.88
vbl_ssh_allreg_jun.4712,1.88999999
vbl_ssh_allreg_jun.4713,1.88999999
vbl_ssh_allreg_jun.4714,1.88999999
vbl_ssh_allreg_jun.4715,1.89999998
vbl_ssh_allreg_jun.4716,1.89999998
vbl_ssh_allreg_jun.4717,1.89999998
vbl_ssh_allreg_jun.4718,1.90999997
vbl_ssh_allreg_jun.4719,1.90999997
vbl_ssh_allreg_jun.4720,1.90999997
vbl_ssh_allreg_jun.4721,1.91999996
vbl_ssh_allreg_jun.4722,1.91999996
vbl_ssh_allreg_jun.4723,1.91999996
vbl_ssh_allreg_jun.4724,1.92999995
vbl_ssh_allreg_jun.4725,1.92999995
vbl_ssh_allreg_jun.4726,1.92999995
vbl_ssh_allreg_jun.4727,1.94000006
vbl_ssh_allreg_jun.4728,1.94000006
vbl_ssh_allreg_jun.4729,1.94000006
vbl_ssh_allreg_jun.4730,1.94000006
vbl_ssh_allreg_jun.4731,1.75999999
vbl_ssh_allreg_jun.4732,1.75999999
vbl_ssh_allreg_jun.4733,1.75999999
vbl_ssh_allreg_jun.4734,1.75999999
vbl_ssh_allreg_jun.4735,1.75999999
vbl_ssh_allreg_jun.4736,1.75999999
vbl_ssh_allreg_jun.4737,1.75999999
vbl_ssh_allreg_jun.4738,1.75999999
vbl_ssh_allreg_jun.4739,1.75999999
vbl_ssh_allreg_jun.4740,1.75999999
vbl_ssh_allreg_jun.4741,1.75999999
vbl_ssh_allreg_jun.4742,1.75999999
vbl_ssh_allreg_jun.4743,1.75999999
vbl_ssh_allreg_jun.4744,1.75999999
vbl_ssh_allreg_jun.4745,1.75999999
vbl_ssh_allreg_jun.4746,1.75999999
vbl_ssh_allreg_jun.4747,1.75
vbl_ssh_allreg_jun.4748,1.75
vbl_ssh_allreg_jun.4749,1.74000001
vbl_ssh_allreg_jun.4750,1.74000001
vbl_ssh_allreg_jun.4751,1.73000002
vbl_ssh_allreg_jun.4752,1.72000003
vbl_ssh_allreg_jun.4753,1.71000004
vbl_ssh_allreg_jun.4754,1.70000005
vbl_ssh_allreg_jun.4755,1.69000006
vbl_ssh_allreg_jun.4756,1.67999995
vbl_ssh_allreg_jun.4757,1.66999996
vbl_ssh_allreg_jun.4758,1.66999996
vbl_ssh_allreg_jun.4759,1.65999997
vbl_ssh_allreg_jun.4760,1.64999998
vbl_ssh_allreg_jun.4761,1.63999999
vbl_ssh_allreg_jun.4762,1.63
vbl_ssh_allreg_jun.4763,1.63
vbl_ssh_allreg_jun.4764,1.62
vbl_ssh_allreg_jun.4765,1.59000003
vbl_ssh_allreg_jun.4766,1.58000004
vbl_ssh_allreg_jun.4767,1.60000002
vbl_ssh_allreg_jun.4768,1.64999998
vbl_ssh_allreg_jun.4769,1.70000005
vbl_ssh_allreg_jun.4770,1.73000002
vbl_ssh_allreg_jun.4771,1.75
vbl_ssh_allreg_jun.4772,1.76999998
vbl_ssh_allreg_jun.4773,1.77999997
vbl_ssh_allreg_jun.4774,1.78999996
vbl_ssh_allreg_jun.4775,1.78999996
vbl_ssh_allreg_jun.4776,1.79999995
vbl_ssh_allreg_jun.4777,1.79999995
vbl_ssh_allreg_jun.4778,1.79999995
vbl_ssh_allreg_jun.4779,1.78999996
vbl_ssh_allreg_jun.4780,1.78999996
vbl_ssh_allreg_jun.4781,1.76999998
vbl_ssh_allreg_jun.4782,1.74000001
vbl_ssh_allreg_jun.4783,1.70000005
vbl_ssh_allreg_jun.4784,1.63
vbl_ssh_allreg_jun.4785,1.73000002
vbl_ssh_allreg_jun.4786,1.75
vbl_ssh_allreg_jun.4787,1.75999999
vbl_ssh_allreg_jun.4788,1.75
vbl_ssh_allreg_jun.4789,1.73000002
vbl_ssh_allreg_jun.4790,1.71000004
vbl_ssh_allreg_jun.4791,1.69000006
vbl_ssh_allreg_jun.4792,1.65999997
vbl_ssh_allreg_jun.4793,1.63
vbl_ssh_allreg_jun.4794,1.58000004
vbl_ssh_allreg_jun.4795,1.54999995
vbl_ssh_allreg_jun.4796,1.51999998
vbl_ssh_allreg_jun.4797,1.5
vbl_ssh_allreg_jun.4798,1.51999998
vbl_ssh_allreg_jun.4799,1.49000001
vbl_ssh_allreg_jun.4800,1.47000003
vbl_ssh_allreg_jun.4801,1.44000006
vbl_ssh_allreg_jun.4802,1.41999996
vbl_ssh_allreg_jun.4803,1.40999997
vbl_ssh_allreg_jun.4804,1.39999998
vbl_ssh_allreg_jun.4805,1.38999999
vbl_ssh_allreg_jun.4806,1.38999999
vbl_ssh_allreg_jun.4807,1.38999999
vbl_ssh_allreg_jun.4808,1.38
vbl_ssh_allreg_jun.4809,1.37
vbl_ssh_allreg_jun.4810,1.35000002
vbl_ssh_allreg_jun.4811,1.35000002
vbl_ssh_allreg_jun.4812,1.38
vbl_ssh_allreg_jun.4813,1.44000006
vbl_ssh_allreg_jun.4814,1.44000006
vbl_ssh_allreg_jun.4815,1.47000003
vbl_ssh_allreg_jun.4816,1.5
vbl_ssh_allreg_jun.4817,1.5
vbl_ssh_allreg_jun.4818,1.5
vbl_ssh_allreg_jun.4819,1.5
vbl_ssh_allreg_jun.4820,1.5
vbl_ssh_allreg_jun.4821,1.49000001
vbl_ssh_allreg_jun.4822,1.48000002
vbl_ssh_allreg_jun.4823,1.47000003
vbl_ssh_allreg_jun.4824,1.46000004
vbl_ssh_allreg_jun.4825,1.44000006
vbl_ssh_allreg_jun.4826,1.41999996
vbl_ssh_allreg_jun.4827,1.38999999
vbl_ssh_allreg_jun.4828,1.34000003
vbl_ssh_allreg_jun.4829,1.29999995
vbl_ssh_allreg_jun.4830,1.26999998
vbl_ssh_allreg_jun.4831,1.24000001
vbl_ssh_allreg_jun.4832,1.23000002
vbl_ssh_allreg_jun.4833,1.21000004
vbl_ssh_allreg_jun.4834,1.20000005
vbl_ssh_allreg_jun.4835,1.20000005
vbl_ssh_allreg_jun.4836,1.20000005
vbl_ssh_allreg_jun.4837,1.22000003
vbl_ssh_allreg_jun.4838,1.21000004
vbl_ssh_allreg_jun.4839,1.19000006
vbl_ssh_allreg_jun.4840,1.17999995
vbl_ssh_allreg_jun.4841,1.16999996
vbl_ssh_allreg_jun.4842,1.15999997
vbl_ssh_allreg_jun.4843,1.15999997
vbl_ssh_allreg_jun.4844,1.16999996
vbl_ssh_allreg_jun.4845,1.19000006
vbl_ssh_allreg_jun.4846,1.21000004
vbl_ssh_allreg_jun.4847,1.21000004
vbl_ssh_allreg_jun.4848,1.25
vbl_ssh_allreg_jun.4849,1.24000001
vbl_ssh_allreg_jun.4850,1.16999996
vbl_ssh_allreg_jun.4851,1.15999997
vbl_ssh_allreg_jun.4852,1.08000004
vbl_ssh_allreg_jun.4853,1.04999995
vbl_ssh_allreg_jun.4854,1.01999998
vbl_ssh_allreg_jun.4855,0.94
vbl_ssh_allreg_jun.4856,0.81999999
vbl_ssh_allreg_jun.4857,0.88
vbl_ssh_allreg_jun.4858,0.98000002
vbl_ssh_allreg_jun.4859,1.01999998
vbl_ssh_allreg_jun.4860,1.04999995
vbl_ssh_allreg_jun.4861,1.09000003
vbl_ssh_allreg_jun.4862,1.13999999
vbl_ssh_allreg_jun.4863,1.21000004
vbl_ssh_allreg_jun.4864,1.30999994
vbl_ssh_allreg_jun.4865,1.40999997
vbl_ssh_allreg_jun.4866,1.45000005
vbl_ssh_allreg_jun.4867,1.30999994
vbl_ssh_allreg_jun.4868,1.30999994
vbl_ssh_allreg_jun.4869,1.40999997
vbl_ssh_allreg_jun.4870,1.63
vbl_ssh_allreg_jun.4871,1.70000005
vbl_ssh_allreg_jun.4872,1.75999999
vbl_ssh_allreg_jun.4873,1.79999995
vbl_ssh_allreg_jun.4874,1.82000005
vbl_ssh_allreg_jun.4875,1.82000005
vbl_ssh_allreg_jun.4876,1.82000005
vbl_ssh_allreg_jun.4877,1.79999995
vbl_ssh_allreg_jun.4878,1.79999995
vbl_ssh_allreg_jun.4879,1.80999994
vbl_ssh_allreg_jun.4880,1.80999994
vbl_ssh_allreg_jun.4881,1.80999994
vbl_ssh_allreg_jun.4882,1.80999994
vbl_ssh_allreg_jun.4883,1.82000005
vbl_ssh_allreg_jun.4884,1.83000004
vbl_ssh_allreg_jun.4885,1.83000004
vbl_ssh_allreg_jun.4886,1.84000003
vbl_ssh_allreg_jun.4887,1.84000003
vbl_ssh_allreg_jun.4888,1.85000002
vbl_ssh_allreg_jun.4889,1.85000002
vbl_ssh_allreg_jun.4890,1.85000002
vbl_ssh_allreg_jun.4891,1.85000002
vbl_ssh_allreg_jun.4892,1.85000002
vbl_ssh_allreg_jun.4893,1.85000002
vbl_ssh_allreg_jun.4894,1.85000002
vbl_ssh_allreg_jun.4895,1.85000002
vbl_ssh_allreg_jun.4896,1.85000002
vbl_ssh_allreg_jun.4897,1.85000002
vbl_ssh_allreg_jun.4898,1.85000002
vbl_ssh_allreg_jun.4899,1.86000001
vbl_ssh_allreg_jun.4900,1.86000001
vbl_ssh_allreg_jun.4901,1.86000001
vbl_ssh_allreg_jun.4902,1.86000001
vbl_ssh_allreg_jun.4903,1.87
vbl_ssh_allreg_jun.4904,1.87
vbl_ssh_allreg_jun.4905,1.87
vbl_ssh_allreg_jun.4906,1.88
vbl_ssh_allreg_jun.4907,1.88
vbl_ssh_allreg_jun.4908,1.88999999
vbl_ssh_allreg_jun.4909,1.88999999
vbl_ssh_allreg_jun.4910,1.88999999
vbl_ssh_allreg_jun.4911,1.89999998
vbl_ssh_allreg_jun.4912,1.89999998
vbl_ssh_allreg_jun.4913,1.89999998
vbl_ssh_allreg_jun.4914,1.90999997
vbl_ssh_allreg_jun.4915,1.90999997
vbl_ssh_allreg_jun.4916,1.90999997
vbl_ssh_allreg_jun.4917,1.91999996
vbl_ssh_allreg_jun.4918,1.91999996
vbl_ssh_allreg_jun.4919,1.91999996
vbl_ssh_allreg_jun.4920,1.92999995
vbl_ssh_allreg_jun.4921,1.92999995
vbl_ssh_allreg_jun.4922,1.92999995
vbl_ssh_allreg_jun.4923,1.92999995
vbl_ssh_allreg_jun.4924,1.94000006
vbl_ssh_allreg_jun.4925,1.75999999
vbl_ssh_allreg_jun.4926,1.75999999
vbl_ssh_allreg_jun.4927,1.75999999
vbl_ssh_allreg_jun.4928,1.75999999
vbl_ssh_allreg_jun.4929,1.75999999
vbl_ssh_allreg_jun.4930,1.75999999
vbl_ssh_allreg_jun.4931,1.75999999
vbl_ssh_allreg_jun.4932,1.75999999
vbl_ssh_allreg_jun.4933,1.75999999
vbl_ssh_allreg_jun.4934,1.75999999
vbl_ssh_allreg_jun.4935,1.75999999
vbl_ssh_allreg_jun.4936,1.75999999
vbl_ssh_allreg_jun.4937,1.75999999
vbl_ssh_allreg_jun.4938,1.75999999
vbl_ssh_allreg_jun.4939,1.75999999
vbl_ssh_allreg_jun.4940,1.75
vbl_ssh_allreg_jun.4941,1.75
vbl_ssh_allreg_jun.4942,1.75
vbl_ssh_allreg_jun.4943,1.74000001
vbl_ssh_allreg_jun.4944,1.74000001
vbl_ssh_allreg_jun.4945,1.73000002
vbl_ssh_allreg_jun.4946,1.72000003
vbl_ssh_allreg_jun.4947,1.71000004
vbl_ssh_allreg_jun.4948,1.70000005
vbl_ssh_allreg_jun.4949,1.69000006
vbl_ssh_allreg_jun.4950,1.67999995
vbl_ssh_allreg_jun.4951,1.65999997
vbl_ssh_allreg_jun.4952,1.64999998
vbl_ssh_allreg_jun.4953,1.63999999
vbl_ssh_allreg_jun.4954,1.63
vbl_ssh_allreg_jun.4955,1.62
vbl_ssh_allreg_jun.4956,1.61000001
vbl_ssh_allreg_jun.4957,1.59000003
vbl_ssh_allreg_jun.4958,1.57000005
vbl_ssh_allreg_jun.4959,1.50999999
vbl_ssh_allreg_jun.4960,1.47000003
vbl_ssh_allreg_jun.4961,1.45000005
vbl_ssh_allreg_jun.4962,1.53999996
vbl_ssh_allreg_jun.4963,1.62
vbl_ssh_allreg_jun.4964,1.67999995
vbl_ssh_allreg_jun.4965,1.72000003
vbl_ssh_allreg_jun.4966,1.75
vbl_ssh_allreg_jun.4967,1.75999999
vbl_ssh_allreg_jun.4968,1.76999998
vbl_ssh_allreg_jun.4969,1.77999997
vbl_ssh_allreg_jun.4970,1.78999996
vbl_ssh_allreg_jun.4971,1.78999996
vbl_ssh_allreg_jun.4972,1.78999996
vbl_ssh_allreg_jun.4973,1.78999996
vbl_ssh_allreg_jun.4974,1.77999997
vbl_ssh_allreg_jun.4975,1.75
vbl_ssh_allreg_jun.4976,1.71000004
vbl_ssh_allreg_jun.4977,1.64999998
vbl_ssh_allreg_jun.4978,1.42999995
vbl_ssh_allreg_jun.4979,1.66999996
vbl_ssh_allreg_jun.4980,1.69000006
vbl_ssh_allreg_jun.4981,1.72000003
vbl_ssh_allreg_jun.4982,1.72000003
vbl_ssh_allreg_jun.4983,1.72000003
vbl_ssh_allreg_jun.4984,1.70000005
vbl_ssh_allreg_jun.4985,1.67999995
vbl_ssh_allreg_jun.4986,1.65999997
vbl_ssh_allreg_jun.4987,1.63
vbl_ssh_allreg_jun.4988,1.59000003
vbl_ssh_allreg_jun.4989,1.57000005
vbl_ssh_allreg_jun.4990,1.55999994
vbl_ssh_allreg_jun.4991,1.54999995
vbl_ssh_allreg_jun.4992,1.55999994
vbl_ssh_allreg_jun.4993,1.53999996
vbl_ssh_allreg_jun.4994,1.50999999
vbl_ssh_allreg_jun.4995,1.48000002
vbl_ssh_allreg_jun.4996,1.46000004
vbl_ssh_allreg_jun.4997,1.45000005
vbl_ssh_allreg_jun.4998,1.42999995
vbl_ssh_allreg_jun.4999,1.41999996
vbl_ssh_allreg_jun.5000,1.40999997
vbl_ssh_allreg_jun.5001,1.39999998
vbl_ssh_allreg_jun.5002,1.38999999
vbl_ssh_allreg_jun.5003,1.38
vbl_ssh_allreg_jun.5004,1.37
vbl_ssh_allreg_jun.5005,1.38
vbl_ssh_allreg_jun.5006,1.40999997
vbl_ssh_allreg_jun.5007,1.46000004
vbl_ssh_allreg_jun.5008,1.46000004
vbl_ssh_allreg_jun.5009,1.48000002
vbl_ssh_allreg_jun.5010,1.49000001
vbl_ssh_allreg_jun.5011,1.5
vbl_ssh_allreg_jun.5012,1.5
vbl_ssh_allreg_jun.5013,1.5
vbl_ssh_allreg_jun.5014,1.5
vbl_ssh_allreg_jun.5015,1.49000001
vbl_ssh_allreg_jun.5016,1.48000002
vbl_ssh_allreg_jun.5017,1.47000003
vbl_ssh_allreg_jun.5018,1.46000004
vbl_ssh_allreg_jun.5019,1.45000005
vbl_ssh_allreg_jun.5020,1.42999995
vbl_ssh_allreg_jun.5021,1.39999998
vbl_ssh_allreg_jun.5022,1.36000001
vbl_ssh_allreg_jun.5023,1.32000005
vbl_ssh_allreg_jun.5024,1.28999996
vbl_ssh_allreg_jun.5025,1.26999998
vbl_ssh_allreg_jun.5026,1.25
vbl_ssh_allreg_jun.5027,1.24000001
vbl_ssh_allreg_jun.5028,1.23000002
vbl_ssh_allreg_jun.5029,1.22000003
vbl_ssh_allreg_jun.5030,1.22000003
vbl_ssh_allreg_jun.5031,1.24000001
vbl_ssh_allreg_jun.5032,1.23000002
vbl_ssh_allreg_jun.5033,1.22000003
vbl_ssh_allreg_jun.5034,1.21000004
vbl_ssh_allreg_jun.5035,1.20000005
vbl_ssh_allreg_jun.5036,1.20000005
vbl_ssh_allreg_jun.5037,1.20000005
vbl_ssh_allreg_jun.5038,1.21000004
vbl_ssh_allreg_jun.5039,1.22000003
vbl_ssh_allreg_jun.5040,1.24000001
vbl_ssh_allreg_jun.5041,1.23000002
vbl_ssh_allreg_jun.5042,1.24000001
vbl_ssh_allreg_jun.5043,1.24000001
vbl_ssh_allreg_jun.5044,1.21000004
vbl_ssh_allreg_jun.5045,1.16999996
vbl_ssh_allreg_jun.5046,1.13
vbl_ssh_allreg_jun.5047,1.11000001
vbl_ssh_allreg_jun.5048,1.08000004
vbl_ssh_allreg_jun.5049,1.03999996
vbl_ssh_allreg_jun.5050,0.93000001
vbl_ssh_allreg_jun.5051,0.95999998
vbl_ssh_allreg_jun.5052,1.05999994
vbl_ssh_allreg_jun.5053,1.09000003
vbl_ssh_allreg_jun.5054,1.12
vbl_ssh_allreg_jun.5055,1.15999997
vbl_ssh_allreg_jun.5056,1.20000005
vbl_ssh_allreg_jun.5057,1.25
vbl_ssh_allreg_jun.5058,1.32000005
vbl_ssh_allreg_jun.5059,1.37
vbl_ssh_allreg_jun.5060,1.37
vbl_ssh_allreg_jun.5061,1.12
vbl_ssh_allreg_jun.5062,1.5
vbl_ssh_allreg_jun.5063,1.65999997
vbl_ssh_allreg_jun.5064,1.74000001
vbl_ssh_allreg_jun.5065,1.77999997
vbl_ssh_allreg_jun.5066,1.79999995
vbl_ssh_allreg_jun.5067,1.79999995
vbl_ssh_allreg_jun.5068,1.78999996
vbl_ssh_allreg_jun.5069,1.74000001
vbl_ssh_allreg_jun.5070,1.73000002
vbl_ssh_allreg_jun.5071,1.75999999
vbl_ssh_allreg_jun.5072,1.76999998
vbl_ssh_allreg_jun.5073,1.76999998
vbl_ssh_allreg_jun.5074,1.77999997
vbl_ssh_allreg_jun.5075,1.79999995
vbl_ssh_allreg_jun.5076,1.80999994
vbl_ssh_allreg_jun.5077,1.82000005
vbl_ssh_allreg_jun.5078,1.82000005
vbl_ssh_allreg_jun.5079,1.82000005
vbl_ssh_allreg_jun.5080,1.83000004
vbl_ssh_allreg_jun.5081,1.84000003
vbl_ssh_allreg_jun.5082,1.84000003
vbl_ssh_allreg_jun.5083,1.84000003
vbl_ssh_allreg_jun.5084,1.84000003
vbl_ssh_allreg_jun.5085,1.84000003
vbl_ssh_allreg_jun.5086,1.84000003
vbl_ssh_allreg_jun.5087,1.84000003
vbl_ssh_allreg_jun.5088,1.84000003
vbl_ssh_allreg_jun.5089,1.84000003
vbl_ssh_allreg_jun.5090,1.84000003
vbl_ssh_allreg_jun.5091,1.84000003
vbl_ssh_allreg_jun.5092,1.85000002
vbl_ssh_allreg_jun.5093,1.85000002
vbl_ssh_allreg_jun.5094,1.85000002
vbl_ssh_allreg_jun.5095,1.86000001
vbl_ssh_allreg_jun.5096,1.86000001
vbl_ssh_allreg_jun.5097,1.86000001
vbl_ssh_allreg_jun.5098,1.87
vbl_ssh_allreg_jun.5099,1.87
vbl_ssh_allreg_jun.5100,1.88
vbl_ssh_allreg_jun.5101,1.88
vbl_ssh_allreg_jun.5102,1.88
vbl_ssh_allreg_jun.5103,1.88999999
vbl_ssh_allreg_jun.5104,1.88999999
vbl_ssh_allreg_jun.5105,1.88999999
vbl_ssh_allreg_jun.5106,1.89999998
vbl_ssh_allreg_jun.5107,1.89999998
vbl_ssh_allreg_jun.5108,1.89999998
vbl_ssh_allreg_jun.5109,1.90999997
vbl_ssh_allreg_jun.5110,1.90999997
vbl_ssh_allreg_jun.5111,1.90999997
vbl_ssh_allreg_jun.5112,1.91999996
vbl_ssh_allreg_jun.5113,1.91999996
vbl_ssh_allreg_jun.5114,1.91999996
vbl_ssh_allreg_jun.5115,1.92999995
vbl_ssh_allreg_jun.5116,1.92999995
vbl_ssh_allreg_jun.5117,1.75
vbl_ssh_allreg_jun.5118,1.75
vbl_ssh_allreg_jun.5119,1.75
vbl_ssh_allreg_jun.5120,1.75999999
vbl_ssh_allreg_jun.5121,1.75999999
vbl_ssh_allreg_jun.5122,1.75999999
vbl_ssh_allreg_jun.5123,1.75999999
vbl_ssh_allreg_jun.5124,1.75999999
vbl_ssh_allreg_jun.5125,1.75999999
vbl_ssh_allreg_jun.5126,1.75999999
vbl_ssh_allreg_jun.5127,1.75999999
vbl_ssh_allreg_jun.5128,1.75999999
vbl_ssh_allreg_jun.5129,1.75999999
vbl_ssh_allreg_jun.5130,1.75999999
vbl_ssh_allreg_jun.5131,1.75999999
vbl_ssh_allreg_jun.5132,1.75
vbl_ssh_allreg_jun.5133,1.75
vbl_ssh_allreg_jun.5134,1.75
vbl_ssh_allreg_jun.5135,1.74000001
vbl_ssh_allreg_jun.5136,1.74000001
vbl_ssh_allreg_jun.5137,1.73000002
vbl_ssh_allreg_jun.5138,1.72000003
vbl_ssh_allreg_jun.5139,1.71000004
vbl_ssh_allreg_jun.5140,1.70000005
vbl_ssh_allreg_jun.5141,1.67999995
vbl_ssh_allreg_jun.5142,1.66999996
vbl_ssh_allreg_jun.5143,1.64999998
vbl_ssh_allreg_jun.5144,1.63
vbl_ssh_allreg_jun.5145,1.62
vbl_ssh_allreg_jun.5146,1.60000002
vbl_ssh_allreg_jun.5147,1.59000003
vbl_ssh_allreg_jun.5148,1.57000005
vbl_ssh_allreg_jun.5149,1.52999997
vbl_ssh_allreg_jun.5150,1.42999995
vbl_ssh_allreg_jun.5151,1.20000005
vbl_ssh_allreg_jun.5152,1.26999998
vbl_ssh_allreg_jun.5153,1.49000001
vbl_ssh_allreg_jun.5154,1.61000001
vbl_ssh_allreg_jun.5155,1.67999995
vbl_ssh_allreg_jun.5156,1.71000004
vbl_ssh_allreg_jun.5157,1.74000001
vbl_ssh_allreg_jun.5158,1.75999999
vbl_ssh_allreg_jun.5159,1.76999998
vbl_ssh_allreg_jun.5160,1.77999997
