FID,jun_ssh
vbl_ssh_allreg_jun.21435,1.72000003
vbl_ssh_allreg_jun.21436,1.72000003
vbl_ssh_allreg_jun.21437,1.72000003
vbl_ssh_allreg_jun.21438,1.72000003
vbl_ssh_allreg_jun.21439,1.72000003
vbl_ssh_allreg_jun.21440,1.73000002
vbl_ssh_allreg_jun.21441,1.73000002
vbl_ssh_allreg_jun.21442,1.73000002
vbl_ssh_allreg_jun.21443,1.74000001
vbl_ssh_allreg_jun.21444,1.74000001
vbl_ssh_allreg_jun.21445,1.74000001
vbl_ssh_allreg_jun.21446,1.74000001
vbl_ssh_allreg_jun.21447,1.74000001
vbl_ssh_allreg_jun.21448,1.74000001
vbl_ssh_allreg_jun.21449,1.74000001
vbl_ssh_allreg_jun.21450,1.74000001
vbl_ssh_allreg_jun.21451,1.75
vbl_ssh_allreg_jun.21452,1.75
vbl_ssh_allreg_jun.21453,1.75999999
vbl_ssh_allreg_jun.21454,1.75999999
vbl_ssh_allreg_jun.21455,1.76999998
vbl_ssh_allreg_jun.21456,1.76999998
vbl_ssh_allreg_jun.21457,1.76999998
vbl_ssh_allreg_jun.21458,1.76999998
vbl_ssh_allreg_jun.21459,1.75999999
vbl_ssh_allreg_jun.21460,1.75999999
vbl_ssh_allreg_jun.21461,1.75999999
vbl_ssh_allreg_jun.21462,1.75999999
vbl_ssh_allreg_jun.21463,1.75999999
vbl_ssh_allreg_jun.21464,1.75999999
vbl_ssh_allreg_jun.21465,1.75999999
vbl_ssh_allreg_jun.21466,1.75999999
vbl_ssh_allreg_jun.21467,1.53999996
vbl_ssh_allreg_jun.21468,1.52999997
vbl_ssh_allreg_jun.21469,1.50999999
vbl_ssh_allreg_jun.21470,1.49000001
vbl_ssh_allreg_jun.21471,1.48000002
vbl_ssh_allreg_jun.21472,1.45000005
vbl_ssh_allreg_jun.21473,1.41999996
vbl_ssh_allreg_jun.21474,1.39999998
vbl_ssh_allreg_jun.21475,1.39999998
vbl_ssh_allreg_jun.21476,1.37
vbl_ssh_allreg_jun.21477,1.37
vbl_ssh_allreg_jun.21478,1.36000001
vbl_ssh_allreg_jun.21479,1.35000002
vbl_ssh_allreg_jun.21480,1.34000003
vbl_ssh_allreg_jun.21481,1.33000004
vbl_ssh_allreg_jun.21482,1.32000005
vbl_ssh_allreg_jun.21483,1.33000004
vbl_ssh_allreg_jun.21484,1.34000003
vbl_ssh_allreg_jun.21485,1.35000002
vbl_ssh_allreg_jun.21486,1.36000001
vbl_ssh_allreg_jun.21487,1.38
vbl_ssh_allreg_jun.21488,1.39999998
vbl_ssh_allreg_jun.21489,1.41999996
vbl_ssh_allreg_jun.21490,1.45000005
vbl_ssh_allreg_jun.21491,1.47000003
vbl_ssh_allreg_jun.21492,1.49000001
vbl_ssh_allreg_jun.21493,1.5
vbl_ssh_allreg_jun.21494,1.51999998
vbl_ssh_allreg_jun.21495,1.52999997
vbl_ssh_allreg_jun.21496,1.53999996
vbl_ssh_allreg_jun.21497,1.54999995
vbl_ssh_allreg_jun.21498,1.55999994
vbl_ssh_allreg_jun.21499,1.55999994
vbl_ssh_allreg_jun.21500,1.55999994
vbl_ssh_allreg_jun.21501,1.55999994
vbl_ssh_allreg_jun.21502,1.55999994
vbl_ssh_allreg_jun.21503,1.54999995
vbl_ssh_allreg_jun.21504,1.53999996
vbl_ssh_allreg_jun.21505,1.51999998
vbl_ssh_allreg_jun.21506,1.48000002
vbl_ssh_allreg_jun.21507,1.41999996
vbl_ssh_allreg_jun.21508,1.33000004
vbl_ssh_allreg_jun.21509,1.15999997
vbl_ssh_allreg_jun.21510,1.01999998
vbl_ssh_allreg_jun.21511,0.81
vbl_ssh_allreg_jun.21512,1.5
vbl_ssh_allreg_jun.21513,1.61000001
vbl_ssh_allreg_jun.21514,1.64999998
vbl_ssh_allreg_jun.21515,1.67999995
vbl_ssh_allreg_jun.21516,1.71000004
vbl_ssh_allreg_jun.21517,1.74000001
vbl_ssh_allreg_jun.21518,1.75999999
vbl_ssh_allreg_jun.21519,1.76999998
vbl_ssh_allreg_jun.21520,1.75999999
vbl_ssh_allreg_jun.21521,1.75999999
vbl_ssh_allreg_jun.21522,1.75
vbl_ssh_allreg_jun.21523,1.74000001
vbl_ssh_allreg_jun.21524,1.74000001
vbl_ssh_allreg_jun.21525,1.74000001
vbl_ssh_allreg_jun.21526,1.74000001
vbl_ssh_allreg_jun.21527,1.74000001
vbl_ssh_allreg_jun.21528,1.74000001
vbl_ssh_allreg_jun.21529,1.74000001
vbl_ssh_allreg_jun.21530,1.75
vbl_ssh_allreg_jun.21531,1.75
vbl_ssh_allreg_jun.21532,1.75
vbl_ssh_allreg_jun.21533,1.75
vbl_ssh_allreg_jun.21534,1.75
vbl_ssh_allreg_jun.21535,1.75
vbl_ssh_allreg_jun.21536,1.75
vbl_ssh_allreg_jun.21537,1.75
vbl_ssh_allreg_jun.21538,1.75
vbl_ssh_allreg_jun.21539,1.75
vbl_ssh_allreg_jun.21540,1.75
vbl_ssh_allreg_jun.21541,1.75999999
vbl_ssh_allreg_jun.21542,1.75999999
vbl_ssh_allreg_jun.21543,1.75999999
vbl_ssh_allreg_jun.21544,1.76999998
vbl_ssh_allreg_jun.21545,1.76999998
vbl_ssh_allreg_jun.21546,1.76999998
vbl_ssh_allreg_jun.21547,1.76999998
vbl_ssh_allreg_jun.21548,1.75999999
vbl_ssh_allreg_jun.21549,1.75999999
vbl_ssh_allreg_jun.21550,1.75999999
vbl_ssh_allreg_jun.21551,1.75999999
vbl_ssh_allreg_jun.21552,1.75999999
vbl_ssh_allreg_jun.21553,1.75999999
vbl_ssh_allreg_jun.21554,1.75999999
vbl_ssh_allreg_jun.21555,1.54999995
vbl_ssh_allreg_jun.21556,1.53999996
vbl_ssh_allreg_jun.21557,1.52999997
vbl_ssh_allreg_jun.21558,1.50999999
vbl_ssh_allreg_jun.21559,1.49000001
vbl_ssh_allreg_jun.21560,1.47000003
vbl_ssh_allreg_jun.21561,1.45000005
vbl_ssh_allreg_jun.21562,1.41999996
vbl_ssh_allreg_jun.21563,1.39999998
vbl_ssh_allreg_jun.21564,1.39999998
vbl_ssh_allreg_jun.21565,1.38
vbl_ssh_allreg_jun.21566,1.34000003
vbl_ssh_allreg_jun.21567,1.33000004
vbl_ssh_allreg_jun.21568,1.30999994
vbl_ssh_allreg_jun.21569,1.27999997
vbl_ssh_allreg_jun.21570,1.26999998
vbl_ssh_allreg_jun.21571,1.25999999
vbl_ssh_allreg_jun.21572,1.26999998
vbl_ssh_allreg_jun.21573,1.27999997
vbl_ssh_allreg_jun.21574,1.29999995
vbl_ssh_allreg_jun.21575,1.30999994
vbl_ssh_allreg_jun.21576,1.33000004
vbl_ssh_allreg_jun.21577,1.36000001
vbl_ssh_allreg_jun.21578,1.38
vbl_ssh_allreg_jun.21579,1.40999997
vbl_ssh_allreg_jun.21580,1.44000006
vbl_ssh_allreg_jun.21581,1.47000003
vbl_ssh_allreg_jun.21582,1.5
vbl_ssh_allreg_jun.21583,1.51999998
vbl_ssh_allreg_jun.21584,1.53999996
vbl_ssh_allreg_jun.21585,1.54999995
vbl_ssh_allreg_jun.21586,1.55999994
vbl_ssh_allreg_jun.21587,1.57000005
vbl_ssh_allreg_jun.21588,1.58000004
vbl_ssh_allreg_jun.21589,1.59000003
vbl_ssh_allreg_jun.21590,1.59000003
vbl_ssh_allreg_jun.21591,1.59000003
vbl_ssh_allreg_jun.21592,1.59000003
vbl_ssh_allreg_jun.21593,1.58000004
vbl_ssh_allreg_jun.21594,1.57000005
vbl_ssh_allreg_jun.21595,1.53999996
vbl_ssh_allreg_jun.21596,1.5
vbl_ssh_allreg_jun.21597,1.47000003
vbl_ssh_allreg_jun.21598,1.38999999
vbl_ssh_allreg_jun.21599,1.25999999
vbl_ssh_allreg_jun.21600,1.13999999
vbl_ssh_allreg_jun.21601,0.88999999
vbl_ssh_allreg_jun.21602,1.48000002
vbl_ssh_allreg_jun.21603,1.60000002
vbl_ssh_allreg_jun.21604,1.65999997
vbl_ssh_allreg_jun.21605,1.67999995
vbl_ssh_allreg_jun.21606,1.70000005
vbl_ssh_allreg_jun.21607,1.73000002
vbl_ssh_allreg_jun.21608,1.75
vbl_ssh_allreg_jun.21609,1.76999998
vbl_ssh_allreg_jun.21610,1.77999997
vbl_ssh_allreg_jun.21611,1.77999997
vbl_ssh_allreg_jun.21612,1.76999998
vbl_ssh_allreg_jun.21613,1.76999998
vbl_ssh_allreg_jun.21614,1.75999999
vbl_ssh_allreg_jun.21615,1.75999999
vbl_ssh_allreg_jun.21616,1.75999999
vbl_ssh_allreg_jun.21617,1.75999999
vbl_ssh_allreg_jun.21618,1.75999999
vbl_ssh_allreg_jun.21619,1.75999999
vbl_ssh_allreg_jun.21620,1.75999999
vbl_ssh_allreg_jun.21621,1.75999999
vbl_ssh_allreg_jun.21622,1.75999999
vbl_ssh_allreg_jun.21623,1.75999999
vbl_ssh_allreg_jun.21624,1.75999999
vbl_ssh_allreg_jun.21625,1.75999999
vbl_ssh_allreg_jun.21626,1.75999999
vbl_ssh_allreg_jun.21627,1.75999999
vbl_ssh_allreg_jun.21628,1.75999999
vbl_ssh_allreg_jun.21629,1.75999999
vbl_ssh_allreg_jun.21630,1.75999999
vbl_ssh_allreg_jun.21631,1.75999999
vbl_ssh_allreg_jun.21632,1.75999999
vbl_ssh_allreg_jun.21633,1.76999998
vbl_ssh_allreg_jun.21634,1.76999998
vbl_ssh_allreg_jun.21635,1.76999998
vbl_ssh_allreg_jun.21636,1.76999998
vbl_ssh_allreg_jun.21637,1.76999998
vbl_ssh_allreg_jun.21638,1.76999998
vbl_ssh_allreg_jun.21639,1.76999998
vbl_ssh_allreg_jun.21640,1.76999998
vbl_ssh_allreg_jun.21641,1.75999999
vbl_ssh_allreg_jun.21642,1.75999999
vbl_ssh_allreg_jun.21643,1.75999999
vbl_ssh_allreg_jun.21644,1.57000005
vbl_ssh_allreg_jun.21645,1.55999994
vbl_ssh_allreg_jun.21646,1.53999996
vbl_ssh_allreg_jun.21647,1.52999997
vbl_ssh_allreg_jun.21648,1.50999999
vbl_ssh_allreg_jun.21649,1.49000001
vbl_ssh_allreg_jun.21650,1.47000003
vbl_ssh_allreg_jun.21651,1.45000005
vbl_ssh_allreg_jun.21652,1.40999997
vbl_ssh_allreg_jun.21653,1.38999999
vbl_ssh_allreg_jun.21654,1.39999998
vbl_ssh_allreg_jun.21655,1.34000003
vbl_ssh_allreg_jun.21656,1.30999994
vbl_ssh_allreg_jun.21657,1.27999997
vbl_ssh_allreg_jun.21658,1.25
vbl_ssh_allreg_jun.21659,1.17999995
vbl_ssh_allreg_jun.21660,1.15999997
vbl_ssh_allreg_jun.21661,1.17999995
vbl_ssh_allreg_jun.21662,1.21000004
vbl_ssh_allreg_jun.21663,1.23000002
vbl_ssh_allreg_jun.21664,1.24000001
vbl_ssh_allreg_jun.21665,1.25999999
vbl_ssh_allreg_jun.21666,1.26999998
vbl_ssh_allreg_jun.21667,1.28999996
vbl_ssh_allreg_jun.21668,1.32000005
vbl_ssh_allreg_jun.21669,1.36000001
vbl_ssh_allreg_jun.21670,1.39999998
vbl_ssh_allreg_jun.21671,1.45000005
vbl_ssh_allreg_jun.21672,1.49000001
vbl_ssh_allreg_jun.21673,1.51999998
vbl_ssh_allreg_jun.21674,1.53999996
vbl_ssh_allreg_jun.21675,1.55999994
vbl_ssh_allreg_jun.21676,1.58000004
vbl_ssh_allreg_jun.21677,1.59000003
vbl_ssh_allreg_jun.21678,1.61000001
vbl_ssh_allreg_jun.21679,1.62
vbl_ssh_allreg_jun.21680,1.62
vbl_ssh_allreg_jun.21681,1.63
vbl_ssh_allreg_jun.21682,1.63
vbl_ssh_allreg_jun.21683,1.63
vbl_ssh_allreg_jun.21684,1.62
vbl_ssh_allreg_jun.21685,1.61000001
vbl_ssh_allreg_jun.21686,1.59000003
vbl_ssh_allreg_jun.21687,1.55999994
vbl_ssh_allreg_jun.21688,1.51999998
vbl_ssh_allreg_jun.21689,1.5
vbl_ssh_allreg_jun.21690,1.49000001
vbl_ssh_allreg_jun.21691,1.50999999
vbl_ssh_allreg_jun.21692,1.58000004
vbl_ssh_allreg_jun.21693,1.64999998
vbl_ssh_allreg_jun.21694,1.65999997
vbl_ssh_allreg_jun.21695,1.69000006
vbl_ssh_allreg_jun.21696,1.71000004
vbl_ssh_allreg_jun.21697,1.72000003
vbl_ssh_allreg_jun.21698,1.74000001
vbl_ssh_allreg_jun.21699,1.75999999
vbl_ssh_allreg_jun.21700,1.77999997
vbl_ssh_allreg_jun.21701,1.77999997
vbl_ssh_allreg_jun.21702,1.78999996
vbl_ssh_allreg_jun.21703,1.77999997
vbl_ssh_allreg_jun.21704,1.77999997
vbl_ssh_allreg_jun.21705,1.77999997
vbl_ssh_allreg_jun.21706,1.76999998
vbl_ssh_allreg_jun.21707,1.76999998
vbl_ssh_allreg_jun.21708,1.76999998
vbl_ssh_allreg_jun.21709,1.76999998
vbl_ssh_allreg_jun.21710,1.76999998
vbl_ssh_allreg_jun.21711,1.76999998
vbl_ssh_allreg_jun.21712,1.76999998
vbl_ssh_allreg_jun.21713,1.76999998
vbl_ssh_allreg_jun.21714,1.76999998
vbl_ssh_allreg_jun.21715,1.76999998
vbl_ssh_allreg_jun.21716,1.76999998
vbl_ssh_allreg_jun.21717,1.76999998
vbl_ssh_allreg_jun.21718,1.76999998
vbl_ssh_allreg_jun.21719,1.76999998
vbl_ssh_allreg_jun.21720,1.76999998
vbl_ssh_allreg_jun.21721,1.76999998
vbl_ssh_allreg_jun.21722,1.76999998
vbl_ssh_allreg_jun.21723,1.76999998
vbl_ssh_allreg_jun.21724,1.76999998
vbl_ssh_allreg_jun.21725,1.76999998
vbl_ssh_allreg_jun.21726,1.76999998
vbl_ssh_allreg_jun.21727,1.76999998
vbl_ssh_allreg_jun.21728,1.76999998
vbl_ssh_allreg_jun.21729,1.76999998
vbl_ssh_allreg_jun.21730,1.76999998
vbl_ssh_allreg_jun.21731,1.76999998
vbl_ssh_allreg_jun.21732,1.75999999
vbl_ssh_allreg_jun.21733,1.58000004
vbl_ssh_allreg_jun.21734,1.55999994
vbl_ssh_allreg_jun.21735,1.54999995
vbl_ssh_allreg_jun.21736,1.52999997
vbl_ssh_allreg_jun.21737,1.51999998
vbl_ssh_allreg_jun.21738,1.5
vbl_ssh_allreg_jun.21739,1.48000002
vbl_ssh_allreg_jun.21740,1.46000004
vbl_ssh_allreg_jun.21741,1.42999995
vbl_ssh_allreg_jun.21742,1.39999998
vbl_ssh_allreg_jun.21743,1.38
vbl_ssh_allreg_jun.21744,1.33000004
vbl_ssh_allreg_jun.21745,1.27999997
vbl_ssh_allreg_jun.21746,1.17999995
vbl_ssh_allreg_jun.21747,1.05999994
vbl_ssh_allreg_jun.21748,0.97000003
vbl_ssh_allreg_jun.21749,1.08000004
vbl_ssh_allreg_jun.21750,1.13
vbl_ssh_allreg_jun.21751,1.15999997
vbl_ssh_allreg_jun.21752,1.19000006
vbl_ssh_allreg_jun.21753,1.19000006
vbl_ssh_allreg_jun.21754,1.19000006
vbl_ssh_allreg_jun.21755,1.17999995
vbl_ssh_allreg_jun.21756,1.17999995
vbl_ssh_allreg_jun.21757,1.19000006
vbl_ssh_allreg_jun.21758,1.23000002
vbl_ssh_allreg_jun.21759,1.30999994
vbl_ssh_allreg_jun.21760,1.39999998
vbl_ssh_allreg_jun.21761,1.48000002
vbl_ssh_allreg_jun.21762,1.52999997
vbl_ssh_allreg_jun.21763,1.54999995
vbl_ssh_allreg_jun.21764,1.58000004
vbl_ssh_allreg_jun.21765,1.60000002
vbl_ssh_allreg_jun.21766,1.61000001
vbl_ssh_allreg_jun.21767,1.63
vbl_ssh_allreg_jun.21768,1.63999999
vbl_ssh_allreg_jun.21769,1.64999998
vbl_ssh_allreg_jun.21770,1.65999997
vbl_ssh_allreg_jun.21771,1.65999997
vbl_ssh_allreg_jun.21772,1.65999997
vbl_ssh_allreg_jun.21773,1.65999997
vbl_ssh_allreg_jun.21774,1.65999997
vbl_ssh_allreg_jun.21775,1.64999998
vbl_ssh_allreg_jun.21776,1.63999999
vbl_ssh_allreg_jun.21777,1.61000001
vbl_ssh_allreg_jun.21778,1.59000003
vbl_ssh_allreg_jun.21779,1.58000004
vbl_ssh_allreg_jun.21780,1.59000003
vbl_ssh_allreg_jun.21781,1.63
vbl_ssh_allreg_jun.21782,1.65999997
vbl_ssh_allreg_jun.21783,1.69000006
vbl_ssh_allreg_jun.21784,1.71000004
vbl_ssh_allreg_jun.21785,1.72000003
vbl_ssh_allreg_jun.21786,1.73000002
vbl_ssh_allreg_jun.21787,1.75
vbl_ssh_allreg_jun.21788,1.76999998
vbl_ssh_allreg_jun.21789,1.77999997
vbl_ssh_allreg_jun.21790,1.78999996
vbl_ssh_allreg_jun.21791,1.79999995
vbl_ssh_allreg_jun.21792,1.79999995
vbl_ssh_allreg_jun.21793,1.78999996
vbl_ssh_allreg_jun.21794,1.78999996
vbl_ssh_allreg_jun.21795,1.78999996
vbl_ssh_allreg_jun.21796,1.77999997
vbl_ssh_allreg_jun.21797,1.77999997
vbl_ssh_allreg_jun.21798,1.77999997
vbl_ssh_allreg_jun.21799,1.77999997
vbl_ssh_allreg_jun.21800,1.77999997
vbl_ssh_allreg_jun.21801,1.77999997
vbl_ssh_allreg_jun.21802,1.77999997
vbl_ssh_allreg_jun.21803,1.77999997
vbl_ssh_allreg_jun.21804,1.77999997
vbl_ssh_allreg_jun.21805,1.77999997
vbl_ssh_allreg_jun.21806,1.77999997
vbl_ssh_allreg_jun.21807,1.77999997
vbl_ssh_allreg_jun.21808,1.77999997
vbl_ssh_allreg_jun.21809,1.76999998
vbl_ssh_allreg_jun.21810,1.76999998
vbl_ssh_allreg_jun.21811,1.76999998
vbl_ssh_allreg_jun.21812,1.76999998
vbl_ssh_allreg_jun.21813,1.76999998
vbl_ssh_allreg_jun.21814,1.76999998
vbl_ssh_allreg_jun.21815,1.76999998
vbl_ssh_allreg_jun.21816,1.76999998
vbl_ssh_allreg_jun.21817,1.77999997
vbl_ssh_allreg_jun.21818,1.76999998
vbl_ssh_allreg_jun.21819,1.76999998
vbl_ssh_allreg_jun.21820,1.59000003
vbl_ssh_allreg_jun.21821,1.58000004
vbl_ssh_allreg_jun.21822,1.57000005
vbl_ssh_allreg_jun.21823,1.55999994
vbl_ssh_allreg_jun.21824,1.53999996
vbl_ssh_allreg_jun.21825,1.52999997
vbl_ssh_allreg_jun.21826,1.50999999
vbl_ssh_allreg_jun.21827,1.49000001
vbl_ssh_allreg_jun.21828,1.47000003
vbl_ssh_allreg_jun.21829,1.45000005
vbl_ssh_allreg_jun.21830,1.41999996
vbl_ssh_allreg_jun.21831,1.38999999
vbl_ssh_allreg_jun.21832,1.34000003
vbl_ssh_allreg_jun.21833,1.27999997
vbl_ssh_allreg_jun.21834,1.14999998
vbl_ssh_allreg_jun.21835,0.98000002
vbl_ssh_allreg_jun.21836,0.89999998
vbl_ssh_allreg_jun.21837,1.03999996
vbl_ssh_allreg_jun.21838,1.13
vbl_ssh_allreg_jun.21839,1.15999997
vbl_ssh_allreg_jun.21840,1.14999998
vbl_ssh_allreg_jun.21841,1.13
vbl_ssh_allreg_jun.21842,1.08000004
vbl_ssh_allreg_jun.21843,1.03999996
vbl_ssh_allreg_jun.21844,0.98000002
vbl_ssh_allreg_jun.21845,0.99000001
vbl_ssh_allreg_jun.21846,1.12
vbl_ssh_allreg_jun.21847,1.30999994
vbl_ssh_allreg_jun.21848,1.45000005
vbl_ssh_allreg_jun.21849,1.53999996
vbl_ssh_allreg_jun.21850,1.57000005
vbl_ssh_allreg_jun.21851,1.59000003
vbl_ssh_allreg_jun.21852,1.62
vbl_ssh_allreg_jun.21853,1.63999999
vbl_ssh_allreg_jun.21854,1.64999998
vbl_ssh_allreg_jun.21855,1.66999996
vbl_ssh_allreg_jun.21856,1.67999995
vbl_ssh_allreg_jun.21857,1.67999995
vbl_ssh_allreg_jun.21858,1.69000006
vbl_ssh_allreg_jun.21859,1.70000005
vbl_ssh_allreg_jun.21860,1.70000005
vbl_ssh_allreg_jun.21861,1.70000005
vbl_ssh_allreg_jun.21862,1.70000005
vbl_ssh_allreg_jun.21863,1.70000005
vbl_ssh_allreg_jun.21864,1.67999995
vbl_ssh_allreg_jun.21865,1.66999996
vbl_ssh_allreg_jun.21866,1.66999996
vbl_ssh_allreg_jun.21867,1.67999995
vbl_ssh_allreg_jun.21868,1.69000006
vbl_ssh_allreg_jun.21869,1.70000005
vbl_ssh_allreg_jun.21870,1.71000004
vbl_ssh_allreg_jun.21871,1.72000003
vbl_ssh_allreg_jun.21872,1.73000002
vbl_ssh_allreg_jun.21873,1.75
vbl_ssh_allreg_jun.21874,1.75999999
vbl_ssh_allreg_jun.21875,1.77999997
vbl_ssh_allreg_jun.21876,1.78999996
vbl_ssh_allreg_jun.21877,1.79999995
vbl_ssh_allreg_jun.21878,1.79999995
vbl_ssh_allreg_jun.21879,1.79999995
vbl_ssh_allreg_jun.21880,1.79999995
vbl_ssh_allreg_jun.21881,1.79999995
vbl_ssh_allreg_jun.21882,1.79999995
vbl_ssh_allreg_jun.21883,1.78999996
vbl_ssh_allreg_jun.21884,1.78999996
vbl_ssh_allreg_jun.21885,1.78999996
vbl_ssh_allreg_jun.21886,1.78999996
vbl_ssh_allreg_jun.21887,1.77999997
vbl_ssh_allreg_jun.21888,1.78999996
vbl_ssh_allreg_jun.21889,1.78999996
vbl_ssh_allreg_jun.21890,1.77999997
vbl_ssh_allreg_jun.21891,1.78999996
vbl_ssh_allreg_jun.21892,1.78999996
vbl_ssh_allreg_jun.21893,1.77999997
vbl_ssh_allreg_jun.21894,1.77999997
vbl_ssh_allreg_jun.21895,1.77999997
vbl_ssh_allreg_jun.21896,1.77999997
vbl_ssh_allreg_jun.21897,1.77999997
vbl_ssh_allreg_jun.21898,1.77999997
vbl_ssh_allreg_jun.21899,1.76999998
vbl_ssh_allreg_jun.21900,1.76999998
vbl_ssh_allreg_jun.21901,1.77999997
vbl_ssh_allreg_jun.21902,1.77999997
vbl_ssh_allreg_jun.21903,1.77999997
vbl_ssh_allreg_jun.21904,1.77999997
vbl_ssh_allreg_jun.21905,1.61000001
vbl_ssh_allreg_jun.21906,1.60000002
vbl_ssh_allreg_jun.21907,1.58000004
vbl_ssh_allreg_jun.21908,1.57000005
vbl_ssh_allreg_jun.21909,1.55999994
vbl_ssh_allreg_jun.21910,1.53999996
vbl_ssh_allreg_jun.21911,1.51999998
vbl_ssh_allreg_jun.21912,1.50999999
vbl_ssh_allreg_jun.21913,1.49000001
vbl_ssh_allreg_jun.21914,1.47000003
vbl_ssh_allreg_jun.21915,1.44000006
vbl_ssh_allreg_jun.21916,1.40999997
vbl_ssh_allreg_jun.21917,1.36000001
vbl_ssh_allreg_jun.21918,1.28999996
vbl_ssh_allreg_jun.21919,1.19000006
vbl_ssh_allreg_jun.21920,1.08000004
vbl_ssh_allreg_jun.21921,0.77999997
vbl_ssh_allreg_jun.21922,0.94999999
vbl_ssh_allreg_jun.21923,1.13999999
vbl_ssh_allreg_jun.21924,1.14999998
vbl_ssh_allreg_jun.21925,1.11000001
vbl_ssh_allreg_jun.21926,1.04999995
vbl_ssh_allreg_jun.21927,0.88
vbl_ssh_allreg_jun.21928,0.73000002
vbl_ssh_allreg_jun.21929,1.29999995
vbl_ssh_allreg_jun.21930,1.54999995
vbl_ssh_allreg_jun.21931,1.58000004
vbl_ssh_allreg_jun.21932,1.61000001
vbl_ssh_allreg_jun.21933,1.63999999
vbl_ssh_allreg_jun.21934,1.65999997
vbl_ssh_allreg_jun.21935,1.67999995
vbl_ssh_allreg_jun.21936,1.69000006
vbl_ssh_allreg_jun.21937,1.70000005
vbl_ssh_allreg_jun.21938,1.71000004
vbl_ssh_allreg_jun.21939,1.71000004
vbl_ssh_allreg_jun.21940,1.72000003
vbl_ssh_allreg_jun.21941,1.72000003
vbl_ssh_allreg_jun.21942,1.73000002
vbl_ssh_allreg_jun.21943,1.73000002
vbl_ssh_allreg_jun.21944,1.73000002
vbl_ssh_allreg_jun.21945,1.72000003
vbl_ssh_allreg_jun.21946,1.71000004
vbl_ssh_allreg_jun.21947,1.71000004
vbl_ssh_allreg_jun.21948,1.71000004
vbl_ssh_allreg_jun.21949,1.72000003
vbl_ssh_allreg_jun.21950,1.72000003
vbl_ssh_allreg_jun.21951,1.73000002
vbl_ssh_allreg_jun.21952,1.73000002
vbl_ssh_allreg_jun.21953,1.74000001
vbl_ssh_allreg_jun.21954,1.75999999
vbl_ssh_allreg_jun.21955,1.76999998
vbl_ssh_allreg_jun.21956,1.77999997
vbl_ssh_allreg_jun.21957,1.78999996
vbl_ssh_allreg_jun.21958,1.79999995
vbl_ssh_allreg_jun.21959,1.80999994
vbl_ssh_allreg_jun.21960,1.80999994
vbl_ssh_allreg_jun.21961,1.80999994
vbl_ssh_allreg_jun.21962,1.80999994
vbl_ssh_allreg_jun.21963,1.79999995
vbl_ssh_allreg_jun.21964,1.79999995
vbl_ssh_allreg_jun.21965,1.79999995
vbl_ssh_allreg_jun.21966,1.79999995
vbl_ssh_allreg_jun.21967,1.78999996
vbl_ssh_allreg_jun.21968,1.78999996
vbl_ssh_allreg_jun.21969,1.78999996
vbl_ssh_allreg_jun.21970,1.78999996
vbl_ssh_allreg_jun.21971,1.78999996
vbl_ssh_allreg_jun.21972,1.78999996
vbl_ssh_allreg_jun.21973,1.78999996
vbl_ssh_allreg_jun.21974,1.78999996
vbl_ssh_allreg_jun.21975,1.78999996
vbl_ssh_allreg_jun.21976,1.78999996
vbl_ssh_allreg_jun.21977,1.77999997
vbl_ssh_allreg_jun.21978,1.77999997
vbl_ssh_allreg_jun.21979,1.77999997
vbl_ssh_allreg_jun.21980,1.77999997
vbl_ssh_allreg_jun.21981,1.77999997
vbl_ssh_allreg_jun.21982,1.77999997
vbl_ssh_allreg_jun.21983,1.77999997
vbl_ssh_allreg_jun.21984,1.62
vbl_ssh_allreg_jun.21985,1.61000001
vbl_ssh_allreg_jun.21986,1.60000002
vbl_ssh_allreg_jun.21987,1.59000003
vbl_ssh_allreg_jun.21988,1.57000005
vbl_ssh_allreg_jun.21989,1.55999994
vbl_ssh_allreg_jun.21990,1.53999996
vbl_ssh_allreg_jun.21991,1.51999998
vbl_ssh_allreg_jun.21992,1.50999999
vbl_ssh_allreg_jun.21993,1.48000002
vbl_ssh_allreg_jun.21994,1.45000005
vbl_ssh_allreg_jun.21995,1.41999996
vbl_ssh_allreg_jun.21996,1.37
vbl_ssh_allreg_jun.21997,1.32000005
vbl_ssh_allreg_jun.21998,1.25
vbl_ssh_allreg_jun.21999,1.19000006
vbl_ssh_allreg_jun.22000,1.03999996
vbl_ssh_allreg_jun.22001,0.93000001
vbl_ssh_allreg_jun.22002,1.04999995
vbl_ssh_allreg_jun.22003,1.20000005
vbl_ssh_allreg_jun.22004,1.16999996
vbl_ssh_allreg_jun.22005,1.09000003
vbl_ssh_allreg_jun.22006,0.93000001
vbl_ssh_allreg_jun.22007,1.53999996
vbl_ssh_allreg_jun.22008,1.60000002
vbl_ssh_allreg_jun.22009,1.63999999
vbl_ssh_allreg_jun.22010,1.66999996
vbl_ssh_allreg_jun.22011,1.69000006
vbl_ssh_allreg_jun.22012,1.70000005
vbl_ssh_allreg_jun.22013,1.71000004
vbl_ssh_allreg_jun.22014,1.72000003
vbl_ssh_allreg_jun.22015,1.73000002
vbl_ssh_allreg_jun.22016,1.73000002
vbl_ssh_allreg_jun.22017,1.74000001
vbl_ssh_allreg_jun.22018,1.74000001
vbl_ssh_allreg_jun.22019,1.75
vbl_ssh_allreg_jun.22020,1.75
vbl_ssh_allreg_jun.22021,1.75
