FID,aug_ssh
vbl_ssh_allreg_aug.32588,1.54999995
vbl_ssh_allreg_aug.32589,1.54999995
vbl_ssh_allreg_aug.32590,1.53999996
vbl_ssh_allreg_aug.32591,1.53999996
vbl_ssh_allreg_aug.32592,1.52999997
vbl_ssh_allreg_aug.32593,1.52999997
vbl_ssh_allreg_aug.32594,1.52999997
vbl_ssh_allreg_aug.32595,1.51999998
vbl_ssh_allreg_aug.32596,1.51999998
vbl_ssh_allreg_aug.32597,1.50999999
vbl_ssh_allreg_aug.32598,1.5
vbl_ssh_allreg_aug.32599,1.49000001
vbl_ssh_allreg_aug.32600,1.48000002
vbl_ssh_allreg_aug.32601,1.46000004
vbl_ssh_allreg_aug.32602,1.45000005
vbl_ssh_allreg_aug.32603,1.42999995
vbl_ssh_allreg_aug.32604,1.40999997
vbl_ssh_allreg_aug.32605,1.38999999
vbl_ssh_allreg_aug.32606,1.35000002
vbl_ssh_allreg_aug.32607,1.74000001
vbl_ssh_allreg_aug.32608,1.74000001
vbl_ssh_allreg_aug.32609,1.73000002
vbl_ssh_allreg_aug.32610,1.72000003
vbl_ssh_allreg_aug.32611,1.72000003
vbl_ssh_allreg_aug.32612,1.71000004
vbl_ssh_allreg_aug.32613,1.70000005
vbl_ssh_allreg_aug.32614,1.69000006
vbl_ssh_allreg_aug.32615,1.69000006
vbl_ssh_allreg_aug.32616,1.67999995
vbl_ssh_allreg_aug.32617,1.66999996
vbl_ssh_allreg_aug.32618,1.66999996
vbl_ssh_allreg_aug.32619,1.65999997
vbl_ssh_allreg_aug.32620,1.64999998
vbl_ssh_allreg_aug.32621,1.63999999
vbl_ssh_allreg_aug.32622,1.63
vbl_ssh_allreg_aug.32623,1.62
vbl_ssh_allreg_aug.32624,1.61000001
vbl_ssh_allreg_aug.32625,1.60000002
vbl_ssh_allreg_aug.32626,1.58000004
vbl_ssh_allreg_aug.32627,1.58000004
vbl_ssh_allreg_aug.32628,1.57000005
vbl_ssh_allreg_aug.32629,1.55999994
vbl_ssh_allreg_aug.32630,1.54999995
vbl_ssh_allreg_aug.32631,1.53999996
vbl_ssh_allreg_aug.32632,1.53999996
vbl_ssh_allreg_aug.32633,1.52999997
vbl_ssh_allreg_aug.32634,1.52999997
vbl_ssh_allreg_aug.32635,1.52999997
vbl_ssh_allreg_aug.32636,1.51999998
vbl_ssh_allreg_aug.32637,1.51999998
vbl_ssh_allreg_aug.32638,1.50999999
vbl_ssh_allreg_aug.32639,1.50999999
vbl_ssh_allreg_aug.32640,1.5
vbl_ssh_allreg_aug.32641,1.49000001
vbl_ssh_allreg_aug.32642,1.48000002
vbl_ssh_allreg_aug.32643,1.46000004
vbl_ssh_allreg_aug.32644,1.45000005
vbl_ssh_allreg_aug.32645,1.42999995
vbl_ssh_allreg_aug.32646,1.40999997
vbl_ssh_allreg_aug.32647,1.39999998
vbl_ssh_allreg_aug.32648,1.37
vbl_ssh_allreg_aug.32649,1.30999994
vbl_ssh_allreg_aug.32650,1.75
vbl_ssh_allreg_aug.32651,1.75
vbl_ssh_allreg_aug.32652,1.74000001
vbl_ssh_allreg_aug.32653,1.73000002
vbl_ssh_allreg_aug.32654,1.72000003
vbl_ssh_allreg_aug.32655,1.72000003
vbl_ssh_allreg_aug.32656,1.71000004
vbl_ssh_allreg_aug.32657,1.70000005
vbl_ssh_allreg_aug.32658,1.69000006
vbl_ssh_allreg_aug.32659,1.69000006
vbl_ssh_allreg_aug.32660,1.67999995
vbl_ssh_allreg_aug.32661,1.66999996
vbl_ssh_allreg_aug.32662,1.65999997
vbl_ssh_allreg_aug.32663,1.65999997
vbl_ssh_allreg_aug.32664,1.64999998
vbl_ssh_allreg_aug.32665,1.63999999
vbl_ssh_allreg_aug.32666,1.63
vbl_ssh_allreg_aug.32667,1.61000001
vbl_ssh_allreg_aug.32668,1.60000002
vbl_ssh_allreg_aug.32669,1.59000003
vbl_ssh_allreg_aug.32670,1.58000004
vbl_ssh_allreg_aug.32671,1.57000005
vbl_ssh_allreg_aug.32672,1.55999994
vbl_ssh_allreg_aug.32673,1.54999995
vbl_ssh_allreg_aug.32674,1.53999996
vbl_ssh_allreg_aug.32675,1.53999996
vbl_ssh_allreg_aug.32676,1.52999997
vbl_ssh_allreg_aug.32677,1.52999997
vbl_ssh_allreg_aug.32678,1.51999998
vbl_ssh_allreg_aug.32679,1.51999998
vbl_ssh_allreg_aug.32680,1.50999999
vbl_ssh_allreg_aug.32681,1.50999999
vbl_ssh_allreg_aug.32682,1.5
vbl_ssh_allreg_aug.32683,1.5
vbl_ssh_allreg_aug.32684,1.49000001
vbl_ssh_allreg_aug.32685,1.48000002
vbl_ssh_allreg_aug.32686,1.46000004
vbl_ssh_allreg_aug.32687,1.45000005
vbl_ssh_allreg_aug.32688,1.42999995
vbl_ssh_allreg_aug.32689,1.40999997
vbl_ssh_allreg_aug.32690,1.39999998
vbl_ssh_allreg_aug.32691,1.38
vbl_ssh_allreg_aug.32692,1.34000003
vbl_ssh_allreg_aug.32693,1.22000003
vbl_ssh_allreg_aug.32694,1.75999999
vbl_ssh_allreg_aug.32695,1.75
vbl_ssh_allreg_aug.32696,1.75
vbl_ssh_allreg_aug.32697,1.74000001
vbl_ssh_allreg_aug.32698,1.73000002
vbl_ssh_allreg_aug.32699,1.73000002
vbl_ssh_allreg_aug.32700,1.72000003
vbl_ssh_allreg_aug.32701,1.71000004
vbl_ssh_allreg_aug.32702,1.70000005
vbl_ssh_allreg_aug.32703,1.69000006
vbl_ssh_allreg_aug.32704,1.69000006
vbl_ssh_allreg_aug.32705,1.67999995
vbl_ssh_allreg_aug.32706,1.66999996
vbl_ssh_allreg_aug.32707,1.65999997
vbl_ssh_allreg_aug.32708,1.64999998
vbl_ssh_allreg_aug.32709,1.63999999
vbl_ssh_allreg_aug.32710,1.63
vbl_ssh_allreg_aug.32711,1.62
vbl_ssh_allreg_aug.32712,1.61000001
vbl_ssh_allreg_aug.32713,1.60000002
vbl_ssh_allreg_aug.32714,1.58000004
vbl_ssh_allreg_aug.32715,1.57000005
vbl_ssh_allreg_aug.32716,1.55999994
vbl_ssh_allreg_aug.32717,1.54999995
vbl_ssh_allreg_aug.32718,1.53999996
vbl_ssh_allreg_aug.32719,1.53999996
vbl_ssh_allreg_aug.32720,1.52999997
vbl_ssh_allreg_aug.32721,1.52999997
vbl_ssh_allreg_aug.32722,1.51999998
vbl_ssh_allreg_aug.32723,1.51999998
vbl_ssh_allreg_aug.32724,1.50999999
vbl_ssh_allreg_aug.32725,1.50999999
vbl_ssh_allreg_aug.32726,1.5
vbl_ssh_allreg_aug.32727,1.49000001
vbl_ssh_allreg_aug.32728,1.49000001
vbl_ssh_allreg_aug.32729,1.48000002
vbl_ssh_allreg_aug.32730,1.46000004
vbl_ssh_allreg_aug.32731,1.45000005
vbl_ssh_allreg_aug.32732,1.42999995
vbl_ssh_allreg_aug.32733,1.40999997
vbl_ssh_allreg_aug.32734,1.39999998
vbl_ssh_allreg_aug.32735,1.38
vbl_ssh_allreg_aug.32736,1.36000001
vbl_ssh_allreg_aug.32737,1.28999996
vbl_ssh_allreg_aug.32738,1.13999999
vbl_ssh_allreg_aug.32739,1.76999998
vbl_ssh_allreg_aug.32740,1.75999999
vbl_ssh_allreg_aug.32741,1.75
vbl_ssh_allreg_aug.32742,1.75
vbl_ssh_allreg_aug.32743,1.74000001
vbl_ssh_allreg_aug.32744,1.73000002
vbl_ssh_allreg_aug.32745,1.73000002
vbl_ssh_allreg_aug.32746,1.72000003
vbl_ssh_allreg_aug.32747,1.71000004
vbl_ssh_allreg_aug.32748,1.70000005
vbl_ssh_allreg_aug.32749,1.69000006
vbl_ssh_allreg_aug.32750,1.69000006
vbl_ssh_allreg_aug.32751,1.67999995
vbl_ssh_allreg_aug.32752,1.66999996
vbl_ssh_allreg_aug.32753,1.65999997
vbl_ssh_allreg_aug.32754,1.64999998
vbl_ssh_allreg_aug.32755,1.63999999
vbl_ssh_allreg_aug.32756,1.63
vbl_ssh_allreg_aug.32757,1.62
vbl_ssh_allreg_aug.32758,1.60000002
vbl_ssh_allreg_aug.32759,1.59000003
vbl_ssh_allreg_aug.32760,1.58000004
vbl_ssh_allreg_aug.32761,1.55999994
vbl_ssh_allreg_aug.32762,1.54999995
vbl_ssh_allreg_aug.32763,1.53999996
vbl_ssh_allreg_aug.32764,1.53999996
vbl_ssh_allreg_aug.32765,1.52999997
vbl_ssh_allreg_aug.32766,1.51999998
vbl_ssh_allreg_aug.32767,1.51999998
vbl_ssh_allreg_aug.32768,1.50999999
vbl_ssh_allreg_aug.32769,1.50999999
vbl_ssh_allreg_aug.32770,1.5
vbl_ssh_allreg_aug.32771,1.49000001
vbl_ssh_allreg_aug.32772,1.49000001
vbl_ssh_allreg_aug.32773,1.48000002
vbl_ssh_allreg_aug.32774,1.47000003
vbl_ssh_allreg_aug.32775,1.46000004
vbl_ssh_allreg_aug.32776,1.45000005
vbl_ssh_allreg_aug.32777,1.42999995
vbl_ssh_allreg_aug.32778,1.41999996
vbl_ssh_allreg_aug.32779,1.39999998
vbl_ssh_allreg_aug.32780,1.38
vbl_ssh_allreg_aug.32781,1.36000001
vbl_ssh_allreg_aug.32782,1.33000004
vbl_ssh_allreg_aug.32783,1.23000002
vbl_ssh_allreg_aug.32784,1.05999994
vbl_ssh_allreg_aug.32785,1.77999997
vbl_ssh_allreg_aug.32786,1.76999998
vbl_ssh_allreg_aug.32787,1.75999999
vbl_ssh_allreg_aug.32788,1.75999999
vbl_ssh_allreg_aug.32789,1.75
vbl_ssh_allreg_aug.32790,1.74000001
vbl_ssh_allreg_aug.32791,1.73000002
vbl_ssh_allreg_aug.32792,1.73000002
vbl_ssh_allreg_aug.32793,1.72000003
vbl_ssh_allreg_aug.32794,1.71000004
vbl_ssh_allreg_aug.32795,1.70000005
vbl_ssh_allreg_aug.32796,1.69000006
vbl_ssh_allreg_aug.32797,1.69000006
vbl_ssh_allreg_aug.32798,1.67999995
vbl_ssh_allreg_aug.32799,1.66999996
vbl_ssh_allreg_aug.32800,1.65999997
vbl_ssh_allreg_aug.32801,1.64999998
vbl_ssh_allreg_aug.32802,1.63999999
vbl_ssh_allreg_aug.32803,1.62
vbl_ssh_allreg_aug.32804,1.61000001
vbl_ssh_allreg_aug.32805,1.60000002
vbl_ssh_allreg_aug.32806,1.58000004
vbl_ssh_allreg_aug.32807,1.57000005
vbl_ssh_allreg_aug.32808,1.55999994
vbl_ssh_allreg_aug.32809,1.54999995
vbl_ssh_allreg_aug.32810,1.53999996
vbl_ssh_allreg_aug.32811,1.52999997
vbl_ssh_allreg_aug.32812,1.51999998
vbl_ssh_allreg_aug.32813,1.51999998
vbl_ssh_allreg_aug.32814,1.50999999
vbl_ssh_allreg_aug.32815,1.5
vbl_ssh_allreg_aug.32816,1.5
vbl_ssh_allreg_aug.32817,1.49000001
vbl_ssh_allreg_aug.32818,1.48000002
vbl_ssh_allreg_aug.32819,1.47000003
vbl_ssh_allreg_aug.32820,1.47000003
vbl_ssh_allreg_aug.32821,1.46000004
vbl_ssh_allreg_aug.32822,1.45000005
vbl_ssh_allreg_aug.32823,1.42999995
vbl_ssh_allreg_aug.32824,1.41999996
vbl_ssh_allreg_aug.32825,1.39999998
vbl_ssh_allreg_aug.32826,1.38
vbl_ssh_allreg_aug.32827,1.36000001
vbl_ssh_allreg_aug.32828,1.34000003
vbl_ssh_allreg_aug.32829,1.28999996
vbl_ssh_allreg_aug.32830,1.17999995
vbl_ssh_allreg_aug.32831,1.00999999
vbl_ssh_allreg_aug.32832,1.77999997
vbl_ssh_allreg_aug.32833,1.77999997
vbl_ssh_allreg_aug.32834,1.76999998
vbl_ssh_allreg_aug.32835,1.75999999
vbl_ssh_allreg_aug.32836,1.75999999
vbl_ssh_allreg_aug.32837,1.75
vbl_ssh_allreg_aug.32838,1.74000001
vbl_ssh_allreg_aug.32839,1.73000002
vbl_ssh_allreg_aug.32840,1.73000002
vbl_ssh_allreg_aug.32841,1.72000003
vbl_ssh_allreg_aug.32842,1.71000004
vbl_ssh_allreg_aug.32843,1.70000005
vbl_ssh_allreg_aug.32844,1.69000006
vbl_ssh_allreg_aug.32845,1.67999995
vbl_ssh_allreg_aug.32846,1.66999996
vbl_ssh_allreg_aug.32847,1.65999997
vbl_ssh_allreg_aug.32848,1.64999998
vbl_ssh_allreg_aug.32849,1.63999999
vbl_ssh_allreg_aug.32850,1.63
vbl_ssh_allreg_aug.32851,1.62
vbl_ssh_allreg_aug.32852,1.60000002
vbl_ssh_allreg_aug.32853,1.59000003
vbl_ssh_allreg_aug.32854,1.57000005
vbl_ssh_allreg_aug.32855,1.55999994
vbl_ssh_allreg_aug.32856,1.54999995
vbl_ssh_allreg_aug.32857,1.53999996
vbl_ssh_allreg_aug.32858,1.52999997
vbl_ssh_allreg_aug.32859,1.51999998
vbl_ssh_allreg_aug.32860,1.50999999
vbl_ssh_allreg_aug.32861,1.50999999
vbl_ssh_allreg_aug.32862,1.5
vbl_ssh_allreg_aug.32863,1.49000001
vbl_ssh_allreg_aug.32864,1.49000001
vbl_ssh_allreg_aug.32865,1.48000002
vbl_ssh_allreg_aug.32866,1.47000003
vbl_ssh_allreg_aug.32867,1.46000004
vbl_ssh_allreg_aug.32868,1.45000005
vbl_ssh_allreg_aug.32869,1.44000006
vbl_ssh_allreg_aug.32870,1.42999995
vbl_ssh_allreg_aug.32871,1.40999997
vbl_ssh_allreg_aug.32872,1.39999998
vbl_ssh_allreg_aug.32873,1.38
vbl_ssh_allreg_aug.32874,1.36000001
vbl_ssh_allreg_aug.32875,1.35000002
vbl_ssh_allreg_aug.32876,1.30999994
vbl_ssh_allreg_aug.32877,1.23000002
vbl_ssh_allreg_aug.32878,1.14999998
vbl_ssh_allreg_aug.32879,0.98000002
vbl_ssh_allreg_aug.32880,1.78999996
vbl_ssh_allreg_aug.32881,1.78999996
vbl_ssh_allreg_aug.32882,1.77999997
vbl_ssh_allreg_aug.32883,1.76999998
vbl_ssh_allreg_aug.32884,1.75999999
vbl_ssh_allreg_aug.32885,1.75999999
vbl_ssh_allreg_aug.32886,1.75
vbl_ssh_allreg_aug.32887,1.74000001
vbl_ssh_allreg_aug.32888,1.73000002
vbl_ssh_allreg_aug.32889,1.73000002
vbl_ssh_allreg_aug.32890,1.72000003
vbl_ssh_allreg_aug.32891,1.71000004
vbl_ssh_allreg_aug.32892,1.70000005
vbl_ssh_allreg_aug.32893,1.69000006
vbl_ssh_allreg_aug.32894,1.67999995
vbl_ssh_allreg_aug.32895,1.66999996
vbl_ssh_allreg_aug.32896,1.65999997
vbl_ssh_allreg_aug.32897,1.64999998
vbl_ssh_allreg_aug.32898,1.63999999
vbl_ssh_allreg_aug.32899,1.62
vbl_ssh_allreg_aug.32900,1.61000001
vbl_ssh_allreg_aug.32901,1.59000003
vbl_ssh_allreg_aug.32902,1.58000004
vbl_ssh_allreg_aug.32903,1.55999994
vbl_ssh_allreg_aug.32904,1.54999995
vbl_ssh_allreg_aug.32905,1.53999996
vbl_ssh_allreg_aug.32906,1.52999997
vbl_ssh_allreg_aug.32907,1.51999998
vbl_ssh_allreg_aug.32908,1.50999999
vbl_ssh_allreg_aug.32909,1.5
vbl_ssh_allreg_aug.32910,1.5
vbl_ssh_allreg_aug.32911,1.49000001
vbl_ssh_allreg_aug.32912,1.48000002
vbl_ssh_allreg_aug.32913,1.47000003
vbl_ssh_allreg_aug.32914,1.46000004
vbl_ssh_allreg_aug.32915,1.45000005
vbl_ssh_allreg_aug.32916,1.44000006
vbl_ssh_allreg_aug.32917,1.42999995
vbl_ssh_allreg_aug.32918,1.41999996
vbl_ssh_allreg_aug.32919,1.40999997
vbl_ssh_allreg_aug.32920,1.38999999
vbl_ssh_allreg_aug.32921,1.38
vbl_ssh_allreg_aug.32922,1.36000001
vbl_ssh_allreg_aug.32923,1.34000003
vbl_ssh_allreg_aug.32924,1.32000005
vbl_ssh_allreg_aug.32925,1.26999998
vbl_ssh_allreg_aug.32926,1.15999997
vbl_ssh_allreg_aug.32927,1.12
vbl_ssh_allreg_aug.32928,0.88
vbl_ssh_allreg_aug.32929,1.79999995
vbl_ssh_allreg_aug.32930,1.79999995
vbl_ssh_allreg_aug.32931,1.78999996
vbl_ssh_allreg_aug.32932,1.77999997
vbl_ssh_allreg_aug.32933,1.76999998
vbl_ssh_allreg_aug.32934,1.76999998
vbl_ssh_allreg_aug.32935,1.75999999
vbl_ssh_allreg_aug.32936,1.75
vbl_ssh_allreg_aug.32937,1.74000001
vbl_ssh_allreg_aug.32938,1.73000002
vbl_ssh_allreg_aug.32939,1.73000002
vbl_ssh_allreg_aug.32940,1.72000003
vbl_ssh_allreg_aug.32941,1.71000004
vbl_ssh_allreg_aug.32942,1.70000005
vbl_ssh_allreg_aug.32943,1.69000006
vbl_ssh_allreg_aug.32944,1.67999995
vbl_ssh_allreg_aug.32945,1.66999996
vbl_ssh_allreg_aug.32946,1.65999997
vbl_ssh_allreg_aug.32947,1.63999999
vbl_ssh_allreg_aug.32948,1.63
vbl_ssh_allreg_aug.32949,1.62
vbl_ssh_allreg_aug.32950,1.60000002
vbl_ssh_allreg_aug.32951,1.59000003
vbl_ssh_allreg_aug.32952,1.57000005
vbl_ssh_allreg_aug.32953,1.55999994
vbl_ssh_allreg_aug.32954,1.53999996
vbl_ssh_allreg_aug.32955,1.52999997
vbl_ssh_allreg_aug.32956,1.51999998
vbl_ssh_allreg_aug.32957,1.50999999
vbl_ssh_allreg_aug.32958,1.5
vbl_ssh_allreg_aug.32959,1.49000001
vbl_ssh_allreg_aug.32960,1.49000001
vbl_ssh_allreg_aug.32961,1.48000002
vbl_ssh_allreg_aug.32962,1.47000003
vbl_ssh_allreg_aug.32963,1.46000004
vbl_ssh_allreg_aug.32964,1.45000005
vbl_ssh_allreg_aug.32965,1.44000006
vbl_ssh_allreg_aug.32966,1.41999996
vbl_ssh_allreg_aug.32967,1.40999997
vbl_ssh_allreg_aug.32968,1.39999998
vbl_ssh_allreg_aug.32969,1.38999999
vbl_ssh_allreg_aug.32970,1.37
vbl_ssh_allreg_aug.32971,1.36000001
vbl_ssh_allreg_aug.32972,1.34000003
vbl_ssh_allreg_aug.32973,1.33000004
vbl_ssh_allreg_aug.32974,1.28999996
vbl_ssh_allreg_aug.32975,1.23000002
vbl_ssh_allreg_aug.32976,1.12
vbl_ssh_allreg_aug.32977,1
vbl_ssh_allreg_aug.32978,1.80999994
vbl_ssh_allreg_aug.32979,1.79999995
vbl_ssh_allreg_aug.32980,1.79999995
vbl_ssh_allreg_aug.32981,1.78999996
vbl_ssh_allreg_aug.32982,1.77999997
vbl_ssh_allreg_aug.32983,1.76999998
vbl_ssh_allreg_aug.32984,1.76999998
vbl_ssh_allreg_aug.32985,1.75999999
vbl_ssh_allreg_aug.32986,1.75
vbl_ssh_allreg_aug.32987,1.74000001
vbl_ssh_allreg_aug.32988,1.73000002
vbl_ssh_allreg_aug.32989,1.73000002
vbl_ssh_allreg_aug.32990,1.72000003
vbl_ssh_allreg_aug.32991,1.71000004
vbl_ssh_allreg_aug.32992,1.70000005
vbl_ssh_allreg_aug.32993,1.69000006
vbl_ssh_allreg_aug.32994,1.67999995
vbl_ssh_allreg_aug.32995,1.65999997
vbl_ssh_allreg_aug.32996,1.64999998
vbl_ssh_allreg_aug.32997,1.63999999
vbl_ssh_allreg_aug.32998,1.62
vbl_ssh_allreg_aug.32999,1.61000001
vbl_ssh_allreg_aug.33000,1.59000003
vbl_ssh_allreg_aug.33001,1.58000004
vbl_ssh_allreg_aug.33002,1.55999994
vbl_ssh_allreg_aug.33003,1.54999995
vbl_ssh_allreg_aug.33004,1.52999997
vbl_ssh_allreg_aug.33005,1.51999998
vbl_ssh_allreg_aug.33006,1.50999999
vbl_ssh_allreg_aug.33007,1.5
vbl_ssh_allreg_aug.33008,1.49000001
vbl_ssh_allreg_aug.33009,1.48000002
vbl_ssh_allreg_aug.33010,1.48000002
vbl_ssh_allreg_aug.33011,1.47000003
vbl_ssh_allreg_aug.33012,1.46000004
vbl_ssh_allreg_aug.33013,1.44000006
vbl_ssh_allreg_aug.33014,1.42999995
vbl_ssh_allreg_aug.33015,1.41999996
vbl_ssh_allreg_aug.33016,1.40999997
vbl_ssh_allreg_aug.33017,1.39999998
vbl_ssh_allreg_aug.33018,1.38999999
vbl_ssh_allreg_aug.33019,1.37
vbl_ssh_allreg_aug.33020,1.36000001
vbl_ssh_allreg_aug.33021,1.34000003
vbl_ssh_allreg_aug.33022,1.32000005
vbl_ssh_allreg_aug.33023,1.29999995
vbl_ssh_allreg_aug.33024,1.25
vbl_ssh_allreg_aug.33025,1.16999996
vbl_ssh_allreg_aug.33026,1.02999997
vbl_ssh_allreg_aug.33027,0.81
vbl_ssh_allreg_aug.33028,1.82000005
vbl_ssh_allreg_aug.33029,1.80999994
vbl_ssh_allreg_aug.33030,1.79999995
vbl_ssh_allreg_aug.33031,1.79999995
vbl_ssh_allreg_aug.33032,1.78999996
vbl_ssh_allreg_aug.33033,1.77999997
vbl_ssh_allreg_aug.33034,1.77999997
vbl_ssh_allreg_aug.33035,1.76999998
vbl_ssh_allreg_aug.33036,1.75999999
vbl_ssh_allreg_aug.33037,1.75
vbl_ssh_allreg_aug.33038,1.74000001
vbl_ssh_allreg_aug.33039,1.73000002
vbl_ssh_allreg_aug.33040,1.72000003
vbl_ssh_allreg_aug.33041,1.72000003
vbl_ssh_allreg_aug.33042,1.71000004
vbl_ssh_allreg_aug.33043,1.69000006
vbl_ssh_allreg_aug.33044,1.67999995
vbl_ssh_allreg_aug.33045,1.66999996
vbl_ssh_allreg_aug.33046,1.65999997
vbl_ssh_allreg_aug.33047,1.64999998
vbl_ssh_allreg_aug.33048,1.63
vbl_ssh_allreg_aug.33049,1.62
vbl_ssh_allreg_aug.33050,1.60000002
vbl_ssh_allreg_aug.33051,1.58000004
vbl_ssh_allreg_aug.33052,1.57000005
vbl_ssh_allreg_aug.33053,1.54999995
vbl_ssh_allreg_aug.33054,1.53999996
vbl_ssh_allreg_aug.33055,1.52999997
vbl_ssh_allreg_aug.33056,1.50999999
vbl_ssh_allreg_aug.33057,1.5
vbl_ssh_allreg_aug.33058,1.49000001
vbl_ssh_allreg_aug.33059,1.48000002
vbl_ssh_allreg_aug.33060,1.47000003
vbl_ssh_allreg_aug.33061,1.46000004
vbl_ssh_allreg_aug.33062,1.45000005
vbl_ssh_allreg_aug.33063,1.44000006
vbl_ssh_allreg_aug.33064,1.42999995
vbl_ssh_allreg_aug.33065,1.41999996
vbl_ssh_allreg_aug.33066,1.39999998
vbl_ssh_allreg_aug.33067,1.38999999
vbl_ssh_allreg_aug.33068,1.38
vbl_ssh_allreg_aug.33069,1.37
vbl_ssh_allreg_aug.33070,1.35000002
vbl_ssh_allreg_aug.33071,1.34000003
vbl_ssh_allreg_aug.33072,1.32000005
vbl_ssh_allreg_aug.33073,1.29999995
vbl_ssh_allreg_aug.33074,1.26999998
vbl_ssh_allreg_aug.33075,1.17999995
vbl_ssh_allreg_aug.33076,1.08000004
vbl_ssh_allreg_aug.33077,0.88999999
vbl_ssh_allreg_aug.33078,1.83000004
vbl_ssh_allreg_aug.33079,1.82000005
vbl_ssh_allreg_aug.33080,1.80999994
vbl_ssh_allreg_aug.33081,1.80999994
vbl_ssh_allreg_aug.33082,1.79999995
vbl_ssh_allreg_aug.33083,1.78999996
vbl_ssh_allreg_aug.33084,1.77999997
vbl_ssh_allreg_aug.33085,1.77999997
vbl_ssh_allreg_aug.33086,1.76999998
vbl_ssh_allreg_aug.33087,1.75999999
vbl_ssh_allreg_aug.33088,1.75
vbl_ssh_allreg_aug.33089,1.74000001
vbl_ssh_allreg_aug.33090,1.73000002
vbl_ssh_allreg_aug.33091,1.72000003
vbl_ssh_allreg_aug.33092,1.71000004
vbl_ssh_allreg_aug.33093,1.70000005
vbl_ssh_allreg_aug.33094,1.69000006
vbl_ssh_allreg_aug.33095,1.67999995
vbl_ssh_allreg_aug.33096,1.66999996
vbl_ssh_allreg_aug.33097,1.64999998
vbl_ssh_allreg_aug.33098,1.63999999
vbl_ssh_allreg_aug.33099,1.62
vbl_ssh_allreg_aug.33100,1.61000001
vbl_ssh_allreg_aug.33101,1.59000003
vbl_ssh_allreg_aug.33102,1.57000005
vbl_ssh_allreg_aug.33103,1.55999994
vbl_ssh_allreg_aug.33104,1.53999996
vbl_ssh_allreg_aug.33105,1.51999998
vbl_ssh_allreg_aug.33106,1.50999999
vbl_ssh_allreg_aug.33107,1.49000001
vbl_ssh_allreg_aug.33108,1.48000002
vbl_ssh_allreg_aug.33109,1.47000003
vbl_ssh_allreg_aug.33110,1.46000004
vbl_ssh_allreg_aug.33111,1.45000005
vbl_ssh_allreg_aug.33112,1.44000006
vbl_ssh_allreg_aug.33113,1.42999995
vbl_ssh_allreg_aug.33114,1.40999997
vbl_ssh_allreg_aug.33115,1.39999998
vbl_ssh_allreg_aug.33116,1.38999999
vbl_ssh_allreg_aug.33117,1.38
vbl_ssh_allreg_aug.33118,1.36000001
vbl_ssh_allreg_aug.33119,1.35000002
vbl_ssh_allreg_aug.33120,1.33000004
vbl_ssh_allreg_aug.33121,1.32000005
vbl_ssh_allreg_aug.33122,1.29999995
vbl_ssh_allreg_aug.33123,1.26999998
vbl_ssh_allreg_aug.33124,1.21000004
vbl_ssh_allreg_aug.33125,1.08000004
vbl_ssh_allreg_aug.33126,0.94999999
vbl_ssh_allreg_aug.33127,1.83000004
vbl_ssh_allreg_aug.33128,1.82000005
vbl_ssh_allreg_aug.33129,1.82000005
vbl_ssh_allreg_aug.33130,1.80999994
vbl_ssh_allreg_aug.33131,1.79999995
vbl_ssh_allreg_aug.33132,1.78999996
vbl_ssh_allreg_aug.33133,1.78999996
vbl_ssh_allreg_aug.33134,1.77999997
vbl_ssh_allreg_aug.33135,1.76999998
vbl_ssh_allreg_aug.33136,1.75999999
vbl_ssh_allreg_aug.33137,1.75
vbl_ssh_allreg_aug.33138,1.74000001
vbl_ssh_allreg_aug.33139,1.73000002
vbl_ssh_allreg_aug.33140,1.72000003
vbl_ssh_allreg_aug.33141,1.71000004
vbl_ssh_allreg_aug.33142,1.70000005
vbl_ssh_allreg_aug.33143,1.69000006
vbl_ssh_allreg_aug.33144,1.67999995
vbl_ssh_allreg_aug.33145,1.65999997
vbl_ssh_allreg_aug.33146,1.64999998
vbl_ssh_allreg_aug.33147,1.63
vbl_ssh_allreg_aug.33148,1.61000001
vbl_ssh_allreg_aug.33149,1.60000002
vbl_ssh_allreg_aug.33150,1.58000004
vbl_ssh_allreg_aug.33151,1.55999994
vbl_ssh_allreg_aug.33152,1.54999995
vbl_ssh_allreg_aug.33153,1.52999997
vbl_ssh_allreg_aug.33154,1.51999998
vbl_ssh_allreg_aug.33155,1.50999999
vbl_ssh_allreg_aug.33156,1.5
vbl_ssh_allreg_aug.33157,1.48000002
vbl_ssh_allreg_aug.33158,1.47000003
vbl_ssh_allreg_aug.33159,1.46000004
vbl_ssh_allreg_aug.33160,1.45000005
vbl_ssh_allreg_aug.33161,1.44000006
vbl_ssh_allreg_aug.33162,1.41999996
vbl_ssh_allreg_aug.33163,1.40999997
vbl_ssh_allreg_aug.33164,1.39999998
vbl_ssh_allreg_aug.33165,1.38999999
vbl_ssh_allreg_aug.33166,1.37
vbl_ssh_allreg_aug.33167,1.36000001
vbl_ssh_allreg_aug.33168,1.34000003
vbl_ssh_allreg_aug.33169,1.33000004
vbl_ssh_allreg_aug.33170,1.30999994
vbl_ssh_allreg_aug.33171,1.29999995
vbl_ssh_allreg_aug.33172,1.27999997
vbl_ssh_allreg_aug.33173,1.24000001
vbl_ssh_allreg_aug.33174,1.13999999
vbl_ssh_allreg_aug.33175,0.93000001
