FID,aug_ssh
vbl_ssh_allreg_aug.3578,2.02999997
vbl_ssh_allreg_aug.3579,2.02999997
vbl_ssh_allreg_aug.3580,2.02999997
vbl_ssh_allreg_aug.3581,1.92999995
vbl_ssh_allreg_aug.3582,1.92999995
vbl_ssh_allreg_aug.3583,1.92999995
vbl_ssh_allreg_aug.3584,1.92999995
vbl_ssh_allreg_aug.3585,1.92999995
vbl_ssh_allreg_aug.3586,1.92999995
vbl_ssh_allreg_aug.3587,1.92999995
vbl_ssh_allreg_aug.3588,1.92999995
vbl_ssh_allreg_aug.3589,1.92999995
vbl_ssh_allreg_aug.3590,1.92999995
vbl_ssh_allreg_aug.3591,1.92999995
vbl_ssh_allreg_aug.3592,1.92999995
vbl_ssh_allreg_aug.3593,1.92999995
vbl_ssh_allreg_aug.3594,1.92999995
vbl_ssh_allreg_aug.3595,1.92999995
vbl_ssh_allreg_aug.3596,1.92999995
vbl_ssh_allreg_aug.3597,1.92999995
vbl_ssh_allreg_aug.3598,1.91999996
vbl_ssh_allreg_aug.3599,1.91999996
vbl_ssh_allreg_aug.3600,1.91999996
vbl_ssh_allreg_aug.3601,1.90999997
vbl_ssh_allreg_aug.3602,1.90999997
vbl_ssh_allreg_aug.3603,1.90999997
vbl_ssh_allreg_aug.3604,1.89999998
vbl_ssh_allreg_aug.3605,1.89999998
vbl_ssh_allreg_aug.3606,1.88999999
vbl_ssh_allreg_aug.3607,1.88999999
vbl_ssh_allreg_aug.3608,1.88999999
vbl_ssh_allreg_aug.3609,1.88
vbl_ssh_allreg_aug.3610,1.88
vbl_ssh_allreg_aug.3611,1.88
vbl_ssh_allreg_aug.3612,1.88
vbl_ssh_allreg_aug.3613,1.88
vbl_ssh_allreg_aug.3614,1.88
vbl_ssh_allreg_aug.3615,1.88
vbl_ssh_allreg_aug.3616,1.88999999
vbl_ssh_allreg_aug.3617,1.88999999
vbl_ssh_allreg_aug.3618,1.89999998
vbl_ssh_allreg_aug.3619,1.90999997
vbl_ssh_allreg_aug.3620,1.90999997
vbl_ssh_allreg_aug.3621,1.91999996
vbl_ssh_allreg_aug.3622,1.92999995
vbl_ssh_allreg_aug.3623,1.92999995
vbl_ssh_allreg_aug.3624,1.92999995
vbl_ssh_allreg_aug.3625,1.94000006
vbl_ssh_allreg_aug.3626,1.94000006
vbl_ssh_allreg_aug.3627,1.94000006
vbl_ssh_allreg_aug.3628,1.94000006
vbl_ssh_allreg_aug.3629,1.94000006
vbl_ssh_allreg_aug.3630,1.94000006
vbl_ssh_allreg_aug.3631,1.95000005
vbl_ssh_allreg_aug.3632,1.94000006
vbl_ssh_allreg_aug.3633,1.95000005
vbl_ssh_allreg_aug.3634,1.94000006
vbl_ssh_allreg_aug.3635,1.94000006
vbl_ssh_allreg_aug.3636,1.92999995
vbl_ssh_allreg_aug.3637,1.94000006
vbl_ssh_allreg_aug.3638,1.94000006
vbl_ssh_allreg_aug.3639,1.94000006
vbl_ssh_allreg_aug.3640,1.94000006
vbl_ssh_allreg_aug.3641,1.94000006
vbl_ssh_allreg_aug.3642,1.92999995
vbl_ssh_allreg_aug.3643,1.90999997
vbl_ssh_allreg_aug.3644,1.87
vbl_ssh_allreg_aug.3645,1.76999998
vbl_ssh_allreg_aug.3646,1.20000005
vbl_ssh_allreg_aug.3647,1.38999999
vbl_ssh_allreg_aug.3648,1.5
vbl_ssh_allreg_aug.3649,1.62
vbl_ssh_allreg_aug.3650,1.65999997
vbl_ssh_allreg_aug.3651,1.60000002
vbl_ssh_allreg_aug.3652,1.45000005
vbl_ssh_allreg_aug.3653,1.09000003
vbl_ssh_allreg_aug.3654,1.29999995
vbl_ssh_allreg_aug.3655,1.34000003
vbl_ssh_allreg_aug.3656,1.35000002
vbl_ssh_allreg_aug.3657,1.37
vbl_ssh_allreg_aug.3658,1.37
vbl_ssh_allreg_aug.3659,1.37
vbl_ssh_allreg_aug.3660,1.37
vbl_ssh_allreg_aug.3661,1.36000001
vbl_ssh_allreg_aug.3662,1.22000003
vbl_ssh_allreg_aug.3663,1.22000003
vbl_ssh_allreg_aug.3664,1.38
vbl_ssh_allreg_aug.3665,1.47000003
vbl_ssh_allreg_aug.3666,1.53999996
vbl_ssh_allreg_aug.3667,1.59000003
vbl_ssh_allreg_aug.3668,1.61000001
vbl_ssh_allreg_aug.3669,1.63
vbl_ssh_allreg_aug.3670,1.63
vbl_ssh_allreg_aug.3671,1.62
vbl_ssh_allreg_aug.3672,1.57000005
vbl_ssh_allreg_aug.3673,1.52999997
vbl_ssh_allreg_aug.3674,1.37
vbl_ssh_allreg_aug.3675,1.33000004
vbl_ssh_allreg_aug.3676,1.36000001
vbl_ssh_allreg_aug.3677,1.40999997
vbl_ssh_allreg_aug.3678,1.38
vbl_ssh_allreg_aug.3679,0.75999999
vbl_ssh_allreg_aug.3680,0.85000002
vbl_ssh_allreg_aug.3681,0.94
vbl_ssh_allreg_aug.3682,0.89999998
vbl_ssh_allreg_aug.3683,0.86000001
vbl_ssh_allreg_aug.3684,1
vbl_ssh_allreg_aug.3685,0.87
vbl_ssh_allreg_aug.3686,0.38
vbl_ssh_allreg_aug.3687,0.61000001
vbl_ssh_allreg_aug.3688,0.67000002
vbl_ssh_allreg_aug.3689,0.69
vbl_ssh_allreg_aug.3690,1.15999997
vbl_ssh_allreg_aug.3691,1.41999996
vbl_ssh_allreg_aug.3692,1.52999997
vbl_ssh_allreg_aug.3693,1.64999998
vbl_ssh_allreg_aug.3694,1.67999995
vbl_ssh_allreg_aug.3695,1.65999997
vbl_ssh_allreg_aug.3696,1.65999997
vbl_ssh_allreg_aug.3697,1.70000005
vbl_ssh_allreg_aug.3698,1.72000003
vbl_ssh_allreg_aug.3699,1.74000001
vbl_ssh_allreg_aug.3700,1.75
vbl_ssh_allreg_aug.3701,1.75999999
vbl_ssh_allreg_aug.3702,1.75999999
vbl_ssh_allreg_aug.3703,1.76999998
vbl_ssh_allreg_aug.3704,1.77999997
vbl_ssh_allreg_aug.3705,1.77999997
vbl_ssh_allreg_aug.3706,1.78999996
vbl_ssh_allreg_aug.3707,1.78999996
vbl_ssh_allreg_aug.3708,1.79999995
vbl_ssh_allreg_aug.3709,1.80999994
vbl_ssh_allreg_aug.3710,1.82000005
vbl_ssh_allreg_aug.3711,1.83000004
vbl_ssh_allreg_aug.3712,1.86000001
vbl_ssh_allreg_aug.3713,1.89999998
vbl_ssh_allreg_aug.3714,1.94000006
vbl_ssh_allreg_aug.3715,1.95000005
vbl_ssh_allreg_aug.3716,1.96000004
vbl_ssh_allreg_aug.3717,1.97000003
vbl_ssh_allreg_aug.3718,1.98000002
vbl_ssh_allreg_aug.3719,1.98000002
vbl_ssh_allreg_aug.3720,1.99000001
vbl_ssh_allreg_aug.3721,2
vbl_ssh_allreg_aug.3722,2
vbl_ssh_allreg_aug.3723,2.00999999
vbl_ssh_allreg_aug.3724,2.00999999
vbl_ssh_allreg_aug.3725,2.00999999
vbl_ssh_allreg_aug.3726,2.01999998
vbl_ssh_allreg_aug.3727,2.01999998
vbl_ssh_allreg_aug.3728,2.01999998
vbl_ssh_allreg_aug.3729,2.01999998
vbl_ssh_allreg_aug.3730,2.01999998
vbl_ssh_allreg_aug.3731,2.01999998
vbl_ssh_allreg_aug.3732,2.01999998
vbl_ssh_allreg_aug.3733,2.01999998
vbl_ssh_allreg_aug.3734,2.01999998
vbl_ssh_allreg_aug.3735,2.01999998
vbl_ssh_allreg_aug.3736,2.01999998
vbl_ssh_allreg_aug.3737,2.01999998
vbl_ssh_allreg_aug.3738,2.01999998
vbl_ssh_allreg_aug.3739,2.00999999
vbl_ssh_allreg_aug.3740,2.00999999
vbl_ssh_allreg_aug.3741,2.00999999
vbl_ssh_allreg_aug.3742,2.00999999
vbl_ssh_allreg_aug.3743,2.00999999
vbl_ssh_allreg_aug.3744,2.00999999
vbl_ssh_allreg_aug.3745,2.00999999
vbl_ssh_allreg_aug.3746,2
vbl_ssh_allreg_aug.3747,2
vbl_ssh_allreg_aug.3748,2
vbl_ssh_allreg_aug.3749,2
vbl_ssh_allreg_aug.3750,2
vbl_ssh_allreg_aug.3751,2
vbl_ssh_allreg_aug.3752,2
vbl_ssh_allreg_aug.3753,2
vbl_ssh_allreg_aug.3754,2
vbl_ssh_allreg_aug.3755,2.00999999
vbl_ssh_allreg_aug.3756,2.00999999
vbl_ssh_allreg_aug.3757,2.00999999
vbl_ssh_allreg_aug.3758,2.00999999
vbl_ssh_allreg_aug.3759,2.00999999
vbl_ssh_allreg_aug.3760,2.00999999
vbl_ssh_allreg_aug.3761,2.00999999
vbl_ssh_allreg_aug.3762,2.00999999
vbl_ssh_allreg_aug.3763,2.01999998
vbl_ssh_allreg_aug.3764,2.01999998
vbl_ssh_allreg_aug.3765,2.01999998
vbl_ssh_allreg_aug.3766,2.01999998
vbl_ssh_allreg_aug.3767,2.01999998
vbl_ssh_allreg_aug.3768,2.02999997
vbl_ssh_allreg_aug.3769,2.02999997
vbl_ssh_allreg_aug.3770,2.02999997
vbl_ssh_allreg_aug.3771,1.92999995
vbl_ssh_allreg_aug.3772,1.92999995
vbl_ssh_allreg_aug.3773,1.92999995
vbl_ssh_allreg_aug.3774,1.92999995
vbl_ssh_allreg_aug.3775,1.92999995
vbl_ssh_allreg_aug.3776,1.92999995
vbl_ssh_allreg_aug.3777,1.92999995
vbl_ssh_allreg_aug.3778,1.92999995
vbl_ssh_allreg_aug.3779,1.92999995
vbl_ssh_allreg_aug.3780,1.92999995
vbl_ssh_allreg_aug.3781,1.92999995
vbl_ssh_allreg_aug.3782,1.92999995
vbl_ssh_allreg_aug.3783,1.92999995
vbl_ssh_allreg_aug.3784,1.92999995
vbl_ssh_allreg_aug.3785,1.92999995
vbl_ssh_allreg_aug.3786,1.92999995
vbl_ssh_allreg_aug.3787,1.91999996
vbl_ssh_allreg_aug.3788,1.91999996
vbl_ssh_allreg_aug.3789,1.91999996
vbl_ssh_allreg_aug.3790,1.91999996
vbl_ssh_allreg_aug.3791,1.90999997
vbl_ssh_allreg_aug.3792,1.90999997
vbl_ssh_allreg_aug.3793,1.90999997
vbl_ssh_allreg_aug.3794,1.89999998
vbl_ssh_allreg_aug.3795,1.88999999
vbl_ssh_allreg_aug.3796,1.88999999
vbl_ssh_allreg_aug.3797,1.88
vbl_ssh_allreg_aug.3798,1.88
vbl_ssh_allreg_aug.3799,1.88
vbl_ssh_allreg_aug.3800,1.87
vbl_ssh_allreg_aug.3801,1.87
vbl_ssh_allreg_aug.3802,1.87
vbl_ssh_allreg_aug.3803,1.87
vbl_ssh_allreg_aug.3804,1.87
vbl_ssh_allreg_aug.3805,1.87
vbl_ssh_allreg_aug.3806,1.88
vbl_ssh_allreg_aug.3807,1.88
vbl_ssh_allreg_aug.3808,1.88999999
vbl_ssh_allreg_aug.3809,1.89999998
vbl_ssh_allreg_aug.3810,1.90999997
vbl_ssh_allreg_aug.3811,1.90999997
vbl_ssh_allreg_aug.3812,1.91999996
vbl_ssh_allreg_aug.3813,1.92999995
vbl_ssh_allreg_aug.3814,1.92999995
vbl_ssh_allreg_aug.3815,1.92999995
vbl_ssh_allreg_aug.3816,1.94000006
vbl_ssh_allreg_aug.3817,1.94000006
vbl_ssh_allreg_aug.3818,1.94000006
vbl_ssh_allreg_aug.3819,1.94000006
vbl_ssh_allreg_aug.3820,1.94000006
vbl_ssh_allreg_aug.3821,1.94000006
vbl_ssh_allreg_aug.3822,1.94000006
vbl_ssh_allreg_aug.3823,1.94000006
vbl_ssh_allreg_aug.3824,1.92999995
vbl_ssh_allreg_aug.3825,1.91999996
vbl_ssh_allreg_aug.3826,1.91999996
vbl_ssh_allreg_aug.3827,1.92999995
vbl_ssh_allreg_aug.3828,1.92999995
vbl_ssh_allreg_aug.3829,1.92999995
vbl_ssh_allreg_aug.3830,1.92999995
vbl_ssh_allreg_aug.3831,1.91999996
vbl_ssh_allreg_aug.3832,1.90999997
vbl_ssh_allreg_aug.3833,1.89999998
vbl_ssh_allreg_aug.3834,1.84000003
vbl_ssh_allreg_aug.3835,1.75999999
vbl_ssh_allreg_aug.3836,1.24000001
vbl_ssh_allreg_aug.3837,1.12
vbl_ssh_allreg_aug.3838,1.45000005
vbl_ssh_allreg_aug.3839,1.57000005
vbl_ssh_allreg_aug.3840,1.5
vbl_ssh_allreg_aug.3841,1.38999999
vbl_ssh_allreg_aug.3842,0.98000002
vbl_ssh_allreg_aug.3843,1.08000004
vbl_ssh_allreg_aug.3844,1.20000005
vbl_ssh_allreg_aug.3845,1.32000005
vbl_ssh_allreg_aug.3846,1.38999999
vbl_ssh_allreg_aug.3847,1.40999997
vbl_ssh_allreg_aug.3848,1.40999997
vbl_ssh_allreg_aug.3849,1.39999998
vbl_ssh_allreg_aug.3850,1.30999994
vbl_ssh_allreg_aug.3851,1.25999999
vbl_ssh_allreg_aug.3852,1.41999996
vbl_ssh_allreg_aug.3853,1.51999998
vbl_ssh_allreg_aug.3854,1.57000005
vbl_ssh_allreg_aug.3855,1.59000003
vbl_ssh_allreg_aug.3856,1.61000001
vbl_ssh_allreg_aug.3857,1.61000001
vbl_ssh_allreg_aug.3858,1.61000001
vbl_ssh_allreg_aug.3859,1.58000004
vbl_ssh_allreg_aug.3860,1.54999995
vbl_ssh_allreg_aug.3861,1.48000002
vbl_ssh_allreg_aug.3862,1.41999996
vbl_ssh_allreg_aug.3863,1.39999998
vbl_ssh_allreg_aug.3864,1.41999996
vbl_ssh_allreg_aug.3865,1.42999995
vbl_ssh_allreg_aug.3866,1.11000001
vbl_ssh_allreg_aug.3867,1
vbl_ssh_allreg_aug.3868,0.99000001
vbl_ssh_allreg_aug.3869,1.00999999
vbl_ssh_allreg_aug.3870,1
vbl_ssh_allreg_aug.3871,1.05999994
vbl_ssh_allreg_aug.3872,1.01999998
vbl_ssh_allreg_aug.3873,0.95999998
vbl_ssh_allreg_aug.3874,1.02999997
vbl_ssh_allreg_aug.3875,0.99000001
vbl_ssh_allreg_aug.3876,0.75
vbl_ssh_allreg_aug.3877,0.81999999
vbl_ssh_allreg_aug.3878,0.72000003
vbl_ssh_allreg_aug.3879,0.69
vbl_ssh_allreg_aug.3880,1.10000002
vbl_ssh_allreg_aug.3881,1.25
vbl_ssh_allreg_aug.3882,1.5
vbl_ssh_allreg_aug.3883,1.62
vbl_ssh_allreg_aug.3884,1.59000003
vbl_ssh_allreg_aug.3885,1.60000002
vbl_ssh_allreg_aug.3886,1.62
vbl_ssh_allreg_aug.3887,1.63999999
vbl_ssh_allreg_aug.3888,1.64999998
vbl_ssh_allreg_aug.3889,1.65999997
vbl_ssh_allreg_aug.3890,1.66999996
vbl_ssh_allreg_aug.3891,1.70000005
vbl_ssh_allreg_aug.3892,1.71000004
vbl_ssh_allreg_aug.3893,1.73000002
vbl_ssh_allreg_aug.3894,1.73000002
vbl_ssh_allreg_aug.3895,1.73000002
vbl_ssh_allreg_aug.3896,1.73000002
vbl_ssh_allreg_aug.3897,1.73000002
vbl_ssh_allreg_aug.3898,1.74000001
vbl_ssh_allreg_aug.3899,1.75999999
vbl_ssh_allreg_aug.3900,1.76999998
vbl_ssh_allreg_aug.3901,1.79999995
vbl_ssh_allreg_aug.3902,1.88
vbl_ssh_allreg_aug.3903,1.92999995
vbl_ssh_allreg_aug.3904,1.95000005
vbl_ssh_allreg_aug.3905,1.95000005
vbl_ssh_allreg_aug.3906,1.95000005
vbl_ssh_allreg_aug.3907,1.96000004
vbl_ssh_allreg_aug.3908,1.97000003
vbl_ssh_allreg_aug.3909,1.98000002
vbl_ssh_allreg_aug.3910,1.99000001
vbl_ssh_allreg_aug.3911,2
vbl_ssh_allreg_aug.3912,2
vbl_ssh_allreg_aug.3913,2.00999999
vbl_ssh_allreg_aug.3914,2.00999999
vbl_ssh_allreg_aug.3915,2.00999999
vbl_ssh_allreg_aug.3916,2.00999999
vbl_ssh_allreg_aug.3917,2.00999999
vbl_ssh_allreg_aug.3918,2.00999999
vbl_ssh_allreg_aug.3919,2.00999999
vbl_ssh_allreg_aug.3920,2.00999999
vbl_ssh_allreg_aug.3921,2.00999999
vbl_ssh_allreg_aug.3922,2.00999999
vbl_ssh_allreg_aug.3923,2.00999999
vbl_ssh_allreg_aug.3924,2.00999999
vbl_ssh_allreg_aug.3925,2.00999999
vbl_ssh_allreg_aug.3926,2.00999999
vbl_ssh_allreg_aug.3927,2.00999999
vbl_ssh_allreg_aug.3928,2
vbl_ssh_allreg_aug.3929,2
vbl_ssh_allreg_aug.3930,2
vbl_ssh_allreg_aug.3931,2
vbl_ssh_allreg_aug.3932,2
vbl_ssh_allreg_aug.3933,2
vbl_ssh_allreg_aug.3934,2
vbl_ssh_allreg_aug.3935,2
vbl_ssh_allreg_aug.3936,1.99000001
vbl_ssh_allreg_aug.3937,1.99000001
vbl_ssh_allreg_aug.3938,1.99000001
vbl_ssh_allreg_aug.3939,2
vbl_ssh_allreg_aug.3940,2
vbl_ssh_allreg_aug.3941,2
vbl_ssh_allreg_aug.3942,2
vbl_ssh_allreg_aug.3943,2
vbl_ssh_allreg_aug.3944,2
vbl_ssh_allreg_aug.3945,2
vbl_ssh_allreg_aug.3946,2
vbl_ssh_allreg_aug.3947,2
vbl_ssh_allreg_aug.3948,2
vbl_ssh_allreg_aug.3949,2
vbl_ssh_allreg_aug.3950,2.00999999
vbl_ssh_allreg_aug.3951,2.00999999
vbl_ssh_allreg_aug.3952,2.00999999
vbl_ssh_allreg_aug.3953,2.00999999
vbl_ssh_allreg_aug.3954,2.00999999
vbl_ssh_allreg_aug.3955,2.01999998
vbl_ssh_allreg_aug.3956,2.01999998
vbl_ssh_allreg_aug.3957,2.01999998
vbl_ssh_allreg_aug.3958,2.01999998
vbl_ssh_allreg_aug.3959,2.02999997
vbl_ssh_allreg_aug.3960,2.02999997
vbl_ssh_allreg_aug.3961,1.92999995
vbl_ssh_allreg_aug.3962,1.92999995
vbl_ssh_allreg_aug.3963,1.92999995
vbl_ssh_allreg_aug.3964,1.92999995
vbl_ssh_allreg_aug.3965,1.92999995
vbl_ssh_allreg_aug.3966,1.92999995
vbl_ssh_allreg_aug.3967,1.92999995
vbl_ssh_allreg_aug.3968,1.92999995
vbl_ssh_allreg_aug.3969,1.92999995
vbl_ssh_allreg_aug.3970,1.92999995
vbl_ssh_allreg_aug.3971,1.92999995
vbl_ssh_allreg_aug.3972,1.92999995
vbl_ssh_allreg_aug.3973,1.92999995
vbl_ssh_allreg_aug.3974,1.92999995
vbl_ssh_allreg_aug.3975,1.92999995
vbl_ssh_allreg_aug.3976,1.91999996
vbl_ssh_allreg_aug.3977,1.91999996
vbl_ssh_allreg_aug.3978,1.91999996
vbl_ssh_allreg_aug.3979,1.91999996
vbl_ssh_allreg_aug.3980,1.90999997
vbl_ssh_allreg_aug.3981,1.90999997
vbl_ssh_allreg_aug.3982,1.89999998
vbl_ssh_allreg_aug.3983,1.89999998
vbl_ssh_allreg_aug.3984,1.88999999
vbl_ssh_allreg_aug.3985,1.88999999
vbl_ssh_allreg_aug.3986,1.88
vbl_ssh_allreg_aug.3987,1.88
vbl_ssh_allreg_aug.3988,1.87
vbl_ssh_allreg_aug.3989,1.87
vbl_ssh_allreg_aug.3990,1.86000001
vbl_ssh_allreg_aug.3991,1.86000001
vbl_ssh_allreg_aug.3992,1.86000001
vbl_ssh_allreg_aug.3993,1.86000001
vbl_ssh_allreg_aug.3994,1.86000001
vbl_ssh_allreg_aug.3995,1.87
vbl_ssh_allreg_aug.3996,1.87
vbl_ssh_allreg_aug.3997,1.88
vbl_ssh_allreg_aug.3998,1.88999999
vbl_ssh_allreg_aug.3999,1.89999998
vbl_ssh_allreg_aug.4000,1.90999997
vbl_ssh_allreg_aug.4001,1.90999997
vbl_ssh_allreg_aug.4002,1.91999996
vbl_ssh_allreg_aug.4003,1.92999995
vbl_ssh_allreg_aug.4004,1.92999995
vbl_ssh_allreg_aug.4005,1.92999995
vbl_ssh_allreg_aug.4006,1.92999995
vbl_ssh_allreg_aug.4007,1.94000006
vbl_ssh_allreg_aug.4008,1.94000006
vbl_ssh_allreg_aug.4009,1.94000006
vbl_ssh_allreg_aug.4010,1.94000006
vbl_ssh_allreg_aug.4011,1.92999995
vbl_ssh_allreg_aug.4012,1.92999995
vbl_ssh_allreg_aug.4013,1.92999995
vbl_ssh_allreg_aug.4014,1.91999996
vbl_ssh_allreg_aug.4015,1.91999996
vbl_ssh_allreg_aug.4016,1.90999997
vbl_ssh_allreg_aug.4017,1.90999997
vbl_ssh_allreg_aug.4018,1.91999996
vbl_ssh_allreg_aug.4019,1.90999997
vbl_ssh_allreg_aug.4020,1.89999998
vbl_ssh_allreg_aug.4021,1.89999998
vbl_ssh_allreg_aug.4022,1.88
vbl_ssh_allreg_aug.4023,1.83000004
vbl_ssh_allreg_aug.4024,1.75999999
vbl_ssh_allreg_aug.4025,1.5
vbl_ssh_allreg_aug.4026,1.14999998
vbl_ssh_allreg_aug.4027,0.87
vbl_ssh_allreg_aug.4028,1.33000004
vbl_ssh_allreg_aug.4029,1.49000001
vbl_ssh_allreg_aug.4030,1.41999996
vbl_ssh_allreg_aug.4031,1.26999998
vbl_ssh_allreg_aug.4032,1.14999998
vbl_ssh_allreg_aug.4033,1.16999996
vbl_ssh_allreg_aug.4034,1.25999999
vbl_ssh_allreg_aug.4035,1.34000003
vbl_ssh_allreg_aug.4036,1.39999998
vbl_ssh_allreg_aug.4037,1.41999996
vbl_ssh_allreg_aug.4038,1.42999995
vbl_ssh_allreg_aug.4039,1.39999998
vbl_ssh_allreg_aug.4040,1.32000005
vbl_ssh_allreg_aug.4041,0.99000001
vbl_ssh_allreg_aug.4042,1.23000002
vbl_ssh_allreg_aug.4043,1.40999997
vbl_ssh_allreg_aug.4044,1.51999998
vbl_ssh_allreg_aug.4045,1.55999994
vbl_ssh_allreg_aug.4046,1.58000004
vbl_ssh_allreg_aug.4047,1.60000002
vbl_ssh_allreg_aug.4048,1.60000002
vbl_ssh_allreg_aug.4049,1.60000002
vbl_ssh_allreg_aug.4050,1.59000003
vbl_ssh_allreg_aug.4051,1.55999994
vbl_ssh_allreg_aug.4052,1.50999999
vbl_ssh_allreg_aug.4053,1.48000002
vbl_ssh_allreg_aug.4054,1.46000004
vbl_ssh_allreg_aug.4055,1.44000006
vbl_ssh_allreg_aug.4056,1.42999995
vbl_ssh_allreg_aug.4057,1.24000001
vbl_ssh_allreg_aug.4058,1.14999998
vbl_ssh_allreg_aug.4059,1.12
vbl_ssh_allreg_aug.4060,1.10000002
vbl_ssh_allreg_aug.4061,1.10000002
vbl_ssh_allreg_aug.4062,1.11000001
vbl_ssh_allreg_aug.4063,1.13999999
vbl_ssh_allreg_aug.4064,1.11000001
vbl_ssh_allreg_aug.4065,1.07000005
vbl_ssh_allreg_aug.4066,1.21000004
vbl_ssh_allreg_aug.4067,1.14999998
vbl_ssh_allreg_aug.4068,1.05999994
vbl_ssh_allreg_aug.4069,0.98000002
vbl_ssh_allreg_aug.4070,0.97000003
vbl_ssh_allreg_aug.4071,0.94999999
vbl_ssh_allreg_aug.4072,0.82999998
vbl_ssh_allreg_aug.4073,0.5
vbl_ssh_allreg_aug.4074,0.89999998
vbl_ssh_allreg_aug.4075,1.01999998
vbl_ssh_allreg_aug.4076,1.34000003
vbl_ssh_allreg_aug.4077,1.47000003
vbl_ssh_allreg_aug.4078,1.38
vbl_ssh_allreg_aug.4079,1.39999998
vbl_ssh_allreg_aug.4080,1.46000004
vbl_ssh_allreg_aug.4081,1.46000004
vbl_ssh_allreg_aug.4082,1.44000006
vbl_ssh_allreg_aug.4083,1.40999997
vbl_ssh_allreg_aug.4084,1.44000006
vbl_ssh_allreg_aug.4085,1.52999997
vbl_ssh_allreg_aug.4086,1.59000003
vbl_ssh_allreg_aug.4087,1.64999998
vbl_ssh_allreg_aug.4088,1.63999999
vbl_ssh_allreg_aug.4089,1.62
vbl_ssh_allreg_aug.4090,1.63999999
vbl_ssh_allreg_aug.4091,1.62
vbl_ssh_allreg_aug.4092,1.60000002
vbl_ssh_allreg_aug.4093,1.60000002
vbl_ssh_allreg_aug.4094,1.66999996
vbl_ssh_allreg_aug.4095,1.75
vbl_ssh_allreg_aug.4096,1.84000003
vbl_ssh_allreg_aug.4097,1.88999999
vbl_ssh_allreg_aug.4098,1.90999997
vbl_ssh_allreg_aug.4099,1.91999996
vbl_ssh_allreg_aug.4100,1.92999995
vbl_ssh_allreg_aug.4101,1.94000006
vbl_ssh_allreg_aug.4102,1.95000005
vbl_ssh_allreg_aug.4103,1.97000003
vbl_ssh_allreg_aug.4104,1.98000002
vbl_ssh_allreg_aug.4105,1.99000001
vbl_ssh_allreg_aug.4106,2
vbl_ssh_allreg_aug.4107,2
vbl_ssh_allreg_aug.4108,2
vbl_ssh_allreg_aug.4109,2
vbl_ssh_allreg_aug.4110,2
vbl_ssh_allreg_aug.4111,2
vbl_ssh_allreg_aug.4112,2
vbl_ssh_allreg_aug.4113,2
vbl_ssh_allreg_aug.4114,2
vbl_ssh_allreg_aug.4115,2
vbl_ssh_allreg_aug.4116,2
vbl_ssh_allreg_aug.4117,2
vbl_ssh_allreg_aug.4118,2
vbl_ssh_allreg_aug.4119,2
vbl_ssh_allreg_aug.4120,2
vbl_ssh_allreg_aug.4121,2
vbl_ssh_allreg_aug.4122,2
vbl_ssh_allreg_aug.4123,2
vbl_ssh_allreg_aug.4124,1.99000001
vbl_ssh_allreg_aug.4125,1.99000001
vbl_ssh_allreg_aug.4126,1.99000001
vbl_ssh_allreg_aug.4127,1.99000001
vbl_ssh_allreg_aug.4128,1.99000001
vbl_ssh_allreg_aug.4129,1.99000001
vbl_ssh_allreg_aug.4130,1.99000001
vbl_ssh_allreg_aug.4131,1.99000001
vbl_ssh_allreg_aug.4132,1.99000001
vbl_ssh_allreg_aug.4133,1.99000001
vbl_ssh_allreg_aug.4134,1.99000001
vbl_ssh_allreg_aug.4135,1.99000001
vbl_ssh_allreg_aug.4136,1.99000001
vbl_ssh_allreg_aug.4137,1.99000001
vbl_ssh_allreg_aug.4138,1.99000001
vbl_ssh_allreg_aug.4139,1.99000001
vbl_ssh_allreg_aug.4140,1.99000001
vbl_ssh_allreg_aug.4141,1.99000001
vbl_ssh_allreg_aug.4142,2
vbl_ssh_allreg_aug.4143,2
vbl_ssh_allreg_aug.4144,2
vbl_ssh_allreg_aug.4145,2
vbl_ssh_allreg_aug.4146,2
vbl_ssh_allreg_aug.4147,2
vbl_ssh_allreg_aug.4148,2.00999999
vbl_ssh_allreg_aug.4149,2.00999999
vbl_ssh_allreg_aug.4150,2.00999999
vbl_ssh_allreg_aug.4151,2.01999998
vbl_ssh_allreg_aug.4152,2.01999998
vbl_ssh_allreg_aug.4153,2.01999998
vbl_ssh_allreg_aug.4154,2.02999997
vbl_ssh_allreg_aug.4155,2.02999997
vbl_ssh_allreg_aug.4156,1.91999996
vbl_ssh_allreg_aug.4157,1.92999995
vbl_ssh_allreg_aug.4158,1.92999995
vbl_ssh_allreg_aug.4159,1.92999995
vbl_ssh_allreg_aug.4160,1.92999995
vbl_ssh_allreg_aug.4161,1.92999995
vbl_ssh_allreg_aug.4162,1.92999995
vbl_ssh_allreg_aug.4163,1.92999995
vbl_ssh_allreg_aug.4164,1.92999995
vbl_ssh_allreg_aug.4165,1.92999995
vbl_ssh_allreg_aug.4166,1.92999995
vbl_ssh_allreg_aug.4167,1.92999995
vbl_ssh_allreg_aug.4168,1.92999995
vbl_ssh_allreg_aug.4169,1.92999995
vbl_ssh_allreg_aug.4170,1.92999995
vbl_ssh_allreg_aug.4171,1.91999996
vbl_ssh_allreg_aug.4172,1.91999996
vbl_ssh_allreg_aug.4173,1.91999996
vbl_ssh_allreg_aug.4174,1.91999996
