FID,ann_ssh
vbl_ssh_allreg_ann.6868,2.66000009
vbl_ssh_allreg_ann.6869,2.67000008
vbl_ssh_allreg_ann.6870,2.68000007
vbl_ssh_allreg_ann.6871,2.69000006
vbl_ssh_allreg_ann.6872,2.69000006
vbl_ssh_allreg_ann.6873,2.70000005
vbl_ssh_allreg_ann.6874,2.70000005
vbl_ssh_allreg_ann.6875,2.70000005
vbl_ssh_allreg_ann.6876,2.70000005
vbl_ssh_allreg_ann.6877,2.70000005
vbl_ssh_allreg_ann.6878,2.69000006
vbl_ssh_allreg_ann.6879,2.69000006
vbl_ssh_allreg_ann.6880,2.69000006
vbl_ssh_allreg_ann.6881,2.68000007
vbl_ssh_allreg_ann.6882,2.68000007
vbl_ssh_allreg_ann.6883,2.68000007
vbl_ssh_allreg_ann.6884,2.68000007
vbl_ssh_allreg_ann.6885,2.67000008
vbl_ssh_allreg_ann.6886,2.67000008
vbl_ssh_allreg_ann.6887,2.67000008
vbl_ssh_allreg_ann.6888,2.66000009
vbl_ssh_allreg_ann.6889,2.6500001
vbl_ssh_allreg_ann.6890,2.6400001
vbl_ssh_allreg_ann.6891,2.63000011
vbl_ssh_allreg_ann.6892,2.61999989
vbl_ssh_allreg_ann.6893,2.6099999
vbl_ssh_allreg_ann.6894,2.5999999
vbl_ssh_allreg_ann.6895,2.58999991
vbl_ssh_allreg_ann.6896,2.57999992
vbl_ssh_allreg_ann.6897,2.56999993
vbl_ssh_allreg_ann.6898,2.55999994
vbl_ssh_allreg_ann.6899,2.55999994
vbl_ssh_allreg_ann.6900,2.54999995
vbl_ssh_allreg_ann.6901,2.54999995
vbl_ssh_allreg_ann.6902,2.54999995
vbl_ssh_allreg_ann.6903,2.54999995
vbl_ssh_allreg_ann.6904,2.54999995
vbl_ssh_allreg_ann.6905,2.53999996
vbl_ssh_allreg_ann.6906,2.53999996
vbl_ssh_allreg_ann.6907,2.53999996
vbl_ssh_allreg_ann.6908,2.53999996
vbl_ssh_allreg_ann.6909,2.53999996
vbl_ssh_allreg_ann.6910,2.52999997
vbl_ssh_allreg_ann.6911,2.52999997
vbl_ssh_allreg_ann.6912,2.51999998
vbl_ssh_allreg_ann.6913,2.50999999
vbl_ssh_allreg_ann.6914,2.50999999
vbl_ssh_allreg_ann.6915,2.49000001
vbl_ssh_allreg_ann.6916,2.48000002
vbl_ssh_allreg_ann.6917,2.47000003
vbl_ssh_allreg_ann.6918,2.46000004
vbl_ssh_allreg_ann.6919,2.45000005
vbl_ssh_allreg_ann.6920,2.44000006
vbl_ssh_allreg_ann.6921,2.42000008
vbl_ssh_allreg_ann.6922,2.41000009
vbl_ssh_allreg_ann.6923,2.4000001
vbl_ssh_allreg_ann.6924,2.3900001
vbl_ssh_allreg_ann.6925,2.38000011
vbl_ssh_allreg_ann.6926,2.36999989
vbl_ssh_allreg_ann.6927,2.36999989
vbl_ssh_allreg_ann.6928,2.3599999
vbl_ssh_allreg_ann.6929,2.3499999
vbl_ssh_allreg_ann.6930,2.33999991
vbl_ssh_allreg_ann.6931,2.33999991
vbl_ssh_allreg_ann.6932,2.32999992
vbl_ssh_allreg_ann.6933,2.32999992
vbl_ssh_allreg_ann.6934,2.31999993
vbl_ssh_allreg_ann.6935,2.31999993
vbl_ssh_allreg_ann.6936,2.31999993
vbl_ssh_allreg_ann.6937,2.30999994
vbl_ssh_allreg_ann.6938,2.30999994
vbl_ssh_allreg_ann.6939,2.29999995
vbl_ssh_allreg_ann.6940,2.29999995
vbl_ssh_allreg_ann.6941,2.29999995
vbl_ssh_allreg_ann.6942,2.29999995
vbl_ssh_allreg_ann.6943,2.29999995
vbl_ssh_allreg_ann.6944,2.28999996
vbl_ssh_allreg_ann.6945,2.28999996
vbl_ssh_allreg_ann.6946,2.29999995
vbl_ssh_allreg_ann.6947,2.29999995
vbl_ssh_allreg_ann.6948,2.29999995
vbl_ssh_allreg_ann.6949,2.30999994
vbl_ssh_allreg_ann.6950,2.30999994
vbl_ssh_allreg_ann.6951,2.31999993
vbl_ssh_allreg_ann.6952,2.32999992
vbl_ssh_allreg_ann.6953,2.33999991
vbl_ssh_allreg_ann.6954,2.3499999
vbl_ssh_allreg_ann.6955,2.3599999
vbl_ssh_allreg_ann.6956,2.36999989
vbl_ssh_allreg_ann.6957,2.38000011
vbl_ssh_allreg_ann.6958,2.3900001
vbl_ssh_allreg_ann.6959,2.4000001
vbl_ssh_allreg_ann.6960,2.41000009
vbl_ssh_allreg_ann.6961,2.42000008
vbl_ssh_allreg_ann.6962,2.43000007
vbl_ssh_allreg_ann.6963,2.44000006
vbl_ssh_allreg_ann.6964,2.45000005
vbl_ssh_allreg_ann.6965,2.46000004
vbl_ssh_allreg_ann.6966,2.46000004
vbl_ssh_allreg_ann.6967,2.46000004
vbl_ssh_allreg_ann.6968,2.45000005
vbl_ssh_allreg_ann.6969,2.45000005
vbl_ssh_allreg_ann.6970,2.43000007
vbl_ssh_allreg_ann.6971,2.41000009
vbl_ssh_allreg_ann.6972,2.36999989
vbl_ssh_allreg_ann.6973,2.33999991
vbl_ssh_allreg_ann.6974,2.32999992
vbl_ssh_allreg_ann.6975,2.25
vbl_ssh_allreg_ann.6976,2.19000006
vbl_ssh_allreg_ann.6977,1.95000005
vbl_ssh_allreg_ann.6978,1.75
vbl_ssh_allreg_ann.6979,1.50999999
vbl_ssh_allreg_ann.6980,1.62
vbl_ssh_allreg_ann.6981,1.80999994
vbl_ssh_allreg_ann.6982,1.85000002
vbl_ssh_allreg_ann.6983,1.87
vbl_ssh_allreg_ann.6984,1.74000001
vbl_ssh_allreg_ann.6985,1.55999994
vbl_ssh_allreg_ann.6986,1.38
vbl_ssh_allreg_ann.6987,1.52999997
vbl_ssh_allreg_ann.6988,1.88999999
vbl_ssh_allreg_ann.6989,2.0999999
vbl_ssh_allreg_ann.6990,2.21000004
vbl_ssh_allreg_ann.6991,2.30999994
vbl_ssh_allreg_ann.6992,2.36999989
vbl_ssh_allreg_ann.6993,2.41000009
vbl_ssh_allreg_ann.6994,2.45000005
vbl_ssh_allreg_ann.6995,2.48000002
vbl_ssh_allreg_ann.6996,2.5
vbl_ssh_allreg_ann.6997,2.51999998
vbl_ssh_allreg_ann.6998,2.53999996
vbl_ssh_allreg_ann.6999,2.54999995
vbl_ssh_allreg_ann.7000,2.56999993
vbl_ssh_allreg_ann.7001,2.57999992
vbl_ssh_allreg_ann.7002,2.5999999
vbl_ssh_allreg_ann.7003,2.61999989
vbl_ssh_allreg_ann.7004,2.63000011
vbl_ssh_allreg_ann.7005,2.6500001
vbl_ssh_allreg_ann.7006,2.66000009
vbl_ssh_allreg_ann.7007,2.67000008
vbl_ssh_allreg_ann.7008,2.69000006
vbl_ssh_allreg_ann.7009,2.70000005
vbl_ssh_allreg_ann.7010,2.71000004
vbl_ssh_allreg_ann.7011,2.72000003
vbl_ssh_allreg_ann.7012,2.73000002
vbl_ssh_allreg_ann.7013,2.74000001
vbl_ssh_allreg_ann.7014,2.80999994
vbl_ssh_allreg_ann.7015,2.80999994
vbl_ssh_allreg_ann.7016,2.80999994
vbl_ssh_allreg_ann.7017,2.81999993
vbl_ssh_allreg_ann.7018,2.81999993
vbl_ssh_allreg_ann.7019,2.81999993
vbl_ssh_allreg_ann.7020,2.81999993
vbl_ssh_allreg_ann.7021,2.82999992
vbl_ssh_allreg_ann.7022,2.82999992
vbl_ssh_allreg_ann.7023,2.82999992
vbl_ssh_allreg_ann.7024,2.81999993
vbl_ssh_allreg_ann.7025,2.81999993
vbl_ssh_allreg_ann.7026,2.81999993
vbl_ssh_allreg_ann.7027,2.81999993
vbl_ssh_allreg_ann.7028,2.81999993
vbl_ssh_allreg_ann.7029,2.81999993
vbl_ssh_allreg_ann.7030,2.80999994
vbl_ssh_allreg_ann.7031,2.79999995
vbl_ssh_allreg_ann.7032,2.78999996
vbl_ssh_allreg_ann.7033,2.76999998
vbl_ssh_allreg_ann.7034,2.73000002
vbl_ssh_allreg_ann.7035,2.6500001
vbl_ssh_allreg_ann.7036,2.43000007
vbl_ssh_allreg_ann.7037,2.21000004
vbl_ssh_allreg_ann.7038,2.02999997
vbl_ssh_allreg_ann.7039,1.98000002
vbl_ssh_allreg_ann.7040,1.95000005
vbl_ssh_allreg_ann.7041,1.96000004
vbl_ssh_allreg_ann.7042,2
vbl_ssh_allreg_ann.7043,2.03999996
vbl_ssh_allreg_ann.7044,2.06999993
vbl_ssh_allreg_ann.7045,2.1099999
vbl_ssh_allreg_ann.7046,2.16000009
vbl_ssh_allreg_ann.7047,2.21000004
vbl_ssh_allreg_ann.7048,2.25999999
vbl_ssh_allreg_ann.7049,2.32999992
vbl_ssh_allreg_ann.7050,2.36999989
vbl_ssh_allreg_ann.7051,2.43000007
vbl_ssh_allreg_ann.7052,2.47000003
vbl_ssh_allreg_ann.7053,2.50999999
vbl_ssh_allreg_ann.7054,2.54999995
vbl_ssh_allreg_ann.7055,2.57999992
vbl_ssh_allreg_ann.7056,2.5999999
vbl_ssh_allreg_ann.7057,2.61999989
vbl_ssh_allreg_ann.7058,2.6400001
vbl_ssh_allreg_ann.7059,2.66000009
vbl_ssh_allreg_ann.7060,2.67000008
vbl_ssh_allreg_ann.7061,2.68000007
vbl_ssh_allreg_ann.7062,2.68000007
vbl_ssh_allreg_ann.7063,2.69000006
vbl_ssh_allreg_ann.7064,2.70000005
vbl_ssh_allreg_ann.7065,2.70000005
vbl_ssh_allreg_ann.7066,2.70000005
vbl_ssh_allreg_ann.7067,2.69000006
vbl_ssh_allreg_ann.7068,2.69000006
vbl_ssh_allreg_ann.7069,2.69000006
vbl_ssh_allreg_ann.7070,2.69000006
vbl_ssh_allreg_ann.7071,2.68000007
vbl_ssh_allreg_ann.7072,2.68000007
vbl_ssh_allreg_ann.7073,2.68000007
vbl_ssh_allreg_ann.7074,2.68000007
vbl_ssh_allreg_ann.7075,2.67000008
vbl_ssh_allreg_ann.7076,2.67000008
vbl_ssh_allreg_ann.7077,2.66000009
vbl_ssh_allreg_ann.7078,2.66000009
vbl_ssh_allreg_ann.7079,2.6500001
vbl_ssh_allreg_ann.7080,2.6400001
vbl_ssh_allreg_ann.7081,2.63000011
vbl_ssh_allreg_ann.7082,2.61999989
vbl_ssh_allreg_ann.7083,2.6099999
vbl_ssh_allreg_ann.7084,2.5999999
vbl_ssh_allreg_ann.7085,2.5999999
vbl_ssh_allreg_ann.7086,2.58999991
vbl_ssh_allreg_ann.7087,2.57999992
vbl_ssh_allreg_ann.7088,2.56999993
vbl_ssh_allreg_ann.7089,2.56999993
vbl_ssh_allreg_ann.7090,2.55999994
vbl_ssh_allreg_ann.7091,2.55999994
vbl_ssh_allreg_ann.7092,2.55999994
vbl_ssh_allreg_ann.7093,2.54999995
vbl_ssh_allreg_ann.7094,2.54999995
vbl_ssh_allreg_ann.7095,2.54999995
vbl_ssh_allreg_ann.7096,2.54999995
vbl_ssh_allreg_ann.7097,2.54999995
vbl_ssh_allreg_ann.7098,2.54999995
vbl_ssh_allreg_ann.7099,2.53999996
vbl_ssh_allreg_ann.7100,2.53999996
vbl_ssh_allreg_ann.7101,2.52999997
vbl_ssh_allreg_ann.7102,2.52999997
vbl_ssh_allreg_ann.7103,2.51999998
vbl_ssh_allreg_ann.7104,2.50999999
vbl_ssh_allreg_ann.7105,2.5
vbl_ssh_allreg_ann.7106,2.49000001
vbl_ssh_allreg_ann.7107,2.48000002
vbl_ssh_allreg_ann.7108,2.47000003
vbl_ssh_allreg_ann.7109,2.46000004
vbl_ssh_allreg_ann.7110,2.45000005
vbl_ssh_allreg_ann.7111,2.44000006
vbl_ssh_allreg_ann.7112,2.43000007
vbl_ssh_allreg_ann.7113,2.42000008
vbl_ssh_allreg_ann.7114,2.41000009
vbl_ssh_allreg_ann.7115,2.4000001
vbl_ssh_allreg_ann.7116,2.3900001
vbl_ssh_allreg_ann.7117,2.38000011
vbl_ssh_allreg_ann.7118,2.38000011
vbl_ssh_allreg_ann.7119,2.36999989
vbl_ssh_allreg_ann.7120,2.3599999
vbl_ssh_allreg_ann.7121,2.3599999
vbl_ssh_allreg_ann.7122,2.3499999
vbl_ssh_allreg_ann.7123,2.33999991
vbl_ssh_allreg_ann.7124,2.33999991
vbl_ssh_allreg_ann.7125,2.32999992
vbl_ssh_allreg_ann.7126,2.32999992
vbl_ssh_allreg_ann.7127,2.32999992
vbl_ssh_allreg_ann.7128,2.31999993
vbl_ssh_allreg_ann.7129,2.31999993
vbl_ssh_allreg_ann.7130,2.30999994
vbl_ssh_allreg_ann.7131,2.30999994
vbl_ssh_allreg_ann.7132,2.30999994
vbl_ssh_allreg_ann.7133,2.30999994
vbl_ssh_allreg_ann.7134,2.30999994
vbl_ssh_allreg_ann.7135,2.30999994
vbl_ssh_allreg_ann.7136,2.30999994
vbl_ssh_allreg_ann.7137,2.30999994
vbl_ssh_allreg_ann.7138,2.31999993
vbl_ssh_allreg_ann.7139,2.31999993
vbl_ssh_allreg_ann.7140,2.32999992
vbl_ssh_allreg_ann.7141,2.32999992
vbl_ssh_allreg_ann.7142,2.33999991
vbl_ssh_allreg_ann.7143,2.3499999
vbl_ssh_allreg_ann.7144,2.3599999
vbl_ssh_allreg_ann.7145,2.36999989
vbl_ssh_allreg_ann.7146,2.38000011
vbl_ssh_allreg_ann.7147,2.38000011
vbl_ssh_allreg_ann.7148,2.3900001
vbl_ssh_allreg_ann.7149,2.4000001
vbl_ssh_allreg_ann.7150,2.41000009
vbl_ssh_allreg_ann.7151,2.42000008
vbl_ssh_allreg_ann.7152,2.43000007
vbl_ssh_allreg_ann.7153,2.44000006
vbl_ssh_allreg_ann.7154,2.44000006
vbl_ssh_allreg_ann.7155,2.45000005
vbl_ssh_allreg_ann.7156,2.45000005
vbl_ssh_allreg_ann.7157,2.45000005
vbl_ssh_allreg_ann.7158,2.45000005
vbl_ssh_allreg_ann.7159,2.44000006
vbl_ssh_allreg_ann.7160,2.43000007
vbl_ssh_allreg_ann.7161,2.41000009
vbl_ssh_allreg_ann.7162,2.38000011
vbl_ssh_allreg_ann.7163,2.3599999
vbl_ssh_allreg_ann.7164,2.32999992
vbl_ssh_allreg_ann.7165,2.26999998
vbl_ssh_allreg_ann.7166,2.22000003
vbl_ssh_allreg_ann.7167,2.07999992
vbl_ssh_allreg_ann.7168,1.97000003
vbl_ssh_allreg_ann.7169,1.75
vbl_ssh_allreg_ann.7170,1.70000005
vbl_ssh_allreg_ann.7171,1.95000005
vbl_ssh_allreg_ann.7172,1.94000006
vbl_ssh_allreg_ann.7173,1.95000005
vbl_ssh_allreg_ann.7174,1.85000002
vbl_ssh_allreg_ann.7175,1.70000005
vbl_ssh_allreg_ann.7176,1.49000001
vbl_ssh_allreg_ann.7177,1.66999996
vbl_ssh_allreg_ann.7178,1.90999997
vbl_ssh_allreg_ann.7179,2.04999995
vbl_ssh_allreg_ann.7180,2.19000006
vbl_ssh_allreg_ann.7181,2.25999999
vbl_ssh_allreg_ann.7182,2.30999994
vbl_ssh_allreg_ann.7183,2.3499999
vbl_ssh_allreg_ann.7184,2.3900001
vbl_ssh_allreg_ann.7185,2.42000008
vbl_ssh_allreg_ann.7186,2.45000005
vbl_ssh_allreg_ann.7187,2.48000002
vbl_ssh_allreg_ann.7188,2.5
vbl_ssh_allreg_ann.7189,2.51999998
vbl_ssh_allreg_ann.7190,2.53999996
vbl_ssh_allreg_ann.7191,2.55999994
vbl_ssh_allreg_ann.7192,2.57999992
vbl_ssh_allreg_ann.7193,2.58999991
vbl_ssh_allreg_ann.7194,2.6099999
vbl_ssh_allreg_ann.7195,2.63000011
vbl_ssh_allreg_ann.7196,2.6400001
vbl_ssh_allreg_ann.7197,2.66000009
vbl_ssh_allreg_ann.7198,2.67000008
vbl_ssh_allreg_ann.7199,2.69000006
vbl_ssh_allreg_ann.7200,2.70000005
vbl_ssh_allreg_ann.7201,2.71000004
vbl_ssh_allreg_ann.7202,2.72000003
vbl_ssh_allreg_ann.7203,2.80999994
vbl_ssh_allreg_ann.7204,2.80999994
vbl_ssh_allreg_ann.7205,2.80999994
vbl_ssh_allreg_ann.7206,2.80999994
vbl_ssh_allreg_ann.7207,2.81999993
vbl_ssh_allreg_ann.7208,2.81999993
vbl_ssh_allreg_ann.7209,2.81999993
vbl_ssh_allreg_ann.7210,2.81999993
vbl_ssh_allreg_ann.7211,2.81999993
vbl_ssh_allreg_ann.7212,2.80999994
vbl_ssh_allreg_ann.7213,2.81999993
vbl_ssh_allreg_ann.7214,2.81999993
vbl_ssh_allreg_ann.7215,2.81999993
vbl_ssh_allreg_ann.7216,2.81999993
vbl_ssh_allreg_ann.7217,2.80999994
vbl_ssh_allreg_ann.7218,2.80999994
vbl_ssh_allreg_ann.7219,2.79999995
vbl_ssh_allreg_ann.7220,2.78999996
vbl_ssh_allreg_ann.7221,2.76999998
vbl_ssh_allreg_ann.7222,2.74000001
vbl_ssh_allreg_ann.7223,2.67000008
vbl_ssh_allreg_ann.7224,2.53999996
vbl_ssh_allreg_ann.7225,2.41000009
vbl_ssh_allreg_ann.7226,2.27999997
vbl_ssh_allreg_ann.7227,2.18000007
vbl_ssh_allreg_ann.7228,2.13000011
vbl_ssh_allreg_ann.7229,2.11999989
vbl_ssh_allreg_ann.7230,2.11999989
vbl_ssh_allreg_ann.7231,2.13000011
vbl_ssh_allreg_ann.7232,2.1500001
vbl_ssh_allreg_ann.7233,2.18000007
vbl_ssh_allreg_ann.7234,2.21000004
vbl_ssh_allreg_ann.7235,2.25
vbl_ssh_allreg_ann.7236,2.28999996
vbl_ssh_allreg_ann.7237,2.3499999
vbl_ssh_allreg_ann.7238,2.3900001
vbl_ssh_allreg_ann.7239,2.43000007
vbl_ssh_allreg_ann.7240,2.46000004
vbl_ssh_allreg_ann.7241,2.5
vbl_ssh_allreg_ann.7242,2.52999997
vbl_ssh_allreg_ann.7243,2.55999994
vbl_ssh_allreg_ann.7244,2.58999991
vbl_ssh_allreg_ann.7245,2.6099999
vbl_ssh_allreg_ann.7246,2.63000011
vbl_ssh_allreg_ann.7247,2.6400001
vbl_ssh_allreg_ann.7248,2.66000009
vbl_ssh_allreg_ann.7249,2.67000008
vbl_ssh_allreg_ann.7250,2.67000008
vbl_ssh_allreg_ann.7251,2.68000007
vbl_ssh_allreg_ann.7252,2.69000006
vbl_ssh_allreg_ann.7253,2.69000006
vbl_ssh_allreg_ann.7254,2.69000006
vbl_ssh_allreg_ann.7255,2.69000006
vbl_ssh_allreg_ann.7256,2.69000006
vbl_ssh_allreg_ann.7257,2.69000006
vbl_ssh_allreg_ann.7258,2.69000006
vbl_ssh_allreg_ann.7259,2.68000007
vbl_ssh_allreg_ann.7260,2.68000007
vbl_ssh_allreg_ann.7261,2.68000007
vbl_ssh_allreg_ann.7262,2.67000008
vbl_ssh_allreg_ann.7263,2.67000008
vbl_ssh_allreg_ann.7264,2.67000008
vbl_ssh_allreg_ann.7265,2.66000009
vbl_ssh_allreg_ann.7266,2.66000009
vbl_ssh_allreg_ann.7267,2.6500001
vbl_ssh_allreg_ann.7268,2.6400001
vbl_ssh_allreg_ann.7269,2.63000011
vbl_ssh_allreg_ann.7270,2.61999989
vbl_ssh_allreg_ann.7271,2.61999989
vbl_ssh_allreg_ann.7272,2.6099999
vbl_ssh_allreg_ann.7273,2.5999999
vbl_ssh_allreg_ann.7274,2.58999991
vbl_ssh_allreg_ann.7275,2.58999991
vbl_ssh_allreg_ann.7276,2.57999992
vbl_ssh_allreg_ann.7277,2.57999992
vbl_ssh_allreg_ann.7278,2.56999993
vbl_ssh_allreg_ann.7279,2.56999993
vbl_ssh_allreg_ann.7280,2.56999993
vbl_ssh_allreg_ann.7281,2.55999994
vbl_ssh_allreg_ann.7282,2.55999994
vbl_ssh_allreg_ann.7283,2.55999994
vbl_ssh_allreg_ann.7284,2.55999994
vbl_ssh_allreg_ann.7285,2.54999995
vbl_ssh_allreg_ann.7286,2.54999995
vbl_ssh_allreg_ann.7287,2.54999995
vbl_ssh_allreg_ann.7288,2.53999996
vbl_ssh_allreg_ann.7289,2.53999996
vbl_ssh_allreg_ann.7290,2.52999997
vbl_ssh_allreg_ann.7291,2.51999998
vbl_ssh_allreg_ann.7292,2.51999998
vbl_ssh_allreg_ann.7293,2.50999999
vbl_ssh_allreg_ann.7294,2.5
vbl_ssh_allreg_ann.7295,2.49000001
vbl_ssh_allreg_ann.7296,2.48000002
vbl_ssh_allreg_ann.7297,2.47000003
vbl_ssh_allreg_ann.7298,2.46000004
vbl_ssh_allreg_ann.7299,2.45000005
vbl_ssh_allreg_ann.7300,2.44000006
vbl_ssh_allreg_ann.7301,2.43000007
vbl_ssh_allreg_ann.7302,2.42000008
vbl_ssh_allreg_ann.7303,2.42000008
vbl_ssh_allreg_ann.7304,2.41000009
vbl_ssh_allreg_ann.7305,2.4000001
vbl_ssh_allreg_ann.7306,2.3900001
vbl_ssh_allreg_ann.7307,2.3900001
vbl_ssh_allreg_ann.7308,2.38000011
vbl_ssh_allreg_ann.7309,2.36999989
vbl_ssh_allreg_ann.7310,2.36999989
vbl_ssh_allreg_ann.7311,2.3599999
vbl_ssh_allreg_ann.7312,2.3599999
vbl_ssh_allreg_ann.7313,2.3499999
vbl_ssh_allreg_ann.7314,2.3499999
vbl_ssh_allreg_ann.7315,2.33999991
vbl_ssh_allreg_ann.7316,2.33999991
vbl_ssh_allreg_ann.7317,2.32999992
vbl_ssh_allreg_ann.7318,2.32999992
vbl_ssh_allreg_ann.7319,2.32999992
vbl_ssh_allreg_ann.7320,2.32999992
vbl_ssh_allreg_ann.7321,2.31999993
vbl_ssh_allreg_ann.7322,2.31999993
vbl_ssh_allreg_ann.7323,2.31999993
vbl_ssh_allreg_ann.7324,2.31999993
vbl_ssh_allreg_ann.7325,2.32999992
vbl_ssh_allreg_ann.7326,2.32999992
vbl_ssh_allreg_ann.7327,2.32999992
vbl_ssh_allreg_ann.7328,2.33999991
vbl_ssh_allreg_ann.7329,2.33999991
vbl_ssh_allreg_ann.7330,2.3499999
vbl_ssh_allreg_ann.7331,2.3599999
vbl_ssh_allreg_ann.7332,2.36999989
vbl_ssh_allreg_ann.7333,2.36999989
vbl_ssh_allreg_ann.7334,2.38000011
vbl_ssh_allreg_ann.7335,2.3900001
vbl_ssh_allreg_ann.7336,2.3900001
vbl_ssh_allreg_ann.7337,2.4000001
vbl_ssh_allreg_ann.7338,2.41000009
vbl_ssh_allreg_ann.7339,2.42000008
vbl_ssh_allreg_ann.7340,2.43000007
vbl_ssh_allreg_ann.7341,2.43000007
vbl_ssh_allreg_ann.7342,2.43000007
vbl_ssh_allreg_ann.7343,2.44000006
vbl_ssh_allreg_ann.7344,2.44000006
vbl_ssh_allreg_ann.7345,2.44000006
vbl_ssh_allreg_ann.7346,2.44000006
vbl_ssh_allreg_ann.7347,2.43000007
vbl_ssh_allreg_ann.7348,2.43000007
vbl_ssh_allreg_ann.7349,2.41000009
vbl_ssh_allreg_ann.7350,2.38000011
vbl_ssh_allreg_ann.7351,2.3599999
vbl_ssh_allreg_ann.7352,2.33999991
vbl_ssh_allreg_ann.7353,2.28999996
vbl_ssh_allreg_ann.7354,2.24000001
vbl_ssh_allreg_ann.7355,2.1400001
vbl_ssh_allreg_ann.7356,2.04999995
vbl_ssh_allreg_ann.7357,2.00999999
vbl_ssh_allreg_ann.7358,1.99000001
vbl_ssh_allreg_ann.7359,2.1099999
vbl_ssh_allreg_ann.7360,2.04999995
vbl_ssh_allreg_ann.7361,2.02999997
vbl_ssh_allreg_ann.7362,1.96000004
vbl_ssh_allreg_ann.7363,1.85000002
vbl_ssh_allreg_ann.7364,1.65999997
vbl_ssh_allreg_ann.7365,1.72000003
vbl_ssh_allreg_ann.7366,1.86000001
vbl_ssh_allreg_ann.7367,2.00999999
vbl_ssh_allreg_ann.7368,2.0999999
vbl_ssh_allreg_ann.7369,2.19000006
vbl_ssh_allreg_ann.7370,2.25999999
vbl_ssh_allreg_ann.7371,2.29999995
vbl_ssh_allreg_ann.7372,2.33999991
vbl_ssh_allreg_ann.7373,2.36999989
vbl_ssh_allreg_ann.7374,2.41000009
vbl_ssh_allreg_ann.7375,2.44000006
vbl_ssh_allreg_ann.7376,2.47000003
vbl_ssh_allreg_ann.7377,2.49000001
vbl_ssh_allreg_ann.7378,2.50999999
vbl_ssh_allreg_ann.7379,2.52999997
vbl_ssh_allreg_ann.7380,2.55999994
vbl_ssh_allreg_ann.7381,2.57999992
vbl_ssh_allreg_ann.7382,2.58999991
vbl_ssh_allreg_ann.7383,2.6099999
vbl_ssh_allreg_ann.7384,2.63000011
vbl_ssh_allreg_ann.7385,2.6500001
vbl_ssh_allreg_ann.7386,2.66000009
vbl_ssh_allreg_ann.7387,2.67000008
vbl_ssh_allreg_ann.7388,2.69000006
vbl_ssh_allreg_ann.7389,2.70000005
vbl_ssh_allreg_ann.7390,2.80999994
vbl_ssh_allreg_ann.7391,2.80999994
vbl_ssh_allreg_ann.7392,2.80999994
vbl_ssh_allreg_ann.7393,2.80999994
vbl_ssh_allreg_ann.7394,2.80999994
vbl_ssh_allreg_ann.7395,2.80999994
vbl_ssh_allreg_ann.7396,2.80999994
vbl_ssh_allreg_ann.7397,2.81999993
vbl_ssh_allreg_ann.7398,2.80999994
vbl_ssh_allreg_ann.7399,2.79999995
vbl_ssh_allreg_ann.7400,2.81999993
vbl_ssh_allreg_ann.7401,2.81999993
vbl_ssh_allreg_ann.7402,2.81999993
vbl_ssh_allreg_ann.7403,2.81999993
vbl_ssh_allreg_ann.7404,2.80999994
vbl_ssh_allreg_ann.7405,2.80999994
vbl_ssh_allreg_ann.7406,2.79999995
vbl_ssh_allreg_ann.7407,2.77999997
vbl_ssh_allreg_ann.7408,2.75999999
vbl_ssh_allreg_ann.7409,2.73000002
vbl_ssh_allreg_ann.7410,2.68000007
vbl_ssh_allreg_ann.7411,2.58999991
vbl_ssh_allreg_ann.7412,2.5
vbl_ssh_allreg_ann.7413,2.41000009
vbl_ssh_allreg_ann.7414,2.32999992
vbl_ssh_allreg_ann.7415,2.26999998
vbl_ssh_allreg_ann.7416,2.23000002
vbl_ssh_allreg_ann.7417,2.21000004
vbl_ssh_allreg_ann.7418,2.21000004
vbl_ssh_allreg_ann.7419,2.22000003
vbl_ssh_allreg_ann.7420,2.24000001
vbl_ssh_allreg_ann.7421,2.25999999
vbl_ssh_allreg_ann.7422,2.28999996
vbl_ssh_allreg_ann.7423,2.31999993
vbl_ssh_allreg_ann.7424,2.36999989
vbl_ssh_allreg_ann.7425,2.4000001
vbl_ssh_allreg_ann.7426,2.43000007
vbl_ssh_allreg_ann.7427,2.46000004
vbl_ssh_allreg_ann.7428,2.49000001
vbl_ssh_allreg_ann.7429,2.51999998
vbl_ssh_allreg_ann.7430,2.54999995
vbl_ssh_allreg_ann.7431,2.56999993
vbl_ssh_allreg_ann.7432,2.58999991
vbl_ssh_allreg_ann.7433,2.6099999
vbl_ssh_allreg_ann.7434,2.63000011
vbl_ssh_allreg_ann.7435,2.6400001
vbl_ssh_allreg_ann.7436,2.66000009
vbl_ssh_allreg_ann.7437,2.66000009
vbl_ssh_allreg_ann.7438,2.67000008
vbl_ssh_allreg_ann.7439,2.68000007
vbl_ssh_allreg_ann.7440,2.68000007
vbl_ssh_allreg_ann.7441,2.69000006
vbl_ssh_allreg_ann.7442,2.69000006
vbl_ssh_allreg_ann.7443,2.69000006
vbl_ssh_allreg_ann.7444,2.68000007
vbl_ssh_allreg_ann.7445,2.68000007
vbl_ssh_allreg_ann.7446,2.68000007
vbl_ssh_allreg_ann.7447,2.68000007
vbl_ssh_allreg_ann.7448,2.68000007
vbl_ssh_allreg_ann.7449,2.67000008
vbl_ssh_allreg_ann.7450,2.67000008
vbl_ssh_allreg_ann.7451,2.67000008
