FID,ann_ssh
vbl_ssh_allreg_ann.33244,2.16000009
vbl_ssh_allreg_ann.33245,2.1500001
vbl_ssh_allreg_ann.33246,2.13000011
vbl_ssh_allreg_ann.33247,2.11999989
vbl_ssh_allreg_ann.33248,2.0999999
vbl_ssh_allreg_ann.33249,2.07999992
vbl_ssh_allreg_ann.33250,2.05999994
vbl_ssh_allreg_ann.33251,2.01999998
vbl_ssh_allreg_ann.33252,2.00999999
vbl_ssh_allreg_ann.33253,1.99000001
vbl_ssh_allreg_ann.33254,1.97000003
vbl_ssh_allreg_ann.33255,1.95000005
vbl_ssh_allreg_ann.33256,1.92999995
vbl_ssh_allreg_ann.33257,1.91999996
vbl_ssh_allreg_ann.33258,1.89999998
vbl_ssh_allreg_ann.33259,1.88
vbl_ssh_allreg_ann.33260,1.86000001
vbl_ssh_allreg_ann.33261,1.84000003
vbl_ssh_allreg_ann.33262,1.82000005
vbl_ssh_allreg_ann.33263,1.79999995
vbl_ssh_allreg_ann.33264,1.77999997
vbl_ssh_allreg_ann.33265,1.75999999
vbl_ssh_allreg_ann.33266,1.74000001
vbl_ssh_allreg_ann.33267,1.72000003
vbl_ssh_allreg_ann.33268,1.70000005
vbl_ssh_allreg_ann.33269,1.67999995
vbl_ssh_allreg_ann.33270,1.65999997
vbl_ssh_allreg_ann.33271,1.63
vbl_ssh_allreg_ann.33272,1.61000001
vbl_ssh_allreg_ann.33273,1.58000004
vbl_ssh_allreg_ann.33274,1.52999997
vbl_ssh_allreg_ann.33275,1.39999998
vbl_ssh_allreg_ann.33276,2.30999994
vbl_ssh_allreg_ann.33277,2.30999994
vbl_ssh_allreg_ann.33278,2.29999995
vbl_ssh_allreg_ann.33279,2.28999996
vbl_ssh_allreg_ann.33280,2.28999996
vbl_ssh_allreg_ann.33281,2.27999997
vbl_ssh_allreg_ann.33282,2.27999997
vbl_ssh_allreg_ann.33283,2.26999998
vbl_ssh_allreg_ann.33284,2.25999999
vbl_ssh_allreg_ann.33285,2.25
vbl_ssh_allreg_ann.33286,2.24000001
vbl_ssh_allreg_ann.33287,2.24000001
vbl_ssh_allreg_ann.33288,2.23000002
vbl_ssh_allreg_ann.33289,2.22000003
vbl_ssh_allreg_ann.33290,2.21000004
vbl_ssh_allreg_ann.33291,2.20000005
vbl_ssh_allreg_ann.33292,2.19000006
vbl_ssh_allreg_ann.33293,2.18000007
vbl_ssh_allreg_ann.33294,2.17000008
vbl_ssh_allreg_ann.33295,2.16000009
vbl_ssh_allreg_ann.33296,2.1400001
vbl_ssh_allreg_ann.33297,2.11999989
vbl_ssh_allreg_ann.33298,2.1099999
vbl_ssh_allreg_ann.33299,2.08999991
vbl_ssh_allreg_ann.33300,2.06999993
vbl_ssh_allreg_ann.33301,2.04999995
vbl_ssh_allreg_ann.33302,2.02999997
vbl_ssh_allreg_ann.33303,2.00999999
vbl_ssh_allreg_ann.33304,1.99000001
vbl_ssh_allreg_ann.33305,1.98000002
vbl_ssh_allreg_ann.33306,1.96000004
vbl_ssh_allreg_ann.33307,1.94000006
vbl_ssh_allreg_ann.33308,1.91999996
vbl_ssh_allreg_ann.33309,1.89999998
vbl_ssh_allreg_ann.33310,1.88
vbl_ssh_allreg_ann.33311,1.86000001
vbl_ssh_allreg_ann.33312,1.84000003
vbl_ssh_allreg_ann.33313,1.82000005
vbl_ssh_allreg_ann.33314,1.79999995
vbl_ssh_allreg_ann.33315,1.77999997
vbl_ssh_allreg_ann.33316,1.75999999
vbl_ssh_allreg_ann.33317,1.74000001
vbl_ssh_allreg_ann.33318,1.72000003
vbl_ssh_allreg_ann.33319,1.70000005
vbl_ssh_allreg_ann.33320,1.66999996
vbl_ssh_allreg_ann.33321,1.64999998
vbl_ssh_allreg_ann.33322,1.63
vbl_ssh_allreg_ann.33323,1.61000001
vbl_ssh_allreg_ann.33324,1.58000004
vbl_ssh_allreg_ann.33325,1.53999996
vbl_ssh_allreg_ann.33326,1.47000003
vbl_ssh_allreg_ann.33327,1.32000005
vbl_ssh_allreg_ann.33328,1.00999999
vbl_ssh_allreg_ann.33329,2.31999993
vbl_ssh_allreg_ann.33330,2.31999993
vbl_ssh_allreg_ann.33331,2.31999993
vbl_ssh_allreg_ann.33332,2.30999994
vbl_ssh_allreg_ann.33333,2.29999995
vbl_ssh_allreg_ann.33334,2.29999995
vbl_ssh_allreg_ann.33335,2.28999996
vbl_ssh_allreg_ann.33336,2.27999997
vbl_ssh_allreg_ann.33337,2.27999997
vbl_ssh_allreg_ann.33338,2.26999998
vbl_ssh_allreg_ann.33339,2.25999999
vbl_ssh_allreg_ann.33340,2.25
vbl_ssh_allreg_ann.33341,2.24000001
vbl_ssh_allreg_ann.33342,2.24000001
vbl_ssh_allreg_ann.33343,2.23000002
vbl_ssh_allreg_ann.33344,2.22000003
vbl_ssh_allreg_ann.33345,2.21000004
vbl_ssh_allreg_ann.33346,2.20000005
vbl_ssh_allreg_ann.33347,2.19000006
vbl_ssh_allreg_ann.33348,2.18000007
vbl_ssh_allreg_ann.33349,2.17000008
vbl_ssh_allreg_ann.33350,2.1500001
vbl_ssh_allreg_ann.33351,2.13000011
vbl_ssh_allreg_ann.33352,2.11999989
vbl_ssh_allreg_ann.33353,2.0999999
vbl_ssh_allreg_ann.33354,2.07999992
vbl_ssh_allreg_ann.33355,2.05999994
vbl_ssh_allreg_ann.33356,2.03999996
vbl_ssh_allreg_ann.33357,2.01999998
vbl_ssh_allreg_ann.33358,2
vbl_ssh_allreg_ann.33359,1.98000002
vbl_ssh_allreg_ann.33360,1.96000004
vbl_ssh_allreg_ann.33361,1.94000006
vbl_ssh_allreg_ann.33362,1.91999996
vbl_ssh_allreg_ann.33363,1.89999998
vbl_ssh_allreg_ann.33364,1.88
vbl_ssh_allreg_ann.33365,1.86000001
vbl_ssh_allreg_ann.33366,1.84000003
vbl_ssh_allreg_ann.33367,1.82000005
vbl_ssh_allreg_ann.33368,1.79999995
vbl_ssh_allreg_ann.33369,1.77999997
vbl_ssh_allreg_ann.33370,1.75999999
vbl_ssh_allreg_ann.33371,1.74000001
vbl_ssh_allreg_ann.33372,1.72000003
vbl_ssh_allreg_ann.33373,1.69000006
vbl_ssh_allreg_ann.33374,1.66999996
vbl_ssh_allreg_ann.33375,1.64999998
vbl_ssh_allreg_ann.33376,1.62
vbl_ssh_allreg_ann.33377,1.60000002
vbl_ssh_allreg_ann.33378,1.58000004
vbl_ssh_allreg_ann.33379,1.53999996
vbl_ssh_allreg_ann.33380,1.5
vbl_ssh_allreg_ann.33381,1.40999997
vbl_ssh_allreg_ann.33382,1.23000002
vbl_ssh_allreg_ann.33383,0.89999998
vbl_ssh_allreg_ann.33384,2.33999991
vbl_ssh_allreg_ann.33385,2.33999991
vbl_ssh_allreg_ann.33386,2.32999992
vbl_ssh_allreg_ann.33387,2.32999992
vbl_ssh_allreg_ann.33388,2.32999992
vbl_ssh_allreg_ann.33389,2.31999993
vbl_ssh_allreg_ann.33390,2.31999993
vbl_ssh_allreg_ann.33391,2.30999994
vbl_ssh_allreg_ann.33392,2.30999994
vbl_ssh_allreg_ann.33393,2.29999995
vbl_ssh_allreg_ann.33394,2.28999996
vbl_ssh_allreg_ann.33395,2.28999996
vbl_ssh_allreg_ann.33396,2.27999997
vbl_ssh_allreg_ann.33397,2.26999998
vbl_ssh_allreg_ann.33398,2.25999999
vbl_ssh_allreg_ann.33399,2.25
vbl_ssh_allreg_ann.33400,2.25
vbl_ssh_allreg_ann.33401,2.24000001
vbl_ssh_allreg_ann.33402,2.23000002
vbl_ssh_allreg_ann.33403,2.22000003
vbl_ssh_allreg_ann.33404,2.21000004
vbl_ssh_allreg_ann.33405,2.20000005
vbl_ssh_allreg_ann.33406,2.19000006
vbl_ssh_allreg_ann.33407,2.17000008
vbl_ssh_allreg_ann.33408,2.16000009
vbl_ssh_allreg_ann.33409,2.1400001
vbl_ssh_allreg_ann.33410,2.13000011
vbl_ssh_allreg_ann.33411,2.1099999
vbl_ssh_allreg_ann.33412,2.08999991
vbl_ssh_allreg_ann.33413,2.06999993
vbl_ssh_allreg_ann.33414,2.04999995
vbl_ssh_allreg_ann.33415,2.02999997
vbl_ssh_allreg_ann.33416,2.00999999
vbl_ssh_allreg_ann.33417,1.99000001
vbl_ssh_allreg_ann.33418,1.97000003
vbl_ssh_allreg_ann.33419,1.95000005
vbl_ssh_allreg_ann.33420,1.92999995
vbl_ssh_allreg_ann.33421,1.90999997
vbl_ssh_allreg_ann.33422,1.88
vbl_ssh_allreg_ann.33423,1.86000001
vbl_ssh_allreg_ann.33424,1.84000003
vbl_ssh_allreg_ann.33425,1.82000005
vbl_ssh_allreg_ann.33426,1.79999995
vbl_ssh_allreg_ann.33427,1.77999997
vbl_ssh_allreg_ann.33428,1.75999999
vbl_ssh_allreg_ann.33429,1.74000001
vbl_ssh_allreg_ann.33430,1.71000004
vbl_ssh_allreg_ann.33431,1.69000006
vbl_ssh_allreg_ann.33432,1.66999996
vbl_ssh_allreg_ann.33433,1.63999999
vbl_ssh_allreg_ann.33434,1.62
vbl_ssh_allreg_ann.33435,1.59000003
vbl_ssh_allreg_ann.33436,1.57000005
vbl_ssh_allreg_ann.33437,1.53999996
vbl_ssh_allreg_ann.33438,1.50999999
vbl_ssh_allreg_ann.33439,1.49000001
vbl_ssh_allreg_ann.33440,1.32000005
vbl_ssh_allreg_ann.33441,1
vbl_ssh_allreg_ann.33442,0.87
vbl_ssh_allreg_ann.33443,2.3499999
vbl_ssh_allreg_ann.33444,2.3499999
vbl_ssh_allreg_ann.33445,2.33999991
vbl_ssh_allreg_ann.33446,2.33999991
vbl_ssh_allreg_ann.33447,2.33999991
vbl_ssh_allreg_ann.33448,2.32999992
vbl_ssh_allreg_ann.33449,2.32999992
vbl_ssh_allreg_ann.33450,2.32999992
vbl_ssh_allreg_ann.33451,2.31999993
vbl_ssh_allreg_ann.33452,2.31999993
vbl_ssh_allreg_ann.33453,2.30999994
vbl_ssh_allreg_ann.33454,2.29999995
vbl_ssh_allreg_ann.33455,2.29999995
vbl_ssh_allreg_ann.33456,2.28999996
vbl_ssh_allreg_ann.33457,2.27999997
vbl_ssh_allreg_ann.33458,2.26999998
vbl_ssh_allreg_ann.33459,2.25999999
vbl_ssh_allreg_ann.33460,2.25999999
vbl_ssh_allreg_ann.33461,2.25
vbl_ssh_allreg_ann.33462,2.24000001
vbl_ssh_allreg_ann.33463,2.23000002
vbl_ssh_allreg_ann.33464,2.22000003
vbl_ssh_allreg_ann.33465,2.21000004
vbl_ssh_allreg_ann.33466,2.20000005
vbl_ssh_allreg_ann.33467,2.18000007
vbl_ssh_allreg_ann.33468,2.17000008
vbl_ssh_allreg_ann.33469,2.16000009
vbl_ssh_allreg_ann.33470,1.60000002
vbl_ssh_allreg_ann.33471,2.1400001
vbl_ssh_allreg_ann.33472,2.11999989
vbl_ssh_allreg_ann.33473,2.0999999
vbl_ssh_allreg_ann.33474,2.07999992
vbl_ssh_allreg_ann.33475,2.04999995
vbl_ssh_allreg_ann.33476,2.02999997
vbl_ssh_allreg_ann.33477,2.00999999
vbl_ssh_allreg_ann.33478,1.99000001
vbl_ssh_allreg_ann.33479,1.97000003
vbl_ssh_allreg_ann.33480,1.95000005
vbl_ssh_allreg_ann.33481,1.92999995
vbl_ssh_allreg_ann.33482,1.90999997
vbl_ssh_allreg_ann.33483,1.88999999
vbl_ssh_allreg_ann.33484,1.86000001
vbl_ssh_allreg_ann.33485,1.84000003
vbl_ssh_allreg_ann.33486,1.82000005
vbl_ssh_allreg_ann.33487,1.79999995
vbl_ssh_allreg_ann.33488,1.77999997
vbl_ssh_allreg_ann.33489,1.75
vbl_ssh_allreg_ann.33490,1.73000002
vbl_ssh_allreg_ann.33491,1.71000004
vbl_ssh_allreg_ann.33492,1.69000006
vbl_ssh_allreg_ann.33493,1.65999997
vbl_ssh_allreg_ann.33494,1.63999999
vbl_ssh_allreg_ann.33495,1.61000001
vbl_ssh_allreg_ann.33496,1.59000003
vbl_ssh_allreg_ann.33497,1.55999994
vbl_ssh_allreg_ann.33498,1.53999996
vbl_ssh_allreg_ann.33499,1.50999999
vbl_ssh_allreg_ann.33500,1.48000002
vbl_ssh_allreg_ann.33501,1.41999996
vbl_ssh_allreg_ann.33502,1.27999997
vbl_ssh_allreg_ann.33503,1.08000004
vbl_ssh_allreg_ann.33504,0.87
vbl_ssh_allreg_ann.33505,2.3499999
vbl_ssh_allreg_ann.33506,2.3499999
vbl_ssh_allreg_ann.33507,2.3499999
vbl_ssh_allreg_ann.33508,2.3499999
vbl_ssh_allreg_ann.33509,2.3499999
vbl_ssh_allreg_ann.33510,2.33999991
vbl_ssh_allreg_ann.33511,2.33999991
vbl_ssh_allreg_ann.33512,2.32999992
vbl_ssh_allreg_ann.33513,2.32999992
vbl_ssh_allreg_ann.33514,2.31999993
vbl_ssh_allreg_ann.33515,2.31999993
vbl_ssh_allreg_ann.33516,2.30999994
vbl_ssh_allreg_ann.33517,2.30999994
vbl_ssh_allreg_ann.33518,2.29999995
vbl_ssh_allreg_ann.33519,2.28999996
vbl_ssh_allreg_ann.33520,2.27999997
vbl_ssh_allreg_ann.33521,2.26999998
vbl_ssh_allreg_ann.33522,2.26999998
vbl_ssh_allreg_ann.33523,2.25999999
vbl_ssh_allreg_ann.33524,2.25
vbl_ssh_allreg_ann.33525,2.24000001
vbl_ssh_allreg_ann.33526,2.23000002
vbl_ssh_allreg_ann.33527,2.22000003
vbl_ssh_allreg_ann.33528,2.21000004
vbl_ssh_allreg_ann.33529,2.19000006
vbl_ssh_allreg_ann.33530,2.18000007
vbl_ssh_allreg_ann.33531,2.17000008
vbl_ssh_allreg_ann.33532,2.1500001
vbl_ssh_allreg_ann.33533,2.13000011
vbl_ssh_allreg_ann.33534,2.1099999
vbl_ssh_allreg_ann.33535,2.07999992
vbl_ssh_allreg_ann.33536,2.05999994
vbl_ssh_allreg_ann.33537,2.03999996
vbl_ssh_allreg_ann.33538,2.01999998
vbl_ssh_allreg_ann.33539,2
vbl_ssh_allreg_ann.33540,1.98000002
vbl_ssh_allreg_ann.33541,1.96000004
vbl_ssh_allreg_ann.33542,1.94000006
vbl_ssh_allreg_ann.33543,1.90999997
vbl_ssh_allreg_ann.33544,2.19000006
vbl_ssh_allreg_ann.33545,1.88999999
vbl_ssh_allreg_ann.33546,1.87
vbl_ssh_allreg_ann.33547,1.84000003
vbl_ssh_allreg_ann.33548,1.82000005
vbl_ssh_allreg_ann.33549,1.79999995
vbl_ssh_allreg_ann.33550,1.77999997
vbl_ssh_allreg_ann.33551,1.75
vbl_ssh_allreg_ann.33552,1.73000002
vbl_ssh_allreg_ann.33553,1.70000005
vbl_ssh_allreg_ann.33554,1.67999995
vbl_ssh_allreg_ann.33555,1.65999997
vbl_ssh_allreg_ann.33556,1.63
vbl_ssh_allreg_ann.33557,1.60000002
vbl_ssh_allreg_ann.33558,1.58000004
vbl_ssh_allreg_ann.33559,1.54999995
vbl_ssh_allreg_ann.33560,1.52999997
vbl_ssh_allreg_ann.33561,1.5
vbl_ssh_allreg_ann.33562,1.47000003
vbl_ssh_allreg_ann.33563,1.44000006
vbl_ssh_allreg_ann.33564,1.38
vbl_ssh_allreg_ann.33565,1.11000001
vbl_ssh_allreg_ann.33566,2.3599999
vbl_ssh_allreg_ann.33567,2.3599999
vbl_ssh_allreg_ann.33568,2.3599999
vbl_ssh_allreg_ann.33569,2.3499999
vbl_ssh_allreg_ann.33570,2.3499999
vbl_ssh_allreg_ann.33571,2.3499999
vbl_ssh_allreg_ann.33572,2.3499999
vbl_ssh_allreg_ann.33573,2.3499999
vbl_ssh_allreg_ann.33574,2.33999991
vbl_ssh_allreg_ann.33575,2.33999991
vbl_ssh_allreg_ann.33576,2.32999992
vbl_ssh_allreg_ann.33577,2.32999992
vbl_ssh_allreg_ann.33578,2.31999993
vbl_ssh_allreg_ann.33579,2.31999993
vbl_ssh_allreg_ann.33580,2.30999994
vbl_ssh_allreg_ann.33581,2.29999995
vbl_ssh_allreg_ann.33582,2.28999996
vbl_ssh_allreg_ann.33583,2.28999996
vbl_ssh_allreg_ann.33584,2.27999997
vbl_ssh_allreg_ann.33585,2.26999998
vbl_ssh_allreg_ann.33586,2.25999999
vbl_ssh_allreg_ann.33587,2.25
vbl_ssh_allreg_ann.33588,2.24000001
vbl_ssh_allreg_ann.33589,2.23000002
vbl_ssh_allreg_ann.33590,2.22000003
vbl_ssh_allreg_ann.33591,2.21000004
vbl_ssh_allreg_ann.33592,2.19000006
vbl_ssh_allreg_ann.33593,2.18000007
vbl_ssh_allreg_ann.33594,2.16000009
vbl_ssh_allreg_ann.33595,2.1400001
vbl_ssh_allreg_ann.33596,2.11999989
vbl_ssh_allreg_ann.33597,2.08999991
vbl_ssh_allreg_ann.33598,2.06999993
vbl_ssh_allreg_ann.33599,2.04999995
vbl_ssh_allreg_ann.33600,2.02999997
vbl_ssh_allreg_ann.33601,2
vbl_ssh_allreg_ann.33602,1.98000002
vbl_ssh_allreg_ann.33603,1.96000004
vbl_ssh_allreg_ann.33604,1.94000006
vbl_ssh_allreg_ann.33605,1.91999996
vbl_ssh_allreg_ann.33606,1.88999999
vbl_ssh_allreg_ann.33607,1.87
vbl_ssh_allreg_ann.33608,1.85000002
vbl_ssh_allreg_ann.33609,1.82000005
vbl_ssh_allreg_ann.33610,1.79999995
vbl_ssh_allreg_ann.33611,1.77999997
vbl_ssh_allreg_ann.33612,1.75
vbl_ssh_allreg_ann.33613,1.73000002
vbl_ssh_allreg_ann.33614,1.70000005
vbl_ssh_allreg_ann.33615,1.66999996
vbl_ssh_allreg_ann.33616,1.64999998
vbl_ssh_allreg_ann.33617,1.62
vbl_ssh_allreg_ann.33618,1.57000005
vbl_ssh_allreg_ann.33619,1.53999996
vbl_ssh_allreg_ann.33620,1.51999998
vbl_ssh_allreg_ann.33621,1.49000001
vbl_ssh_allreg_ann.33622,1.46000004
vbl_ssh_allreg_ann.33623,1.42999995
vbl_ssh_allreg_ann.33624,1.39999998
vbl_ssh_allreg_ann.33625,1.21000004
vbl_ssh_allreg_ann.33626,2.36999989
vbl_ssh_allreg_ann.33627,2.3599999
vbl_ssh_allreg_ann.33628,2.3599999
vbl_ssh_allreg_ann.33629,2.3599999
vbl_ssh_allreg_ann.33630,2.3599999
vbl_ssh_allreg_ann.33631,2.3599999
vbl_ssh_allreg_ann.33632,2.3599999
vbl_ssh_allreg_ann.33633,2.3499999
vbl_ssh_allreg_ann.33634,2.3499999
vbl_ssh_allreg_ann.33635,2.3499999
vbl_ssh_allreg_ann.33636,2.33999991
vbl_ssh_allreg_ann.33637,2.33999991
vbl_ssh_allreg_ann.33638,2.32999992
vbl_ssh_allreg_ann.33639,2.32999992
vbl_ssh_allreg_ann.33640,2.31999993
vbl_ssh_allreg_ann.33641,2.30999994
vbl_ssh_allreg_ann.33642,2.30999994
vbl_ssh_allreg_ann.33643,2.29999995
vbl_ssh_allreg_ann.33644,2.28999996
vbl_ssh_allreg_ann.33645,2.27999997
vbl_ssh_allreg_ann.33646,2.26999998
vbl_ssh_allreg_ann.33647,2.25999999
vbl_ssh_allreg_ann.33648,2.25
vbl_ssh_allreg_ann.33649,2.24000001
vbl_ssh_allreg_ann.33650,2.23000002
vbl_ssh_allreg_ann.33651,2.22000003
vbl_ssh_allreg_ann.33652,2.20000005
vbl_ssh_allreg_ann.33653,2.19000006
vbl_ssh_allreg_ann.33654,2.17000008
vbl_ssh_allreg_ann.33655,2.1500001
vbl_ssh_allreg_ann.33656,2.13000011
vbl_ssh_allreg_ann.33657,2.0999999
vbl_ssh_allreg_ann.33658,2.07999992
vbl_ssh_allreg_ann.33659,2.04999995
vbl_ssh_allreg_ann.33660,2.02999997
vbl_ssh_allreg_ann.33661,2.00999999
vbl_ssh_allreg_ann.33662,1.99000001
vbl_ssh_allreg_ann.33663,1.97000003
vbl_ssh_allreg_ann.33664,1.95000005
vbl_ssh_allreg_ann.33665,1.91999996
vbl_ssh_allreg_ann.33666,1.89999998
vbl_ssh_allreg_ann.33667,1.87
vbl_ssh_allreg_ann.33668,1.85000002
vbl_ssh_allreg_ann.33669,1.82000005
vbl_ssh_allreg_ann.33670,1.79999995
vbl_ssh_allreg_ann.33671,1.76999998
vbl_ssh_allreg_ann.33672,1.75
vbl_ssh_allreg_ann.33673,1.72000003
vbl_ssh_allreg_ann.33674,1.70000005
vbl_ssh_allreg_ann.33675,1.66999996
vbl_ssh_allreg_ann.33676,1.63999999
vbl_ssh_allreg_ann.33677,1.62
vbl_ssh_allreg_ann.33678,1.59000003
vbl_ssh_allreg_ann.33679,1.55999994
vbl_ssh_allreg_ann.33680,1.52999997
vbl_ssh_allreg_ann.33681,1.5
vbl_ssh_allreg_ann.33682,1.48000002
vbl_ssh_allreg_ann.33683,1.45000005
vbl_ssh_allreg_ann.33684,1.41999996
vbl_ssh_allreg_ann.33685,1.38
vbl_ssh_allreg_ann.33686,1.30999994
vbl_ssh_allreg_ann.33687,2.36999989
vbl_ssh_allreg_ann.33688,2.36999989
vbl_ssh_allreg_ann.33689,2.36999989
vbl_ssh_allreg_ann.33690,2.36999989
vbl_ssh_allreg_ann.33691,2.36999989
vbl_ssh_allreg_ann.33692,2.36999989
vbl_ssh_allreg_ann.33693,2.3599999
vbl_ssh_allreg_ann.33694,2.3599999
vbl_ssh_allreg_ann.33695,2.3599999
vbl_ssh_allreg_ann.33696,2.3599999
vbl_ssh_allreg_ann.33697,2.3499999
vbl_ssh_allreg_ann.33698,2.3499999
vbl_ssh_allreg_ann.33699,2.3499999
vbl_ssh_allreg_ann.33700,2.33999991
vbl_ssh_allreg_ann.33701,2.33999991
vbl_ssh_allreg_ann.33702,2.32999992
vbl_ssh_allreg_ann.33703,2.31999993
vbl_ssh_allreg_ann.33704,2.31999993
vbl_ssh_allreg_ann.33705,2.30999994
vbl_ssh_allreg_ann.33706,2.29999995
vbl_ssh_allreg_ann.33707,2.28999996
vbl_ssh_allreg_ann.33708,2.27999997
vbl_ssh_allreg_ann.33709,2.26999998
vbl_ssh_allreg_ann.33710,2.25999999
vbl_ssh_allreg_ann.33711,2.25
vbl_ssh_allreg_ann.33712,2.24000001
vbl_ssh_allreg_ann.33713,2.23000002
vbl_ssh_allreg_ann.33714,2.21000004
vbl_ssh_allreg_ann.33715,2.20000005
vbl_ssh_allreg_ann.33716,2.18000007
vbl_ssh_allreg_ann.33717,2.16000009
vbl_ssh_allreg_ann.33718,2.1400001
vbl_ssh_allreg_ann.33719,2.1099999
vbl_ssh_allreg_ann.33720,2.07999992
vbl_ssh_allreg_ann.33721,2.05999994
vbl_ssh_allreg_ann.33722,2.03999996
vbl_ssh_allreg_ann.33723,2.01999998
vbl_ssh_allreg_ann.33724,2
vbl_ssh_allreg_ann.33725,1.97000003
vbl_ssh_allreg_ann.33726,1.95000005
vbl_ssh_allreg_ann.33727,1.92999995
vbl_ssh_allreg_ann.33728,1.89999998
vbl_ssh_allreg_ann.33729,1.88
vbl_ssh_allreg_ann.33730,1.85000002
vbl_ssh_allreg_ann.33731,1.82000005
vbl_ssh_allreg_ann.33732,1.79999995
vbl_ssh_allreg_ann.33733,1.76999998
vbl_ssh_allreg_ann.33734,1.75
vbl_ssh_allreg_ann.33735,1.72000003
vbl_ssh_allreg_ann.33736,1.69000006
vbl_ssh_allreg_ann.33737,1.65999997
vbl_ssh_allreg_ann.33738,1.63
vbl_ssh_allreg_ann.33739,1.61000001
vbl_ssh_allreg_ann.33740,1.58000004
vbl_ssh_allreg_ann.33741,1.54999995
vbl_ssh_allreg_ann.33742,1.51999998
vbl_ssh_allreg_ann.33743,1.49000001
vbl_ssh_allreg_ann.33744,1.46000004
vbl_ssh_allreg_ann.33745,1.42999995
vbl_ssh_allreg_ann.33746,1.39999998
vbl_ssh_allreg_ann.33747,1.36000001
vbl_ssh_allreg_ann.33748,1.30999994
vbl_ssh_allreg_ann.33749,1.21000004
vbl_ssh_allreg_ann.33750,2.36999989
vbl_ssh_allreg_ann.33751,2.36999989
vbl_ssh_allreg_ann.33752,2.36999989
vbl_ssh_allreg_ann.33753,2.36999989
vbl_ssh_allreg_ann.33754,2.36999989
vbl_ssh_allreg_ann.33755,2.36999989
vbl_ssh_allreg_ann.33756,2.36999989
vbl_ssh_allreg_ann.33757,2.36999989
vbl_ssh_allreg_ann.33758,2.36999989
vbl_ssh_allreg_ann.33759,2.36999989
vbl_ssh_allreg_ann.33760,2.36999989
vbl_ssh_allreg_ann.33761,2.3599999
vbl_ssh_allreg_ann.33762,2.3599999
vbl_ssh_allreg_ann.33763,2.3599999
vbl_ssh_allreg_ann.33764,2.3499999
vbl_ssh_allreg_ann.33765,2.3499999
vbl_ssh_allreg_ann.33766,2.33999991
vbl_ssh_allreg_ann.33767,2.33999991
vbl_ssh_allreg_ann.33768,2.32999992
vbl_ssh_allreg_ann.33769,2.31999993
vbl_ssh_allreg_ann.33770,2.31999993
vbl_ssh_allreg_ann.33771,2.30999994
vbl_ssh_allreg_ann.33772,2.29999995
vbl_ssh_allreg_ann.33773,2.28999996
vbl_ssh_allreg_ann.33774,2.27999997
vbl_ssh_allreg_ann.33775,2.26999998
vbl_ssh_allreg_ann.33776,2.25999999
vbl_ssh_allreg_ann.33777,2.25
vbl_ssh_allreg_ann.33778,2.24000001
vbl_ssh_allreg_ann.33779,2.23000002
vbl_ssh_allreg_ann.33780,2.21000004
vbl_ssh_allreg_ann.33781,2.19000006
vbl_ssh_allreg_ann.33782,2.17000008
vbl_ssh_allreg_ann.33783,2.1400001
vbl_ssh_allreg_ann.33784,2.11999989
vbl_ssh_allreg_ann.33785,2.08999991
vbl_ssh_allreg_ann.33786,2.06999993
vbl_ssh_allreg_ann.33787,2.04999995
vbl_ssh_allreg_ann.33788,2.02999997
vbl_ssh_allreg_ann.33789,2
vbl_ssh_allreg_ann.33790,1.98000002
vbl_ssh_allreg_ann.33791,1.96000004
vbl_ssh_allreg_ann.33792,1.92999995
vbl_ssh_allreg_ann.33793,1.90999997
vbl_ssh_allreg_ann.33794,1.88
vbl_ssh_allreg_ann.33795,1.85000002
vbl_ssh_allreg_ann.33796,1.83000004
vbl_ssh_allreg_ann.33797,1.79999995
vbl_ssh_allreg_ann.33798,1.76999998
vbl_ssh_allreg_ann.33799,1.74000001
vbl_ssh_allreg_ann.33800,1.71000004
vbl_ssh_allreg_ann.33801,1.67999995
vbl_ssh_allreg_ann.33802,1.64999998
vbl_ssh_allreg_ann.33803,1.62
vbl_ssh_allreg_ann.33804,1.59000003
vbl_ssh_allreg_ann.33805,1.55999994
vbl_ssh_allreg_ann.33806,1.52999997
vbl_ssh_allreg_ann.33807,1.50999999
vbl_ssh_allreg_ann.33808,1.47000003
vbl_ssh_allreg_ann.33809,1.44000006
vbl_ssh_allreg_ann.33810,1.40999997
vbl_ssh_allreg_ann.33811,1.37
vbl_ssh_allreg_ann.33812,1.32000005
vbl_ssh_allreg_ann.33813,1.25
vbl_ssh_allreg_ann.33814,1.14999998
vbl_ssh_allreg_ann.33815,1
vbl_ssh_allreg_ann.33816,2.38000011
vbl_ssh_allreg_ann.33817,2.38000011
vbl_ssh_allreg_ann.33818,2.38000011
vbl_ssh_allreg_ann.33819,2.38000011
vbl_ssh_allreg_ann.33820,2.38000011
vbl_ssh_allreg_ann.33821,2.38000011
vbl_ssh_allreg_ann.33822,2.38000011
vbl_ssh_allreg_ann.33823,2.38000011
vbl_ssh_allreg_ann.33824,2.38000011
vbl_ssh_allreg_ann.33825,2.38000011
vbl_ssh_allreg_ann.33826,2.38000011
vbl_ssh_allreg_ann.33827,2.38000011
vbl_ssh_allreg_ann.33828,2.36999989
vbl_ssh_allreg_ann.33829,2.36999989
vbl_ssh_allreg_ann.33830,2.36999989
