FID,may_ssh
vbl_ssh_allreg_may.48428,0.44
vbl_ssh_allreg_may.48429,0.41999999
vbl_ssh_allreg_may.48430,0.41
vbl_ssh_allreg_may.48431,0.38999999
vbl_ssh_allreg_may.48432,0.66000003
vbl_ssh_allreg_may.48433,0.64999998
vbl_ssh_allreg_may.48434,0.63999999
vbl_ssh_allreg_may.48435,0.63999999
vbl_ssh_allreg_may.48436,0.63
vbl_ssh_allreg_may.48437,0.62
vbl_ssh_allreg_may.48438,0.62
vbl_ssh_allreg_may.48439,0.61000001
vbl_ssh_allreg_may.48440,0.60000002
vbl_ssh_allreg_may.48441,0.58999997
vbl_ssh_allreg_may.48442,0.57999998
vbl_ssh_allreg_may.48443,0.56999999
vbl_ssh_allreg_may.48444,0.56999999
vbl_ssh_allreg_may.48445,0.56
vbl_ssh_allreg_may.48446,0.55000001
vbl_ssh_allreg_may.48447,0.54000002
vbl_ssh_allreg_may.48448,0.52999997
vbl_ssh_allreg_may.48449,0.51999998
vbl_ssh_allreg_may.48450,0.50999999
vbl_ssh_allreg_may.48451,0.50999999
vbl_ssh_allreg_may.48452,0.5
vbl_ssh_allreg_may.48453,0.47999999
vbl_ssh_allreg_may.48454,0.47999999
vbl_ssh_allreg_may.48455,0.46000001
vbl_ssh_allreg_may.48456,0.44999999
vbl_ssh_allreg_may.48457,0.43000001
vbl_ssh_allreg_may.48458,0.41999999
vbl_ssh_allreg_may.48459,0.41
vbl_ssh_allreg_may.48460,0.38999999
vbl_ssh_allreg_may.48461,0.64999998
vbl_ssh_allreg_may.48462,0.63999999
vbl_ssh_allreg_may.48463,0.63
vbl_ssh_allreg_may.48464,0.63
vbl_ssh_allreg_may.48465,0.62
vbl_ssh_allreg_may.48466,0.61000001
vbl_ssh_allreg_may.48467,0.60000002
vbl_ssh_allreg_may.48468,0.58999997
vbl_ssh_allreg_may.48469,0.58999997
vbl_ssh_allreg_may.48470,0.57999998
vbl_ssh_allreg_may.48471,0.56999999
vbl_ssh_allreg_may.48472,0.56
vbl_ssh_allreg_may.48473,0.55000001
vbl_ssh_allreg_may.48474,0.55000001
vbl_ssh_allreg_may.48475,0.54000002
vbl_ssh_allreg_may.48476,0.52999997
vbl_ssh_allreg_may.48477,0.51999998
vbl_ssh_allreg_may.48478,0.50999999
vbl_ssh_allreg_may.48479,0.5
vbl_ssh_allreg_may.48480,0.49000001
vbl_ssh_allreg_may.48481,0.47999999
vbl_ssh_allreg_may.48482,0.47
vbl_ssh_allreg_may.48483,0.46000001
vbl_ssh_allreg_may.48484,0.44
vbl_ssh_allreg_may.48485,0.43000001
vbl_ssh_allreg_may.48486,0.41
vbl_ssh_allreg_may.48487,0.40000001
vbl_ssh_allreg_may.48488,0.38
vbl_ssh_allreg_may.48489,0.61000001
vbl_ssh_allreg_may.48490,0.60000002
vbl_ssh_allreg_may.48491,0.58999997
vbl_ssh_allreg_may.48492,0.57999998
vbl_ssh_allreg_may.48493,0.56999999
vbl_ssh_allreg_may.48494,0.56
vbl_ssh_allreg_may.48495,0.56
vbl_ssh_allreg_may.48496,0.55000001
vbl_ssh_allreg_may.48497,0.54000002
vbl_ssh_allreg_may.48498,0.52999997
vbl_ssh_allreg_may.48499,0.51999998
vbl_ssh_allreg_may.48500,0.50999999
vbl_ssh_allreg_may.48501,0.5
vbl_ssh_allreg_may.48502,0.5
vbl_ssh_allreg_may.48503,0.49000001
vbl_ssh_allreg_may.48504,0.47999999
vbl_ssh_allreg_may.48505,0.47
vbl_ssh_allreg_may.48506,0.44999999
vbl_ssh_allreg_may.48507,0.44
vbl_ssh_allreg_may.48508,0.41999999
vbl_ssh_allreg_may.48509,0.40000001
vbl_ssh_allreg_may.48510,0.38999999
vbl_ssh_allreg_may.48511,0.58999997
vbl_ssh_allreg_may.48512,0.57999998
vbl_ssh_allreg_may.48513,0.56999999
vbl_ssh_allreg_may.48514,0.56
vbl_ssh_allreg_may.48515,0.55000001
vbl_ssh_allreg_may.48516,0.54000002
vbl_ssh_allreg_may.48517,0.54000002
vbl_ssh_allreg_may.48518,0.52999997
vbl_ssh_allreg_may.48519,0.51999998
vbl_ssh_allreg_may.48520,0.50999999
vbl_ssh_allreg_may.48521,0.5
vbl_ssh_allreg_may.48522,0.49000001
vbl_ssh_allreg_may.48523,0.47999999
vbl_ssh_allreg_may.48524,0.47
vbl_ssh_allreg_may.48525,0.46000001
vbl_ssh_allreg_may.48526,0.44
vbl_ssh_allreg_may.48527,0.43000001
vbl_ssh_allreg_may.48528,0.41
vbl_ssh_allreg_may.48529,0.38999999
vbl_ssh_allreg_may.48530,0.37
vbl_ssh_allreg_may.48531,0.56999999
vbl_ssh_allreg_may.48532,0.55000001
vbl_ssh_allreg_may.48533,0.55000001
vbl_ssh_allreg_may.48534,0.54000002
vbl_ssh_allreg_may.48535,0.52999997
vbl_ssh_allreg_may.48536,0.51999998
vbl_ssh_allreg_may.48537,0.51999998
vbl_ssh_allreg_may.48538,0.50999999
vbl_ssh_allreg_may.48539,0.49000001
vbl_ssh_allreg_may.48540,0.47999999
vbl_ssh_allreg_may.48541,0.47999999
vbl_ssh_allreg_may.48542,0.47
vbl_ssh_allreg_may.48543,0.46000001
vbl_ssh_allreg_may.48544,0.44
vbl_ssh_allreg_may.48545,0.41999999
vbl_ssh_allreg_may.48546,0.40000001
vbl_ssh_allreg_may.48547,0.38
vbl_ssh_allreg_may.48548,0.57999998
vbl_ssh_allreg_may.48549,0.56999999
vbl_ssh_allreg_may.48550,0.56
vbl_ssh_allreg_may.48551,0.55000001
vbl_ssh_allreg_may.48552,0.54000002
vbl_ssh_allreg_may.48553,0.54000002
vbl_ssh_allreg_may.48554,0.52999997
vbl_ssh_allreg_may.48555,0.51999998
vbl_ssh_allreg_may.48556,0.50999999
vbl_ssh_allreg_may.48557,0.5
vbl_ssh_allreg_may.48558,0.49000001
vbl_ssh_allreg_may.48559,0.47999999
vbl_ssh_allreg_may.48560,0.47
vbl_ssh_allreg_may.48561,0.46000001
vbl_ssh_allreg_may.48562,0.44999999
vbl_ssh_allreg_may.48563,0.43000001
vbl_ssh_allreg_may.48564,0.41
vbl_ssh_allreg_may.48565,0.38999999
vbl_ssh_allreg_may.48566,0.56999999
vbl_ssh_allreg_may.48567,0.56999999
vbl_ssh_allreg_may.48568,0.56
vbl_ssh_allreg_may.48569,0.55000001
vbl_ssh_allreg_may.48570,0.54000002
vbl_ssh_allreg_may.48571,0.52999997
vbl_ssh_allreg_may.48572,0.51999998
vbl_ssh_allreg_may.48573,0.50999999
vbl_ssh_allreg_may.48574,0.5
vbl_ssh_allreg_may.48575,0.49000001
vbl_ssh_allreg_may.48576,0.47999999
vbl_ssh_allreg_may.48577,0.47
vbl_ssh_allreg_may.48578,0.46000001
vbl_ssh_allreg_may.48579,0.44999999
vbl_ssh_allreg_may.48580,0.43000001
vbl_ssh_allreg_may.48581,0.41
vbl_ssh_allreg_may.48582,0.38999999
vbl_ssh_allreg_may.48583,0.37
vbl_ssh_allreg_may.48584,0.56999999
vbl_ssh_allreg_may.48585,0.56999999
vbl_ssh_allreg_may.48586,0.56
vbl_ssh_allreg_may.48587,0.55000001
vbl_ssh_allreg_may.48588,0.54000002
vbl_ssh_allreg_may.48589,0.52999997
vbl_ssh_allreg_may.48590,0.51999998
vbl_ssh_allreg_may.48591,0.50999999
vbl_ssh_allreg_may.48592,0.5
vbl_ssh_allreg_may.48593,0.49000001
vbl_ssh_allreg_may.48594,0.47999999
vbl_ssh_allreg_may.48595,0.47
vbl_ssh_allreg_may.48596,0.46000001
vbl_ssh_allreg_may.48597,0.44999999
vbl_ssh_allreg_may.48598,0.44
vbl_ssh_allreg_may.48599,0.43000001
vbl_ssh_allreg_may.48600,0.41
vbl_ssh_allreg_may.48601,0.38
vbl_ssh_allreg_may.48602,0.34999999
vbl_ssh_allreg_may.48603,0.57999998
vbl_ssh_allreg_may.48604,0.56999999
vbl_ssh_allreg_may.48605,0.56
vbl_ssh_allreg_may.48606,0.55000001
vbl_ssh_allreg_may.48607,0.55000001
vbl_ssh_allreg_may.48608,0.54000002
vbl_ssh_allreg_may.48609,0.52999997
vbl_ssh_allreg_may.48610,0.51999998
vbl_ssh_allreg_may.48611,0.50999999
vbl_ssh_allreg_may.48612,0.50999999
vbl_ssh_allreg_may.48613,0.49000001
vbl_ssh_allreg_may.48614,0.47999999
vbl_ssh_allreg_may.48615,0.46000001
vbl_ssh_allreg_may.48616,0.44999999
vbl_ssh_allreg_may.48617,0.43000001
vbl_ssh_allreg_may.48618,0.41999999
vbl_ssh_allreg_may.48619,0.41
vbl_ssh_allreg_may.48620,0.38
vbl_ssh_allreg_may.48621,0.36000001
vbl_ssh_allreg_may.48622,0.56999999
vbl_ssh_allreg_may.48623,0.56999999
vbl_ssh_allreg_may.48624,0.56
vbl_ssh_allreg_may.48625,0.55000001
vbl_ssh_allreg_may.48626,0.54000002
vbl_ssh_allreg_may.48627,0.52999997
vbl_ssh_allreg_may.48628,0.51999998
vbl_ssh_allreg_may.48629,0.51999998
vbl_ssh_allreg_may.48630,0.50999999
vbl_ssh_allreg_may.48631,0.5
vbl_ssh_allreg_may.48632,0.47999999
vbl_ssh_allreg_may.48633,0.47
vbl_ssh_allreg_may.48634,0.44999999
vbl_ssh_allreg_may.48635,0.44
vbl_ssh_allreg_may.48636,0.43000001
vbl_ssh_allreg_may.48637,0.41
vbl_ssh_allreg_may.48638,0.38999999
vbl_ssh_allreg_may.48639,0.37
vbl_ssh_allreg_may.48640,0.34
vbl_ssh_allreg_may.48641,0.57999998
vbl_ssh_allreg_may.48642,0.57999998
vbl_ssh_allreg_may.48643,0.56
vbl_ssh_allreg_may.48644,0.55000001
vbl_ssh_allreg_may.48645,0.55000001
vbl_ssh_allreg_may.48646,0.54000002
vbl_ssh_allreg_may.48647,0.52999997
vbl_ssh_allreg_may.48648,0.51999998
vbl_ssh_allreg_may.48649,0.50999999
vbl_ssh_allreg_may.48650,0.5
vbl_ssh_allreg_may.48651,0.49000001
vbl_ssh_allreg_may.48652,0.47999999
vbl_ssh_allreg_may.48653,0.46000001
vbl_ssh_allreg_may.48654,0.44
vbl_ssh_allreg_may.48655,0.43000001
vbl_ssh_allreg_may.48656,0.41
vbl_ssh_allreg_may.48657,0.40000001
vbl_ssh_allreg_may.48658,0.38
vbl_ssh_allreg_may.48659,0.34999999
vbl_ssh_allreg_may.48660,0.31999999
vbl_ssh_allreg_may.48661,0.56999999
vbl_ssh_allreg_may.48662,0.56999999
vbl_ssh_allreg_may.48663,0.56
vbl_ssh_allreg_may.48664,0.55000001
vbl_ssh_allreg_may.48665,0.55000001
vbl_ssh_allreg_may.48666,0.54000002
vbl_ssh_allreg_may.48667,0.52999997
vbl_ssh_allreg_may.48668,0.51999998
vbl_ssh_allreg_may.48669,0.50999999
vbl_ssh_allreg_may.48670,0.5
vbl_ssh_allreg_may.48671,0.49000001
vbl_ssh_allreg_may.48672,0.47
vbl_ssh_allreg_may.48673,0.44999999
vbl_ssh_allreg_may.48674,0.44
vbl_ssh_allreg_may.48675,0.41999999
vbl_ssh_allreg_may.48676,0.40000001
vbl_ssh_allreg_may.48677,0.38
vbl_ssh_allreg_may.48678,0.36000001
vbl_ssh_allreg_may.48679,0.33000001
vbl_ssh_allreg_may.48680,0.57999998
vbl_ssh_allreg_may.48681,0.56999999
vbl_ssh_allreg_may.48682,0.56999999
vbl_ssh_allreg_may.48683,0.56
vbl_ssh_allreg_may.48684,0.55000001
vbl_ssh_allreg_may.48685,0.54000002
vbl_ssh_allreg_may.48686,0.52999997
vbl_ssh_allreg_may.48687,0.51999998
vbl_ssh_allreg_may.48688,0.50999999
vbl_ssh_allreg_may.48689,0.50999999
vbl_ssh_allreg_may.48690,0.5
vbl_ssh_allreg_may.48691,0.47999999
vbl_ssh_allreg_may.48692,0.46000001
vbl_ssh_allreg_may.48693,0.44
vbl_ssh_allreg_may.48694,0.43000001
vbl_ssh_allreg_may.48695,0.41
vbl_ssh_allreg_may.48696,0.38999999
vbl_ssh_allreg_may.48697,0.37
vbl_ssh_allreg_may.48698,0.34999999
vbl_ssh_allreg_may.48699,0.31
vbl_ssh_allreg_may.48700,0.57999998
vbl_ssh_allreg_may.48701,0.57999998
vbl_ssh_allreg_may.48702,0.56999999
vbl_ssh_allreg_may.48703,0.56
vbl_ssh_allreg_may.48704,0.55000001
vbl_ssh_allreg_may.48705,0.55000001
vbl_ssh_allreg_may.48706,0.54000002
vbl_ssh_allreg_may.48707,0.52999997
vbl_ssh_allreg_may.48708,0.51999998
vbl_ssh_allreg_may.48709,0.50999999
vbl_ssh_allreg_may.48710,0.5
vbl_ssh_allreg_may.48711,0.49000001
vbl_ssh_allreg_may.48712,0.47
vbl_ssh_allreg_may.48713,0.46000001
vbl_ssh_allreg_may.48714,0.44
vbl_ssh_allreg_may.48715,0.41999999
vbl_ssh_allreg_may.48716,0.40000001
vbl_ssh_allreg_may.48717,0.38
vbl_ssh_allreg_may.48718,0.34999999
vbl_ssh_allreg_may.48719,0.31999999
vbl_ssh_allreg_may.48720,0.57999998
vbl_ssh_allreg_may.48721,0.56999999
vbl_ssh_allreg_may.48722,0.56
vbl_ssh_allreg_may.48723,0.56
vbl_ssh_allreg_may.48724,0.55000001
vbl_ssh_allreg_may.48725,0.54000002
vbl_ssh_allreg_may.48726,0.52999997
vbl_ssh_allreg_may.48727,0.51999998
vbl_ssh_allreg_may.48728,0.50999999
vbl_ssh_allreg_may.48729,0.50999999
vbl_ssh_allreg_may.48730,0.5
vbl_ssh_allreg_may.48731,0.47999999
vbl_ssh_allreg_may.48732,0.47
vbl_ssh_allreg_may.48733,0.44999999
vbl_ssh_allreg_may.48734,0.43000001
vbl_ssh_allreg_may.48735,0.41
vbl_ssh_allreg_may.48736,0.38
vbl_ssh_allreg_may.48737,0.36000001
vbl_ssh_allreg_may.48738,0.34
vbl_ssh_allreg_may.48739,0.31
vbl_ssh_allreg_may.48740,0.58999997
vbl_ssh_allreg_may.48741,0.57999998
vbl_ssh_allreg_may.48742,0.56999999
vbl_ssh_allreg_may.48743,0.56
vbl_ssh_allreg_may.48744,0.55000001
vbl_ssh_allreg_may.48745,0.54000002
vbl_ssh_allreg_may.48746,0.54000002
vbl_ssh_allreg_may.48747,0.52999997
vbl_ssh_allreg_may.48748,0.51999998
vbl_ssh_allreg_may.48749,0.50999999
vbl_ssh_allreg_may.48750,0.5
vbl_ssh_allreg_may.48751,0.49000001
vbl_ssh_allreg_may.48752,0.47999999
vbl_ssh_allreg_may.48753,0.47
vbl_ssh_allreg_may.48754,0.44
vbl_ssh_allreg_may.48755,0.41999999
vbl_ssh_allreg_may.48756,0.38999999
vbl_ssh_allreg_may.48757,0.37
vbl_ssh_allreg_may.48758,0.34
vbl_ssh_allreg_may.48759,0.31
vbl_ssh_allreg_may.48760,0.28999999
vbl_ssh_allreg_may.48761,0.57999998
vbl_ssh_allreg_may.48762,0.56999999
vbl_ssh_allreg_may.48763,0.56
vbl_ssh_allreg_may.48764,0.56
vbl_ssh_allreg_may.48765,0.55000001
vbl_ssh_allreg_may.48766,0.54000002
vbl_ssh_allreg_may.48767,0.52999997
vbl_ssh_allreg_may.48768,0.51999998
vbl_ssh_allreg_may.48769,0.51999998
vbl_ssh_allreg_may.48770,0.50999999
vbl_ssh_allreg_may.48771,0.5
vbl_ssh_allreg_may.48772,0.49000001
vbl_ssh_allreg_may.48773,0.47
vbl_ssh_allreg_may.48774,0.46000001
vbl_ssh_allreg_may.48775,0.44
vbl_ssh_allreg_may.48776,0.41
vbl_ssh_allreg_may.48777,0.38
vbl_ssh_allreg_may.48778,0.34999999
vbl_ssh_allreg_may.48779,0.31999999
vbl_ssh_allreg_may.48780,0.58999997
vbl_ssh_allreg_may.48781,0.57999998
vbl_ssh_allreg_may.48782,0.56999999
vbl_ssh_allreg_may.48783,0.56
vbl_ssh_allreg_may.48784,0.55000001
vbl_ssh_allreg_may.48785,0.55000001
vbl_ssh_allreg_may.48786,0.54000002
vbl_ssh_allreg_may.48787,0.52999997
vbl_ssh_allreg_may.48788,0.51999998
vbl_ssh_allreg_may.48789,0.50999999
vbl_ssh_allreg_may.48790,0.5
vbl_ssh_allreg_may.48791,0.49000001
vbl_ssh_allreg_may.48792,0.47999999
vbl_ssh_allreg_may.48793,0.47
vbl_ssh_allreg_may.48794,0.44
vbl_ssh_allreg_may.48795,0.41999999
vbl_ssh_allreg_may.48796,0.40000001
vbl_ssh_allreg_may.48797,0.37
vbl_ssh_allreg_may.48798,0.33000001
vbl_ssh_allreg_may.48799,0.57999998
vbl_ssh_allreg_may.48800,0.56999999
vbl_ssh_allreg_may.48801,0.56999999
vbl_ssh_allreg_may.48802,0.56
vbl_ssh_allreg_may.48803,0.55000001
vbl_ssh_allreg_may.48804,0.54000002
vbl_ssh_allreg_may.48805,0.54000002
vbl_ssh_allreg_may.48806,0.52999997
vbl_ssh_allreg_may.48807,0.51999998
vbl_ssh_allreg_may.48808,0.50999999
vbl_ssh_allreg_may.48809,0.5
vbl_ssh_allreg_may.48810,0.49000001
vbl_ssh_allreg_may.48811,0.47999999
vbl_ssh_allreg_may.48812,0.46000001
vbl_ssh_allreg_may.48813,0.44
vbl_ssh_allreg_may.48814,0.41
vbl_ssh_allreg_may.48815,0.38999999
vbl_ssh_allreg_may.48816,0.34999999
vbl_ssh_allreg_may.48817,0.57999998
vbl_ssh_allreg_may.48818,0.56999999
vbl_ssh_allreg_may.48819,0.56
vbl_ssh_allreg_may.48820,0.55000001
vbl_ssh_allreg_may.48821,0.55000001
vbl_ssh_allreg_may.48822,0.54000002
vbl_ssh_allreg_may.48823,0.52999997
vbl_ssh_allreg_may.48824,0.51999998
vbl_ssh_allreg_may.48825,0.50999999
vbl_ssh_allreg_may.48826,0.5
vbl_ssh_allreg_may.48827,0.49000001
vbl_ssh_allreg_may.48828,0.47999999
vbl_ssh_allreg_may.48829,0.46000001
vbl_ssh_allreg_may.48830,0.44999999
vbl_ssh_allreg_may.48831,0.43000001
vbl_ssh_allreg_may.48832,0.41
vbl_ssh_allreg_may.48833,0.38
vbl_ssh_allreg_may.48834,0.57999998
vbl_ssh_allreg_may.48835,0.56999999
vbl_ssh_allreg_may.48836,0.56999999
vbl_ssh_allreg_may.48837,0.56
vbl_ssh_allreg_may.48838,0.55000001
vbl_ssh_allreg_may.48839,0.54000002
vbl_ssh_allreg_may.48840,0.52999997
vbl_ssh_allreg_may.48841,0.52999997
vbl_ssh_allreg_may.48842,0.51999998
vbl_ssh_allreg_may.48843,0.5
vbl_ssh_allreg_may.48844,0.49000001
vbl_ssh_allreg_may.48845,0.47999999
vbl_ssh_allreg_may.48846,0.47
vbl_ssh_allreg_may.48847,0.44999999
vbl_ssh_allreg_may.48848,0.44
vbl_ssh_allreg_may.48849,0.41999999
vbl_ssh_allreg_may.48850,0.38999999
vbl_ssh_allreg_may.48851,0.36000001
vbl_ssh_allreg_may.48852,0.57999998
vbl_ssh_allreg_may.48853,0.56999999
vbl_ssh_allreg_may.48854,0.56
vbl_ssh_allreg_may.48855,0.55000001
vbl_ssh_allreg_may.48856,0.54000002
vbl_ssh_allreg_may.48857,0.54000002
vbl_ssh_allreg_may.48858,0.52999997
vbl_ssh_allreg_may.48859,0.51999998
vbl_ssh_allreg_may.48860,0.50999999
vbl_ssh_allreg_may.48861,0.49000001
vbl_ssh_allreg_may.48862,0.47999999
vbl_ssh_allreg_may.48863,0.47
vbl_ssh_allreg_may.48864,0.44999999
vbl_ssh_allreg_may.48865,0.44
vbl_ssh_allreg_may.48866,0.41999999
vbl_ssh_allreg_may.48867,0.41
vbl_ssh_allreg_may.48868,0.38
vbl_ssh_allreg_may.48869,0.34
vbl_ssh_allreg_may.48870,0.57999998
vbl_ssh_allreg_may.48871,0.57999998
vbl_ssh_allreg_may.48872,0.56999999
vbl_ssh_allreg_may.48873,0.56
vbl_ssh_allreg_may.48874,0.55000001
vbl_ssh_allreg_may.48875,0.54000002
vbl_ssh_allreg_may.48876,0.52999997
vbl_ssh_allreg_may.48877,0.51999998
vbl_ssh_allreg_may.48878,0.50999999
vbl_ssh_allreg_may.48879,0.5
vbl_ssh_allreg_may.48880,0.49000001
vbl_ssh_allreg_may.48881,0.47
vbl_ssh_allreg_may.48882,0.46000001
vbl_ssh_allreg_may.48883,0.44999999
vbl_ssh_allreg_may.48884,0.43000001
vbl_ssh_allreg_may.48885,0.41
vbl_ssh_allreg_may.48886,0.38999999
vbl_ssh_allreg_may.48887,0.36000001
vbl_ssh_allreg_may.48888,0.31999999
vbl_ssh_allreg_may.48889,0.57999998
vbl_ssh_allreg_may.48890,0.56999999
vbl_ssh_allreg_may.48891,0.56
vbl_ssh_allreg_may.48892,0.55000001
vbl_ssh_allreg_may.48893,0.55000001
vbl_ssh_allreg_may.48894,0.54000002
vbl_ssh_allreg_may.48895,0.52999997
vbl_ssh_allreg_may.48896,0.51999998
vbl_ssh_allreg_may.48897,0.50999999
vbl_ssh_allreg_may.48898,0.5
vbl_ssh_allreg_may.48899,0.47999999
vbl_ssh_allreg_may.48900,0.47
vbl_ssh_allreg_may.48901,0.44999999
vbl_ssh_allreg_may.48902,0.44
vbl_ssh_allreg_may.48903,0.41999999
vbl_ssh_allreg_may.48904,0.41
vbl_ssh_allreg_may.48905,0.38
vbl_ssh_allreg_may.48906,0.34
vbl_ssh_allreg_may.48907,0.57999998
vbl_ssh_allreg_may.48908,0.56999999
vbl_ssh_allreg_may.48909,0.56
vbl_ssh_allreg_may.48910,0.55000001
vbl_ssh_allreg_may.48911,0.54000002
vbl_ssh_allreg_may.48912,0.54000002
vbl_ssh_allreg_may.48913,0.52999997
vbl_ssh_allreg_may.48914,0.51999998
vbl_ssh_allreg_may.48915,0.50999999
vbl_ssh_allreg_may.48916,0.49000001
vbl_ssh_allreg_may.48917,0.47999999
vbl_ssh_allreg_may.48918,0.47
vbl_ssh_allreg_may.48919,0.44999999
vbl_ssh_allreg_may.48920,0.43000001
vbl_ssh_allreg_may.48921,0.41
vbl_ssh_allreg_may.48922,0.38999999
vbl_ssh_allreg_may.48923,0.36000001
vbl_ssh_allreg_may.48924,0.31999999
vbl_ssh_allreg_may.48925,0.58999997
vbl_ssh_allreg_may.48926,0.57999998
vbl_ssh_allreg_may.48927,0.56999999
vbl_ssh_allreg_may.48928,0.56
vbl_ssh_allreg_may.48929,0.55000001
vbl_ssh_allreg_may.48930,0.54000002
vbl_ssh_allreg_may.48931,0.54000002
vbl_ssh_allreg_may.48932,0.52999997
vbl_ssh_allreg_may.48933,0.51999998
vbl_ssh_allreg_may.48934,0.50999999
vbl_ssh_allreg_may.48935,0.49000001
vbl_ssh_allreg_may.48936,0.47999999
vbl_ssh_allreg_may.48937,0.46000001
vbl_ssh_allreg_may.48938,0.44
vbl_ssh_allreg_may.48939,0.41999999
vbl_ssh_allreg_may.48940,0.40000001
vbl_ssh_allreg_may.48941,0.38
vbl_ssh_allreg_may.48942,0.34
vbl_ssh_allreg_may.48943,0.57999998
vbl_ssh_allreg_may.48944,0.57999998
vbl_ssh_allreg_may.48945,0.56999999
vbl_ssh_allreg_may.48946,0.56
vbl_ssh_allreg_may.48947,0.55000001
vbl_ssh_allreg_may.48948,0.54000002
vbl_ssh_allreg_may.48949,0.52999997
vbl_ssh_allreg_may.48950,0.51999998
vbl_ssh_allreg_may.48951,0.50999999
vbl_ssh_allreg_may.48952,0.5
vbl_ssh_allreg_may.48953,0.49000001
vbl_ssh_allreg_may.48954,0.47
vbl_ssh_allreg_may.48955,0.44999999
vbl_ssh_allreg_may.48956,0.43000001
vbl_ssh_allreg_may.48957,0.41
vbl_ssh_allreg_may.48958,0.38
vbl_ssh_allreg_may.48959,0.34999999
vbl_ssh_allreg_may.48960,0.57999998
vbl_ssh_allreg_may.48961,0.57999998
vbl_ssh_allreg_may.48962,0.56
vbl_ssh_allreg_may.48963,0.56
vbl_ssh_allreg_may.48964,0.55000001
vbl_ssh_allreg_may.48965,0.54000002
vbl_ssh_allreg_may.48966,0.52999997
vbl_ssh_allreg_may.48967,0.51999998
vbl_ssh_allreg_may.48968,0.50999999
vbl_ssh_allreg_may.48969,0.5
vbl_ssh_allreg_may.48970,0.47999999
vbl_ssh_allreg_may.48971,0.46000001
vbl_ssh_allreg_may.48972,0.44
vbl_ssh_allreg_may.48973,0.41999999
vbl_ssh_allreg_may.48974,0.38999999
vbl_ssh_allreg_may.48975,0.37
vbl_ssh_allreg_may.48976,0.33000001
vbl_ssh_allreg_may.48977,0.58999997
vbl_ssh_allreg_may.48978,0.57999998
vbl_ssh_allreg_may.48979,0.57999998
vbl_ssh_allreg_may.48980,0.56999999
vbl_ssh_allreg_may.48981,0.56
vbl_ssh_allreg_may.48982,0.55000001
vbl_ssh_allreg_may.48983,0.54000002
vbl_ssh_allreg_may.48984,0.52999997
vbl_ssh_allreg_may.48985,0.50999999
vbl_ssh_allreg_may.48986,0.5
vbl_ssh_allreg_may.48987,0.49000001
vbl_ssh_allreg_may.48988,0.47
vbl_ssh_allreg_may.48989,0.44999999
vbl_ssh_allreg_may.48990,0.43000001
vbl_ssh_allreg_may.48991,0.40000001
vbl_ssh_allreg_may.48992,0.38
vbl_ssh_allreg_may.48993,0.34999999
vbl_ssh_allreg_may.48994,0.58999997
vbl_ssh_allreg_may.48995,0.57999998
vbl_ssh_allreg_may.48996,0.57999998
vbl_ssh_allreg_may.48997,0.56
vbl_ssh_allreg_may.48998,0.55000001
vbl_ssh_allreg_may.48999,0.54000002
vbl_ssh_allreg_may.49000,0.52999997
vbl_ssh_allreg_may.49001,0.51999998
vbl_ssh_allreg_may.49002,0.50999999
vbl_ssh_allreg_may.49003,0.5
vbl_ssh_allreg_may.49004,0.47999999
vbl_ssh_allreg_may.49005,0.46000001
vbl_ssh_allreg_may.49006,0.44
vbl_ssh_allreg_may.49007,0.41999999
vbl_ssh_allreg_may.49008,0.38999999
vbl_ssh_allreg_may.49009,0.36000001
vbl_ssh_allreg_may.49010,0.33000001
vbl_ssh_allreg_may.49011,0.58999997
vbl_ssh_allreg_may.49012,0.57999998
vbl_ssh_allreg_may.49013,0.56999999
vbl_ssh_allreg_may.49014,0.56999999
vbl_ssh_allreg_may.49015,0.56
vbl_ssh_allreg_may.49016,0.55000001
vbl_ssh_allreg_may.49017,0.54000002
vbl_ssh_allreg_may.49018,0.52999997
vbl_ssh_allreg_may.49019,0.50999999
vbl_ssh_allreg_may.49020,0.5
vbl_ssh_allreg_may.49021,0.49000001
vbl_ssh_allreg_may.49022,0.47
vbl_ssh_allreg_may.49023,0.44999999
vbl_ssh_allreg_may.49024,0.43000001
vbl_ssh_allreg_may.49025,0.41
vbl_ssh_allreg_may.49026,0.37
vbl_ssh_allreg_may.49027,0.34
vbl_ssh_allreg_may.49028,0.58999997
vbl_ssh_allreg_may.49029,0.58999997
vbl_ssh_allreg_may.49030,0.57999998
vbl_ssh_allreg_may.49031,0.56999999
vbl_ssh_allreg_may.49032,0.56999999
vbl_ssh_allreg_may.49033,0.56
vbl_ssh_allreg_may.49034,0.55000001
vbl_ssh_allreg_may.49035,0.54000002
vbl_ssh_allreg_may.49036,0.52999997
vbl_ssh_allreg_may.49037,0.50999999
vbl_ssh_allreg_may.49038,0.5
vbl_ssh_allreg_may.49039,0.49000001
vbl_ssh_allreg_may.49040,0.47
vbl_ssh_allreg_may.49041,0.44
vbl_ssh_allreg_may.49042,0.41999999
vbl_ssh_allreg_may.49043,0.38999999
vbl_ssh_allreg_may.49044,0.34999999
vbl_ssh_allreg_may.49045,0.60000002
vbl_ssh_allreg_may.49046,0.58999997
vbl_ssh_allreg_may.49047,0.58999997
vbl_ssh_allreg_may.49048,0.57999998
vbl_ssh_allreg_may.49049,0.56999999
vbl_ssh_allreg_may.49050,0.56
