FID,may_ssh
vbl_ssh_allreg_may.17015,0.81
vbl_ssh_allreg_may.17016,0.79000002
vbl_ssh_allreg_may.17017,0.79000002
vbl_ssh_allreg_may.17018,0.77999997
vbl_ssh_allreg_may.17019,0.77999997
vbl_ssh_allreg_may.17020,0.77999997
vbl_ssh_allreg_may.17021,0.77999997
vbl_ssh_allreg_may.17022,0.77999997
vbl_ssh_allreg_may.17023,0.79000002
vbl_ssh_allreg_may.17024,0.79000002
vbl_ssh_allreg_may.17025,0.79000002
vbl_ssh_allreg_may.17026,0.79000002
vbl_ssh_allreg_may.17027,0.79000002
vbl_ssh_allreg_may.17028,0.79000002
vbl_ssh_allreg_may.17029,0.80000001
vbl_ssh_allreg_may.17030,0.80000001
vbl_ssh_allreg_may.17031,0.81
vbl_ssh_allreg_may.17032,0.81
vbl_ssh_allreg_may.17033,0.52999997
vbl_ssh_allreg_may.17034,0.49000001
vbl_ssh_allreg_may.17035,1.12
vbl_ssh_allreg_may.17036,1.08000004
vbl_ssh_allreg_may.17037,1.07000005
vbl_ssh_allreg_may.17038,1.05999994
vbl_ssh_allreg_may.17039,1.05999994
vbl_ssh_allreg_may.17040,1.05999994
vbl_ssh_allreg_may.17041,1.05999994
vbl_ssh_allreg_may.17042,1.05999994
vbl_ssh_allreg_may.17043,1.04999995
vbl_ssh_allreg_may.17044,1.04999995
vbl_ssh_allreg_may.17045,1.04999995
vbl_ssh_allreg_may.17046,1.03999996
vbl_ssh_allreg_may.17047,1.03999996
vbl_ssh_allreg_may.17048,1.03999996
vbl_ssh_allreg_may.17049,1.02999997
vbl_ssh_allreg_may.17050,1.02999997
vbl_ssh_allreg_may.17051,1.02999997
vbl_ssh_allreg_may.17052,1.02999997
vbl_ssh_allreg_may.17053,1.01999998
vbl_ssh_allreg_may.17054,1.01999998
vbl_ssh_allreg_may.17055,1.01999998
vbl_ssh_allreg_may.17056,1.00999999
vbl_ssh_allreg_may.17057,1
vbl_ssh_allreg_may.17058,0.99000001
vbl_ssh_allreg_may.17059,0.99000001
vbl_ssh_allreg_may.17060,0.97000003
vbl_ssh_allreg_may.17061,0.95999998
vbl_ssh_allreg_may.17062,0.94999999
vbl_ssh_allreg_may.17063,0.94
vbl_ssh_allreg_may.17064,0.93000001
vbl_ssh_allreg_may.17065,0.92000002
vbl_ssh_allreg_may.17066,0.91000003
vbl_ssh_allreg_may.17067,0.91000003
vbl_ssh_allreg_may.17068,0.89999998
vbl_ssh_allreg_may.17069,0.89999998
vbl_ssh_allreg_may.17070,0.89999998
vbl_ssh_allreg_may.17071,0.89999998
vbl_ssh_allreg_may.17072,0.88999999
vbl_ssh_allreg_may.17073,0.88999999
vbl_ssh_allreg_may.17074,0.88
vbl_ssh_allreg_may.17075,0.88
vbl_ssh_allreg_may.17076,0.88
vbl_ssh_allreg_may.17077,0.88
vbl_ssh_allreg_may.17078,0.87
vbl_ssh_allreg_may.17079,0.86000001
vbl_ssh_allreg_may.17080,0.86000001
vbl_ssh_allreg_may.17081,0.83999997
vbl_ssh_allreg_may.17082,0.82999998
vbl_ssh_allreg_may.17083,0.81999999
vbl_ssh_allreg_may.17084,0.81
vbl_ssh_allreg_may.17085,0.81
vbl_ssh_allreg_may.17086,0.80000001
vbl_ssh_allreg_may.17087,0.79000002
vbl_ssh_allreg_may.17088,0.77999997
vbl_ssh_allreg_may.17089,0.76999998
vbl_ssh_allreg_may.17090,0.77999997
vbl_ssh_allreg_may.17091,0.79000002
vbl_ssh_allreg_may.17092,0.77999997
vbl_ssh_allreg_may.17093,0.79000002
vbl_ssh_allreg_may.17094,0.79000002
vbl_ssh_allreg_may.17095,0.79000002
vbl_ssh_allreg_may.17096,0.79000002
vbl_ssh_allreg_may.17097,0.79000002
vbl_ssh_allreg_may.17098,0.79000002
vbl_ssh_allreg_may.17099,0.80000001
vbl_ssh_allreg_may.17100,0.80000001
vbl_ssh_allreg_may.17101,0.80000001
vbl_ssh_allreg_may.17102,0.80000001
vbl_ssh_allreg_may.17103,1.09000003
vbl_ssh_allreg_may.17104,1.04999995
vbl_ssh_allreg_may.17105,1.03999996
vbl_ssh_allreg_may.17106,1.03999996
vbl_ssh_allreg_may.17107,1.03999996
vbl_ssh_allreg_may.17108,1.03999996
vbl_ssh_allreg_may.17109,1.02999997
vbl_ssh_allreg_may.17110,1.02999997
vbl_ssh_allreg_may.17111,1.02999997
vbl_ssh_allreg_may.17112,1.01999998
vbl_ssh_allreg_may.17113,1.01999998
vbl_ssh_allreg_may.17114,1.00999999
vbl_ssh_allreg_may.17115,1.00999999
vbl_ssh_allreg_may.17116,1.00999999
vbl_ssh_allreg_may.17117,1.00999999
vbl_ssh_allreg_may.17118,1
vbl_ssh_allreg_may.17119,1
vbl_ssh_allreg_may.17120,1
vbl_ssh_allreg_may.17121,1
vbl_ssh_allreg_may.17122,0.99000001
vbl_ssh_allreg_may.17123,0.99000001
vbl_ssh_allreg_may.17124,0.98000002
vbl_ssh_allreg_may.17125,0.97000003
vbl_ssh_allreg_may.17126,0.95999998
vbl_ssh_allreg_may.17127,0.94
vbl_ssh_allreg_may.17128,0.93000001
vbl_ssh_allreg_may.17129,0.92000002
vbl_ssh_allreg_may.17130,0.92000002
vbl_ssh_allreg_may.17131,0.91000003
vbl_ssh_allreg_may.17132,0.88999999
vbl_ssh_allreg_may.17133,0.88999999
vbl_ssh_allreg_may.17134,0.88999999
vbl_ssh_allreg_may.17135,0.88
vbl_ssh_allreg_may.17136,0.88
vbl_ssh_allreg_may.17137,0.88
vbl_ssh_allreg_may.17138,0.87
vbl_ssh_allreg_may.17139,0.87
vbl_ssh_allreg_may.17140,0.87
vbl_ssh_allreg_may.17141,0.87
vbl_ssh_allreg_may.17142,0.87
vbl_ssh_allreg_may.17143,0.87
vbl_ssh_allreg_may.17144,0.87
vbl_ssh_allreg_may.17145,0.86000001
vbl_ssh_allreg_may.17146,0.85000002
vbl_ssh_allreg_may.17147,0.85000002
vbl_ssh_allreg_may.17148,0.83999997
vbl_ssh_allreg_may.17149,0.82999998
vbl_ssh_allreg_may.17150,0.81999999
vbl_ssh_allreg_may.17151,0.81
vbl_ssh_allreg_may.17152,0.81
vbl_ssh_allreg_may.17153,0.80000001
vbl_ssh_allreg_may.17154,0.79000002
vbl_ssh_allreg_may.17155,0.77999997
vbl_ssh_allreg_may.17156,0.77999997
vbl_ssh_allreg_may.17157,0.77999997
vbl_ssh_allreg_may.17158,0.77999997
vbl_ssh_allreg_may.17159,0.77999997
vbl_ssh_allreg_may.17160,0.77999997
vbl_ssh_allreg_may.17161,0.79000002
vbl_ssh_allreg_may.17162,0.77999997
vbl_ssh_allreg_may.17163,0.79000002
vbl_ssh_allreg_may.17164,0.79000002
vbl_ssh_allreg_may.17165,0.77999997
vbl_ssh_allreg_may.17166,0.79000002
vbl_ssh_allreg_may.17167,0.79000002
vbl_ssh_allreg_may.17168,0.79000002
vbl_ssh_allreg_may.17169,1.05999994
vbl_ssh_allreg_may.17170,1.01999998
vbl_ssh_allreg_may.17171,1.01999998
vbl_ssh_allreg_may.17172,1.00999999
vbl_ssh_allreg_may.17173,1.00999999
vbl_ssh_allreg_may.17174,1.00999999
vbl_ssh_allreg_may.17175,1.00999999
vbl_ssh_allreg_may.17176,1.00999999
vbl_ssh_allreg_may.17177,1
vbl_ssh_allreg_may.17178,0.99000001
vbl_ssh_allreg_may.17179,0.99000001
vbl_ssh_allreg_may.17180,0.99000001
vbl_ssh_allreg_may.17181,0.99000001
vbl_ssh_allreg_may.17182,0.99000001
vbl_ssh_allreg_may.17183,0.98000002
vbl_ssh_allreg_may.17184,0.98000002
vbl_ssh_allreg_may.17185,0.98000002
vbl_ssh_allreg_may.17186,0.98000002
vbl_ssh_allreg_may.17187,0.97000003
vbl_ssh_allreg_may.17188,0.95999998
vbl_ssh_allreg_may.17189,0.95999998
vbl_ssh_allreg_may.17190,0.94999999
vbl_ssh_allreg_may.17191,0.94
vbl_ssh_allreg_may.17192,0.92000002
vbl_ssh_allreg_may.17193,0.91000003
vbl_ssh_allreg_may.17194,0.89999998
vbl_ssh_allreg_may.17195,0.88999999
vbl_ssh_allreg_may.17196,0.88999999
vbl_ssh_allreg_may.17197,0.88
vbl_ssh_allreg_may.17198,0.88
vbl_ssh_allreg_may.17199,0.88
vbl_ssh_allreg_may.17200,0.87
vbl_ssh_allreg_may.17201,0.86000001
vbl_ssh_allreg_may.17202,0.86000001
vbl_ssh_allreg_may.17203,0.86000001
vbl_ssh_allreg_may.17204,0.86000001
vbl_ssh_allreg_may.17205,0.85000002
vbl_ssh_allreg_may.17206,0.85000002
vbl_ssh_allreg_may.17207,0.85000002
vbl_ssh_allreg_may.17208,0.85000002
vbl_ssh_allreg_may.17209,0.85000002
vbl_ssh_allreg_may.17210,0.85000002
vbl_ssh_allreg_may.17211,0.85000002
vbl_ssh_allreg_may.17212,0.83999997
vbl_ssh_allreg_may.17213,0.82999998
vbl_ssh_allreg_may.17214,0.82999998
vbl_ssh_allreg_may.17215,0.81999999
vbl_ssh_allreg_may.17216,0.81
vbl_ssh_allreg_may.17217,0.81
vbl_ssh_allreg_may.17218,0.80000001
vbl_ssh_allreg_may.17219,0.79000002
vbl_ssh_allreg_may.17220,0.79000002
vbl_ssh_allreg_may.17221,0.77999997
vbl_ssh_allreg_may.17222,0.79000002
vbl_ssh_allreg_may.17223,0.77999997
vbl_ssh_allreg_may.17224,0.79000002
vbl_ssh_allreg_may.17225,0.79000002
vbl_ssh_allreg_may.17226,0.79000002
vbl_ssh_allreg_may.17227,0.79000002
vbl_ssh_allreg_may.17228,0.77999997
vbl_ssh_allreg_may.17229,0.77999997
vbl_ssh_allreg_may.17230,0.77999997
vbl_ssh_allreg_may.17231,0.77999997
vbl_ssh_allreg_may.17232,0.77999997
vbl_ssh_allreg_may.17233,1.02999997
vbl_ssh_allreg_may.17234,1
vbl_ssh_allreg_may.17235,0.99000001
vbl_ssh_allreg_may.17236,0.99000001
vbl_ssh_allreg_may.17237,0.99000001
vbl_ssh_allreg_may.17238,0.98000002
vbl_ssh_allreg_may.17239,0.98000002
vbl_ssh_allreg_may.17240,0.98000002
vbl_ssh_allreg_may.17241,0.97000003
vbl_ssh_allreg_may.17242,0.97000003
vbl_ssh_allreg_may.17243,0.97000003
vbl_ssh_allreg_may.17244,0.97000003
vbl_ssh_allreg_may.17245,0.97000003
vbl_ssh_allreg_may.17246,0.95999998
vbl_ssh_allreg_may.17247,0.95999998
vbl_ssh_allreg_may.17248,0.95999998
vbl_ssh_allreg_may.17249,0.94999999
vbl_ssh_allreg_may.17250,0.94999999
vbl_ssh_allreg_may.17251,0.94
vbl_ssh_allreg_may.17252,0.93000001
vbl_ssh_allreg_may.17253,0.93000001
vbl_ssh_allreg_may.17254,0.92000002
vbl_ssh_allreg_may.17255,0.89999998
vbl_ssh_allreg_may.17256,0.88999999
vbl_ssh_allreg_may.17257,0.88
vbl_ssh_allreg_may.17258,0.88
vbl_ssh_allreg_may.17259,0.87
vbl_ssh_allreg_may.17260,0.87
vbl_ssh_allreg_may.17261,0.86000001
vbl_ssh_allreg_may.17262,0.86000001
vbl_ssh_allreg_may.17263,0.86000001
vbl_ssh_allreg_may.17264,0.85000002
vbl_ssh_allreg_may.17265,0.85000002
vbl_ssh_allreg_may.17266,0.85000002
vbl_ssh_allreg_may.17267,0.85000002
vbl_ssh_allreg_may.17268,0.83999997
vbl_ssh_allreg_may.17269,0.83999997
vbl_ssh_allreg_may.17270,0.83999997
vbl_ssh_allreg_may.17271,0.83999997
vbl_ssh_allreg_may.17272,0.83999997
vbl_ssh_allreg_may.17273,0.83999997
vbl_ssh_allreg_may.17274,0.83999997
vbl_ssh_allreg_may.17275,0.82999998
vbl_ssh_allreg_may.17276,0.81999999
vbl_ssh_allreg_may.17277,0.81999999
vbl_ssh_allreg_may.17278,0.81999999
vbl_ssh_allreg_may.17279,0.81
vbl_ssh_allreg_may.17280,0.81
vbl_ssh_allreg_may.17281,0.80000001
vbl_ssh_allreg_may.17282,0.79000002
vbl_ssh_allreg_may.17283,0.79000002
vbl_ssh_allreg_may.17284,0.79000002
vbl_ssh_allreg_may.17285,0.79000002
vbl_ssh_allreg_may.17286,0.77999997
vbl_ssh_allreg_may.17287,0.79000002
vbl_ssh_allreg_may.17288,0.79000002
vbl_ssh_allreg_may.17289,0.79000002
vbl_ssh_allreg_may.17290,0.79000002
vbl_ssh_allreg_may.17291,0.77999997
vbl_ssh_allreg_may.17292,0.77999997
vbl_ssh_allreg_may.17293,0.77999997
vbl_ssh_allreg_may.17294,0.77999997
vbl_ssh_allreg_may.17295,0.77999997
vbl_ssh_allreg_may.17296,1.00999999
vbl_ssh_allreg_may.17297,0.97000003
vbl_ssh_allreg_may.17298,0.95999998
vbl_ssh_allreg_may.17299,0.95999998
vbl_ssh_allreg_may.17300,0.95999998
vbl_ssh_allreg_may.17301,0.95999998
vbl_ssh_allreg_may.17302,0.95999998
vbl_ssh_allreg_may.17303,0.94999999
vbl_ssh_allreg_may.17304,0.94999999
vbl_ssh_allreg_may.17305,0.94999999
vbl_ssh_allreg_may.17306,0.94
vbl_ssh_allreg_may.17307,0.94
vbl_ssh_allreg_may.17308,0.94
vbl_ssh_allreg_may.17309,0.94
vbl_ssh_allreg_may.17310,0.93000001
vbl_ssh_allreg_may.17311,0.93000001
vbl_ssh_allreg_may.17312,0.93000001
vbl_ssh_allreg_may.17313,0.92000002
vbl_ssh_allreg_may.17314,0.91000003
vbl_ssh_allreg_may.17315,0.89999998
vbl_ssh_allreg_may.17316,0.89999998
vbl_ssh_allreg_may.17317,0.88
vbl_ssh_allreg_may.17318,0.87
vbl_ssh_allreg_may.17319,0.87
vbl_ssh_allreg_may.17320,0.86000001
vbl_ssh_allreg_may.17321,0.86000001
vbl_ssh_allreg_may.17322,0.85000002
vbl_ssh_allreg_may.17323,0.85000002
vbl_ssh_allreg_may.17324,0.83999997
vbl_ssh_allreg_may.17325,0.83999997
vbl_ssh_allreg_may.17326,0.83999997
vbl_ssh_allreg_may.17327,0.83999997
vbl_ssh_allreg_may.17328,0.82999998
vbl_ssh_allreg_may.17329,0.82999998
vbl_ssh_allreg_may.17330,0.82999998
vbl_ssh_allreg_may.17331,0.82999998
vbl_ssh_allreg_may.17332,0.82999998
vbl_ssh_allreg_may.17333,0.83999997
vbl_ssh_allreg_may.17334,0.82999998
vbl_ssh_allreg_may.17335,0.82999998
vbl_ssh_allreg_may.17336,0.82999998
vbl_ssh_allreg_may.17337,0.81999999
vbl_ssh_allreg_may.17338,0.81999999
vbl_ssh_allreg_may.17339,0.81999999
vbl_ssh_allreg_may.17340,0.81
vbl_ssh_allreg_may.17341,0.81
vbl_ssh_allreg_may.17342,0.81
vbl_ssh_allreg_may.17343,0.80000001
vbl_ssh_allreg_may.17344,0.80000001
vbl_ssh_allreg_may.17345,0.79000002
vbl_ssh_allreg_may.17346,0.79000002
vbl_ssh_allreg_may.17347,0.79000002
vbl_ssh_allreg_may.17348,0.79000002
vbl_ssh_allreg_may.17349,0.79000002
vbl_ssh_allreg_may.17350,0.79000002
vbl_ssh_allreg_may.17351,0.79000002
vbl_ssh_allreg_may.17352,0.79000002
vbl_ssh_allreg_may.17353,0.77999997
vbl_ssh_allreg_may.17354,0.77999997
vbl_ssh_allreg_may.17355,0.77999997
vbl_ssh_allreg_may.17356,0.77999997
vbl_ssh_allreg_may.17357,0.98000002
vbl_ssh_allreg_may.17358,0.94
vbl_ssh_allreg_may.17359,0.93000001
vbl_ssh_allreg_may.17360,0.93000001
vbl_ssh_allreg_may.17361,0.93000001
vbl_ssh_allreg_may.17362,0.93000001
vbl_ssh_allreg_may.17363,0.93000001
vbl_ssh_allreg_may.17364,0.92000002
vbl_ssh_allreg_may.17365,0.92000002
vbl_ssh_allreg_may.17366,0.92000002
vbl_ssh_allreg_may.17367,0.92000002
vbl_ssh_allreg_may.17368,0.91000003
vbl_ssh_allreg_may.17369,0.91000003
vbl_ssh_allreg_may.17370,0.91000003
vbl_ssh_allreg_may.17371,0.91000003
vbl_ssh_allreg_may.17372,0.91000003
vbl_ssh_allreg_may.17373,0.89999998
vbl_ssh_allreg_may.17374,0.88999999
vbl_ssh_allreg_may.17375,0.88
vbl_ssh_allreg_may.17376,0.88
vbl_ssh_allreg_may.17377,0.87
vbl_ssh_allreg_may.17378,0.86000001
vbl_ssh_allreg_may.17379,0.85000002
vbl_ssh_allreg_may.17380,0.83999997
vbl_ssh_allreg_may.17381,0.83999997
vbl_ssh_allreg_may.17382,0.83999997
vbl_ssh_allreg_may.17383,0.82999998
vbl_ssh_allreg_may.17384,0.82999998
vbl_ssh_allreg_may.17385,0.82999998
vbl_ssh_allreg_may.17386,0.81999999
vbl_ssh_allreg_may.17387,0.81999999
vbl_ssh_allreg_may.17388,0.81999999
vbl_ssh_allreg_may.17389,0.81999999
vbl_ssh_allreg_may.17390,0.81
vbl_ssh_allreg_may.17391,0.81999999
vbl_ssh_allreg_may.17392,0.81999999
vbl_ssh_allreg_may.17393,0.82999998
vbl_ssh_allreg_may.17394,0.82999998
vbl_ssh_allreg_may.17395,0.81999999
vbl_ssh_allreg_may.17396,0.81999999
vbl_ssh_allreg_may.17397,0.81999999
vbl_ssh_allreg_may.17398,0.81999999
vbl_ssh_allreg_may.17399,0.81
vbl_ssh_allreg_may.17400,0.80000001
vbl_ssh_allreg_may.17401,0.80000001
vbl_ssh_allreg_may.17402,0.80000001
vbl_ssh_allreg_may.17403,0.80000001
vbl_ssh_allreg_may.17404,0.80000001
vbl_ssh_allreg_may.17405,0.79000002
vbl_ssh_allreg_may.17406,0.79000002
vbl_ssh_allreg_may.17407,0.79000002
vbl_ssh_allreg_may.17408,0.79000002
vbl_ssh_allreg_may.17409,0.79000002
vbl_ssh_allreg_may.17410,0.79000002
vbl_ssh_allreg_may.17411,0.79000002
vbl_ssh_allreg_may.17412,0.79000002
vbl_ssh_allreg_may.17413,0.77999997
vbl_ssh_allreg_may.17414,0.77999997
vbl_ssh_allreg_may.17415,0.77999997
vbl_ssh_allreg_may.17416,0.77999997
vbl_ssh_allreg_may.17417,0.94999999
vbl_ssh_allreg_may.17418,0.91000003
vbl_ssh_allreg_may.17419,0.89999998
vbl_ssh_allreg_may.17420,0.89999998
vbl_ssh_allreg_may.17421,0.89999998
vbl_ssh_allreg_may.17422,0.89999998
vbl_ssh_allreg_may.17423,0.89999998
vbl_ssh_allreg_may.17424,0.89999998
vbl_ssh_allreg_may.17425,0.89999998
vbl_ssh_allreg_may.17426,0.88999999
vbl_ssh_allreg_may.17427,0.88999999
vbl_ssh_allreg_may.17428,0.88999999
vbl_ssh_allreg_may.17429,0.88
vbl_ssh_allreg_may.17430,0.88
vbl_ssh_allreg_may.17431,0.88
vbl_ssh_allreg_may.17432,0.87
vbl_ssh_allreg_may.17433,0.86000001
vbl_ssh_allreg_may.17434,0.86000001
vbl_ssh_allreg_may.17435,0.85000002
vbl_ssh_allreg_may.17436,0.83999997
vbl_ssh_allreg_may.17437,0.83999997
vbl_ssh_allreg_may.17438,0.82999998
vbl_ssh_allreg_may.17439,0.82999998
vbl_ssh_allreg_may.17440,0.81999999
vbl_ssh_allreg_may.17441,0.81999999
vbl_ssh_allreg_may.17442,0.81999999
vbl_ssh_allreg_may.17443,0.81999999
vbl_ssh_allreg_may.17444,0.81
vbl_ssh_allreg_may.17445,0.81
vbl_ssh_allreg_may.17446,0.81999999
vbl_ssh_allreg_may.17447,0.81
vbl_ssh_allreg_may.17448,0.81
vbl_ssh_allreg_may.17449,0.81
vbl_ssh_allreg_may.17450,0.81
vbl_ssh_allreg_may.17451,0.81999999
vbl_ssh_allreg_may.17452,0.81999999
vbl_ssh_allreg_may.17453,0.81999999
vbl_ssh_allreg_may.17454,0.81999999
vbl_ssh_allreg_may.17455,0.81
vbl_ssh_allreg_may.17456,0.81
vbl_ssh_allreg_may.17457,0.81
vbl_ssh_allreg_may.17458,0.80000001
vbl_ssh_allreg_may.17459,0.80000001
vbl_ssh_allreg_may.17460,0.80000001
vbl_ssh_allreg_may.17461,0.80000001
vbl_ssh_allreg_may.17462,0.80000001
vbl_ssh_allreg_may.17463,0.80000001
vbl_ssh_allreg_may.17464,0.79000002
vbl_ssh_allreg_may.17465,0.80000001
vbl_ssh_allreg_may.17466,0.80000001
vbl_ssh_allreg_may.17467,0.80000001
vbl_ssh_allreg_may.17468,0.79000002
vbl_ssh_allreg_may.17469,0.79000002
vbl_ssh_allreg_may.17470,0.79000002
vbl_ssh_allreg_may.17471,0.77999997
vbl_ssh_allreg_may.17472,0.77999997
vbl_ssh_allreg_may.17473,0.77999997
vbl_ssh_allreg_may.17474,0.77999997
vbl_ssh_allreg_may.17475,0.92000002
vbl_ssh_allreg_may.17476,0.88999999
vbl_ssh_allreg_may.17477,0.88
vbl_ssh_allreg_may.17478,0.88
vbl_ssh_allreg_may.17479,0.88
vbl_ssh_allreg_may.17480,0.88
vbl_ssh_allreg_may.17481,0.87
vbl_ssh_allreg_may.17482,0.87
vbl_ssh_allreg_may.17483,0.87
vbl_ssh_allreg_may.17484,0.87
vbl_ssh_allreg_may.17485,0.87
vbl_ssh_allreg_may.17486,0.86000001
vbl_ssh_allreg_may.17487,0.86000001
vbl_ssh_allreg_may.17488,0.85000002
vbl_ssh_allreg_may.17489,0.85000002
vbl_ssh_allreg_may.17490,0.83999997
vbl_ssh_allreg_may.17491,0.83999997
vbl_ssh_allreg_may.17492,0.82999998
vbl_ssh_allreg_may.17493,0.82999998
vbl_ssh_allreg_may.17494,0.81999999
vbl_ssh_allreg_may.17495,0.81
vbl_ssh_allreg_may.17496,0.81
vbl_ssh_allreg_may.17497,0.81
vbl_ssh_allreg_may.17498,0.81
vbl_ssh_allreg_may.17499,0.80000001
vbl_ssh_allreg_may.17500,0.80000001
vbl_ssh_allreg_may.17501,0.80000001
vbl_ssh_allreg_may.17502,0.80000001
vbl_ssh_allreg_may.17503,0.80000001
vbl_ssh_allreg_may.17504,0.80000001
vbl_ssh_allreg_may.17505,0.80000001
vbl_ssh_allreg_may.17506,0.80000001
vbl_ssh_allreg_may.17507,0.80000001
vbl_ssh_allreg_may.17508,0.80000001
vbl_ssh_allreg_may.17509,0.80000001
vbl_ssh_allreg_may.17510,0.81
vbl_ssh_allreg_may.17511,0.81
vbl_ssh_allreg_may.17512,0.80000001
vbl_ssh_allreg_may.17513,0.80000001
vbl_ssh_allreg_may.17514,0.80000001
vbl_ssh_allreg_may.17515,0.80000001
vbl_ssh_allreg_may.17516,0.79000002
vbl_ssh_allreg_may.17517,0.79000002
vbl_ssh_allreg_may.17518,0.79000002
vbl_ssh_allreg_may.17519,0.79000002
vbl_ssh_allreg_may.17520,0.79000002
vbl_ssh_allreg_may.17521,0.79000002
vbl_ssh_allreg_may.17522,0.80000001
vbl_ssh_allreg_may.17523,0.80000001
vbl_ssh_allreg_may.17524,0.79000002
vbl_ssh_allreg_may.17525,0.79000002
vbl_ssh_allreg_may.17526,0.79000002
vbl_ssh_allreg_may.17527,0.77999997
vbl_ssh_allreg_may.17528,0.77999997
vbl_ssh_allreg_may.17529,0.77999997
vbl_ssh_allreg_may.17530,0.77999997
vbl_ssh_allreg_may.17531,0.77999997
vbl_ssh_allreg_may.17532,0.89999998
vbl_ssh_allreg_may.17533,0.86000001
vbl_ssh_allreg_may.17534,0.85000002
vbl_ssh_allreg_may.17535,0.85000002
vbl_ssh_allreg_may.17536,0.85000002
vbl_ssh_allreg_may.17537,0.85000002
vbl_ssh_allreg_may.17538,0.85000002
vbl_ssh_allreg_may.17539,0.85000002
vbl_ssh_allreg_may.17540,0.85000002
vbl_ssh_allreg_may.17541,0.83999997
vbl_ssh_allreg_may.17542,0.83999997
vbl_ssh_allreg_may.17543,0.83999997
vbl_ssh_allreg_may.17544,0.82999998
vbl_ssh_allreg_may.17545,0.82999998
vbl_ssh_allreg_may.17546,0.81999999
vbl_ssh_allreg_may.17547,0.81999999
vbl_ssh_allreg_may.17548,0.81
vbl_ssh_allreg_may.17549,0.81
vbl_ssh_allreg_may.17550,0.80000001
vbl_ssh_allreg_may.17551,0.80000001
vbl_ssh_allreg_may.17552,0.80000001
vbl_ssh_allreg_may.17553,0.79000002
vbl_ssh_allreg_may.17554,0.79000002
vbl_ssh_allreg_may.17555,0.79000002
vbl_ssh_allreg_may.17556,0.79000002
vbl_ssh_allreg_may.17557,0.77999997
vbl_ssh_allreg_may.17558,0.77999997
vbl_ssh_allreg_may.17559,0.79000002
vbl_ssh_allreg_may.17560,0.79000002
vbl_ssh_allreg_may.17561,0.79000002
vbl_ssh_allreg_may.17562,0.79000002
vbl_ssh_allreg_may.17563,0.79000002
vbl_ssh_allreg_may.17564,0.79000002
vbl_ssh_allreg_may.17565,0.79000002
vbl_ssh_allreg_may.17566,0.79000002
vbl_ssh_allreg_may.17567,0.80000001
vbl_ssh_allreg_may.17568,0.79000002
vbl_ssh_allreg_may.17569,0.79000002
vbl_ssh_allreg_may.17570,0.79000002
vbl_ssh_allreg_may.17571,0.79000002
vbl_ssh_allreg_may.17572,0.79000002
vbl_ssh_allreg_may.17573,0.79000002
vbl_ssh_allreg_may.17574,0.77999997
vbl_ssh_allreg_may.17575,0.77999997
vbl_ssh_allreg_may.17576,0.79000002
vbl_ssh_allreg_may.17577,0.79000002
vbl_ssh_allreg_may.17578,0.79000002
vbl_ssh_allreg_may.17579,0.79000002
vbl_ssh_allreg_may.17580,0.79000002
vbl_ssh_allreg_may.17581,0.79000002
vbl_ssh_allreg_may.17582,0.79000002
vbl_ssh_allreg_may.17583,0.77999997
vbl_ssh_allreg_may.17584,0.77999997
vbl_ssh_allreg_may.17585,0.77999997
vbl_ssh_allreg_may.17586,0.77999997
vbl_ssh_allreg_may.17587,0.88
vbl_ssh_allreg_may.17588,0.85000002
vbl_ssh_allreg_may.17589,0.83999997
vbl_ssh_allreg_may.17590,0.82999998
vbl_ssh_allreg_may.17591,0.83999997
vbl_ssh_allreg_may.17592,0.83999997
vbl_ssh_allreg_may.17593,0.83999997
vbl_ssh_allreg_may.17594,0.82999998
vbl_ssh_allreg_may.17595,0.82999998
vbl_ssh_allreg_may.17596,0.81999999
vbl_ssh_allreg_may.17597,0.81999999
vbl_ssh_allreg_may.17598,0.81999999
vbl_ssh_allreg_may.17599,0.81
vbl_ssh_allreg_may.17600,0.81
vbl_ssh_allreg_may.17601,0.81
vbl_ssh_allreg_may.17602,0.81
vbl_ssh_allreg_may.17603,0.80000001
vbl_ssh_allreg_may.17604,0.80000001
vbl_ssh_allreg_may.17605,0.79000002
vbl_ssh_allreg_may.17606,0.79000002
vbl_ssh_allreg_may.17607,0.77999997
vbl_ssh_allreg_may.17608,0.77999997
vbl_ssh_allreg_may.17609,0.77999997
vbl_ssh_allreg_may.17610,0.77999997
vbl_ssh_allreg_may.17611,0.77999997
vbl_ssh_allreg_may.17612,0.76999998
vbl_ssh_allreg_may.17613,0.76999998
vbl_ssh_allreg_may.17614,0.77999997
vbl_ssh_allreg_may.17615,0.77999997
vbl_ssh_allreg_may.17616,0.77999997
vbl_ssh_allreg_may.17617,0.77999997
vbl_ssh_allreg_may.17618,0.77999997
vbl_ssh_allreg_may.17619,0.77999997
vbl_ssh_allreg_may.17620,0.77999997
vbl_ssh_allreg_may.17621,0.79000002
vbl_ssh_allreg_may.17622,0.79000002
vbl_ssh_allreg_may.17623,0.79000002
vbl_ssh_allreg_may.17624,0.79000002
vbl_ssh_allreg_may.17625,0.79000002
vbl_ssh_allreg_may.17626,0.77999997
vbl_ssh_allreg_may.17627,0.77999997
vbl_ssh_allreg_may.17628,0.77999997
vbl_ssh_allreg_may.17629,0.77999997
vbl_ssh_allreg_may.17630,0.77999997
vbl_ssh_allreg_may.17631,0.77999997
