FID,jan_ssh
vbl_ssh_allreg_jan.16374,2.58999991
vbl_ssh_allreg_jan.16375,2.57999992
vbl_ssh_allreg_jan.16376,2.55999994
vbl_ssh_allreg_jan.16377,2.53999996
vbl_ssh_allreg_jan.16378,2.51999998
vbl_ssh_allreg_jan.16379,2.5
vbl_ssh_allreg_jan.16380,2.48000002
vbl_ssh_allreg_jan.16381,2.45000005
vbl_ssh_allreg_jan.16382,2.43000007
vbl_ssh_allreg_jan.16383,2.41000009
vbl_ssh_allreg_jan.16384,2.38000011
vbl_ssh_allreg_jan.16385,2.3599999
vbl_ssh_allreg_jan.16386,2.32999992
vbl_ssh_allreg_jan.16387,2.29999995
vbl_ssh_allreg_jan.16388,2.27999997
vbl_ssh_allreg_jan.16389,2.25
vbl_ssh_allreg_jan.16390,2.23000002
vbl_ssh_allreg_jan.16391,2.21000004
vbl_ssh_allreg_jan.16392,2.18000007
vbl_ssh_allreg_jan.16393,2.1500001
vbl_ssh_allreg_jan.16394,2.13000011
vbl_ssh_allreg_jan.16395,2.0999999
vbl_ssh_allreg_jan.16396,2.05999994
vbl_ssh_allreg_jan.16397,2.02999997
vbl_ssh_allreg_jan.16398,2
vbl_ssh_allreg_jan.16399,1.97000003
vbl_ssh_allreg_jan.16400,1.94000006
vbl_ssh_allreg_jan.16401,1.90999997
vbl_ssh_allreg_jan.16402,1.87
vbl_ssh_allreg_jan.16403,1.83000004
vbl_ssh_allreg_jan.16404,1.78999996
vbl_ssh_allreg_jan.16405,1.75
vbl_ssh_allreg_jan.16406,1.72000003
vbl_ssh_allreg_jan.16407,1.67999995
vbl_ssh_allreg_jan.16408,1.63999999
vbl_ssh_allreg_jan.16409,1.59000003
vbl_ssh_allreg_jan.16410,1.54999995
vbl_ssh_allreg_jan.16411,1.5
vbl_ssh_allreg_jan.16412,1.44000006
vbl_ssh_allreg_jan.16413,1.38
vbl_ssh_allreg_jan.16414,1.28999996
vbl_ssh_allreg_jan.16415,1.20000005
vbl_ssh_allreg_jan.16416,1.07000005
vbl_ssh_allreg_jan.16417,0.97000003
vbl_ssh_allreg_jan.16418,0.97000003
vbl_ssh_allreg_jan.16419,0.99000001
vbl_ssh_allreg_jan.16420,0.99000001
vbl_ssh_allreg_jan.16421,1
vbl_ssh_allreg_jan.16422,1.00999999
vbl_ssh_allreg_jan.16423,1.02999997
vbl_ssh_allreg_jan.16424,1.02999997
vbl_ssh_allreg_jan.16425,1.02999997
vbl_ssh_allreg_jan.16426,1.01999998
vbl_ssh_allreg_jan.16427,1.00999999
vbl_ssh_allreg_jan.16428,0.99000001
vbl_ssh_allreg_jan.16429,0.97000003
vbl_ssh_allreg_jan.16430,0.94999999
vbl_ssh_allreg_jan.16431,0.93000001
vbl_ssh_allreg_jan.16432,0.92000002
vbl_ssh_allreg_jan.16433,0.89999998
vbl_ssh_allreg_jan.16434,0.88
vbl_ssh_allreg_jan.16435,0.85000002
vbl_ssh_allreg_jan.16436,0.82999998
vbl_ssh_allreg_jan.16437,0.80000001
vbl_ssh_allreg_jan.16438,0.77999997
vbl_ssh_allreg_jan.16439,0.75
vbl_ssh_allreg_jan.16440,0.72000003
vbl_ssh_allreg_jan.16441,0.69
vbl_ssh_allreg_jan.16442,0.66000003
vbl_ssh_allreg_jan.16443,0.38
vbl_ssh_allreg_jan.16444,0.38
vbl_ssh_allreg_jan.16445,0.37
vbl_ssh_allreg_jan.16446,0.36000001
vbl_ssh_allreg_jan.16447,0.34999999
vbl_ssh_allreg_jan.16448,0.34999999
vbl_ssh_allreg_jan.16449,0.34999999
vbl_ssh_allreg_jan.16450,0.34999999
vbl_ssh_allreg_jan.16451,0.34999999
vbl_ssh_allreg_jan.16452,0.36000001
vbl_ssh_allreg_jan.16453,0.38
vbl_ssh_allreg_jan.16454,0.41
vbl_ssh_allreg_jan.16455,0.41
vbl_ssh_allreg_jan.16456,0.40000001
vbl_ssh_allreg_jan.16457,0.38999999
vbl_ssh_allreg_jan.16458,2.69000006
vbl_ssh_allreg_jan.16459,2.68000007
vbl_ssh_allreg_jan.16460,2.66000009
vbl_ssh_allreg_jan.16461,2.6500001
vbl_ssh_allreg_jan.16462,2.6400001
vbl_ssh_allreg_jan.16463,2.63000011
vbl_ssh_allreg_jan.16464,2.6099999
vbl_ssh_allreg_jan.16465,2.5999999
vbl_ssh_allreg_jan.16466,2.58999991
vbl_ssh_allreg_jan.16467,2.57999992
vbl_ssh_allreg_jan.16468,2.55999994
vbl_ssh_allreg_jan.16469,2.53999996
vbl_ssh_allreg_jan.16470,2.51999998
vbl_ssh_allreg_jan.16471,2.5
vbl_ssh_allreg_jan.16472,2.48000002
vbl_ssh_allreg_jan.16473,2.46000004
vbl_ssh_allreg_jan.16474,2.44000006
vbl_ssh_allreg_jan.16475,2.41000009
vbl_ssh_allreg_jan.16476,2.3900001
vbl_ssh_allreg_jan.16477,2.36999989
vbl_ssh_allreg_jan.16478,2.33999991
vbl_ssh_allreg_jan.16479,2.30999994
vbl_ssh_allreg_jan.16480,2.26999998
vbl_ssh_allreg_jan.16481,2.23000002
vbl_ssh_allreg_jan.16482,2.22000003
vbl_ssh_allreg_jan.16483,2.20000005
vbl_ssh_allreg_jan.16484,2.18000007
vbl_ssh_allreg_jan.16485,2.1500001
vbl_ssh_allreg_jan.16486,2.11999989
vbl_ssh_allreg_jan.16487,2.0999999
vbl_ssh_allreg_jan.16488,2.06999993
vbl_ssh_allreg_jan.16489,2.03999996
vbl_ssh_allreg_jan.16490,2
vbl_ssh_allreg_jan.16491,1.97000003
vbl_ssh_allreg_jan.16492,1.94000006
vbl_ssh_allreg_jan.16493,1.91999996
vbl_ssh_allreg_jan.16494,1.88999999
vbl_ssh_allreg_jan.16495,1.86000001
vbl_ssh_allreg_jan.16496,1.82000005
vbl_ssh_allreg_jan.16497,1.77999997
vbl_ssh_allreg_jan.16498,1.74000001
vbl_ssh_allreg_jan.16499,1.71000004
vbl_ssh_allreg_jan.16500,1.66999996
vbl_ssh_allreg_jan.16501,1.63
vbl_ssh_allreg_jan.16502,1.59000003
vbl_ssh_allreg_jan.16503,1.54999995
vbl_ssh_allreg_jan.16504,1.5
vbl_ssh_allreg_jan.16505,1.46000004
vbl_ssh_allreg_jan.16506,1.40999997
vbl_ssh_allreg_jan.16507,1.35000002
vbl_ssh_allreg_jan.16508,1.29999995
vbl_ssh_allreg_jan.16509,1.24000001
vbl_ssh_allreg_jan.16510,1.13999999
vbl_ssh_allreg_jan.16511,1.05999994
vbl_ssh_allreg_jan.16512,1.02999997
vbl_ssh_allreg_jan.16513,1
vbl_ssh_allreg_jan.16514,1
vbl_ssh_allreg_jan.16515,1
vbl_ssh_allreg_jan.16516,1
vbl_ssh_allreg_jan.16517,1
vbl_ssh_allreg_jan.16518,1
vbl_ssh_allreg_jan.16519,0.99000001
vbl_ssh_allreg_jan.16520,0.98000002
vbl_ssh_allreg_jan.16521,0.97000003
vbl_ssh_allreg_jan.16522,0.95999998
vbl_ssh_allreg_jan.16523,0.94
vbl_ssh_allreg_jan.16524,0.93000001
vbl_ssh_allreg_jan.16525,0.91000003
vbl_ssh_allreg_jan.16526,0.88999999
vbl_ssh_allreg_jan.16527,0.87
vbl_ssh_allreg_jan.16528,0.85000002
vbl_ssh_allreg_jan.16529,0.82999998
vbl_ssh_allreg_jan.16530,0.80000001
vbl_ssh_allreg_jan.16531,0.76999998
vbl_ssh_allreg_jan.16532,0.75
vbl_ssh_allreg_jan.16533,0.72000003
vbl_ssh_allreg_jan.16534,0.69
vbl_ssh_allreg_jan.16535,0.67000002
vbl_ssh_allreg_jan.16536,0.34
vbl_ssh_allreg_jan.16537,0.34
vbl_ssh_allreg_jan.16538,0.34
vbl_ssh_allreg_jan.16539,0.34
vbl_ssh_allreg_jan.16540,0.34999999
vbl_ssh_allreg_jan.16541,0.34999999
vbl_ssh_allreg_jan.16542,0.34999999
vbl_ssh_allreg_jan.16543,0.36000001
vbl_ssh_allreg_jan.16544,0.36000001
vbl_ssh_allreg_jan.16545,0.38
vbl_ssh_allreg_jan.16546,0.40000001
vbl_ssh_allreg_jan.16547,0.40000001
vbl_ssh_allreg_jan.16548,0.38999999
vbl_ssh_allreg_jan.16549,0.37
vbl_ssh_allreg_jan.16550,2.66000009
vbl_ssh_allreg_jan.16551,2.6400001
vbl_ssh_allreg_jan.16552,2.63000011
vbl_ssh_allreg_jan.16553,2.61999989
vbl_ssh_allreg_jan.16554,2.5999999
vbl_ssh_allreg_jan.16555,2.58999991
vbl_ssh_allreg_jan.16556,2.57999992
vbl_ssh_allreg_jan.16557,2.56999993
vbl_ssh_allreg_jan.16558,2.54999995
vbl_ssh_allreg_jan.16559,2.53999996
vbl_ssh_allreg_jan.16560,2.52999997
vbl_ssh_allreg_jan.16561,2.50999999
vbl_ssh_allreg_jan.16562,2.49000001
vbl_ssh_allreg_jan.16563,2.47000003
vbl_ssh_allreg_jan.16564,2.45000005
vbl_ssh_allreg_jan.16565,2.42000008
vbl_ssh_allreg_jan.16566,2.4000001
vbl_ssh_allreg_jan.16567,2.38000011
vbl_ssh_allreg_jan.16568,2.3499999
vbl_ssh_allreg_jan.16569,2.32999992
vbl_ssh_allreg_jan.16570,2.29999995
vbl_ssh_allreg_jan.16571,2.25999999
vbl_ssh_allreg_jan.16572,2.22000003
vbl_ssh_allreg_jan.16573,2.16000009
vbl_ssh_allreg_jan.16574,2.17000008
vbl_ssh_allreg_jan.16575,2.16000009
vbl_ssh_allreg_jan.16576,2.13000011
vbl_ssh_allreg_jan.16577,2.0999999
vbl_ssh_allreg_jan.16578,2.07999992
vbl_ssh_allreg_jan.16579,2.04999995
vbl_ssh_allreg_jan.16580,2.01999998
vbl_ssh_allreg_jan.16581,1.99000001
vbl_ssh_allreg_jan.16582,1.96000004
vbl_ssh_allreg_jan.16583,1.92999995
vbl_ssh_allreg_jan.16584,1.89999998
vbl_ssh_allreg_jan.16585,1.87
vbl_ssh_allreg_jan.16586,1.84000003
vbl_ssh_allreg_jan.16587,1.80999994
vbl_ssh_allreg_jan.16588,1.77999997
vbl_ssh_allreg_jan.16589,1.74000001
vbl_ssh_allreg_jan.16590,1.70000005
vbl_ssh_allreg_jan.16591,1.65999997
vbl_ssh_allreg_jan.16592,1.63
vbl_ssh_allreg_jan.16593,1.59000003
vbl_ssh_allreg_jan.16594,1.55999994
vbl_ssh_allreg_jan.16595,1.51999998
vbl_ssh_allreg_jan.16596,1.47000003
vbl_ssh_allreg_jan.16597,1.41999996
vbl_ssh_allreg_jan.16598,1.37
vbl_ssh_allreg_jan.16599,1.32000005
vbl_ssh_allreg_jan.16600,1.26999998
vbl_ssh_allreg_jan.16601,1.22000003
vbl_ssh_allreg_jan.16602,1.14999998
vbl_ssh_allreg_jan.16603,1.09000003
vbl_ssh_allreg_jan.16604,1.04999995
vbl_ssh_allreg_jan.16605,1.01999998
vbl_ssh_allreg_jan.16606,1
vbl_ssh_allreg_jan.16607,1
vbl_ssh_allreg_jan.16608,0.99000001
vbl_ssh_allreg_jan.16609,0.99000001
vbl_ssh_allreg_jan.16610,0.98000002
vbl_ssh_allreg_jan.16611,0.97000003
vbl_ssh_allreg_jan.16612,0.95999998
vbl_ssh_allreg_jan.16613,0.94999999
vbl_ssh_allreg_jan.16614,0.93000001
vbl_ssh_allreg_jan.16615,0.92000002
vbl_ssh_allreg_jan.16616,0.89999998
vbl_ssh_allreg_jan.16617,0.88999999
vbl_ssh_allreg_jan.16618,0.87
vbl_ssh_allreg_jan.16619,0.85000002
vbl_ssh_allreg_jan.16620,0.82999998
vbl_ssh_allreg_jan.16621,0.80000001
vbl_ssh_allreg_jan.16622,0.77999997
vbl_ssh_allreg_jan.16623,0.75
vbl_ssh_allreg_jan.16624,0.72000003
vbl_ssh_allreg_jan.16625,0.69
vbl_ssh_allreg_jan.16626,0.67000002
vbl_ssh_allreg_jan.16627,0.64999998
vbl_ssh_allreg_jan.16628,0.34
vbl_ssh_allreg_jan.16629,0.34
vbl_ssh_allreg_jan.16630,0.34
vbl_ssh_allreg_jan.16631,0.34
vbl_ssh_allreg_jan.16632,0.34999999
vbl_ssh_allreg_jan.16633,0.34999999
vbl_ssh_allreg_jan.16634,0.34999999
vbl_ssh_allreg_jan.16635,0.36000001
vbl_ssh_allreg_jan.16636,0.37
vbl_ssh_allreg_jan.16637,0.38999999
vbl_ssh_allreg_jan.16638,0.38999999
vbl_ssh_allreg_jan.16639,0.38
vbl_ssh_allreg_jan.16640,0.36000001
vbl_ssh_allreg_jan.16641,2.61999989
vbl_ssh_allreg_jan.16642,2.5999999
vbl_ssh_allreg_jan.16643,2.57999992
vbl_ssh_allreg_jan.16644,2.56999993
vbl_ssh_allreg_jan.16645,2.55999994
vbl_ssh_allreg_jan.16646,2.53999996
vbl_ssh_allreg_jan.16647,2.52999997
vbl_ssh_allreg_jan.16648,2.51999998
vbl_ssh_allreg_jan.16649,2.5
vbl_ssh_allreg_jan.16650,2.49000001
vbl_ssh_allreg_jan.16651,2.47000003
vbl_ssh_allreg_jan.16652,2.45000005
vbl_ssh_allreg_jan.16653,2.43000007
vbl_ssh_allreg_jan.16654,2.41000009
vbl_ssh_allreg_jan.16655,2.3900001
vbl_ssh_allreg_jan.16656,2.3599999
vbl_ssh_allreg_jan.16657,2.33999991
vbl_ssh_allreg_jan.16658,2.30999994
vbl_ssh_allreg_jan.16659,2.28999996
vbl_ssh_allreg_jan.16660,2.25999999
vbl_ssh_allreg_jan.16661,2.23000002
vbl_ssh_allreg_jan.16662,2.20000005
vbl_ssh_allreg_jan.16663,2.17000008
vbl_ssh_allreg_jan.16664,2.1500001
vbl_ssh_allreg_jan.16665,2.13000011
vbl_ssh_allreg_jan.16666,2.08999991
vbl_ssh_allreg_jan.16667,2.05999994
vbl_ssh_allreg_jan.16668,2.03999996
vbl_ssh_allreg_jan.16669,2.00999999
vbl_ssh_allreg_jan.16670,1.98000002
vbl_ssh_allreg_jan.16671,1.95000005
vbl_ssh_allreg_jan.16672,1.91999996
vbl_ssh_allreg_jan.16673,1.88999999
vbl_ssh_allreg_jan.16674,1.86000001
vbl_ssh_allreg_jan.16675,1.83000004
vbl_ssh_allreg_jan.16676,1.79999995
vbl_ssh_allreg_jan.16677,1.75999999
vbl_ssh_allreg_jan.16678,1.73000002
vbl_ssh_allreg_jan.16679,1.69000006
vbl_ssh_allreg_jan.16680,1.64999998
vbl_ssh_allreg_jan.16681,1.62
vbl_ssh_allreg_jan.16682,1.58000004
vbl_ssh_allreg_jan.16683,1.54999995
vbl_ssh_allreg_jan.16684,1.50999999
vbl_ssh_allreg_jan.16685,1.48000002
vbl_ssh_allreg_jan.16686,1.42999995
vbl_ssh_allreg_jan.16687,1.38
vbl_ssh_allreg_jan.16688,1.34000003
vbl_ssh_allreg_jan.16689,1.29999995
vbl_ssh_allreg_jan.16690,1.25
vbl_ssh_allreg_jan.16691,1.20000005
vbl_ssh_allreg_jan.16692,1.14999998
vbl_ssh_allreg_jan.16693,1.09000003
vbl_ssh_allreg_jan.16694,1.04999995
vbl_ssh_allreg_jan.16695,1.01999998
vbl_ssh_allreg_jan.16696,1
vbl_ssh_allreg_jan.16697,0.99000001
vbl_ssh_allreg_jan.16698,0.97000003
vbl_ssh_allreg_jan.16699,0.97000003
vbl_ssh_allreg_jan.16700,0.95999998
vbl_ssh_allreg_jan.16701,0.94999999
vbl_ssh_allreg_jan.16702,0.94
vbl_ssh_allreg_jan.16703,0.92000002
vbl_ssh_allreg_jan.16704,0.91000003
vbl_ssh_allreg_jan.16705,0.88999999
vbl_ssh_allreg_jan.16706,0.88
vbl_ssh_allreg_jan.16707,0.86000001
vbl_ssh_allreg_jan.16708,0.83999997
vbl_ssh_allreg_jan.16709,0.82999998
vbl_ssh_allreg_jan.16710,0.80000001
vbl_ssh_allreg_jan.16711,0.77999997
vbl_ssh_allreg_jan.16712,0.75999999
vbl_ssh_allreg_jan.16713,0.73000002
vbl_ssh_allreg_jan.16714,0.69999999
vbl_ssh_allreg_jan.16715,0.67000002
vbl_ssh_allreg_jan.16716,0.64999998
vbl_ssh_allreg_jan.16717,0.33000001
vbl_ssh_allreg_jan.16718,0.33000001
vbl_ssh_allreg_jan.16719,0.34
vbl_ssh_allreg_jan.16720,0.34
vbl_ssh_allreg_jan.16721,0.34
vbl_ssh_allreg_jan.16722,0.34999999
vbl_ssh_allreg_jan.16723,0.34999999
vbl_ssh_allreg_jan.16724,0.36000001
vbl_ssh_allreg_jan.16725,0.37
vbl_ssh_allreg_jan.16726,0.38
vbl_ssh_allreg_jan.16727,0.37
vbl_ssh_allreg_jan.16728,2.56999993
vbl_ssh_allreg_jan.16729,2.53999996
vbl_ssh_allreg_jan.16730,2.52999997
vbl_ssh_allreg_jan.16731,2.50999999
vbl_ssh_allreg_jan.16732,2.5
vbl_ssh_allreg_jan.16733,2.49000001
vbl_ssh_allreg_jan.16734,2.48000002
vbl_ssh_allreg_jan.16735,2.46000004
vbl_ssh_allreg_jan.16736,2.45000005
vbl_ssh_allreg_jan.16737,2.43000007
vbl_ssh_allreg_jan.16738,2.41000009
vbl_ssh_allreg_jan.16739,2.3900001
vbl_ssh_allreg_jan.16740,2.36999989
vbl_ssh_allreg_jan.16741,2.3499999
vbl_ssh_allreg_jan.16742,2.31999993
vbl_ssh_allreg_jan.16743,2.29999995
vbl_ssh_allreg_jan.16744,2.26999998
vbl_ssh_allreg_jan.16745,2.24000001
vbl_ssh_allreg_jan.16746,2.22000003
vbl_ssh_allreg_jan.16747,2.19000006
vbl_ssh_allreg_jan.16748,2.16000009
vbl_ssh_allreg_jan.16749,2.1400001
vbl_ssh_allreg_jan.16750,2.11999989
vbl_ssh_allreg_jan.16751,2.08999991
vbl_ssh_allreg_jan.16752,2.05999994
vbl_ssh_allreg_jan.16753,2.01999998
vbl_ssh_allreg_jan.16754,2
vbl_ssh_allreg_jan.16755,1.97000003
vbl_ssh_allreg_jan.16756,1.94000006
vbl_ssh_allreg_jan.16757,1.90999997
vbl_ssh_allreg_jan.16758,1.87
vbl_ssh_allreg_jan.16759,1.85000002
vbl_ssh_allreg_jan.16760,1.82000005
vbl_ssh_allreg_jan.16761,1.78999996
vbl_ssh_allreg_jan.16762,1.75
vbl_ssh_allreg_jan.16763,1.71000004
vbl_ssh_allreg_jan.16764,1.67999995
vbl_ssh_allreg_jan.16765,1.64999998
vbl_ssh_allreg_jan.16766,1.61000001
vbl_ssh_allreg_jan.16767,1.57000005
vbl_ssh_allreg_jan.16768,1.53999996
vbl_ssh_allreg_jan.16769,1.5
vbl_ssh_allreg_jan.16770,1.47000003
vbl_ssh_allreg_jan.16771,1.42999995
vbl_ssh_allreg_jan.16772,1.38999999
vbl_ssh_allreg_jan.16773,1.34000003
vbl_ssh_allreg_jan.16774,1.29999995
vbl_ssh_allreg_jan.16775,1.26999998
vbl_ssh_allreg_jan.16776,1.23000002
vbl_ssh_allreg_jan.16777,1.17999995
vbl_ssh_allreg_jan.16778,1.13
vbl_ssh_allreg_jan.16779,1.09000003
vbl_ssh_allreg_jan.16780,1.04999995
vbl_ssh_allreg_jan.16781,1.01999998
vbl_ssh_allreg_jan.16782,0.99000001
vbl_ssh_allreg_jan.16783,0.98000002
vbl_ssh_allreg_jan.16784,0.95999998
vbl_ssh_allreg_jan.16785,0.94999999
vbl_ssh_allreg_jan.16786,0.94
vbl_ssh_allreg_jan.16787,0.92000002
vbl_ssh_allreg_jan.16788,0.91000003
vbl_ssh_allreg_jan.16789,0.89999998
vbl_ssh_allreg_jan.16790,0.88999999
vbl_ssh_allreg_jan.16791,0.87
vbl_ssh_allreg_jan.16792,0.85000002
vbl_ssh_allreg_jan.16793,0.83999997
vbl_ssh_allreg_jan.16794,0.81999999
vbl_ssh_allreg_jan.16795,0.80000001
vbl_ssh_allreg_jan.16796,0.77999997
vbl_ssh_allreg_jan.16797,0.75999999
vbl_ssh_allreg_jan.16798,0.74000001
vbl_ssh_allreg_jan.16799,0.70999998
vbl_ssh_allreg_jan.16800,0.67000002
vbl_ssh_allreg_jan.16801,0.64999998
vbl_ssh_allreg_jan.16802,0.62
vbl_ssh_allreg_jan.16803,0.31999999
vbl_ssh_allreg_jan.16804,0.31999999
vbl_ssh_allreg_jan.16805,0.33000001
vbl_ssh_allreg_jan.16806,0.34
vbl_ssh_allreg_jan.16807,0.34
vbl_ssh_allreg_jan.16808,0.34
vbl_ssh_allreg_jan.16809,0.34
vbl_ssh_allreg_jan.16810,0.34
vbl_ssh_allreg_jan.16811,2.52999997
vbl_ssh_allreg_jan.16812,2.49000001
vbl_ssh_allreg_jan.16813,2.47000003
vbl_ssh_allreg_jan.16814,2.46000004
vbl_ssh_allreg_jan.16815,2.44000006
vbl_ssh_allreg_jan.16816,2.43000007
vbl_ssh_allreg_jan.16817,2.41000009
vbl_ssh_allreg_jan.16818,2.4000001
vbl_ssh_allreg_jan.16819,2.38000011
vbl_ssh_allreg_jan.16820,2.36999989
vbl_ssh_allreg_jan.16821,2.3499999
vbl_ssh_allreg_jan.16822,2.32999992
vbl_ssh_allreg_jan.16823,2.29999995
vbl_ssh_allreg_jan.16824,2.27999997
vbl_ssh_allreg_jan.16825,2.25
vbl_ssh_allreg_jan.16826,2.22000003
vbl_ssh_allreg_jan.16827,2.20000005
vbl_ssh_allreg_jan.16828,2.18000007
vbl_ssh_allreg_jan.16829,2.1500001
vbl_ssh_allreg_jan.16830,2.11999989
vbl_ssh_allreg_jan.16831,2.08999991
vbl_ssh_allreg_jan.16832,2.06999993
vbl_ssh_allreg_jan.16833,2.03999996
vbl_ssh_allreg_jan.16834,2.00999999
vbl_ssh_allreg_jan.16835,1.98000002
vbl_ssh_allreg_jan.16836,1.95000005
vbl_ssh_allreg_jan.16837,1.91999996
vbl_ssh_allreg_jan.16838,1.88999999
vbl_ssh_allreg_jan.16839,1.86000001
vbl_ssh_allreg_jan.16840,1.83000004
vbl_ssh_allreg_jan.16841,1.79999995
vbl_ssh_allreg_jan.16842,1.77999997
vbl_ssh_allreg_jan.16843,1.74000001
vbl_ssh_allreg_jan.16844,1.70000005
vbl_ssh_allreg_jan.16845,1.66999996
vbl_ssh_allreg_jan.16846,1.63999999
vbl_ssh_allreg_jan.16847,1.60000002
vbl_ssh_allreg_jan.16848,1.57000005
vbl_ssh_allreg_jan.16849,1.52999997
vbl_ssh_allreg_jan.16850,1.5
vbl_ssh_allreg_jan.16851,1.46000004
vbl_ssh_allreg_jan.16852,1.41999996
vbl_ssh_allreg_jan.16853,1.38
vbl_ssh_allreg_jan.16854,1.34000003
vbl_ssh_allreg_jan.16855,1.29999995
vbl_ssh_allreg_jan.16856,1.26999998
vbl_ssh_allreg_jan.16857,1.23000002
vbl_ssh_allreg_jan.16858,1.19000006
vbl_ssh_allreg_jan.16859,1.15999997
vbl_ssh_allreg_jan.16860,1.12
vbl_ssh_allreg_jan.16861,1.08000004
vbl_ssh_allreg_jan.16862,1.03999996
vbl_ssh_allreg_jan.16863,1.00999999
vbl_ssh_allreg_jan.16864,0.98000002
vbl_ssh_allreg_jan.16865,0.95999998
vbl_ssh_allreg_jan.16866,0.94
vbl_ssh_allreg_jan.16867,0.93000001
vbl_ssh_allreg_jan.16868,0.91000003
vbl_ssh_allreg_jan.16869,0.89999998
vbl_ssh_allreg_jan.16870,0.88999999
vbl_ssh_allreg_jan.16871,0.88
vbl_ssh_allreg_jan.16872,0.86000001
vbl_ssh_allreg_jan.16873,0.85000002
vbl_ssh_allreg_jan.16874,0.82999998
vbl_ssh_allreg_jan.16875,0.81
vbl_ssh_allreg_jan.16876,0.79000002
vbl_ssh_allreg_jan.16877,0.76999998
vbl_ssh_allreg_jan.16878,0.75
vbl_ssh_allreg_jan.16879,0.73000002
vbl_ssh_allreg_jan.16880,0.70999998
vbl_ssh_allreg_jan.16881,0.68000001
vbl_ssh_allreg_jan.16882,0.64999998
vbl_ssh_allreg_jan.16883,0.62
vbl_ssh_allreg_jan.16884,0.31
vbl_ssh_allreg_jan.16885,0.31999999
vbl_ssh_allreg_jan.16886,0.33000001
vbl_ssh_allreg_jan.16887,0.33000001
vbl_ssh_allreg_jan.16888,0.33000001
vbl_ssh_allreg_jan.16889,2.47000003
vbl_ssh_allreg_jan.16890,2.43000007
vbl_ssh_allreg_jan.16891,2.41000009
vbl_ssh_allreg_jan.16892,2.3900001
vbl_ssh_allreg_jan.16893,2.38000011
vbl_ssh_allreg_jan.16894,2.36999989
vbl_ssh_allreg_jan.16895,2.3499999
vbl_ssh_allreg_jan.16896,2.32999992
vbl_ssh_allreg_jan.16897,2.31999993
vbl_ssh_allreg_jan.16898,2.29999995
vbl_ssh_allreg_jan.16899,2.26999998
vbl_ssh_allreg_jan.16900,2.25
vbl_ssh_allreg_jan.16901,2.23000002
vbl_ssh_allreg_jan.16902,2.21000004
vbl_ssh_allreg_jan.16903,2.18000007
vbl_ssh_allreg_jan.16904,2.1500001
vbl_ssh_allreg_jan.16905,2.13000011
vbl_ssh_allreg_jan.16906,2.0999999
vbl_ssh_allreg_jan.16907,2.06999993
vbl_ssh_allreg_jan.16908,2.03999996
vbl_ssh_allreg_jan.16909,2.01999998
vbl_ssh_allreg_jan.16910,1.99000001
vbl_ssh_allreg_jan.16911,1.96000004
vbl_ssh_allreg_jan.16912,1.92999995
vbl_ssh_allreg_jan.16913,1.89999998
vbl_ssh_allreg_jan.16914,1.87
vbl_ssh_allreg_jan.16915,1.84000003
vbl_ssh_allreg_jan.16916,1.80999994
vbl_ssh_allreg_jan.16917,1.77999997
vbl_ssh_allreg_jan.16918,1.75
vbl_ssh_allreg_jan.16919,1.72000003
vbl_ssh_allreg_jan.16920,1.69000006
vbl_ssh_allreg_jan.16921,1.64999998
vbl_ssh_allreg_jan.16922,1.62
vbl_ssh_allreg_jan.16923,1.59000003
vbl_ssh_allreg_jan.16924,1.54999995
vbl_ssh_allreg_jan.16925,1.51999998
vbl_ssh_allreg_jan.16926,1.49000001
vbl_ssh_allreg_jan.16927,1.45000005
vbl_ssh_allreg_jan.16928,1.40999997
vbl_ssh_allreg_jan.16929,1.37
vbl_ssh_allreg_jan.16930,1.33000004
vbl_ssh_allreg_jan.16931,1.29999995
vbl_ssh_allreg_jan.16932,1.25999999
vbl_ssh_allreg_jan.16933,1.22000003
vbl_ssh_allreg_jan.16934,1.19000006
vbl_ssh_allreg_jan.16935,1.15999997
vbl_ssh_allreg_jan.16936,1.12
vbl_ssh_allreg_jan.16937,1.09000003
vbl_ssh_allreg_jan.16938,1.04999995
vbl_ssh_allreg_jan.16939,1.01999998
vbl_ssh_allreg_jan.16940,0.99000001
vbl_ssh_allreg_jan.16941,0.97000003
vbl_ssh_allreg_jan.16942,0.94999999
vbl_ssh_allreg_jan.16943,0.93000001
vbl_ssh_allreg_jan.16944,0.91000003
vbl_ssh_allreg_jan.16945,0.88999999
vbl_ssh_allreg_jan.16946,0.88
vbl_ssh_allreg_jan.16947,0.87
vbl_ssh_allreg_jan.16948,0.86000001
vbl_ssh_allreg_jan.16949,0.85000002
vbl_ssh_allreg_jan.16950,0.82999998
vbl_ssh_allreg_jan.16951,0.81
vbl_ssh_allreg_jan.16952,0.79000002
vbl_ssh_allreg_jan.16953,0.76999998
vbl_ssh_allreg_jan.16954,0.74000001
vbl_ssh_allreg_jan.16955,0.73000002
vbl_ssh_allreg_jan.16956,0.70999998
vbl_ssh_allreg_jan.16957,0.68000001
vbl_ssh_allreg_jan.16958,0.64999998
vbl_ssh_allreg_jan.16959,0.63
vbl_ssh_allreg_jan.16960,0.30000001
vbl_ssh_allreg_jan.16961,0.31
vbl_ssh_allreg_jan.16962,0.31999999
vbl_ssh_allreg_jan.16963,0.31
vbl_ssh_allreg_jan.16964,2.42000008
vbl_ssh_allreg_jan.16965,2.36999989
