FID,jan_ssh
vbl_ssh_allreg_jan.31271,3.07999992
vbl_ssh_allreg_jan.31272,3.06999993
vbl_ssh_allreg_jan.31273,3.06999993
vbl_ssh_allreg_jan.31274,3.05999994
vbl_ssh_allreg_jan.31275,3.05999994
vbl_ssh_allreg_jan.31276,3.04999995
vbl_ssh_allreg_jan.31277,3.03999996
vbl_ssh_allreg_jan.31278,3.03999996
vbl_ssh_allreg_jan.31279,3.02999997
vbl_ssh_allreg_jan.31280,3.02999997
vbl_ssh_allreg_jan.31281,3.01999998
vbl_ssh_allreg_jan.31282,3.01999998
vbl_ssh_allreg_jan.31283,3.00999999
vbl_ssh_allreg_jan.31284,3
vbl_ssh_allreg_jan.31285,2.99000001
vbl_ssh_allreg_jan.31286,2.98000002
vbl_ssh_allreg_jan.31287,2.97000003
vbl_ssh_allreg_jan.31288,2.96000004
vbl_ssh_allreg_jan.31289,2.95000005
vbl_ssh_allreg_jan.31290,2.94000006
vbl_ssh_allreg_jan.31291,2.92000008
vbl_ssh_allreg_jan.31292,2.91000009
vbl_ssh_allreg_jan.31293,2.8900001
vbl_ssh_allreg_jan.31294,2.88000011
vbl_ssh_allreg_jan.31295,2.8599999
vbl_ssh_allreg_jan.31296,2.8499999
vbl_ssh_allreg_jan.31297,2.82999992
vbl_ssh_allreg_jan.31298,2.81999993
vbl_ssh_allreg_jan.31299,2.79999995
vbl_ssh_allreg_jan.31300,2.75999999
vbl_ssh_allreg_jan.31301,2.68000007
vbl_ssh_allreg_jan.31302,2.53999996
vbl_ssh_allreg_jan.31303,2.33999991
vbl_ssh_allreg_jan.31304,2.02999997
vbl_ssh_allreg_jan.31305,3.07999992
vbl_ssh_allreg_jan.31306,3.07999992
vbl_ssh_allreg_jan.31307,3.06999993
vbl_ssh_allreg_jan.31308,3.05999994
vbl_ssh_allreg_jan.31309,3.05999994
vbl_ssh_allreg_jan.31310,3.04999995
vbl_ssh_allreg_jan.31311,3.04999995
vbl_ssh_allreg_jan.31312,3.03999996
vbl_ssh_allreg_jan.31313,3.03999996
vbl_ssh_allreg_jan.31314,3.02999997
vbl_ssh_allreg_jan.31315,3.02999997
vbl_ssh_allreg_jan.31316,3.01999998
vbl_ssh_allreg_jan.31317,3.00999999
vbl_ssh_allreg_jan.31318,3
vbl_ssh_allreg_jan.31319,2.99000001
vbl_ssh_allreg_jan.31320,2.98000002
vbl_ssh_allreg_jan.31321,2.97000003
vbl_ssh_allreg_jan.31322,2.96000004
vbl_ssh_allreg_jan.31323,2.95000005
vbl_ssh_allreg_jan.31324,2.94000006
vbl_ssh_allreg_jan.31325,2.92000008
vbl_ssh_allreg_jan.31326,2.91000009
vbl_ssh_allreg_jan.31327,2.8900001
vbl_ssh_allreg_jan.31328,2.88000011
vbl_ssh_allreg_jan.31329,2.8599999
vbl_ssh_allreg_jan.31330,2.8499999
vbl_ssh_allreg_jan.31331,2.82999992
vbl_ssh_allreg_jan.31332,2.80999994
vbl_ssh_allreg_jan.31333,2.77999997
vbl_ssh_allreg_jan.31334,2.73000002
vbl_ssh_allreg_jan.31335,2.6400001
vbl_ssh_allreg_jan.31336,2.44000006
vbl_ssh_allreg_jan.31337,2.06999993
vbl_ssh_allreg_jan.31338,3.08999991
vbl_ssh_allreg_jan.31339,3.07999992
vbl_ssh_allreg_jan.31340,3.07999992
vbl_ssh_allreg_jan.31341,3.06999993
vbl_ssh_allreg_jan.31342,3.06999993
vbl_ssh_allreg_jan.31343,2.27999997
vbl_ssh_allreg_jan.31344,3.05999994
vbl_ssh_allreg_jan.31345,3.04999995
vbl_ssh_allreg_jan.31346,3.04999995
vbl_ssh_allreg_jan.31347,3.03999996
vbl_ssh_allreg_jan.31348,3.03999996
vbl_ssh_allreg_jan.31349,3.02999997
vbl_ssh_allreg_jan.31350,3.02999997
vbl_ssh_allreg_jan.31351,3.01999998
vbl_ssh_allreg_jan.31352,3.00999999
vbl_ssh_allreg_jan.31353,3.00999999
vbl_ssh_allreg_jan.31354,3
vbl_ssh_allreg_jan.31355,2.99000001
vbl_ssh_allreg_jan.31356,2.98000002
vbl_ssh_allreg_jan.31357,2.96000004
vbl_ssh_allreg_jan.31358,2.95000005
vbl_ssh_allreg_jan.31359,2.94000006
vbl_ssh_allreg_jan.31360,2.92000008
vbl_ssh_allreg_jan.31361,2.91000009
vbl_ssh_allreg_jan.31362,2.8900001
vbl_ssh_allreg_jan.31363,2.86999989
vbl_ssh_allreg_jan.31364,2.8599999
vbl_ssh_allreg_jan.31365,2.83999991
vbl_ssh_allreg_jan.31366,2.81999993
vbl_ssh_allreg_jan.31367,2.79999995
vbl_ssh_allreg_jan.31368,2.75999999
vbl_ssh_allreg_jan.31369,2.70000005
vbl_ssh_allreg_jan.31370,2.58999991
vbl_ssh_allreg_jan.31371,2.33999991
vbl_ssh_allreg_jan.31372,3.08999991
vbl_ssh_allreg_jan.31373,3.08999991
vbl_ssh_allreg_jan.31374,3.07999992
vbl_ssh_allreg_jan.31375,3.07999992
vbl_ssh_allreg_jan.31376,3.06999993
vbl_ssh_allreg_jan.31377,3.06999993
vbl_ssh_allreg_jan.31378,3.05999994
vbl_ssh_allreg_jan.31379,3.04999995
vbl_ssh_allreg_jan.31380,3.03999996
vbl_ssh_allreg_jan.31381,3.03999996
vbl_ssh_allreg_jan.31382,3.02999997
vbl_ssh_allreg_jan.31383,3.02999997
vbl_ssh_allreg_jan.31384,3.01999998
vbl_ssh_allreg_jan.31385,3.01999998
vbl_ssh_allreg_jan.31386,3.00999999
vbl_ssh_allreg_jan.31387,3
vbl_ssh_allreg_jan.31388,2.99000001
vbl_ssh_allreg_jan.31389,2.97000003
vbl_ssh_allreg_jan.31390,2.96000004
vbl_ssh_allreg_jan.31391,2.95000005
vbl_ssh_allreg_jan.31392,2.93000007
vbl_ssh_allreg_jan.31393,2.92000008
vbl_ssh_allreg_jan.31394,2.9000001
vbl_ssh_allreg_jan.31395,2.8900001
vbl_ssh_allreg_jan.31396,2.86999989
vbl_ssh_allreg_jan.31397,2.8599999
vbl_ssh_allreg_jan.31398,2.83999991
vbl_ssh_allreg_jan.31399,2.81999993
vbl_ssh_allreg_jan.31400,2.79999995
vbl_ssh_allreg_jan.31401,2.75
vbl_ssh_allreg_jan.31402,2.67000008
vbl_ssh_allreg_jan.31403,2.56999993
vbl_ssh_allreg_jan.31404,2.32999992
vbl_ssh_allreg_jan.31405,3.0999999
vbl_ssh_allreg_jan.31406,3.08999991
vbl_ssh_allreg_jan.31407,3.07999992
vbl_ssh_allreg_jan.31408,3.07999992
vbl_ssh_allreg_jan.31409,3.06999993
vbl_ssh_allreg_jan.31410,3.06999993
vbl_ssh_allreg_jan.31411,3.05999994
vbl_ssh_allreg_jan.31412,3.05999994
vbl_ssh_allreg_jan.31413,3.04999995
vbl_ssh_allreg_jan.31414,3.03999996
vbl_ssh_allreg_jan.31415,3.03999996
vbl_ssh_allreg_jan.31416,3.02999997
vbl_ssh_allreg_jan.31417,3.02999997
vbl_ssh_allreg_jan.31418,3.01999998
vbl_ssh_allreg_jan.31419,3.00999999
vbl_ssh_allreg_jan.31420,3
vbl_ssh_allreg_jan.31421,2.98000002
vbl_ssh_allreg_jan.31422,2.98000002
vbl_ssh_allreg_jan.31423,2.96000004
vbl_ssh_allreg_jan.31424,2.95000005
vbl_ssh_allreg_jan.31425,2.94000006
vbl_ssh_allreg_jan.31426,2.92000008
vbl_ssh_allreg_jan.31427,2.9000001
vbl_ssh_allreg_jan.31428,2.8900001
vbl_ssh_allreg_jan.31429,2.86999989
vbl_ssh_allreg_jan.31430,2.8499999
vbl_ssh_allreg_jan.31431,2.82999992
vbl_ssh_allreg_jan.31432,2.80999994
vbl_ssh_allreg_jan.31433,2.78999996
vbl_ssh_allreg_jan.31434,2.74000001
vbl_ssh_allreg_jan.31435,2.66000009
vbl_ssh_allreg_jan.31436,2.55999994
vbl_ssh_allreg_jan.31437,2.31999993
vbl_ssh_allreg_jan.31438,3.1099999
vbl_ssh_allreg_jan.31439,3.0999999
vbl_ssh_allreg_jan.31440,3.08999991
vbl_ssh_allreg_jan.31441,3.08999991
vbl_ssh_allreg_jan.31442,3.07999992
vbl_ssh_allreg_jan.31443,3.07999992
vbl_ssh_allreg_jan.31444,3.06999993
vbl_ssh_allreg_jan.31445,3.05999994
vbl_ssh_allreg_jan.31446,3.05999994
vbl_ssh_allreg_jan.31447,3.04999995
vbl_ssh_allreg_jan.31448,3.03999996
vbl_ssh_allreg_jan.31449,3.03999996
vbl_ssh_allreg_jan.31450,3.02999997
vbl_ssh_allreg_jan.31451,3.02999997
vbl_ssh_allreg_jan.31452,3.01999998
vbl_ssh_allreg_jan.31453,3.00999999
vbl_ssh_allreg_jan.31454,3
vbl_ssh_allreg_jan.31455,2.98000002
vbl_ssh_allreg_jan.31456,2.97000003
vbl_ssh_allreg_jan.31457,2.96000004
vbl_ssh_allreg_jan.31458,2.95000005
vbl_ssh_allreg_jan.31459,2.93000007
vbl_ssh_allreg_jan.31460,2.92000008
vbl_ssh_allreg_jan.31461,2.9000001
vbl_ssh_allreg_jan.31462,2.88000011
vbl_ssh_allreg_jan.31463,2.86999989
vbl_ssh_allreg_jan.31464,2.8499999
vbl_ssh_allreg_jan.31465,2.82999992
vbl_ssh_allreg_jan.31466,2.80999994
vbl_ssh_allreg_jan.31467,2.77999997
vbl_ssh_allreg_jan.31468,2.72000003
vbl_ssh_allreg_jan.31469,2.6500001
vbl_ssh_allreg_jan.31470,2.53999996
vbl_ssh_allreg_jan.31471,2.16000009
vbl_ssh_allreg_jan.31472,3.0999999
vbl_ssh_allreg_jan.31473,3.0999999
vbl_ssh_allreg_jan.31474,3.0999999
vbl_ssh_allreg_jan.31475,3.08999991
vbl_ssh_allreg_jan.31476,3.07999992
vbl_ssh_allreg_jan.31477,3.07999992
vbl_ssh_allreg_jan.31478,3.06999993
vbl_ssh_allreg_jan.31479,3.06999993
vbl_ssh_allreg_jan.31480,3.05999994
vbl_ssh_allreg_jan.31481,3.04999995
vbl_ssh_allreg_jan.31482,3.03999996
vbl_ssh_allreg_jan.31483,3.03999996
vbl_ssh_allreg_jan.31484,3.02999997
vbl_ssh_allreg_jan.31485,3.02999997
vbl_ssh_allreg_jan.31486,3.01999998
vbl_ssh_allreg_jan.31487,3.00999999
vbl_ssh_allreg_jan.31488,3
vbl_ssh_allreg_jan.31489,2.99000001
vbl_ssh_allreg_jan.31490,2.97000003
vbl_ssh_allreg_jan.31491,2.96000004
vbl_ssh_allreg_jan.31492,2.94000006
vbl_ssh_allreg_jan.31493,2.93000007
vbl_ssh_allreg_jan.31494,2.92000008
vbl_ssh_allreg_jan.31495,2.9000001
vbl_ssh_allreg_jan.31496,2.88000011
vbl_ssh_allreg_jan.31497,2.8599999
vbl_ssh_allreg_jan.31498,2.83999991
vbl_ssh_allreg_jan.31499,2.81999993
vbl_ssh_allreg_jan.31500,2.79999995
vbl_ssh_allreg_jan.31501,2.76999998
vbl_ssh_allreg_jan.31502,2.72000003
vbl_ssh_allreg_jan.31503,2.63000011
vbl_ssh_allreg_jan.31504,2.47000003
vbl_ssh_allreg_jan.31505,3.1099999
vbl_ssh_allreg_jan.31506,3.0999999
vbl_ssh_allreg_jan.31507,3.0999999
vbl_ssh_allreg_jan.31508,3.08999991
vbl_ssh_allreg_jan.31509,3.08999991
vbl_ssh_allreg_jan.31510,3.07999992
vbl_ssh_allreg_jan.31511,3.07999992
vbl_ssh_allreg_jan.31512,3.06999993
vbl_ssh_allreg_jan.31513,3.05999994
vbl_ssh_allreg_jan.31514,3.05999994
vbl_ssh_allreg_jan.31515,3.04999995
vbl_ssh_allreg_jan.31516,3.03999996
vbl_ssh_allreg_jan.31517,3.03999996
vbl_ssh_allreg_jan.31518,3.02999997
vbl_ssh_allreg_jan.31519,3.01999998
vbl_ssh_allreg_jan.31520,3.00999999
vbl_ssh_allreg_jan.31521,3
vbl_ssh_allreg_jan.31522,2.99000001
vbl_ssh_allreg_jan.31523,2.98000002
vbl_ssh_allreg_jan.31524,2.96000004
vbl_ssh_allreg_jan.31525,2.95000005
vbl_ssh_allreg_jan.31526,2.93000007
vbl_ssh_allreg_jan.31527,2.92000008
vbl_ssh_allreg_jan.31528,2.8900001
vbl_ssh_allreg_jan.31529,2.88000011
vbl_ssh_allreg_jan.31530,2.8599999
vbl_ssh_allreg_jan.31531,2.83999991
vbl_ssh_allreg_jan.31532,2.81999993
vbl_ssh_allreg_jan.31533,2.79999995
vbl_ssh_allreg_jan.31534,2.75999999
vbl_ssh_allreg_jan.31535,2.70000005
vbl_ssh_allreg_jan.31536,2.6099999
vbl_ssh_allreg_jan.31537,2.25999999
vbl_ssh_allreg_jan.31538,3.11999989
vbl_ssh_allreg_jan.31539,3.11999989
vbl_ssh_allreg_jan.31540,3.1099999
vbl_ssh_allreg_jan.31541,3.0999999
vbl_ssh_allreg_jan.31542,3.0999999
vbl_ssh_allreg_jan.31543,3.08999991
vbl_ssh_allreg_jan.31544,3.08999991
vbl_ssh_allreg_jan.31545,3.07999992
vbl_ssh_allreg_jan.31546,3.06999993
vbl_ssh_allreg_jan.31547,3.05999994
vbl_ssh_allreg_jan.31548,3.05999994
vbl_ssh_allreg_jan.31549,3.04999995
vbl_ssh_allreg_jan.31550,3.04999995
vbl_ssh_allreg_jan.31551,3.03999996
vbl_ssh_allreg_jan.31552,3.02999997
vbl_ssh_allreg_jan.31553,3.01999998
vbl_ssh_allreg_jan.31554,3.01999998
vbl_ssh_allreg_jan.31555,3
vbl_ssh_allreg_jan.31556,2.99000001
vbl_ssh_allreg_jan.31557,2.98000002
vbl_ssh_allreg_jan.31558,2.96000004
vbl_ssh_allreg_jan.31559,2.95000005
vbl_ssh_allreg_jan.31560,2.93000007
vbl_ssh_allreg_jan.31561,2.91000009
vbl_ssh_allreg_jan.31562,2.8900001
vbl_ssh_allreg_jan.31563,2.86999989
vbl_ssh_allreg_jan.31564,2.8499999
vbl_ssh_allreg_jan.31565,2.82999992
vbl_ssh_allreg_jan.31566,2.80999994
vbl_ssh_allreg_jan.31567,2.78999996
vbl_ssh_allreg_jan.31568,2.75
vbl_ssh_allreg_jan.31569,2.68000007
vbl_ssh_allreg_jan.31570,2.58999991
vbl_ssh_allreg_jan.31571,3.13000011
vbl_ssh_allreg_jan.31572,3.11999989
vbl_ssh_allreg_jan.31573,3.1099999
vbl_ssh_allreg_jan.31574,3.1099999
vbl_ssh_allreg_jan.31575,3.0999999
vbl_ssh_allreg_jan.31576,3.08999991
vbl_ssh_allreg_jan.31577,3.08999991
vbl_ssh_allreg_jan.31578,3.07999992
vbl_ssh_allreg_jan.31579,3.07999992
vbl_ssh_allreg_jan.31580,3.06999993
vbl_ssh_allreg_jan.31581,3.05999994
vbl_ssh_allreg_jan.31582,3.04999995
vbl_ssh_allreg_jan.31583,3.04999995
vbl_ssh_allreg_jan.31584,3.03999996
vbl_ssh_allreg_jan.31585,3.02999997
vbl_ssh_allreg_jan.31586,3.01999998
vbl_ssh_allreg_jan.31587,3.01999998
vbl_ssh_allreg_jan.31588,3
vbl_ssh_allreg_jan.31589,2.99000001
vbl_ssh_allreg_jan.31590,2.98000002
vbl_ssh_allreg_jan.31591,2.96000004
vbl_ssh_allreg_jan.31592,2.94000006
vbl_ssh_allreg_jan.31593,2.93000007
vbl_ssh_allreg_jan.31594,2.91000009
vbl_ssh_allreg_jan.31595,2.8900001
vbl_ssh_allreg_jan.31596,2.86999989
vbl_ssh_allreg_jan.31597,2.8499999
vbl_ssh_allreg_jan.31598,2.82999992
vbl_ssh_allreg_jan.31599,2.79999995
vbl_ssh_allreg_jan.31600,2.77999997
vbl_ssh_allreg_jan.31601,2.74000001
vbl_ssh_allreg_jan.31602,2.66000009
vbl_ssh_allreg_jan.31603,2.56999993
vbl_ssh_allreg_jan.31604,3.13000011
vbl_ssh_allreg_jan.31605,3.13000011
vbl_ssh_allreg_jan.31606,3.11999989
vbl_ssh_allreg_jan.31607,3.1099999
vbl_ssh_allreg_jan.31608,3.0999999
vbl_ssh_allreg_jan.31609,3.0999999
vbl_ssh_allreg_jan.31610,3.08999991
vbl_ssh_allreg_jan.31611,3.08999991
vbl_ssh_allreg_jan.31612,3.07999992
vbl_ssh_allreg_jan.31613,3.06999993
vbl_ssh_allreg_jan.31614,3.05999994
vbl_ssh_allreg_jan.31615,3.05999994
vbl_ssh_allreg_jan.31616,3.04999995
vbl_ssh_allreg_jan.31617,3.03999996
vbl_ssh_allreg_jan.31618,3.02999997
vbl_ssh_allreg_jan.31619,3.02999997
vbl_ssh_allreg_jan.31620,3.00999999
vbl_ssh_allreg_jan.31621,3
vbl_ssh_allreg_jan.31622,2.98000002
vbl_ssh_allreg_jan.31623,2.97000003
vbl_ssh_allreg_jan.31624,2.96000004
vbl_ssh_allreg_jan.31625,2.95000005
vbl_ssh_allreg_jan.31626,2.93000007
vbl_ssh_allreg_jan.31627,2.91000009
vbl_ssh_allreg_jan.31628,2.8900001
vbl_ssh_allreg_jan.31629,2.86999989
vbl_ssh_allreg_jan.31630,2.83999991
vbl_ssh_allreg_jan.31631,2.81999993
vbl_ssh_allreg_jan.31632,2.79999995
vbl_ssh_allreg_jan.31633,2.76999998
vbl_ssh_allreg_jan.31634,2.73000002
vbl_ssh_allreg_jan.31635,2.66000009
vbl_ssh_allreg_jan.31636,2.55999994
vbl_ssh_allreg_jan.31637,3.1400001
vbl_ssh_allreg_jan.31638,3.1400001
vbl_ssh_allreg_jan.31639,3.13000011
vbl_ssh_allreg_jan.31640,3.11999989
vbl_ssh_allreg_jan.31641,3.1099999
vbl_ssh_allreg_jan.31642,3.1099999
vbl_ssh_allreg_jan.31643,3.0999999
vbl_ssh_allreg_jan.31644,3.0999999
vbl_ssh_allreg_jan.31645,3.08999991
vbl_ssh_allreg_jan.31646,3.07999992
vbl_ssh_allreg_jan.31647,3.07999992
vbl_ssh_allreg_jan.31648,3.06999993
vbl_ssh_allreg_jan.31649,3.05999994
vbl_ssh_allreg_jan.31650,3.04999995
vbl_ssh_allreg_jan.31651,3.03999996
vbl_ssh_allreg_jan.31652,3.03999996
vbl_ssh_allreg_jan.31653,3.02999997
vbl_ssh_allreg_jan.31654,3.01999998
vbl_ssh_allreg_jan.31655,3
vbl_ssh_allreg_jan.31656,2.99000001
vbl_ssh_allreg_jan.31657,2.97000003
vbl_ssh_allreg_jan.31658,2.96000004
vbl_ssh_allreg_jan.31659,2.95000005
vbl_ssh_allreg_jan.31660,2.93000007
vbl_ssh_allreg_jan.31661,2.91000009
vbl_ssh_allreg_jan.31662,2.8900001
vbl_ssh_allreg_jan.31663,2.8599999
vbl_ssh_allreg_jan.31664,2.83999991
vbl_ssh_allreg_jan.31665,2.81999993
vbl_ssh_allreg_jan.31666,2.78999996
vbl_ssh_allreg_jan.31667,2.76999998
vbl_ssh_allreg_jan.31668,2.73000002
vbl_ssh_allreg_jan.31669,2.66000009
vbl_ssh_allreg_jan.31670,2.53999996
vbl_ssh_allreg_jan.31671,2.25
vbl_ssh_allreg_jan.31672,3.1400001
vbl_ssh_allreg_jan.31673,3.1400001
vbl_ssh_allreg_jan.31674,3.13000011
vbl_ssh_allreg_jan.31675,3.11999989
vbl_ssh_allreg_jan.31676,3.11999989
vbl_ssh_allreg_jan.31677,3.1099999
vbl_ssh_allreg_jan.31678,3.0999999
vbl_ssh_allreg_jan.31679,3.0999999
vbl_ssh_allreg_jan.31680,3.08999991
vbl_ssh_allreg_jan.31681,3.08999991
vbl_ssh_allreg_jan.31682,3.07999992
vbl_ssh_allreg_jan.31683,3.06999993
vbl_ssh_allreg_jan.31684,3.05999994
vbl_ssh_allreg_jan.31685,3.04999995
vbl_ssh_allreg_jan.31686,3.04999995
vbl_ssh_allreg_jan.31687,3.03999996
vbl_ssh_allreg_jan.31688,3.02999997
vbl_ssh_allreg_jan.31689,3.00999999
vbl_ssh_allreg_jan.31690,3
vbl_ssh_allreg_jan.31691,2.99000001
vbl_ssh_allreg_jan.31692,2.97000003
vbl_ssh_allreg_jan.31693,2.96000004
vbl_ssh_allreg_jan.31694,2.94000006
vbl_ssh_allreg_jan.31695,2.92000008
vbl_ssh_allreg_jan.31696,2.91000009
vbl_ssh_allreg_jan.31697,2.88000011
vbl_ssh_allreg_jan.31698,2.8599999
vbl_ssh_allreg_jan.31699,2.83999991
vbl_ssh_allreg_jan.31700,2.80999994
vbl_ssh_allreg_jan.31701,2.77999997
vbl_ssh_allreg_jan.31702,2.75999999
vbl_ssh_allreg_jan.31703,2.71000004
vbl_ssh_allreg_jan.31704,2.6400001
vbl_ssh_allreg_jan.31705,2.50999999
vbl_ssh_allreg_jan.31706,2.27999997
vbl_ssh_allreg_jan.31707,3.1500001
vbl_ssh_allreg_jan.31708,3.1400001
vbl_ssh_allreg_jan.31709,3.13000011
vbl_ssh_allreg_jan.31710,3.11999989
vbl_ssh_allreg_jan.31711,3.11999989
vbl_ssh_allreg_jan.31712,3.1099999
vbl_ssh_allreg_jan.31713,3.1099999
vbl_ssh_allreg_jan.31714,3.0999999
vbl_ssh_allreg_jan.31715,3.08999991
vbl_ssh_allreg_jan.31716,3.08999991
vbl_ssh_allreg_jan.31717,3.07999992
vbl_ssh_allreg_jan.31718,3.06999993
vbl_ssh_allreg_jan.31719,3.05999994
vbl_ssh_allreg_jan.31720,3.05999994
vbl_ssh_allreg_jan.31721,3.04999995
vbl_ssh_allreg_jan.31722,3.03999996
vbl_ssh_allreg_jan.31723,3.02999997
vbl_ssh_allreg_jan.31724,3.00999999
vbl_ssh_allreg_jan.31725,3
vbl_ssh_allreg_jan.31726,2.99000001
vbl_ssh_allreg_jan.31727,2.97000003
vbl_ssh_allreg_jan.31728,2.95000005
vbl_ssh_allreg_jan.31729,2.94000006
vbl_ssh_allreg_jan.31730,2.92000008
vbl_ssh_allreg_jan.31731,2.9000001
vbl_ssh_allreg_jan.31732,2.88000011
vbl_ssh_allreg_jan.31733,2.8599999
vbl_ssh_allreg_jan.31734,2.82999992
vbl_ssh_allreg_jan.31735,2.79999995
vbl_ssh_allreg_jan.31736,2.77999997
vbl_ssh_allreg_jan.31737,2.74000001
vbl_ssh_allreg_jan.31738,2.69000006
vbl_ssh_allreg_jan.31739,2.5999999
vbl_ssh_allreg_jan.31740,2.46000004
vbl_ssh_allreg_jan.31741,2.1099999
vbl_ssh_allreg_jan.31742,3.1500001
vbl_ssh_allreg_jan.31743,3.1400001
vbl_ssh_allreg_jan.31744,3.1400001
vbl_ssh_allreg_jan.31745,3.13000011
vbl_ssh_allreg_jan.31746,3.11999989
vbl_ssh_allreg_jan.31747,3.1099999
vbl_ssh_allreg_jan.31748,3.1099999
vbl_ssh_allreg_jan.31749,3.0999999
vbl_ssh_allreg_jan.31750,3.0999999
vbl_ssh_allreg_jan.31751,3.08999991
vbl_ssh_allreg_jan.31752,3.07999992
vbl_ssh_allreg_jan.31753,3.06999993
vbl_ssh_allreg_jan.31754,3.05999994
vbl_ssh_allreg_jan.31755,3.05999994
vbl_ssh_allreg_jan.31756,3.04999995
vbl_ssh_allreg_jan.31757,3.03999996
vbl_ssh_allreg_jan.31758,3.02999997
vbl_ssh_allreg_jan.31759,3.01999998
vbl_ssh_allreg_jan.31760,3
vbl_ssh_allreg_jan.31761,2.98000002
vbl_ssh_allreg_jan.31762,2.97000003
vbl_ssh_allreg_jan.31763,2.95000005
vbl_ssh_allreg_jan.31764,2.94000006
vbl_ssh_allreg_jan.31765,2.92000008
vbl_ssh_allreg_jan.31766,2.9000001
vbl_ssh_allreg_jan.31767,2.88000011
vbl_ssh_allreg_jan.31768,2.8499999
vbl_ssh_allreg_jan.31769,2.82999992
vbl_ssh_allreg_jan.31770,2.79999995
vbl_ssh_allreg_jan.31771,2.76999998
vbl_ssh_allreg_jan.31772,2.72000003
vbl_ssh_allreg_jan.31773,2.6500001
vbl_ssh_allreg_jan.31774,2.52999997
vbl_ssh_allreg_jan.31775,2.31999993
vbl_ssh_allreg_jan.31776,3.1500001
vbl_ssh_allreg_jan.31777,3.1500001
vbl_ssh_allreg_jan.31778,3.1400001
vbl_ssh_allreg_jan.31779,3.13000011
vbl_ssh_allreg_jan.31780,3.11999989
vbl_ssh_allreg_jan.31781,3.11999989
vbl_ssh_allreg_jan.31782,3.11999989
vbl_ssh_allreg_jan.31783,3.1099999
vbl_ssh_allreg_jan.31784,3.0999999
vbl_ssh_allreg_jan.31785,3.08999991
vbl_ssh_allreg_jan.31786,3.07999992
vbl_ssh_allreg_jan.31787,3.07999992
vbl_ssh_allreg_jan.31788,3.06999993
vbl_ssh_allreg_jan.31789,3.05999994
vbl_ssh_allreg_jan.31790,3.04999995
vbl_ssh_allreg_jan.31791,3.03999996
vbl_ssh_allreg_jan.31792,3.02999997
vbl_ssh_allreg_jan.31793,3.01999998
vbl_ssh_allreg_jan.31794,3
vbl_ssh_allreg_jan.31795,2.99000001
vbl_ssh_allreg_jan.31796,2.97000003
vbl_ssh_allreg_jan.31797,2.95000005
vbl_ssh_allreg_jan.31798,2.94000006
vbl_ssh_allreg_jan.31799,2.92000008
vbl_ssh_allreg_jan.31800,2.9000001
vbl_ssh_allreg_jan.31801,2.86999989
vbl_ssh_allreg_jan.31802,2.8499999
vbl_ssh_allreg_jan.31803,2.81999993
vbl_ssh_allreg_jan.31804,2.78999996
vbl_ssh_allreg_jan.31805,2.75
vbl_ssh_allreg_jan.31806,2.68000007
vbl_ssh_allreg_jan.31807,2.55999994
vbl_ssh_allreg_jan.31808,2.36999989
vbl_ssh_allreg_jan.31809,2.05999994
vbl_ssh_allreg_jan.31810,3.16000009
vbl_ssh_allreg_jan.31811,3.1500001
vbl_ssh_allreg_jan.31812,3.1400001
vbl_ssh_allreg_jan.31813,3.1400001
vbl_ssh_allreg_jan.31814,3.13000011
vbl_ssh_allreg_jan.31815,3.13000011
vbl_ssh_allreg_jan.31816,3.11999989
vbl_ssh_allreg_jan.31817,3.1099999
vbl_ssh_allreg_jan.31818,3.0999999
vbl_ssh_allreg_jan.31819,3.0999999
vbl_ssh_allreg_jan.31820,3.08999991
vbl_ssh_allreg_jan.31821,3.07999992
vbl_ssh_allreg_jan.31822,3.06999993
vbl_ssh_allreg_jan.31823,3.05999994
vbl_ssh_allreg_jan.31824,3.04999995
vbl_ssh_allreg_jan.31825,3.03999996
vbl_ssh_allreg_jan.31826,3.02999997
vbl_ssh_allreg_jan.31827,3.01999998
vbl_ssh_allreg_jan.31828,3
vbl_ssh_allreg_jan.31829,2.99000001
vbl_ssh_allreg_jan.31830,2.97000003
vbl_ssh_allreg_jan.31831,2.95000005
vbl_ssh_allreg_jan.31832,2.93000007
vbl_ssh_allreg_jan.31833,2.91000009
vbl_ssh_allreg_jan.31834,2.8900001
vbl_ssh_allreg_jan.31835,2.86999989
vbl_ssh_allreg_jan.31836,2.83999991
vbl_ssh_allreg_jan.31837,2.80999994
vbl_ssh_allreg_jan.31838,2.76999998
vbl_ssh_allreg_jan.31839,2.71000004
vbl_ssh_allreg_jan.31840,2.57999992
vbl_ssh_allreg_jan.31841,2.38000011
vbl_ssh_allreg_jan.31842,2.0999999
vbl_ssh_allreg_jan.31843,3.16000009
vbl_ssh_allreg_jan.31844,3.16000009
vbl_ssh_allreg_jan.31845,3.1500001
vbl_ssh_allreg_jan.31846,3.1400001
vbl_ssh_allreg_jan.31847,3.13000011
vbl_ssh_allreg_jan.31848,3.13000011
vbl_ssh_allreg_jan.31849,3.11999989
vbl_ssh_allreg_jan.31850,3.11999989
vbl_ssh_allreg_jan.31851,3.1099999
vbl_ssh_allreg_jan.31852,3.0999999
vbl_ssh_allreg_jan.31853,3.08999991
vbl_ssh_allreg_jan.31854,3.07999992
vbl_ssh_allreg_jan.31855,2.33999991
vbl_ssh_allreg_jan.31856,3.06999993
