FID,feb_ssh
vbl_ssh_allreg_feb.25521,2.96000004
vbl_ssh_allreg_feb.25522,2.95000005
vbl_ssh_allreg_feb.25523,2.93000007
vbl_ssh_allreg_feb.25524,2.9000001
vbl_ssh_allreg_feb.25525,2.86999989
vbl_ssh_allreg_feb.25526,2.83999991
vbl_ssh_allreg_feb.25527,2.79999995
vbl_ssh_allreg_feb.25528,2.73000002
vbl_ssh_allreg_feb.25529,2.6099999
vbl_ssh_allreg_feb.25530,2.32999992
vbl_ssh_allreg_feb.25531,3.16000009
vbl_ssh_allreg_feb.25532,3.1500001
vbl_ssh_allreg_feb.25533,3.1400001
vbl_ssh_allreg_feb.25534,3.13000011
vbl_ssh_allreg_feb.25535,3.13000011
vbl_ssh_allreg_feb.25536,3.11999989
vbl_ssh_allreg_feb.25537,3.1099999
vbl_ssh_allreg_feb.25538,3.1099999
vbl_ssh_allreg_feb.25539,3.0999999
vbl_ssh_allreg_feb.25540,3.08999991
vbl_ssh_allreg_feb.25541,3.07999992
vbl_ssh_allreg_feb.25542,3.07999992
vbl_ssh_allreg_feb.25543,3.06999993
vbl_ssh_allreg_feb.25544,3.05999994
vbl_ssh_allreg_feb.25545,3.04999995
vbl_ssh_allreg_feb.25546,3.03999996
vbl_ssh_allreg_feb.25547,3.01999998
vbl_ssh_allreg_feb.25548,3.00999999
vbl_ssh_allreg_feb.25549,3
vbl_ssh_allreg_feb.25550,2.99000001
vbl_ssh_allreg_feb.25551,2.97000003
vbl_ssh_allreg_feb.25552,2.96000004
vbl_ssh_allreg_feb.25553,2.95000005
vbl_ssh_allreg_feb.25554,2.93000007
vbl_ssh_allreg_feb.25555,2.9000001
vbl_ssh_allreg_feb.25556,2.86999989
vbl_ssh_allreg_feb.25557,2.83999991
vbl_ssh_allreg_feb.25558,2.79999995
vbl_ssh_allreg_feb.25559,2.73000002
vbl_ssh_allreg_feb.25560,2.6099999
vbl_ssh_allreg_feb.25561,2.31999993
vbl_ssh_allreg_feb.25562,3.17000008
vbl_ssh_allreg_feb.25563,3.16000009
vbl_ssh_allreg_feb.25564,3.1500001
vbl_ssh_allreg_feb.25565,3.1500001
vbl_ssh_allreg_feb.25566,3.1400001
vbl_ssh_allreg_feb.25567,3.13000011
vbl_ssh_allreg_feb.25568,3.11999989
vbl_ssh_allreg_feb.25569,3.1099999
vbl_ssh_allreg_feb.25570,3.1099999
vbl_ssh_allreg_feb.25571,3.0999999
vbl_ssh_allreg_feb.25572,3.08999991
vbl_ssh_allreg_feb.25573,3.08999991
vbl_ssh_allreg_feb.25574,3.07999992
vbl_ssh_allreg_feb.25575,3.06999993
vbl_ssh_allreg_feb.25576,3.05999994
vbl_ssh_allreg_feb.25577,3.04999995
vbl_ssh_allreg_feb.25578,3.03999996
vbl_ssh_allreg_feb.25579,3.01999998
vbl_ssh_allreg_feb.25580,3.00999999
vbl_ssh_allreg_feb.25581,3
vbl_ssh_allreg_feb.25582,2.99000001
vbl_ssh_allreg_feb.25583,2.97000003
vbl_ssh_allreg_feb.25584,2.96000004
vbl_ssh_allreg_feb.25585,2.95000005
vbl_ssh_allreg_feb.25586,2.93000007
vbl_ssh_allreg_feb.25587,2.9000001
vbl_ssh_allreg_feb.25588,2.86999989
vbl_ssh_allreg_feb.25589,2.83999991
vbl_ssh_allreg_feb.25590,2.79999995
vbl_ssh_allreg_feb.25591,2.73000002
vbl_ssh_allreg_feb.25592,2.6099999
vbl_ssh_allreg_feb.25593,2.38000011
vbl_ssh_allreg_feb.25594,3.17000008
vbl_ssh_allreg_feb.25595,3.16000009
vbl_ssh_allreg_feb.25596,3.1500001
vbl_ssh_allreg_feb.25597,3.1400001
vbl_ssh_allreg_feb.25598,3.22000003
vbl_ssh_allreg_feb.25599,3.13000011
vbl_ssh_allreg_feb.25600,3.13000011
vbl_ssh_allreg_feb.25601,3.11999989
vbl_ssh_allreg_feb.25602,3.1099999
vbl_ssh_allreg_feb.25603,3.1099999
vbl_ssh_allreg_feb.25604,3.0999999
vbl_ssh_allreg_feb.25605,3.08999991
vbl_ssh_allreg_feb.25606,3.08999991
vbl_ssh_allreg_feb.25607,3.06999993
vbl_ssh_allreg_feb.25608,3.06999993
vbl_ssh_allreg_feb.25609,3.05999994
vbl_ssh_allreg_feb.25610,3.04999995
vbl_ssh_allreg_feb.25611,3.03999996
vbl_ssh_allreg_feb.25612,3.02999997
vbl_ssh_allreg_feb.25613,3.00999999
vbl_ssh_allreg_feb.25614,3
vbl_ssh_allreg_feb.25615,2.99000001
vbl_ssh_allreg_feb.25616,2.97000003
vbl_ssh_allreg_feb.25617,2.96000004
vbl_ssh_allreg_feb.25618,2.94000006
vbl_ssh_allreg_feb.25619,2.92000008
vbl_ssh_allreg_feb.25620,2.9000001
vbl_ssh_allreg_feb.25621,2.86999989
vbl_ssh_allreg_feb.25622,2.82999992
vbl_ssh_allreg_feb.25623,2.78999996
vbl_ssh_allreg_feb.25624,2.72000003
vbl_ssh_allreg_feb.25625,2.6099999
vbl_ssh_allreg_feb.25626,2.71000004
vbl_ssh_allreg_feb.25627,3.16000009
vbl_ssh_allreg_feb.25628,3.16000009
vbl_ssh_allreg_feb.25629,3.1500001
vbl_ssh_allreg_feb.25630,3.1400001
vbl_ssh_allreg_feb.25631,3.13000011
vbl_ssh_allreg_feb.25632,3.11999989
vbl_ssh_allreg_feb.25633,3.11999989
vbl_ssh_allreg_feb.25634,3.1099999
vbl_ssh_allreg_feb.25635,3.0999999
vbl_ssh_allreg_feb.25636,3.0999999
vbl_ssh_allreg_feb.25637,3.08999991
vbl_ssh_allreg_feb.25638,3.07999992
vbl_ssh_allreg_feb.25639,3.06999993
vbl_ssh_allreg_feb.25640,3.06999993
vbl_ssh_allreg_feb.25641,3.05999994
vbl_ssh_allreg_feb.25642,3.03999996
vbl_ssh_allreg_feb.25643,3.03999996
vbl_ssh_allreg_feb.25644,3.02999997
vbl_ssh_allreg_feb.25645,3.00999999
vbl_ssh_allreg_feb.25646,3
vbl_ssh_allreg_feb.25647,2.99000001
vbl_ssh_allreg_feb.25648,2.97000003
vbl_ssh_allreg_feb.25649,2.95000005
vbl_ssh_allreg_feb.25650,2.94000006
vbl_ssh_allreg_feb.25651,2.92000008
vbl_ssh_allreg_feb.25652,2.8900001
vbl_ssh_allreg_feb.25653,2.8599999
vbl_ssh_allreg_feb.25654,2.82999992
vbl_ssh_allreg_feb.25655,2.77999997
vbl_ssh_allreg_feb.25656,2.72000003
vbl_ssh_allreg_feb.25657,2.61999989
vbl_ssh_allreg_feb.25658,2.45000005
vbl_ssh_allreg_feb.25659,3.16000009
vbl_ssh_allreg_feb.25660,3.1500001
vbl_ssh_allreg_feb.25661,3.1500001
vbl_ssh_allreg_feb.25662,3.1400001
vbl_ssh_allreg_feb.25663,3.13000011
vbl_ssh_allreg_feb.25664,3.11999989
vbl_ssh_allreg_feb.25665,3.11999989
vbl_ssh_allreg_feb.25666,3.1099999
vbl_ssh_allreg_feb.25667,3.0999999
vbl_ssh_allreg_feb.25668,3.0999999
vbl_ssh_allreg_feb.25669,3.08999991
vbl_ssh_allreg_feb.25670,3.07999992
vbl_ssh_allreg_feb.25671,3.06999993
vbl_ssh_allreg_feb.25672,3.06999993
vbl_ssh_allreg_feb.25673,3.04999995
vbl_ssh_allreg_feb.25674,3.03999996
vbl_ssh_allreg_feb.25675,3.02999997
vbl_ssh_allreg_feb.25676,3.01999998
vbl_ssh_allreg_feb.25677,3.00999999
vbl_ssh_allreg_feb.25678,3
vbl_ssh_allreg_feb.25679,2.98000002
vbl_ssh_allreg_feb.25680,2.97000003
vbl_ssh_allreg_feb.25681,2.95000005
vbl_ssh_allreg_feb.25682,2.94000006
vbl_ssh_allreg_feb.25683,2.91000009
vbl_ssh_allreg_feb.25684,2.88000011
vbl_ssh_allreg_feb.25685,2.8499999
vbl_ssh_allreg_feb.25686,2.81999993
vbl_ssh_allreg_feb.25687,2.77999997
vbl_ssh_allreg_feb.25688,2.72000003
vbl_ssh_allreg_feb.25689,2.63000011
vbl_ssh_allreg_feb.25690,2.54999995
vbl_ssh_allreg_feb.25691,2.00999999
vbl_ssh_allreg_feb.25692,3.16000009
vbl_ssh_allreg_feb.25693,3.1500001
vbl_ssh_allreg_feb.25694,3.1400001
vbl_ssh_allreg_feb.25695,3.1400001
vbl_ssh_allreg_feb.25696,3.13000011
vbl_ssh_allreg_feb.25697,3.13000011
vbl_ssh_allreg_feb.25698,3.11999989
vbl_ssh_allreg_feb.25699,3.1099999
vbl_ssh_allreg_feb.25700,3.0999999
vbl_ssh_allreg_feb.25701,3.0999999
vbl_ssh_allreg_feb.25702,3.08999991
vbl_ssh_allreg_feb.25703,3.07999992
vbl_ssh_allreg_feb.25704,3.06999993
vbl_ssh_allreg_feb.25705,3.05999994
vbl_ssh_allreg_feb.25706,3.04999995
vbl_ssh_allreg_feb.25707,3.03999996
vbl_ssh_allreg_feb.25708,3.02999997
vbl_ssh_allreg_feb.25709,3.01999998
vbl_ssh_allreg_feb.25710,3.00999999
vbl_ssh_allreg_feb.25711,3
vbl_ssh_allreg_feb.25712,2.98000002
vbl_ssh_allreg_feb.25713,2.97000003
vbl_ssh_allreg_feb.25714,2.94000006
vbl_ssh_allreg_feb.25715,2.93000007
vbl_ssh_allreg_feb.25716,2.9000001
vbl_ssh_allreg_feb.25717,2.88000011
vbl_ssh_allreg_feb.25718,2.8499999
vbl_ssh_allreg_feb.25719,2.81999993
vbl_ssh_allreg_feb.25720,2.76999998
vbl_ssh_allreg_feb.25721,2.71000004
vbl_ssh_allreg_feb.25722,2.61999989
vbl_ssh_allreg_feb.25723,2.47000003
vbl_ssh_allreg_feb.25724,3.17000008
vbl_ssh_allreg_feb.25725,3.16000009
vbl_ssh_allreg_feb.25726,3.1500001
vbl_ssh_allreg_feb.25727,3.1400001
vbl_ssh_allreg_feb.25728,3.1400001
vbl_ssh_allreg_feb.25729,3.13000011
vbl_ssh_allreg_feb.25730,3.11999989
vbl_ssh_allreg_feb.25731,3.11999989
vbl_ssh_allreg_feb.25732,3.1099999
vbl_ssh_allreg_feb.25733,3.0999999
vbl_ssh_allreg_feb.25734,3.0999999
vbl_ssh_allreg_feb.25735,3.08999991
vbl_ssh_allreg_feb.25736,3.07999992
vbl_ssh_allreg_feb.25737,3.06999993
vbl_ssh_allreg_feb.25738,3.05999994
vbl_ssh_allreg_feb.25739,3.04999995
vbl_ssh_allreg_feb.25740,3.03999996
vbl_ssh_allreg_feb.25741,3.02999997
vbl_ssh_allreg_feb.25742,3.01999998
vbl_ssh_allreg_feb.25743,3
vbl_ssh_allreg_feb.25744,3
vbl_ssh_allreg_feb.25745,2.98000002
vbl_ssh_allreg_feb.25746,2.96000004
vbl_ssh_allreg_feb.25747,2.94000006
vbl_ssh_allreg_feb.25748,2.92000008
vbl_ssh_allreg_feb.25749,2.9000001
vbl_ssh_allreg_feb.25750,2.86999989
vbl_ssh_allreg_feb.25751,2.8499999
vbl_ssh_allreg_feb.25752,2.81999993
vbl_ssh_allreg_feb.25753,2.76999998
vbl_ssh_allreg_feb.25754,2.71000004
vbl_ssh_allreg_feb.25755,2.6099999
vbl_ssh_allreg_feb.25756,2.4000001
vbl_ssh_allreg_feb.25757,3.16000009
vbl_ssh_allreg_feb.25758,3.16000009
vbl_ssh_allreg_feb.25759,3.1500001
vbl_ssh_allreg_feb.25760,3.1400001
vbl_ssh_allreg_feb.25761,3.1400001
vbl_ssh_allreg_feb.25762,3.13000011
vbl_ssh_allreg_feb.25763,3.11999989
vbl_ssh_allreg_feb.25764,3.11999989
vbl_ssh_allreg_feb.25765,3.1099999
vbl_ssh_allreg_feb.25766,3.0999999
vbl_ssh_allreg_feb.25767,3.08999991
vbl_ssh_allreg_feb.25768,3.07999992
vbl_ssh_allreg_feb.25769,3.07999992
vbl_ssh_allreg_feb.25770,3.06999993
vbl_ssh_allreg_feb.25771,3.05999994
vbl_ssh_allreg_feb.25772,3.04999995
vbl_ssh_allreg_feb.25773,3.03999996
vbl_ssh_allreg_feb.25774,3.02999997
vbl_ssh_allreg_feb.25775,3.01999998
vbl_ssh_allreg_feb.25776,3
vbl_ssh_allreg_feb.25777,2.99000001
vbl_ssh_allreg_feb.25778,2.98000002
vbl_ssh_allreg_feb.25779,2.96000004
vbl_ssh_allreg_feb.25780,2.93000007
vbl_ssh_allreg_feb.25781,2.92000008
vbl_ssh_allreg_feb.25782,2.9000001
vbl_ssh_allreg_feb.25783,2.86999989
vbl_ssh_allreg_feb.25784,2.8499999
vbl_ssh_allreg_feb.25785,2.80999994
vbl_ssh_allreg_feb.25786,2.75999999
vbl_ssh_allreg_feb.25787,2.70000005
vbl_ssh_allreg_feb.25788,2.5999999
vbl_ssh_allreg_feb.25789,2.3599999
vbl_ssh_allreg_feb.25790,3.16000009
vbl_ssh_allreg_feb.25791,3.1500001
vbl_ssh_allreg_feb.25792,3.1500001
vbl_ssh_allreg_feb.25793,3.1400001
vbl_ssh_allreg_feb.25794,3.1400001
vbl_ssh_allreg_feb.25795,3.13000011
vbl_ssh_allreg_feb.25796,3.11999989
vbl_ssh_allreg_feb.25797,3.1099999
vbl_ssh_allreg_feb.25798,3.0999999
vbl_ssh_allreg_feb.25799,3.08999991
vbl_ssh_allreg_feb.25800,3.08999991
vbl_ssh_allreg_feb.25801,3.07999992
vbl_ssh_allreg_feb.25802,3.06999993
vbl_ssh_allreg_feb.25803,3.06999993
vbl_ssh_allreg_feb.25804,3.05999994
vbl_ssh_allreg_feb.25805,3.04999995
vbl_ssh_allreg_feb.25806,3.03999996
vbl_ssh_allreg_feb.25807,3.02999997
vbl_ssh_allreg_feb.25808,3.00999999
vbl_ssh_allreg_feb.25809,3
vbl_ssh_allreg_feb.25810,2.99000001
vbl_ssh_allreg_feb.25811,2.97000003
vbl_ssh_allreg_feb.25812,2.96000004
vbl_ssh_allreg_feb.25813,2.93000007
vbl_ssh_allreg_feb.25814,2.91000009
vbl_ssh_allreg_feb.25815,2.9000001
vbl_ssh_allreg_feb.25816,2.86999989
vbl_ssh_allreg_feb.25817,2.83999991
vbl_ssh_allreg_feb.25818,2.80999994
vbl_ssh_allreg_feb.25819,3.23000002
vbl_ssh_allreg_feb.25820,2.75999999
vbl_ssh_allreg_feb.25821,2.70000005
vbl_ssh_allreg_feb.25822,2.5999999
vbl_ssh_allreg_feb.25823,2.33999991
vbl_ssh_allreg_feb.25824,3.16000009
vbl_ssh_allreg_feb.25825,3.1500001
vbl_ssh_allreg_feb.25826,3.1500001
vbl_ssh_allreg_feb.25827,3.1400001
vbl_ssh_allreg_feb.25828,3.13000011
vbl_ssh_allreg_feb.25829,3.11999989
vbl_ssh_allreg_feb.25830,3.11999989
vbl_ssh_allreg_feb.25831,3.1099999
vbl_ssh_allreg_feb.25832,3.0999999
vbl_ssh_allreg_feb.25833,3.08999991
vbl_ssh_allreg_feb.25834,3.08999991
vbl_ssh_allreg_feb.25835,3.07999992
vbl_ssh_allreg_feb.25836,3.06999993
vbl_ssh_allreg_feb.25837,3.05999994
vbl_ssh_allreg_feb.25838,3.04999995
vbl_ssh_allreg_feb.25839,3.03999996
vbl_ssh_allreg_feb.25840,3.02999997
vbl_ssh_allreg_feb.25841,3.02999997
vbl_ssh_allreg_feb.25842,3.00999999
vbl_ssh_allreg_feb.25843,3
vbl_ssh_allreg_feb.25844,2.99000001
vbl_ssh_allreg_feb.25845,2.97000003
vbl_ssh_allreg_feb.25846,2.95000005
vbl_ssh_allreg_feb.25847,2.93000007
vbl_ssh_allreg_feb.25848,2.91000009
vbl_ssh_allreg_feb.25849,2.8900001
vbl_ssh_allreg_feb.25850,2.86999989
vbl_ssh_allreg_feb.25851,2.83999991
vbl_ssh_allreg_feb.25852,2.79999995
vbl_ssh_allreg_feb.25853,2.75
vbl_ssh_allreg_feb.25854,2.69000006
vbl_ssh_allreg_feb.25855,2.57999992
vbl_ssh_allreg_feb.25856,2.31999993
vbl_ssh_allreg_feb.25857,3.17000008
vbl_ssh_allreg_feb.25858,3.16000009
vbl_ssh_allreg_feb.25859,3.1500001
vbl_ssh_allreg_feb.25860,3.1500001
vbl_ssh_allreg_feb.25861,3.1400001
vbl_ssh_allreg_feb.25862,3.13000011
vbl_ssh_allreg_feb.25863,3.11999989
vbl_ssh_allreg_feb.25864,3.11999989
vbl_ssh_allreg_feb.25865,3.1099999
vbl_ssh_allreg_feb.25866,3.0999999
vbl_ssh_allreg_feb.25867,3.08999991
vbl_ssh_allreg_feb.25868,3.07999992
vbl_ssh_allreg_feb.25869,3.07999992
vbl_ssh_allreg_feb.25870,3.06999993
vbl_ssh_allreg_feb.25871,3.05999994
vbl_ssh_allreg_feb.25872,3.04999995
vbl_ssh_allreg_feb.25873,3.03999996
vbl_ssh_allreg_feb.25874,3.02999997
vbl_ssh_allreg_feb.25875,3.01999998
vbl_ssh_allreg_feb.25876,3.00999999
vbl_ssh_allreg_feb.25877,3
vbl_ssh_allreg_feb.25878,2.99000001
vbl_ssh_allreg_feb.25879,2.97000003
vbl_ssh_allreg_feb.25880,2.95000005
vbl_ssh_allreg_feb.25881,2.92000008
vbl_ssh_allreg_feb.25882,2.9000001
vbl_ssh_allreg_feb.25883,2.8900001
vbl_ssh_allreg_feb.25884,2.8599999
vbl_ssh_allreg_feb.25885,2.82999992
vbl_ssh_allreg_feb.25886,2.78999996
vbl_ssh_allreg_feb.25887,2.74000001
vbl_ssh_allreg_feb.25888,2.66000009
vbl_ssh_allreg_feb.25889,2.52999997
vbl_ssh_allreg_feb.25890,2.26999998
vbl_ssh_allreg_feb.25891,3.16000009
vbl_ssh_allreg_feb.25892,3.16000009
vbl_ssh_allreg_feb.25893,3.1500001
vbl_ssh_allreg_feb.25894,3.1400001
vbl_ssh_allreg_feb.25895,3.13000011
vbl_ssh_allreg_feb.25896,3.11999989
vbl_ssh_allreg_feb.25897,3.11999989
vbl_ssh_allreg_feb.25898,3.1099999
vbl_ssh_allreg_feb.25899,3.0999999
vbl_ssh_allreg_feb.25900,3.0999999
vbl_ssh_allreg_feb.25901,3.08999991
vbl_ssh_allreg_feb.25902,3.07999992
vbl_ssh_allreg_feb.25903,3.06999993
vbl_ssh_allreg_feb.25904,3.05999994
vbl_ssh_allreg_feb.25905,3.05999994
vbl_ssh_allreg_feb.25906,3.04999995
vbl_ssh_allreg_feb.25907,3.03999996
vbl_ssh_allreg_feb.25908,3.02999997
vbl_ssh_allreg_feb.25909,3.01999998
vbl_ssh_allreg_feb.25910,3.00999999
vbl_ssh_allreg_feb.25911,3
vbl_ssh_allreg_feb.25912,2.99000001
vbl_ssh_allreg_feb.25913,2.97000003
vbl_ssh_allreg_feb.25914,2.94000006
vbl_ssh_allreg_feb.25915,2.91000009
vbl_ssh_allreg_feb.25916,2.8900001
vbl_ssh_allreg_feb.25917,2.8599999
vbl_ssh_allreg_feb.25918,2.82999992
vbl_ssh_allreg_feb.25919,2.79999995
vbl_ssh_allreg_feb.25920,2.75999999
vbl_ssh_allreg_feb.25921,2.68000007
vbl_ssh_allreg_feb.25922,2.57999992
vbl_ssh_allreg_feb.25923,2.44000006
vbl_ssh_allreg_feb.25924,2.1500001
vbl_ssh_allreg_feb.25925,3.16000009
vbl_ssh_allreg_feb.25926,3.1500001
vbl_ssh_allreg_feb.25927,3.1500001
vbl_ssh_allreg_feb.25928,3.1400001
vbl_ssh_allreg_feb.25929,3.13000011
vbl_ssh_allreg_feb.25930,3.11999989
vbl_ssh_allreg_feb.25931,3.11999989
vbl_ssh_allreg_feb.25932,3.1099999
vbl_ssh_allreg_feb.25933,3.0999999
vbl_ssh_allreg_feb.25934,3.08999991
vbl_ssh_allreg_feb.25935,3.08999991
vbl_ssh_allreg_feb.25936,3.07999992
vbl_ssh_allreg_feb.25937,3.06999993
vbl_ssh_allreg_feb.25938,3.05999994
vbl_ssh_allreg_feb.25939,3.05999994
vbl_ssh_allreg_feb.25940,3.04999995
vbl_ssh_allreg_feb.25941,3.03999996
vbl_ssh_allreg_feb.25942,3.02999997
vbl_ssh_allreg_feb.25943,3.01999998
vbl_ssh_allreg_feb.25944,3.00999999
vbl_ssh_allreg_feb.25945,2.99000001
vbl_ssh_allreg_feb.25946,2.98000002
vbl_ssh_allreg_feb.25947,2.97000003
vbl_ssh_allreg_feb.25948,2.95000005
vbl_ssh_allreg_feb.25949,2.93000007
vbl_ssh_allreg_feb.25950,2.9000001
vbl_ssh_allreg_feb.25951,2.86999989
vbl_ssh_allreg_feb.25952,2.81999993
vbl_ssh_allreg_feb.25953,2.76999998
vbl_ssh_allreg_feb.25954,2.70000005
vbl_ssh_allreg_feb.25955,2.5999999
vbl_ssh_allreg_feb.25956,2.50999999
vbl_ssh_allreg_feb.25957,2.43000007
vbl_ssh_allreg_feb.25958,3.16000009
vbl_ssh_allreg_feb.25959,3.1500001
vbl_ssh_allreg_feb.25960,3.1500001
vbl_ssh_allreg_feb.25961,3.1400001
vbl_ssh_allreg_feb.25962,3.13000011
vbl_ssh_allreg_feb.25963,3.11999989
vbl_ssh_allreg_feb.25964,3.11999989
vbl_ssh_allreg_feb.25965,3.1099999
vbl_ssh_allreg_feb.25966,3.0999999
vbl_ssh_allreg_feb.25967,3.08999991
vbl_ssh_allreg_feb.25968,3.08999991
vbl_ssh_allreg_feb.25969,3.07999992
vbl_ssh_allreg_feb.25970,3.06999993
vbl_ssh_allreg_feb.25971,3.05999994
vbl_ssh_allreg_feb.25972,3.04999995
vbl_ssh_allreg_feb.25973,3.04999995
vbl_ssh_allreg_feb.25974,3.03999996
vbl_ssh_allreg_feb.25975,3.02999997
vbl_ssh_allreg_feb.25976,3.01999998
vbl_ssh_allreg_feb.25977,3.00999999
vbl_ssh_allreg_feb.25978,2.99000001
vbl_ssh_allreg_feb.25979,2.98000002
vbl_ssh_allreg_feb.25980,2.96000004
vbl_ssh_allreg_feb.25981,2.95000005
vbl_ssh_allreg_feb.25982,2.93000007
vbl_ssh_allreg_feb.25983,2.9000001
vbl_ssh_allreg_feb.25984,2.86999989
vbl_ssh_allreg_feb.25985,2.81999993
vbl_ssh_allreg_feb.25986,2.74000001
vbl_ssh_allreg_feb.25987,2.6400001
vbl_ssh_allreg_feb.25988,2.56999993
vbl_ssh_allreg_feb.25989,2.52999997
vbl_ssh_allreg_feb.25990,3.17000008
vbl_ssh_allreg_feb.25991,3.16000009
vbl_ssh_allreg_feb.25992,3.1500001
vbl_ssh_allreg_feb.25993,3.1400001
vbl_ssh_allreg_feb.25994,3.1400001
vbl_ssh_allreg_feb.25995,3.13000011
vbl_ssh_allreg_feb.25996,3.11999989
vbl_ssh_allreg_feb.25997,3.11999989
vbl_ssh_allreg_feb.25998,3.1099999
vbl_ssh_allreg_feb.25999,3.0999999
vbl_ssh_allreg_feb.26000,3.08999991
vbl_ssh_allreg_feb.26001,3.07999992
vbl_ssh_allreg_feb.26002,3.06999993
vbl_ssh_allreg_feb.26003,3.06999993
vbl_ssh_allreg_feb.26004,3.05999994
vbl_ssh_allreg_feb.26005,3.04999995
vbl_ssh_allreg_feb.26006,3.03999996
vbl_ssh_allreg_feb.26007,3.03999996
vbl_ssh_allreg_feb.26008,3.01999998
vbl_ssh_allreg_feb.26009,3.00999999
vbl_ssh_allreg_feb.26010,3
vbl_ssh_allreg_feb.26011,2.99000001
vbl_ssh_allreg_feb.26012,2.98000002
vbl_ssh_allreg_feb.26013,2.96000004
vbl_ssh_allreg_feb.26014,2.94000006
vbl_ssh_allreg_feb.26015,2.91000009
vbl_ssh_allreg_feb.26016,2.88000011
vbl_ssh_allreg_feb.26017,2.8599999
vbl_ssh_allreg_feb.26018,2.81999993
vbl_ssh_allreg_feb.26019,2.74000001
vbl_ssh_allreg_feb.26020,2.6400001
vbl_ssh_allreg_feb.26021,2.55999994
vbl_ssh_allreg_feb.26022,2.53999996
vbl_ssh_allreg_feb.26023,3.16000009
vbl_ssh_allreg_feb.26024,3.16000009
vbl_ssh_allreg_feb.26025,3.1500001
vbl_ssh_allreg_feb.26026,3.1400001
vbl_ssh_allreg_feb.26027,3.13000011
vbl_ssh_allreg_feb.26028,3.13000011
vbl_ssh_allreg_feb.26029,3.11999989
vbl_ssh_allreg_feb.26030,3.1099999
vbl_ssh_allreg_feb.26031,3.1099999
vbl_ssh_allreg_feb.26032,3.0999999
vbl_ssh_allreg_feb.26033,3.08999991
vbl_ssh_allreg_feb.26034,3.07999992
vbl_ssh_allreg_feb.26035,3.06999993
vbl_ssh_allreg_feb.26036,3.06999993
vbl_ssh_allreg_feb.26037,3.05999994
vbl_ssh_allreg_feb.26038,3.04999995
vbl_ssh_allreg_feb.26039,3.03999996
vbl_ssh_allreg_feb.26040,3.02999997
vbl_ssh_allreg_feb.26041,3.01999998
vbl_ssh_allreg_feb.26042,3.00999999
vbl_ssh_allreg_feb.26043,3
vbl_ssh_allreg_feb.26044,2.98000002
vbl_ssh_allreg_feb.26045,2.97000003
vbl_ssh_allreg_feb.26046,2.96000004
vbl_ssh_allreg_feb.26047,2.94000006
vbl_ssh_allreg_feb.26048,2.92000008
vbl_ssh_allreg_feb.26049,2.88000011
vbl_ssh_allreg_feb.26050,2.83999991
vbl_ssh_allreg_feb.26051,2.78999996
vbl_ssh_allreg_feb.26052,2.72000003
vbl_ssh_allreg_feb.26053,2.6400001
vbl_ssh_allreg_feb.26054,2.55999994
vbl_ssh_allreg_feb.26055,2.50999999
vbl_ssh_allreg_feb.26056,2.08999991
vbl_ssh_allreg_feb.26057,3.16000009
vbl_ssh_allreg_feb.26058,3.16000009
vbl_ssh_allreg_feb.26059,3.1400001
vbl_ssh_allreg_feb.26060,3.1400001
vbl_ssh_allreg_feb.26061,3.13000011
vbl_ssh_allreg_feb.26062,3.13000011
vbl_ssh_allreg_feb.26063,3.11999989
vbl_ssh_allreg_feb.26064,3.1099999
vbl_ssh_allreg_feb.26065,3.0999999
vbl_ssh_allreg_feb.26066,3.08999991
vbl_ssh_allreg_feb.26067,3.08999991
vbl_ssh_allreg_feb.26068,3.07999992
vbl_ssh_allreg_feb.26069,3.06999993
vbl_ssh_allreg_feb.26070,3.05999994
vbl_ssh_allreg_feb.26071,3.05999994
vbl_ssh_allreg_feb.26072,3.04999995
vbl_ssh_allreg_feb.26073,3.03999996
vbl_ssh_allreg_feb.26074,3.02999997
vbl_ssh_allreg_feb.26075,3.01999998
vbl_ssh_allreg_feb.26076,3.00999999
vbl_ssh_allreg_feb.26077,3
vbl_ssh_allreg_feb.26078,2.98000002
vbl_ssh_allreg_feb.26079,2.97000003
vbl_ssh_allreg_feb.26080,2.96000004
vbl_ssh_allreg_feb.26081,2.94000006
vbl_ssh_allreg_feb.26082,2.92000008
vbl_ssh_allreg_feb.26083,2.88000011
vbl_ssh_allreg_feb.26084,2.81999993
vbl_ssh_allreg_feb.26085,2.75999999
vbl_ssh_allreg_feb.26086,2.69000006
vbl_ssh_allreg_feb.26087,2.6099999
vbl_ssh_allreg_feb.26088,2.52999997
vbl_ssh_allreg_feb.26089,2.48000002
vbl_ssh_allreg_feb.26090,2.0999999
vbl_ssh_allreg_feb.26091,3.16000009
vbl_ssh_allreg_feb.26092,3.1500001
vbl_ssh_allreg_feb.26093,3.1400001
vbl_ssh_allreg_feb.26094,3.1400001
vbl_ssh_allreg_feb.26095,3.13000011
vbl_ssh_allreg_feb.26096,3.11999989
vbl_ssh_allreg_feb.26097,3.1099999
vbl_ssh_allreg_feb.26098,3.0999999
vbl_ssh_allreg_feb.26099,3.0999999
vbl_ssh_allreg_feb.26100,3.08999991
vbl_ssh_allreg_feb.26101,3.07999992
vbl_ssh_allreg_feb.26102,3.06999993
vbl_ssh_allreg_feb.26103,3.06999993
vbl_ssh_allreg_feb.26104,3.05999994
vbl_ssh_allreg_feb.26105,3.04999995
