FID,feb_ssh
vbl_ssh_allreg_feb.10077,2.21000004
vbl_ssh_allreg_feb.10078,2.19000006
vbl_ssh_allreg_feb.10079,2.16000009
vbl_ssh_allreg_feb.10080,2.1400001
vbl_ssh_allreg_feb.10081,2.1099999
vbl_ssh_allreg_feb.10082,2.08999991
vbl_ssh_allreg_feb.10083,2.06999993
vbl_ssh_allreg_feb.10084,2.03999996
vbl_ssh_allreg_feb.10085,2.00999999
vbl_ssh_allreg_feb.10086,1.98000002
vbl_ssh_allreg_feb.10087,1.95000005
vbl_ssh_allreg_feb.10088,1.91999996
vbl_ssh_allreg_feb.10089,1.88
vbl_ssh_allreg_feb.10090,1.83000004
vbl_ssh_allreg_feb.10091,1.77999997
vbl_ssh_allreg_feb.10092,1.72000003
vbl_ssh_allreg_feb.10093,1.65999997
vbl_ssh_allreg_feb.10094,1.59000003
vbl_ssh_allreg_feb.10095,1.50999999
vbl_ssh_allreg_feb.10096,1.41999996
vbl_ssh_allreg_feb.10097,1.20000005
vbl_ssh_allreg_feb.10098,2.44000006
vbl_ssh_allreg_feb.10099,2.42000008
vbl_ssh_allreg_feb.10100,2.4000001
vbl_ssh_allreg_feb.10101,2.36999989
vbl_ssh_allreg_feb.10102,2.33999991
vbl_ssh_allreg_feb.10103,2.31999993
vbl_ssh_allreg_feb.10104,2.28999996
vbl_ssh_allreg_feb.10105,2.26999998
vbl_ssh_allreg_feb.10106,2.24000001
vbl_ssh_allreg_feb.10107,2.22000003
vbl_ssh_allreg_feb.10108,2.20000005
vbl_ssh_allreg_feb.10109,2.17000008
vbl_ssh_allreg_feb.10110,2.1500001
vbl_ssh_allreg_feb.10111,2.13000011
vbl_ssh_allreg_feb.10112,2.0999999
vbl_ssh_allreg_feb.10113,2.07999992
vbl_ssh_allreg_feb.10114,2.05999994
vbl_ssh_allreg_feb.10115,2.02999997
vbl_ssh_allreg_feb.10116,2.00999999
vbl_ssh_allreg_feb.10117,1.98000002
vbl_ssh_allreg_feb.10118,1.94000006
vbl_ssh_allreg_feb.10119,1.90999997
vbl_ssh_allreg_feb.10120,1.87
vbl_ssh_allreg_feb.10121,1.82000005
vbl_ssh_allreg_feb.10122,1.76999998
vbl_ssh_allreg_feb.10123,1.71000004
vbl_ssh_allreg_feb.10124,1.64999998
vbl_ssh_allreg_feb.10125,1.59000003
vbl_ssh_allreg_feb.10126,1.50999999
vbl_ssh_allreg_feb.10127,1.40999997
vbl_ssh_allreg_feb.10128,1.17999995
vbl_ssh_allreg_feb.10129,2.4000001
vbl_ssh_allreg_feb.10130,2.38000011
vbl_ssh_allreg_feb.10131,2.3499999
vbl_ssh_allreg_feb.10132,2.32999992
vbl_ssh_allreg_feb.10133,2.29999995
vbl_ssh_allreg_feb.10134,2.27999997
vbl_ssh_allreg_feb.10135,2.25
vbl_ssh_allreg_feb.10136,2.23000002
vbl_ssh_allreg_feb.10137,2.21000004
vbl_ssh_allreg_feb.10138,2.18000007
vbl_ssh_allreg_feb.10139,2.16000009
vbl_ssh_allreg_feb.10140,2.1400001
vbl_ssh_allreg_feb.10141,2.11999989
vbl_ssh_allreg_feb.10142,2.0999999
vbl_ssh_allreg_feb.10143,2.06999993
vbl_ssh_allreg_feb.10144,2.04999995
vbl_ssh_allreg_feb.10145,2.02999997
vbl_ssh_allreg_feb.10146,2
vbl_ssh_allreg_feb.10147,1.97000003
vbl_ssh_allreg_feb.10148,1.92999995
vbl_ssh_allreg_feb.10149,1.89999998
vbl_ssh_allreg_feb.10150,1.86000001
vbl_ssh_allreg_feb.10151,1.80999994
vbl_ssh_allreg_feb.10152,1.75999999
vbl_ssh_allreg_feb.10153,1.70000005
vbl_ssh_allreg_feb.10154,1.63999999
vbl_ssh_allreg_feb.10155,1.58000004
vbl_ssh_allreg_feb.10156,1.50999999
vbl_ssh_allreg_feb.10157,1.40999997
vbl_ssh_allreg_feb.10158,1.17999995
vbl_ssh_allreg_feb.10159,2.36999989
vbl_ssh_allreg_feb.10160,2.3499999
vbl_ssh_allreg_feb.10161,2.33999991
vbl_ssh_allreg_feb.10162,2.30999994
vbl_ssh_allreg_feb.10163,2.27999997
vbl_ssh_allreg_feb.10164,2.25999999
vbl_ssh_allreg_feb.10165,2.24000001
vbl_ssh_allreg_feb.10166,2.22000003
vbl_ssh_allreg_feb.10167,2.20000005
vbl_ssh_allreg_feb.10168,2.17000008
vbl_ssh_allreg_feb.10169,2.1500001
vbl_ssh_allreg_feb.10170,2.13000011
vbl_ssh_allreg_feb.10171,2.1099999
vbl_ssh_allreg_feb.10172,2.08999991
vbl_ssh_allreg_feb.10173,2.05999994
vbl_ssh_allreg_feb.10174,2.03999996
vbl_ssh_allreg_feb.10175,2.01999998
vbl_ssh_allreg_feb.10176,1.99000001
vbl_ssh_allreg_feb.10177,1.96000004
vbl_ssh_allreg_feb.10178,1.91999996
vbl_ssh_allreg_feb.10179,1.88999999
vbl_ssh_allreg_feb.10180,1.85000002
vbl_ssh_allreg_feb.10181,1.79999995
vbl_ssh_allreg_feb.10182,1.75
vbl_ssh_allreg_feb.10183,1.70000005
vbl_ssh_allreg_feb.10184,1.63999999
vbl_ssh_allreg_feb.10185,1.58000004
vbl_ssh_allreg_feb.10186,1.5
vbl_ssh_allreg_feb.10187,1.40999997
vbl_ssh_allreg_feb.10188,1.21000004
vbl_ssh_allreg_feb.10189,2.33999991
vbl_ssh_allreg_feb.10190,2.31999993
vbl_ssh_allreg_feb.10191,2.28999996
vbl_ssh_allreg_feb.10192,2.26999998
vbl_ssh_allreg_feb.10193,2.25
vbl_ssh_allreg_feb.10194,2.22000003
vbl_ssh_allreg_feb.10195,2.21000004
vbl_ssh_allreg_feb.10196,2.19000006
vbl_ssh_allreg_feb.10197,2.17000008
vbl_ssh_allreg_feb.10198,2.1400001
vbl_ssh_allreg_feb.10199,2.11999989
vbl_ssh_allreg_feb.10200,2.0999999
vbl_ssh_allreg_feb.10201,2.07999992
vbl_ssh_allreg_feb.10202,2.05999994
vbl_ssh_allreg_feb.10203,2.02999997
vbl_ssh_allreg_feb.10204,2.00999999
vbl_ssh_allreg_feb.10205,1.98000002
vbl_ssh_allreg_feb.10206,1.95000005
vbl_ssh_allreg_feb.10207,1.90999997
vbl_ssh_allreg_feb.10208,1.88
vbl_ssh_allreg_feb.10209,1.84000003
vbl_ssh_allreg_feb.10210,1.78999996
vbl_ssh_allreg_feb.10211,1.74000001
vbl_ssh_allreg_feb.10212,1.69000006
vbl_ssh_allreg_feb.10213,1.63999999
vbl_ssh_allreg_feb.10214,1.57000005
vbl_ssh_allreg_feb.10215,1.50999999
vbl_ssh_allreg_feb.10216,1.41999996
vbl_ssh_allreg_feb.10217,1.28999996
vbl_ssh_allreg_feb.10218,1.09000003
vbl_ssh_allreg_feb.10219,2.31999993
vbl_ssh_allreg_feb.10220,2.29999995
vbl_ssh_allreg_feb.10221,2.27999997
vbl_ssh_allreg_feb.10222,2.25
vbl_ssh_allreg_feb.10223,2.23000002
vbl_ssh_allreg_feb.10224,2.21000004
vbl_ssh_allreg_feb.10225,2.19000006
vbl_ssh_allreg_feb.10226,2.17000008
vbl_ssh_allreg_feb.10227,2.1500001
vbl_ssh_allreg_feb.10228,2.13000011
vbl_ssh_allreg_feb.10229,2.1099999
vbl_ssh_allreg_feb.10230,2.08999991
vbl_ssh_allreg_feb.10231,2.06999993
vbl_ssh_allreg_feb.10232,2.03999996
vbl_ssh_allreg_feb.10233,2.01999998
vbl_ssh_allreg_feb.10234,1.99000001
vbl_ssh_allreg_feb.10235,1.96000004
vbl_ssh_allreg_feb.10236,1.92999995
vbl_ssh_allreg_feb.10237,1.89999998
vbl_ssh_allreg_feb.10238,1.86000001
vbl_ssh_allreg_feb.10239,1.82000005
vbl_ssh_allreg_feb.10240,1.77999997
vbl_ssh_allreg_feb.10241,1.74000001
vbl_ssh_allreg_feb.10242,1.69000006
vbl_ssh_allreg_feb.10243,1.63
vbl_ssh_allreg_feb.10244,1.57000005
vbl_ssh_allreg_feb.10245,1.50999999
vbl_ssh_allreg_feb.10246,1.42999995
vbl_ssh_allreg_feb.10247,1.33000004
vbl_ssh_allreg_feb.10248,1.15999997
vbl_ssh_allreg_feb.10249,2.27999997
vbl_ssh_allreg_feb.10250,2.25999999
vbl_ssh_allreg_feb.10251,2.24000001
vbl_ssh_allreg_feb.10252,2.21000004
vbl_ssh_allreg_feb.10253,2.20000005
vbl_ssh_allreg_feb.10254,2.18000007
vbl_ssh_allreg_feb.10255,2.1500001
vbl_ssh_allreg_feb.10256,2.13000011
vbl_ssh_allreg_feb.10257,2.1099999
vbl_ssh_allreg_feb.10258,2.08999991
vbl_ssh_allreg_feb.10259,2.06999993
vbl_ssh_allreg_feb.10260,2.04999995
vbl_ssh_allreg_feb.10261,2.01999998
vbl_ssh_allreg_feb.10262,2
vbl_ssh_allreg_feb.10263,1.97000003
vbl_ssh_allreg_feb.10264,1.94000006
vbl_ssh_allreg_feb.10265,1.90999997
vbl_ssh_allreg_feb.10266,1.88
vbl_ssh_allreg_feb.10267,1.84000003
vbl_ssh_allreg_feb.10268,1.80999994
vbl_ssh_allreg_feb.10269,1.76999998
vbl_ssh_allreg_feb.10270,1.73000002
vbl_ssh_allreg_feb.10271,1.67999995
vbl_ssh_allreg_feb.10272,1.63
vbl_ssh_allreg_feb.10273,1.57000005
vbl_ssh_allreg_feb.10274,1.50999999
vbl_ssh_allreg_feb.10275,1.42999995
vbl_ssh_allreg_feb.10276,1.33000004
vbl_ssh_allreg_feb.10277,1.23000002
vbl_ssh_allreg_feb.10278,1.13
vbl_ssh_allreg_feb.10279,1.02999997
vbl_ssh_allreg_feb.10280,0.92000002
vbl_ssh_allreg_feb.10281,2.25999999
vbl_ssh_allreg_feb.10282,2.24000001
vbl_ssh_allreg_feb.10283,2.22000003
vbl_ssh_allreg_feb.10284,2.19000006
vbl_ssh_allreg_feb.10285,2.17000008
vbl_ssh_allreg_feb.10286,2.1500001
vbl_ssh_allreg_feb.10287,2.13000011
vbl_ssh_allreg_feb.10288,2.11999989
vbl_ssh_allreg_feb.10289,2.0999999
vbl_ssh_allreg_feb.10290,2.06999993
vbl_ssh_allreg_feb.10291,2.04999995
vbl_ssh_allreg_feb.10292,2.02999997
vbl_ssh_allreg_feb.10293,2
vbl_ssh_allreg_feb.10294,1.98000002
vbl_ssh_allreg_feb.10295,1.95000005
vbl_ssh_allreg_feb.10296,1.91999996
vbl_ssh_allreg_feb.10297,1.88999999
vbl_ssh_allreg_feb.10298,1.86000001
vbl_ssh_allreg_feb.10299,1.83000004
vbl_ssh_allreg_feb.10300,1.78999996
vbl_ssh_allreg_feb.10301,1.75
vbl_ssh_allreg_feb.10302,1.72000003
vbl_ssh_allreg_feb.10303,1.66999996
vbl_ssh_allreg_feb.10304,1.62
vbl_ssh_allreg_feb.10305,1.57000005
vbl_ssh_allreg_feb.10306,1.50999999
vbl_ssh_allreg_feb.10307,1.42999995
vbl_ssh_allreg_feb.10308,1.35000002
vbl_ssh_allreg_feb.10309,1.25999999
vbl_ssh_allreg_feb.10310,1.16999996
vbl_ssh_allreg_feb.10311,1.09000003
vbl_ssh_allreg_feb.10312,1
vbl_ssh_allreg_feb.10313,0.91000003
vbl_ssh_allreg_feb.10314,0.80000001
vbl_ssh_allreg_feb.10315,2.22000003
vbl_ssh_allreg_feb.10316,2.20000005
vbl_ssh_allreg_feb.10317,2.18000007
vbl_ssh_allreg_feb.10318,2.1500001
vbl_ssh_allreg_feb.10319,2.13000011
vbl_ssh_allreg_feb.10320,2.1099999
vbl_ssh_allreg_feb.10321,2.08999991
vbl_ssh_allreg_feb.10322,2.06999993
vbl_ssh_allreg_feb.10323,2.04999995
vbl_ssh_allreg_feb.10324,2.02999997
vbl_ssh_allreg_feb.10325,2.00999999
vbl_ssh_allreg_feb.10326,1.98000002
vbl_ssh_allreg_feb.10327,1.96000004
vbl_ssh_allreg_feb.10328,1.92999995
vbl_ssh_allreg_feb.10329,1.89999998
vbl_ssh_allreg_feb.10330,1.87
vbl_ssh_allreg_feb.10331,1.84000003
vbl_ssh_allreg_feb.10332,1.80999994
vbl_ssh_allreg_feb.10333,1.76999998
vbl_ssh_allreg_feb.10334,1.74000001
vbl_ssh_allreg_feb.10335,1.70000005
vbl_ssh_allreg_feb.10336,1.65999997
vbl_ssh_allreg_feb.10337,1.61000001
vbl_ssh_allreg_feb.10338,1.55999994
vbl_ssh_allreg_feb.10339,1.5
vbl_ssh_allreg_feb.10340,1.41999996
vbl_ssh_allreg_feb.10341,1.34000003
vbl_ssh_allreg_feb.10342,1.26999998
vbl_ssh_allreg_feb.10343,1.19000006
vbl_ssh_allreg_feb.10344,1.11000001
vbl_ssh_allreg_feb.10345,1.01999998
vbl_ssh_allreg_feb.10346,0.91000003
vbl_ssh_allreg_feb.10347,2.19000006
vbl_ssh_allreg_feb.10348,2.17000008
vbl_ssh_allreg_feb.10349,2.16000009
vbl_ssh_allreg_feb.10350,2.13000011
vbl_ssh_allreg_feb.10351,2.1099999
vbl_ssh_allreg_feb.10352,2.08999991
vbl_ssh_allreg_feb.10353,2.06999993
vbl_ssh_allreg_feb.10354,2.04999995
vbl_ssh_allreg_feb.10355,2.02999997
vbl_ssh_allreg_feb.10356,2.00999999
vbl_ssh_allreg_feb.10357,1.98000002
vbl_ssh_allreg_feb.10358,1.96000004
vbl_ssh_allreg_feb.10359,1.94000006
vbl_ssh_allreg_feb.10360,1.90999997
vbl_ssh_allreg_feb.10361,1.88
vbl_ssh_allreg_feb.10362,1.85000002
vbl_ssh_allreg_feb.10363,1.82000005
vbl_ssh_allreg_feb.10364,1.78999996
vbl_ssh_allreg_feb.10365,1.75999999
vbl_ssh_allreg_feb.10366,1.73000002
vbl_ssh_allreg_feb.10367,1.69000006
vbl_ssh_allreg_feb.10368,1.63999999
vbl_ssh_allreg_feb.10369,1.60000002
vbl_ssh_allreg_feb.10370,1.53999996
vbl_ssh_allreg_feb.10371,1.48000002
vbl_ssh_allreg_feb.10372,1.40999997
vbl_ssh_allreg_feb.10373,1.34000003
vbl_ssh_allreg_feb.10374,1.26999998
vbl_ssh_allreg_feb.10375,1.19000006
vbl_ssh_allreg_feb.10376,1.11000001
vbl_ssh_allreg_feb.10377,1.01999998
vbl_ssh_allreg_feb.10378,0.83999997
vbl_ssh_allreg_feb.10379,2.1500001
vbl_ssh_allreg_feb.10380,2.13000011
vbl_ssh_allreg_feb.10381,2.1099999
vbl_ssh_allreg_feb.10382,2.08999991
vbl_ssh_allreg_feb.10383,2.05999994
vbl_ssh_allreg_feb.10384,2.04999995
vbl_ssh_allreg_feb.10385,2.01999998
vbl_ssh_allreg_feb.10386,2
vbl_ssh_allreg_feb.10387,1.98000002
vbl_ssh_allreg_feb.10388,1.96000004
vbl_ssh_allreg_feb.10389,1.94000006
vbl_ssh_allreg_feb.10390,1.90999997
vbl_ssh_allreg_feb.10391,1.88999999
vbl_ssh_allreg_feb.10392,1.86000001
vbl_ssh_allreg_feb.10393,1.83000004
vbl_ssh_allreg_feb.10394,1.79999995
vbl_ssh_allreg_feb.10395,1.76999998
vbl_ssh_allreg_feb.10396,1.74000001
vbl_ssh_allreg_feb.10397,1.71000004
vbl_ssh_allreg_feb.10398,1.66999996
vbl_ssh_allreg_feb.10399,1.63
vbl_ssh_allreg_feb.10400,1.58000004
vbl_ssh_allreg_feb.10401,1.52999997
vbl_ssh_allreg_feb.10402,1.46000004
vbl_ssh_allreg_feb.10403,1.39999998
vbl_ssh_allreg_feb.10404,1.34000003
vbl_ssh_allreg_feb.10405,1.26999998
vbl_ssh_allreg_feb.10406,1.20000005
vbl_ssh_allreg_feb.10407,1.11000001
vbl_ssh_allreg_feb.10408,0.99000001
vbl_ssh_allreg_feb.10409,0.77999997
vbl_ssh_allreg_feb.10410,2.13000011
vbl_ssh_allreg_feb.10411,2.1099999
vbl_ssh_allreg_feb.10412,2.08999991
vbl_ssh_allreg_feb.10413,2.05999994
vbl_ssh_allreg_feb.10414,2.03999996
vbl_ssh_allreg_feb.10415,2.01999998
vbl_ssh_allreg_feb.10416,2
vbl_ssh_allreg_feb.10417,1.98000002
vbl_ssh_allreg_feb.10418,1.96000004
vbl_ssh_allreg_feb.10419,1.94000006
vbl_ssh_allreg_feb.10420,1.90999997
vbl_ssh_allreg_feb.10421,1.88999999
vbl_ssh_allreg_feb.10422,1.87
vbl_ssh_allreg_feb.10423,1.84000003
vbl_ssh_allreg_feb.10424,1.80999994
vbl_ssh_allreg_feb.10425,1.78999996
vbl_ssh_allreg_feb.10426,1.75999999
vbl_ssh_allreg_feb.10427,1.72000003
vbl_ssh_allreg_feb.10428,1.69000006
vbl_ssh_allreg_feb.10429,1.64999998
vbl_ssh_allreg_feb.10430,1.61000001
vbl_ssh_allreg_feb.10431,1.55999994
vbl_ssh_allreg_feb.10432,1.50999999
vbl_ssh_allreg_feb.10433,1.45000005
vbl_ssh_allreg_feb.10434,1.39999998
vbl_ssh_allreg_feb.10435,1.33000004
vbl_ssh_allreg_feb.10436,1.26999998
vbl_ssh_allreg_feb.10437,1.20000005
vbl_ssh_allreg_feb.10438,1.10000002
vbl_ssh_allreg_feb.10439,0.99000001
vbl_ssh_allreg_feb.10440,0.77999997
vbl_ssh_allreg_feb.10441,2.07999992
vbl_ssh_allreg_feb.10442,2.05999994
vbl_ssh_allreg_feb.10443,2.03999996
vbl_ssh_allreg_feb.10444,2.01999998
vbl_ssh_allreg_feb.10445,2
vbl_ssh_allreg_feb.10446,1.98000002
vbl_ssh_allreg_feb.10447,1.96000004
vbl_ssh_allreg_feb.10448,1.94000006
vbl_ssh_allreg_feb.10449,1.90999997
vbl_ssh_allreg_feb.10450,1.88999999
vbl_ssh_allreg_feb.10451,1.87
vbl_ssh_allreg_feb.10452,1.85000002
vbl_ssh_allreg_feb.10453,1.82000005
vbl_ssh_allreg_feb.10454,1.78999996
vbl_ssh_allreg_feb.10455,1.76999998
vbl_ssh_allreg_feb.10456,1.74000001
vbl_ssh_allreg_feb.10457,1.71000004
vbl_ssh_allreg_feb.10458,1.66999996
vbl_ssh_allreg_feb.10459,1.63
vbl_ssh_allreg_feb.10460,1.59000003
vbl_ssh_allreg_feb.10461,1.54999995
vbl_ssh_allreg_feb.10462,1.5
vbl_ssh_allreg_feb.10463,1.44000006
vbl_ssh_allreg_feb.10464,1.38999999
vbl_ssh_allreg_feb.10465,1.32000005
vbl_ssh_allreg_feb.10466,1.25999999
vbl_ssh_allreg_feb.10467,1.19000006
vbl_ssh_allreg_feb.10468,1.09000003
vbl_ssh_allreg_feb.10469,0.99000001
vbl_ssh_allreg_feb.10470,2.02999997
vbl_ssh_allreg_feb.10471,2.01999998
vbl_ssh_allreg_feb.10472,1.99000001
vbl_ssh_allreg_feb.10473,1.97000003
vbl_ssh_allreg_feb.10474,1.95000005
vbl_ssh_allreg_feb.10475,1.92999995
vbl_ssh_allreg_feb.10476,1.90999997
vbl_ssh_allreg_feb.10477,1.88999999
vbl_ssh_allreg_feb.10478,1.87
vbl_ssh_allreg_feb.10479,1.85000002
vbl_ssh_allreg_feb.10480,1.82000005
vbl_ssh_allreg_feb.10481,1.79999995
vbl_ssh_allreg_feb.10482,1.76999998
vbl_ssh_allreg_feb.10483,1.75
vbl_ssh_allreg_feb.10484,1.72000003
vbl_ssh_allreg_feb.10485,1.67999995
vbl_ssh_allreg_feb.10486,1.64999998
vbl_ssh_allreg_feb.10487,1.61000001
vbl_ssh_allreg_feb.10488,1.57000005
vbl_ssh_allreg_feb.10489,1.52999997
vbl_ssh_allreg_feb.10490,1.48000002
vbl_ssh_allreg_feb.10491,1.42999995
vbl_ssh_allreg_feb.10492,1.37
vbl_ssh_allreg_feb.10493,1.30999994
vbl_ssh_allreg_feb.10494,1.25
vbl_ssh_allreg_feb.10495,1.16999996
vbl_ssh_allreg_feb.10496,1.09000003
vbl_ssh_allreg_feb.10497,0.98000002
vbl_ssh_allreg_feb.10498,0.75999999
vbl_ssh_allreg_feb.10499,2.00999999
vbl_ssh_allreg_feb.10500,1.99000001
vbl_ssh_allreg_feb.10501,1.96000004
vbl_ssh_allreg_feb.10502,1.94000006
vbl_ssh_allreg_feb.10503,1.91999996
vbl_ssh_allreg_feb.10504,1.89999998
vbl_ssh_allreg_feb.10505,1.88
vbl_ssh_allreg_feb.10506,1.86000001
vbl_ssh_allreg_feb.10507,1.84000003
vbl_ssh_allreg_feb.10508,1.82000005
vbl_ssh_allreg_feb.10509,1.78999996
vbl_ssh_allreg_feb.10510,1.76999998
vbl_ssh_allreg_feb.10511,1.75
vbl_ssh_allreg_feb.10512,1.72000003
vbl_ssh_allreg_feb.10513,1.69000006
vbl_ssh_allreg_feb.10514,1.65999997
vbl_ssh_allreg_feb.10515,1.63
vbl_ssh_allreg_feb.10516,1.59000003
vbl_ssh_allreg_feb.10517,1.54999995
vbl_ssh_allreg_feb.10518,1.50999999
vbl_ssh_allreg_feb.10519,1.46000004
vbl_ssh_allreg_feb.10520,1.40999997
vbl_ssh_allreg_feb.10521,1.36000001
vbl_ssh_allreg_feb.10522,1.29999995
vbl_ssh_allreg_feb.10523,1.24000001
vbl_ssh_allreg_feb.10524,1.15999997
vbl_ssh_allreg_feb.10525,1.08000004
vbl_ssh_allreg_feb.10526,0.98000002
vbl_ssh_allreg_feb.10527,0.87
vbl_ssh_allreg_feb.10528,0.69999999
vbl_ssh_allreg_feb.10529,1.98000002
vbl_ssh_allreg_feb.10530,1.96000004
vbl_ssh_allreg_feb.10531,1.92999995
vbl_ssh_allreg_feb.10532,1.90999997
vbl_ssh_allreg_feb.10533,1.88999999
vbl_ssh_allreg_feb.10534,1.87
vbl_ssh_allreg_feb.10535,1.85000002
vbl_ssh_allreg_feb.10536,1.83000004
vbl_ssh_allreg_feb.10537,1.80999994
vbl_ssh_allreg_feb.10538,1.78999996
vbl_ssh_allreg_feb.10539,1.76999998
vbl_ssh_allreg_feb.10540,1.75
vbl_ssh_allreg_feb.10541,1.72000003
vbl_ssh_allreg_feb.10542,1.70000005
vbl_ssh_allreg_feb.10543,1.66999996
vbl_ssh_allreg_feb.10544,1.63
vbl_ssh_allreg_feb.10545,1.60000002
vbl_ssh_allreg_feb.10546,1.57000005
vbl_ssh_allreg_feb.10547,1.52999997
vbl_ssh_allreg_feb.10548,1.48000002
vbl_ssh_allreg_feb.10549,1.44000006
vbl_ssh_allreg_feb.10550,1.38999999
vbl_ssh_allreg_feb.10551,1.34000003
vbl_ssh_allreg_feb.10552,1.27999997
vbl_ssh_allreg_feb.10553,1.22000003
vbl_ssh_allreg_feb.10554,1.14999998
vbl_ssh_allreg_feb.10555,1.07000005
vbl_ssh_allreg_feb.10556,0.99000001
vbl_ssh_allreg_feb.10557,0.89999998
vbl_ssh_allreg_feb.10558,0.74000001
vbl_ssh_allreg_feb.10559,1.94000006
vbl_ssh_allreg_feb.10560,1.91999996
vbl_ssh_allreg_feb.10561,1.89999998
vbl_ssh_allreg_feb.10562,1.88
vbl_ssh_allreg_feb.10563,1.86000001
vbl_ssh_allreg_feb.10564,1.84000003
vbl_ssh_allreg_feb.10565,1.82000005
vbl_ssh_allreg_feb.10566,1.79999995
vbl_ssh_allreg_feb.10567,1.77999997
vbl_ssh_allreg_feb.10568,1.76999998
vbl_ssh_allreg_feb.10569,1.75
vbl_ssh_allreg_feb.10570,1.72000003
vbl_ssh_allreg_feb.10571,1.70000005
vbl_ssh_allreg_feb.10572,1.66999996
vbl_ssh_allreg_feb.10573,1.63999999
vbl_ssh_allreg_feb.10574,1.62
vbl_ssh_allreg_feb.10575,1.58000004
vbl_ssh_allreg_feb.10576,1.54999995
vbl_ssh_allreg_feb.10577,1.5
vbl_ssh_allreg_feb.10578,1.46000004
vbl_ssh_allreg_feb.10579,1.41999996
vbl_ssh_allreg_feb.10580,1.37
vbl_ssh_allreg_feb.10581,1.32000005
vbl_ssh_allreg_feb.10582,1.26999998
vbl_ssh_allreg_feb.10583,1.21000004
vbl_ssh_allreg_feb.10584,1.13999999
vbl_ssh_allreg_feb.10585,1.07000005
vbl_ssh_allreg_feb.10586,0.99000001
vbl_ssh_allreg_feb.10587,0.88999999
vbl_ssh_allreg_feb.10588,0.79000002
vbl_ssh_allreg_feb.10589,1.90999997
vbl_ssh_allreg_feb.10590,1.88999999
vbl_ssh_allreg_feb.10591,1.87
vbl_ssh_allreg_feb.10592,1.85000002
vbl_ssh_allreg_feb.10593,1.83000004
vbl_ssh_allreg_feb.10594,1.82000005
vbl_ssh_allreg_feb.10595,1.79999995
vbl_ssh_allreg_feb.10596,1.77999997
vbl_ssh_allreg_feb.10597,1.75999999
vbl_ssh_allreg_feb.10598,1.74000001
vbl_ssh_allreg_feb.10599,1.73000002
vbl_ssh_allreg_feb.10600,1.70000005
vbl_ssh_allreg_feb.10601,1.66999996
vbl_ssh_allreg_feb.10602,1.64999998
vbl_ssh_allreg_feb.10603,1.62
vbl_ssh_allreg_feb.10604,1.59000003
vbl_ssh_allreg_feb.10605,1.55999994
vbl_ssh_allreg_feb.10606,1.51999998
vbl_ssh_allreg_feb.10607,1.49000001
vbl_ssh_allreg_feb.10608,1.45000005
vbl_ssh_allreg_feb.10609,1.40999997
vbl_ssh_allreg_feb.10610,1.36000001
vbl_ssh_allreg_feb.10611,1.30999994
vbl_ssh_allreg_feb.10612,1.25999999
vbl_ssh_allreg_feb.10613,1.20000005
vbl_ssh_allreg_feb.10614,1.13
vbl_ssh_allreg_feb.10615,1.05999994
vbl_ssh_allreg_feb.10616,0.98000002
vbl_ssh_allreg_feb.10617,0.88999999
vbl_ssh_allreg_feb.10618,0.79000002
vbl_ssh_allreg_feb.10619,0.63
vbl_ssh_allreg_feb.10620,1.88
vbl_ssh_allreg_feb.10621,1.86000001
vbl_ssh_allreg_feb.10622,1.84000003
vbl_ssh_allreg_feb.10623,1.82000005
vbl_ssh_allreg_feb.10624,1.79999995
vbl_ssh_allreg_feb.10625,1.78999996
vbl_ssh_allreg_feb.10626,1.76999998
vbl_ssh_allreg_feb.10627,1.75
vbl_ssh_allreg_feb.10628,1.74000001
vbl_ssh_allreg_feb.10629,1.72000003
vbl_ssh_allreg_feb.10630,1.70000005
vbl_ssh_allreg_feb.10631,1.66999996
vbl_ssh_allreg_feb.10632,1.64999998
vbl_ssh_allreg_feb.10633,1.63
vbl_ssh_allreg_feb.10634,1.61000001
vbl_ssh_allreg_feb.10635,1.58000004
vbl_ssh_allreg_feb.10636,1.53999996
vbl_ssh_allreg_feb.10637,1.50999999
vbl_ssh_allreg_feb.10638,1.48000002
vbl_ssh_allreg_feb.10639,1.44000006
vbl_ssh_allreg_feb.10640,1.38999999
vbl_ssh_allreg_feb.10641,1.35000002
vbl_ssh_allreg_feb.10642,1.29999995
vbl_ssh_allreg_feb.10643,1.25
vbl_ssh_allreg_feb.10644,1.19000006
vbl_ssh_allreg_feb.10645,1.12
vbl_ssh_allreg_feb.10646,1.04999995
vbl_ssh_allreg_feb.10647,0.97000003
vbl_ssh_allreg_feb.10648,0.88
vbl_ssh_allreg_feb.10649,0.79000002
vbl_ssh_allreg_feb.10650,0.62
vbl_ssh_allreg_feb.10651,1.85000002
vbl_ssh_allreg_feb.10652,1.83000004
vbl_ssh_allreg_feb.10653,1.80999994
vbl_ssh_allreg_feb.10654,1.78999996
vbl_ssh_allreg_feb.10655,1.77999997
vbl_ssh_allreg_feb.10656,1.75999999
vbl_ssh_allreg_feb.10657,1.74000001
vbl_ssh_allreg_feb.10658,1.73000002
vbl_ssh_allreg_feb.10659,1.71000004
vbl_ssh_allreg_feb.10660,1.69000006
vbl_ssh_allreg_feb.10661,1.65999997
vbl_ssh_allreg_feb.10662,1.64999998
vbl_ssh_allreg_feb.10663,1.64999998
vbl_ssh_allreg_feb.10664,1.63
