FID,nov_ssh
vbl_ssh_allreg_nov.10179,2.56999993
vbl_ssh_allreg_nov.10180,2.52999997
vbl_ssh_allreg_nov.10181,2.49000001
vbl_ssh_allreg_nov.10182,2.43000007
vbl_ssh_allreg_nov.10183,2.38000011
vbl_ssh_allreg_nov.10184,2.30999994
vbl_ssh_allreg_nov.10185,2.24000001
vbl_ssh_allreg_nov.10186,2.16000009
vbl_ssh_allreg_nov.10187,2.04999995
vbl_ssh_allreg_nov.10188,1.80999994
vbl_ssh_allreg_nov.10189,2.9000001
vbl_ssh_allreg_nov.10190,2.8900001
vbl_ssh_allreg_nov.10191,2.86999989
vbl_ssh_allreg_nov.10192,2.8599999
vbl_ssh_allreg_nov.10193,2.83999991
vbl_ssh_allreg_nov.10194,2.81999993
vbl_ssh_allreg_nov.10195,2.80999994
vbl_ssh_allreg_nov.10196,2.79999995
vbl_ssh_allreg_nov.10197,2.77999997
vbl_ssh_allreg_nov.10198,2.76999998
vbl_ssh_allreg_nov.10199,2.75
vbl_ssh_allreg_nov.10200,2.74000001
vbl_ssh_allreg_nov.10201,2.72000003
vbl_ssh_allreg_nov.10202,2.70000005
vbl_ssh_allreg_nov.10203,2.69000006
vbl_ssh_allreg_nov.10204,2.67000008
vbl_ssh_allreg_nov.10205,2.6400001
vbl_ssh_allreg_nov.10206,2.61999989
vbl_ssh_allreg_nov.10207,2.58999991
vbl_ssh_allreg_nov.10208,2.55999994
vbl_ssh_allreg_nov.10209,2.51999998
vbl_ssh_allreg_nov.10210,2.47000003
vbl_ssh_allreg_nov.10211,2.43000007
vbl_ssh_allreg_nov.10212,2.38000011
vbl_ssh_allreg_nov.10213,2.30999994
vbl_ssh_allreg_nov.10214,2.24000001
vbl_ssh_allreg_nov.10215,2.16000009
vbl_ssh_allreg_nov.10216,2.05999994
vbl_ssh_allreg_nov.10217,1.90999997
vbl_ssh_allreg_nov.10218,1.63
vbl_ssh_allreg_nov.10219,2.8900001
vbl_ssh_allreg_nov.10220,2.86999989
vbl_ssh_allreg_nov.10221,2.8599999
vbl_ssh_allreg_nov.10222,2.83999991
vbl_ssh_allreg_nov.10223,2.81999993
vbl_ssh_allreg_nov.10224,2.80999994
vbl_ssh_allreg_nov.10225,2.79999995
vbl_ssh_allreg_nov.10226,2.77999997
vbl_ssh_allreg_nov.10227,2.76999998
vbl_ssh_allreg_nov.10228,2.75
vbl_ssh_allreg_nov.10229,2.74000001
vbl_ssh_allreg_nov.10230,2.72000003
vbl_ssh_allreg_nov.10231,2.71000004
vbl_ssh_allreg_nov.10232,2.69000006
vbl_ssh_allreg_nov.10233,2.67000008
vbl_ssh_allreg_nov.10234,2.6500001
vbl_ssh_allreg_nov.10235,2.63000011
vbl_ssh_allreg_nov.10236,2.5999999
vbl_ssh_allreg_nov.10237,2.57999992
vbl_ssh_allreg_nov.10238,2.53999996
vbl_ssh_allreg_nov.10239,2.50999999
vbl_ssh_allreg_nov.10240,2.47000003
vbl_ssh_allreg_nov.10241,2.43000007
vbl_ssh_allreg_nov.10242,2.38000011
vbl_ssh_allreg_nov.10243,2.31999993
vbl_ssh_allreg_nov.10244,2.25
vbl_ssh_allreg_nov.10245,2.17000008
vbl_ssh_allreg_nov.10246,2.06999993
vbl_ssh_allreg_nov.10247,1.95000005
vbl_ssh_allreg_nov.10248,1.72000003
vbl_ssh_allreg_nov.10249,2.8499999
vbl_ssh_allreg_nov.10250,2.83999991
vbl_ssh_allreg_nov.10251,2.81999993
vbl_ssh_allreg_nov.10252,2.80999994
vbl_ssh_allreg_nov.10253,2.78999996
vbl_ssh_allreg_nov.10254,2.77999997
vbl_ssh_allreg_nov.10255,2.75999999
vbl_ssh_allreg_nov.10256,2.75
vbl_ssh_allreg_nov.10257,2.73000002
vbl_ssh_allreg_nov.10258,2.72000003
vbl_ssh_allreg_nov.10259,2.70000005
vbl_ssh_allreg_nov.10260,2.69000006
vbl_ssh_allreg_nov.10261,2.67000008
vbl_ssh_allreg_nov.10262,2.6500001
vbl_ssh_allreg_nov.10263,2.63000011
vbl_ssh_allreg_nov.10264,2.5999999
vbl_ssh_allreg_nov.10265,2.57999992
vbl_ssh_allreg_nov.10266,2.54999995
vbl_ssh_allreg_nov.10267,2.51999998
vbl_ssh_allreg_nov.10268,2.49000001
vbl_ssh_allreg_nov.10269,2.45000005
vbl_ssh_allreg_nov.10270,2.41000009
vbl_ssh_allreg_nov.10271,2.36999989
vbl_ssh_allreg_nov.10272,2.30999994
vbl_ssh_allreg_nov.10273,2.25
vbl_ssh_allreg_nov.10274,2.18000007
vbl_ssh_allreg_nov.10275,2.07999992
vbl_ssh_allreg_nov.10276,1.96000004
vbl_ssh_allreg_nov.10277,1.83000004
vbl_ssh_allreg_nov.10278,1.71000004
vbl_ssh_allreg_nov.10279,1.57000005
vbl_ssh_allreg_nov.10280,1.40999997
vbl_ssh_allreg_nov.10281,2.82999992
vbl_ssh_allreg_nov.10282,2.81999993
vbl_ssh_allreg_nov.10283,2.80999994
vbl_ssh_allreg_nov.10284,2.78999996
vbl_ssh_allreg_nov.10285,2.76999998
vbl_ssh_allreg_nov.10286,2.75999999
vbl_ssh_allreg_nov.10287,2.74000001
vbl_ssh_allreg_nov.10288,2.73000002
vbl_ssh_allreg_nov.10289,2.72000003
vbl_ssh_allreg_nov.10290,2.70000005
vbl_ssh_allreg_nov.10291,2.68000007
vbl_ssh_allreg_nov.10292,2.67000008
vbl_ssh_allreg_nov.10293,2.6500001
vbl_ssh_allreg_nov.10294,2.63000011
vbl_ssh_allreg_nov.10295,2.6099999
vbl_ssh_allreg_nov.10296,2.57999992
vbl_ssh_allreg_nov.10297,2.55999994
vbl_ssh_allreg_nov.10298,2.52999997
vbl_ssh_allreg_nov.10299,2.5
vbl_ssh_allreg_nov.10300,2.47000003
vbl_ssh_allreg_nov.10301,2.44000006
vbl_ssh_allreg_nov.10302,2.4000001
vbl_ssh_allreg_nov.10303,2.3599999
vbl_ssh_allreg_nov.10304,2.29999995
vbl_ssh_allreg_nov.10305,2.25
vbl_ssh_allreg_nov.10306,2.19000006
vbl_ssh_allreg_nov.10307,2.0999999
vbl_ssh_allreg_nov.10308,1.99000001
vbl_ssh_allreg_nov.10309,1.88999999
vbl_ssh_allreg_nov.10310,1.78999996
vbl_ssh_allreg_nov.10311,1.70000005
vbl_ssh_allreg_nov.10312,1.60000002
vbl_ssh_allreg_nov.10313,1.48000002
vbl_ssh_allreg_nov.10314,1.35000002
vbl_ssh_allreg_nov.10315,2.79999995
vbl_ssh_allreg_nov.10316,2.78999996
vbl_ssh_allreg_nov.10317,2.76999998
vbl_ssh_allreg_nov.10318,2.75
vbl_ssh_allreg_nov.10319,2.74000001
vbl_ssh_allreg_nov.10320,2.72000003
vbl_ssh_allreg_nov.10321,2.71000004
vbl_ssh_allreg_nov.10322,2.70000005
vbl_ssh_allreg_nov.10323,2.68000007
vbl_ssh_allreg_nov.10324,2.66000009
vbl_ssh_allreg_nov.10325,2.6400001
vbl_ssh_allreg_nov.10326,2.63000011
vbl_ssh_allreg_nov.10327,2.6099999
vbl_ssh_allreg_nov.10328,2.57999992
vbl_ssh_allreg_nov.10329,2.55999994
vbl_ssh_allreg_nov.10330,2.52999997
vbl_ssh_allreg_nov.10331,2.5
vbl_ssh_allreg_nov.10332,2.48000002
vbl_ssh_allreg_nov.10333,2.45000005
vbl_ssh_allreg_nov.10334,2.42000008
vbl_ssh_allreg_nov.10335,2.38000011
vbl_ssh_allreg_nov.10336,2.33999991
vbl_ssh_allreg_nov.10337,2.28999996
vbl_ssh_allreg_nov.10338,2.25
vbl_ssh_allreg_nov.10339,2.18000007
vbl_ssh_allreg_nov.10340,2.0999999
vbl_ssh_allreg_nov.10341,2.01999998
vbl_ssh_allreg_nov.10342,1.92999995
vbl_ssh_allreg_nov.10343,1.85000002
vbl_ssh_allreg_nov.10344,1.75999999
vbl_ssh_allreg_nov.10345,1.65999997
vbl_ssh_allreg_nov.10346,1.53999996
vbl_ssh_allreg_nov.10347,2.77999997
vbl_ssh_allreg_nov.10348,2.76999998
vbl_ssh_allreg_nov.10349,2.75
vbl_ssh_allreg_nov.10350,2.73000002
vbl_ssh_allreg_nov.10351,2.72000003
vbl_ssh_allreg_nov.10352,2.70000005
vbl_ssh_allreg_nov.10353,2.69000006
vbl_ssh_allreg_nov.10354,2.67000008
vbl_ssh_allreg_nov.10355,2.66000009
vbl_ssh_allreg_nov.10356,2.6400001
vbl_ssh_allreg_nov.10357,2.61999989
vbl_ssh_allreg_nov.10358,2.5999999
vbl_ssh_allreg_nov.10359,2.57999992
vbl_ssh_allreg_nov.10360,2.55999994
vbl_ssh_allreg_nov.10361,2.52999997
vbl_ssh_allreg_nov.10362,2.50999999
vbl_ssh_allreg_nov.10363,2.48000002
vbl_ssh_allreg_nov.10364,2.46000004
vbl_ssh_allreg_nov.10365,2.43000007
vbl_ssh_allreg_nov.10366,2.41000009
vbl_ssh_allreg_nov.10367,2.36999989
vbl_ssh_allreg_nov.10368,2.32999992
vbl_ssh_allreg_nov.10369,2.27999997
vbl_ssh_allreg_nov.10370,2.23000002
vbl_ssh_allreg_nov.10371,2.16000009
vbl_ssh_allreg_nov.10372,2.08999991
vbl_ssh_allreg_nov.10373,2.01999998
vbl_ssh_allreg_nov.10374,1.95000005
vbl_ssh_allreg_nov.10375,1.88
vbl_ssh_allreg_nov.10376,1.78999996
vbl_ssh_allreg_nov.10377,1.69000006
vbl_ssh_allreg_nov.10378,1.44000006
vbl_ssh_allreg_nov.10379,2.75
vbl_ssh_allreg_nov.10380,2.73000002
vbl_ssh_allreg_nov.10381,2.72000003
vbl_ssh_allreg_nov.10382,2.70000005
vbl_ssh_allreg_nov.10383,2.68000007
vbl_ssh_allreg_nov.10384,2.66000009
vbl_ssh_allreg_nov.10385,2.6500001
vbl_ssh_allreg_nov.10386,2.63000011
vbl_ssh_allreg_nov.10387,2.61999989
vbl_ssh_allreg_nov.10388,2.5999999
vbl_ssh_allreg_nov.10389,2.57999992
vbl_ssh_allreg_nov.10390,2.55999994
vbl_ssh_allreg_nov.10391,2.53999996
vbl_ssh_allreg_nov.10392,2.50999999
vbl_ssh_allreg_nov.10393,2.49000001
vbl_ssh_allreg_nov.10394,2.46000004
vbl_ssh_allreg_nov.10395,2.44000006
vbl_ssh_allreg_nov.10396,2.41000009
vbl_ssh_allreg_nov.10397,2.3900001
vbl_ssh_allreg_nov.10398,2.3499999
vbl_ssh_allreg_nov.10399,2.30999994
vbl_ssh_allreg_nov.10400,2.25999999
vbl_ssh_allreg_nov.10401,2.21000004
vbl_ssh_allreg_nov.10402,2.1500001
vbl_ssh_allreg_nov.10403,2.08999991
vbl_ssh_allreg_nov.10404,2.02999997
vbl_ssh_allreg_nov.10405,1.96000004
vbl_ssh_allreg_nov.10406,1.88
vbl_ssh_allreg_nov.10407,1.78999996
vbl_ssh_allreg_nov.10408,1.64999998
vbl_ssh_allreg_nov.10409,1.34000003
vbl_ssh_allreg_nov.10410,2.72000003
vbl_ssh_allreg_nov.10411,2.71000004
vbl_ssh_allreg_nov.10412,2.70000005
vbl_ssh_allreg_nov.10413,2.68000007
vbl_ssh_allreg_nov.10414,2.66000009
vbl_ssh_allreg_nov.10415,2.6400001
vbl_ssh_allreg_nov.10416,2.61999989
vbl_ssh_allreg_nov.10417,2.6099999
vbl_ssh_allreg_nov.10418,2.58999991
vbl_ssh_allreg_nov.10419,2.56999993
vbl_ssh_allreg_nov.10420,2.54999995
vbl_ssh_allreg_nov.10421,2.52999997
vbl_ssh_allreg_nov.10422,2.50999999
vbl_ssh_allreg_nov.10423,2.49000001
vbl_ssh_allreg_nov.10424,2.47000003
vbl_ssh_allreg_nov.10425,2.44000006
vbl_ssh_allreg_nov.10426,2.42000008
vbl_ssh_allreg_nov.10427,2.4000001
vbl_ssh_allreg_nov.10428,2.36999989
vbl_ssh_allreg_nov.10429,2.32999992
vbl_ssh_allreg_nov.10430,2.28999996
vbl_ssh_allreg_nov.10431,2.25
vbl_ssh_allreg_nov.10432,2.20000005
vbl_ssh_allreg_nov.10433,2.1500001
vbl_ssh_allreg_nov.10434,2.08999991
vbl_ssh_allreg_nov.10435,2.02999997
vbl_ssh_allreg_nov.10436,1.96000004
vbl_ssh_allreg_nov.10437,1.88
vbl_ssh_allreg_nov.10438,1.76999998
vbl_ssh_allreg_nov.10439,1.64999998
vbl_ssh_allreg_nov.10440,1.34000003
vbl_ssh_allreg_nov.10441,2.69000006
vbl_ssh_allreg_nov.10442,2.67000008
vbl_ssh_allreg_nov.10443,2.66000009
vbl_ssh_allreg_nov.10444,2.63000011
vbl_ssh_allreg_nov.10445,2.61999989
vbl_ssh_allreg_nov.10446,2.5999999
vbl_ssh_allreg_nov.10447,2.58999991
vbl_ssh_allreg_nov.10448,2.56999993
vbl_ssh_allreg_nov.10449,2.54999995
vbl_ssh_allreg_nov.10450,2.52999997
vbl_ssh_allreg_nov.10451,2.50999999
vbl_ssh_allreg_nov.10452,2.49000001
vbl_ssh_allreg_nov.10453,2.47000003
vbl_ssh_allreg_nov.10454,2.45000005
vbl_ssh_allreg_nov.10455,2.42000008
vbl_ssh_allreg_nov.10456,2.41000009
vbl_ssh_allreg_nov.10457,2.38000011
vbl_ssh_allreg_nov.10458,2.3499999
vbl_ssh_allreg_nov.10459,2.30999994
vbl_ssh_allreg_nov.10460,2.27999997
vbl_ssh_allreg_nov.10461,2.24000001
vbl_ssh_allreg_nov.10462,2.19000006
vbl_ssh_allreg_nov.10463,2.1400001
vbl_ssh_allreg_nov.10464,2.07999992
vbl_ssh_allreg_nov.10465,2.01999998
vbl_ssh_allreg_nov.10466,1.95000005
vbl_ssh_allreg_nov.10467,1.87
vbl_ssh_allreg_nov.10468,1.75999999
vbl_ssh_allreg_nov.10469,1.63999999
vbl_ssh_allreg_nov.10470,2.6500001
vbl_ssh_allreg_nov.10471,2.63000011
vbl_ssh_allreg_nov.10472,2.6099999
vbl_ssh_allreg_nov.10473,2.5999999
vbl_ssh_allreg_nov.10474,2.57999992
vbl_ssh_allreg_nov.10475,2.55999994
vbl_ssh_allreg_nov.10476,2.53999996
vbl_ssh_allreg_nov.10477,2.51999998
vbl_ssh_allreg_nov.10478,2.5
vbl_ssh_allreg_nov.10479,2.49000001
vbl_ssh_allreg_nov.10480,2.47000003
vbl_ssh_allreg_nov.10481,2.44000006
vbl_ssh_allreg_nov.10482,2.42000008
vbl_ssh_allreg_nov.10483,2.41000009
vbl_ssh_allreg_nov.10484,2.3900001
vbl_ssh_allreg_nov.10485,2.3599999
vbl_ssh_allreg_nov.10486,2.32999992
vbl_ssh_allreg_nov.10487,2.28999996
vbl_ssh_allreg_nov.10488,2.25999999
vbl_ssh_allreg_nov.10489,2.22000003
vbl_ssh_allreg_nov.10490,2.18000007
vbl_ssh_allreg_nov.10491,2.11999989
vbl_ssh_allreg_nov.10492,2.05999994
vbl_ssh_allreg_nov.10493,2.00999999
vbl_ssh_allreg_nov.10494,1.94000006
vbl_ssh_allreg_nov.10495,1.86000001
vbl_ssh_allreg_nov.10496,1.75
vbl_ssh_allreg_nov.10497,1.61000001
vbl_ssh_allreg_nov.10498,1.26999998
vbl_ssh_allreg_nov.10499,2.63000011
vbl_ssh_allreg_nov.10500,2.6099999
vbl_ssh_allreg_nov.10501,2.58999991
vbl_ssh_allreg_nov.10502,2.56999993
vbl_ssh_allreg_nov.10503,2.54999995
vbl_ssh_allreg_nov.10504,2.52999997
vbl_ssh_allreg_nov.10505,2.50999999
vbl_ssh_allreg_nov.10506,2.49000001
vbl_ssh_allreg_nov.10507,2.48000002
vbl_ssh_allreg_nov.10508,2.46000004
vbl_ssh_allreg_nov.10509,2.44000006
vbl_ssh_allreg_nov.10510,2.42000008
vbl_ssh_allreg_nov.10511,2.4000001
vbl_ssh_allreg_nov.10512,2.38000011
vbl_ssh_allreg_nov.10513,2.3599999
vbl_ssh_allreg_nov.10514,2.32999992
vbl_ssh_allreg_nov.10515,2.29999995
vbl_ssh_allreg_nov.10516,2.26999998
vbl_ssh_allreg_nov.10517,2.23000002
vbl_ssh_allreg_nov.10518,2.19000006
vbl_ssh_allreg_nov.10519,2.1400001
vbl_ssh_allreg_nov.10520,2.08999991
vbl_ssh_allreg_nov.10521,2.05999994
vbl_ssh_allreg_nov.10522,2
vbl_ssh_allreg_nov.10523,1.91999996
vbl_ssh_allreg_nov.10524,1.84000003
vbl_ssh_allreg_nov.10525,1.72000003
vbl_ssh_allreg_nov.10526,1.60000002
vbl_ssh_allreg_nov.10527,1.44000006
vbl_ssh_allreg_nov.10528,1.19000006
vbl_ssh_allreg_nov.10529,2.5999999
vbl_ssh_allreg_nov.10530,2.57999992
vbl_ssh_allreg_nov.10531,2.55999994
vbl_ssh_allreg_nov.10532,2.53999996
vbl_ssh_allreg_nov.10533,2.51999998
vbl_ssh_allreg_nov.10534,2.50999999
vbl_ssh_allreg_nov.10535,2.49000001
vbl_ssh_allreg_nov.10536,2.47000003
vbl_ssh_allreg_nov.10537,2.45000005
vbl_ssh_allreg_nov.10538,2.43000007
vbl_ssh_allreg_nov.10539,2.41000009
vbl_ssh_allreg_nov.10540,2.3900001
vbl_ssh_allreg_nov.10541,2.36999989
vbl_ssh_allreg_nov.10542,2.3599999
vbl_ssh_allreg_nov.10543,2.32999992
vbl_ssh_allreg_nov.10544,2.28999996
vbl_ssh_allreg_nov.10545,2.26999998
vbl_ssh_allreg_nov.10546,2.24000001
vbl_ssh_allreg_nov.10547,2.20000005
vbl_ssh_allreg_nov.10548,2.16000009
vbl_ssh_allreg_nov.10549,2.11999989
vbl_ssh_allreg_nov.10550,2.07999992
vbl_ssh_allreg_nov.10551,2.02999997
vbl_ssh_allreg_nov.10552,1.97000003
vbl_ssh_allreg_nov.10553,1.89999998
vbl_ssh_allreg_nov.10554,1.80999994
vbl_ssh_allreg_nov.10555,1.72000003
vbl_ssh_allreg_nov.10556,1.61000001
vbl_ssh_allreg_nov.10557,1.50999999
vbl_ssh_allreg_nov.10558,1.28999996
vbl_ssh_allreg_nov.10559,2.56999993
vbl_ssh_allreg_nov.10560,2.55999994
vbl_ssh_allreg_nov.10561,2.52999997
vbl_ssh_allreg_nov.10562,2.50999999
vbl_ssh_allreg_nov.10563,2.5
vbl_ssh_allreg_nov.10564,2.48000002
vbl_ssh_allreg_nov.10565,2.46000004
vbl_ssh_allreg_nov.10566,2.44000006
vbl_ssh_allreg_nov.10567,2.42000008
vbl_ssh_allreg_nov.10568,2.4000001
vbl_ssh_allreg_nov.10569,2.3900001
vbl_ssh_allreg_nov.10570,2.36999989
vbl_ssh_allreg_nov.10571,2.3499999
vbl_ssh_allreg_nov.10572,2.31999993
vbl_ssh_allreg_nov.10573,2.28999996
vbl_ssh_allreg_nov.10574,2.26999998
vbl_ssh_allreg_nov.10575,2.24000001
vbl_ssh_allreg_nov.10576,2.21000004
vbl_ssh_allreg_nov.10577,2.17000008
vbl_ssh_allreg_nov.10578,2.13000011
vbl_ssh_allreg_nov.10579,2.0999999
vbl_ssh_allreg_nov.10580,2.04999995
vbl_ssh_allreg_nov.10581,2
vbl_ssh_allreg_nov.10582,1.94000006
vbl_ssh_allreg_nov.10583,1.88
vbl_ssh_allreg_nov.10584,1.79999995
vbl_ssh_allreg_nov.10585,1.72000003
vbl_ssh_allreg_nov.10586,1.63
vbl_ssh_allreg_nov.10587,1.51999998
vbl_ssh_allreg_nov.10588,1.39999998
vbl_ssh_allreg_nov.10589,2.54999995
vbl_ssh_allreg_nov.10590,2.52999997
vbl_ssh_allreg_nov.10591,2.50999999
vbl_ssh_allreg_nov.10592,2.49000001
vbl_ssh_allreg_nov.10593,2.47000003
vbl_ssh_allreg_nov.10594,2.45000005
vbl_ssh_allreg_nov.10595,2.43000007
vbl_ssh_allreg_nov.10596,2.41000009
vbl_ssh_allreg_nov.10597,2.4000001
vbl_ssh_allreg_nov.10598,2.38000011
vbl_ssh_allreg_nov.10599,2.3599999
vbl_ssh_allreg_nov.10600,2.33999991
vbl_ssh_allreg_nov.10601,2.30999994
vbl_ssh_allreg_nov.10602,2.28999996
vbl_ssh_allreg_nov.10603,2.26999998
vbl_ssh_allreg_nov.10604,2.24000001
vbl_ssh_allreg_nov.10605,2.22000003
vbl_ssh_allreg_nov.10606,2.18000007
vbl_ssh_allreg_nov.10607,2.1500001
vbl_ssh_allreg_nov.10608,2.11999989
vbl_ssh_allreg_nov.10609,2.07999992
vbl_ssh_allreg_nov.10610,2.02999997
vbl_ssh_allreg_nov.10611,1.99000001
vbl_ssh_allreg_nov.10612,1.92999995
vbl_ssh_allreg_nov.10613,1.87
vbl_ssh_allreg_nov.10614,1.79999995
vbl_ssh_allreg_nov.10615,1.73000002
vbl_ssh_allreg_nov.10616,1.63999999
vbl_ssh_allreg_nov.10617,1.52999997
vbl_ssh_allreg_nov.10618,1.40999997
vbl_ssh_allreg_nov.10619,1.13999999
vbl_ssh_allreg_nov.10620,2.51999998
vbl_ssh_allreg_nov.10621,2.5
vbl_ssh_allreg_nov.10622,2.48000002
vbl_ssh_allreg_nov.10623,2.46000004
vbl_ssh_allreg_nov.10624,2.44000006
vbl_ssh_allreg_nov.10625,2.43000007
vbl_ssh_allreg_nov.10626,2.41000009
vbl_ssh_allreg_nov.10627,2.3900001
vbl_ssh_allreg_nov.10628,2.36999989
vbl_ssh_allreg_nov.10629,2.3499999
vbl_ssh_allreg_nov.10630,2.31999993
vbl_ssh_allreg_nov.10631,2.28999996
vbl_ssh_allreg_nov.10632,2.27999997
vbl_ssh_allreg_nov.10633,2.27999997
vbl_ssh_allreg_nov.10634,2.25
vbl_ssh_allreg_nov.10635,2.22000003
vbl_ssh_allreg_nov.10636,2.19000006
vbl_ssh_allreg_nov.10637,2.17000008
vbl_ssh_allreg_nov.10638,2.1400001
vbl_ssh_allreg_nov.10639,2.0999999
vbl_ssh_allreg_nov.10640,2.05999994
vbl_ssh_allreg_nov.10641,2.02999997
vbl_ssh_allreg_nov.10642,1.98000002
vbl_ssh_allreg_nov.10643,1.91999996
vbl_ssh_allreg_nov.10644,1.86000001
vbl_ssh_allreg_nov.10645,1.78999996
vbl_ssh_allreg_nov.10646,1.72000003
vbl_ssh_allreg_nov.10647,1.63
vbl_ssh_allreg_nov.10648,1.52999997
vbl_ssh_allreg_nov.10649,1.42999995
vbl_ssh_allreg_nov.10650,1.07000005
vbl_ssh_allreg_nov.10651,2.49000001
vbl_ssh_allreg_nov.10652,2.47000003
vbl_ssh_allreg_nov.10653,2.45000005
vbl_ssh_allreg_nov.10654,2.43000007
vbl_ssh_allreg_nov.10655,2.42000008
vbl_ssh_allreg_nov.10656,2.4000001
vbl_ssh_allreg_nov.10657,2.38000011
vbl_ssh_allreg_nov.10658,2.36999989
vbl_ssh_allreg_nov.10659,2.3499999
vbl_ssh_allreg_nov.10660,2.30999994
vbl_ssh_allreg_nov.10661,2.26999998
vbl_ssh_allreg_nov.10662,2.26999998
vbl_ssh_allreg_nov.10663,2.28999996
vbl_ssh_allreg_nov.10664,2.26999998
vbl_ssh_allreg_nov.10665,2.24000001
vbl_ssh_allreg_nov.10666,2.21000004
vbl_ssh_allreg_nov.10667,2.18000007
vbl_ssh_allreg_nov.10668,2.1400001
vbl_ssh_allreg_nov.10669,2.1099999
vbl_ssh_allreg_nov.10670,2.06999993
vbl_ssh_allreg_nov.10671,2.03999996
vbl_ssh_allreg_nov.10672,2
vbl_ssh_allreg_nov.10673,1.95000005
vbl_ssh_allreg_nov.10674,1.88999999
vbl_ssh_allreg_nov.10675,1.83000004
vbl_ssh_allreg_nov.10676,1.76999998
vbl_ssh_allreg_nov.10677,1.70000005
vbl_ssh_allreg_nov.10678,1.62
vbl_ssh_allreg_nov.10679,1.50999999
vbl_ssh_allreg_nov.10680,1.38
vbl_ssh_allreg_nov.10681,2.47000003
vbl_ssh_allreg_nov.10682,2.45000005
vbl_ssh_allreg_nov.10683,2.43000007
vbl_ssh_allreg_nov.10684,2.41000009
vbl_ssh_allreg_nov.10685,2.3900001
vbl_ssh_allreg_nov.10686,2.38000011
vbl_ssh_allreg_nov.10687,2.36999989
vbl_ssh_allreg_nov.10688,2.3499999
vbl_ssh_allreg_nov.10689,2.31999993
vbl_ssh_allreg_nov.10690,2.28999996
vbl_ssh_allreg_nov.10691,2.26999998
vbl_ssh_allreg_nov.10692,2.25999999
vbl_ssh_allreg_nov.10693,2.25999999
vbl_ssh_allreg_nov.10694,2.24000001
vbl_ssh_allreg_nov.10695,2.21000004
vbl_ssh_allreg_nov.10696,2.18000007
vbl_ssh_allreg_nov.10697,2.1500001
vbl_ssh_allreg_nov.10698,2.0999999
vbl_ssh_allreg_nov.10699,2.05999994
vbl_ssh_allreg_nov.10700,2.02999997
vbl_ssh_allreg_nov.10701,2
vbl_ssh_allreg_nov.10702,1.96000004
vbl_ssh_allreg_nov.10703,1.89999998
vbl_ssh_allreg_nov.10704,1.86000001
vbl_ssh_allreg_nov.10705,1.82000005
vbl_ssh_allreg_nov.10706,1.75999999
vbl_ssh_allreg_nov.10707,1.67999995
vbl_ssh_allreg_nov.10708,1.60000002
vbl_ssh_allreg_nov.10709,1.5
vbl_ssh_allreg_nov.10710,1.36000001
vbl_ssh_allreg_nov.10711,2.44000006
vbl_ssh_allreg_nov.10712,2.42000008
vbl_ssh_allreg_nov.10713,2.4000001
vbl_ssh_allreg_nov.10714,2.38000011
vbl_ssh_allreg_nov.10715,2.36999989
vbl_ssh_allreg_nov.10716,2.3599999
vbl_ssh_allreg_nov.10717,2.33999991
vbl_ssh_allreg_nov.10718,2.31999993
vbl_ssh_allreg_nov.10719,2.28999996
vbl_ssh_allreg_nov.10720,2.25999999
vbl_ssh_allreg_nov.10721,2.23000002
vbl_ssh_allreg_nov.10722,2.21000004
vbl_ssh_allreg_nov.10723,2.20000005
vbl_ssh_allreg_nov.10724,2.19000006
vbl_ssh_allreg_nov.10725,2.16000009
vbl_ssh_allreg_nov.10726,2.13000011
vbl_ssh_allreg_nov.10727,2.08999991
vbl_ssh_allreg_nov.10728,2.04999995
vbl_ssh_allreg_nov.10729,2.02999997
vbl_ssh_allreg_nov.10730,2
vbl_ssh_allreg_nov.10731,1.96000004
vbl_ssh_allreg_nov.10732,1.90999997
vbl_ssh_allreg_nov.10733,1.87
vbl_ssh_allreg_nov.10734,1.84000003
vbl_ssh_allreg_nov.10735,1.78999996
vbl_ssh_allreg_nov.10736,1.73000002
vbl_ssh_allreg_nov.10737,1.65999997
vbl_ssh_allreg_nov.10738,1.57000005
vbl_ssh_allreg_nov.10739,1.46000004
vbl_ssh_allreg_nov.10740,1.22000003
vbl_ssh_allreg_nov.10741,2.45000005
vbl_ssh_allreg_nov.10742,2.44000006
vbl_ssh_allreg_nov.10743,2.42000008
vbl_ssh_allreg_nov.10744,2.38000011
vbl_ssh_allreg_nov.10745,2.3599999
vbl_ssh_allreg_nov.10746,2.33999991
vbl_ssh_allreg_nov.10747,2.32999992
vbl_ssh_allreg_nov.10748,2.30999994
vbl_ssh_allreg_nov.10749,2.28999996
vbl_ssh_allreg_nov.10750,2.26999998
vbl_ssh_allreg_nov.10751,2.23000002
vbl_ssh_allreg_nov.10752,2.20000005
vbl_ssh_allreg_nov.10753,2.18000007
vbl_ssh_allreg_nov.10754,2.16000009
vbl_ssh_allreg_nov.10755,2.1500001
vbl_ssh_allreg_nov.10756,2.13000011
vbl_ssh_allreg_nov.10757,2.1099999
vbl_ssh_allreg_nov.10758,2.07999992
vbl_ssh_allreg_nov.10759,2.05999994
vbl_ssh_allreg_nov.10760,2.03999996
vbl_ssh_allreg_nov.10761,2.00999999
vbl_ssh_allreg_nov.10762,1.98000002
vbl_ssh_allreg_nov.10763,1.92999995
vbl_ssh_allreg_nov.10764,1.87
