FID,nov_ssh
vbl_ssh_allreg_nov.35320,2.1099999
vbl_ssh_allreg_nov.35321,2.01999998
vbl_ssh_allreg_nov.35322,1.90999997
vbl_ssh_allreg_nov.35323,1.80999994
vbl_ssh_allreg_nov.35324,1.71000004
vbl_ssh_allreg_nov.35325,1.63
vbl_ssh_allreg_nov.35326,1.54999995
vbl_ssh_allreg_nov.35327,1.48000002
vbl_ssh_allreg_nov.35328,1.40999997
vbl_ssh_allreg_nov.35329,1.34000003
vbl_ssh_allreg_nov.35330,1.27999997
vbl_ssh_allreg_nov.35331,1.23000002
vbl_ssh_allreg_nov.35332,1.20000005
vbl_ssh_allreg_nov.35333,1.15999997
vbl_ssh_allreg_nov.35334,1.12
vbl_ssh_allreg_nov.35335,1.09000003
vbl_ssh_allreg_nov.35336,1.03999996
vbl_ssh_allreg_nov.35337,1.01999998
vbl_ssh_allreg_nov.35338,1
vbl_ssh_allreg_nov.35339,0.99000001
vbl_ssh_allreg_nov.35340,0.97000003
vbl_ssh_allreg_nov.35341,0.94
vbl_ssh_allreg_nov.35342,0.88
vbl_ssh_allreg_nov.35343,0.81999999
vbl_ssh_allreg_nov.35344,0.77999997
vbl_ssh_allreg_nov.35345,0.75
vbl_ssh_allreg_nov.35346,0.75
vbl_ssh_allreg_nov.35347,0.74000001
vbl_ssh_allreg_nov.35348,0.72000003
vbl_ssh_allreg_nov.35349,0.69999999
vbl_ssh_allreg_nov.35350,0.68000001
vbl_ssh_allreg_nov.35351,0.64999998
vbl_ssh_allreg_nov.35352,0.62
vbl_ssh_allreg_nov.35353,2.56999993
vbl_ssh_allreg_nov.35354,2.56999993
vbl_ssh_allreg_nov.35355,2.55999994
vbl_ssh_allreg_nov.35356,2.55999994
vbl_ssh_allreg_nov.35357,2.55999994
vbl_ssh_allreg_nov.35358,2.55999994
vbl_ssh_allreg_nov.35359,2.55999994
vbl_ssh_allreg_nov.35360,2.55999994
vbl_ssh_allreg_nov.35361,2.55999994
vbl_ssh_allreg_nov.35362,2.55999994
vbl_ssh_allreg_nov.35363,2.55999994
vbl_ssh_allreg_nov.35364,2.55999994
vbl_ssh_allreg_nov.35365,2.55999994
vbl_ssh_allreg_nov.35366,2.55999994
vbl_ssh_allreg_nov.35367,2.55999994
vbl_ssh_allreg_nov.35368,2.55999994
vbl_ssh_allreg_nov.35369,2.55999994
vbl_ssh_allreg_nov.35370,2.55999994
vbl_ssh_allreg_nov.35371,2.55999994
vbl_ssh_allreg_nov.35372,2.55999994
vbl_ssh_allreg_nov.35373,2.55999994
vbl_ssh_allreg_nov.35374,2.55999994
vbl_ssh_allreg_nov.35375,2.55999994
vbl_ssh_allreg_nov.35376,2.54999995
vbl_ssh_allreg_nov.35377,2.54999995
vbl_ssh_allreg_nov.35378,2.53999996
vbl_ssh_allreg_nov.35379,2.53999996
vbl_ssh_allreg_nov.35380,2.52999997
vbl_ssh_allreg_nov.35381,2.51999998
vbl_ssh_allreg_nov.35382,2.50999999
vbl_ssh_allreg_nov.35383,2.5
vbl_ssh_allreg_nov.35384,2.49000001
vbl_ssh_allreg_nov.35385,2.48000002
vbl_ssh_allreg_nov.35386,2.47000003
vbl_ssh_allreg_nov.35387,2.45000005
vbl_ssh_allreg_nov.35388,2.44000006
vbl_ssh_allreg_nov.35389,2.42000008
vbl_ssh_allreg_nov.35390,2.4000001
vbl_ssh_allreg_nov.35391,2.3499999
vbl_ssh_allreg_nov.35392,2.27999997
vbl_ssh_allreg_nov.35393,2.19000006
vbl_ssh_allreg_nov.35394,2.07999992
vbl_ssh_allreg_nov.35395,1.97000003
vbl_ssh_allreg_nov.35396,1.85000002
vbl_ssh_allreg_nov.35397,1.73000002
vbl_ssh_allreg_nov.35398,1.63
vbl_ssh_allreg_nov.35399,1.53999996
vbl_ssh_allreg_nov.35400,1.47000003
vbl_ssh_allreg_nov.35401,1.38999999
vbl_ssh_allreg_nov.35402,1.33000004
vbl_ssh_allreg_nov.35403,1.25999999
vbl_ssh_allreg_nov.35404,1.20000005
vbl_ssh_allreg_nov.35405,1.14999998
vbl_ssh_allreg_nov.35406,1.11000001
vbl_ssh_allreg_nov.35407,1.08000004
vbl_ssh_allreg_nov.35408,1.04999995
vbl_ssh_allreg_nov.35409,1.01999998
vbl_ssh_allreg_nov.35410,1
vbl_ssh_allreg_nov.35411,0.98000002
vbl_ssh_allreg_nov.35412,0.95999998
vbl_ssh_allreg_nov.35413,0.94999999
vbl_ssh_allreg_nov.35414,0.93000001
vbl_ssh_allreg_nov.35415,0.92000002
vbl_ssh_allreg_nov.35416,0.89999998
vbl_ssh_allreg_nov.35417,0.86000001
vbl_ssh_allreg_nov.35418,0.81999999
vbl_ssh_allreg_nov.35419,0.79000002
vbl_ssh_allreg_nov.35420,0.75999999
vbl_ssh_allreg_nov.35421,0.72000003
vbl_ssh_allreg_nov.35422,0.68000001
vbl_ssh_allreg_nov.35423,0.64999998
vbl_ssh_allreg_nov.35424,0.64999998
vbl_ssh_allreg_nov.35425,0.57999998
vbl_ssh_allreg_nov.35426,2.56999993
vbl_ssh_allreg_nov.35427,2.56999993
vbl_ssh_allreg_nov.35428,2.56999993
vbl_ssh_allreg_nov.35429,2.56999993
vbl_ssh_allreg_nov.35430,2.56999993
vbl_ssh_allreg_nov.35431,2.55999994
vbl_ssh_allreg_nov.35432,2.55999994
vbl_ssh_allreg_nov.35433,2.55999994
vbl_ssh_allreg_nov.35434,2.55999994
vbl_ssh_allreg_nov.35435,2.55999994
vbl_ssh_allreg_nov.35436,2.55999994
vbl_ssh_allreg_nov.35437,2.55999994
vbl_ssh_allreg_nov.35438,2.55999994
vbl_ssh_allreg_nov.35439,2.55999994
vbl_ssh_allreg_nov.35440,2.55999994
vbl_ssh_allreg_nov.35441,2.55999994
vbl_ssh_allreg_nov.35442,2.55999994
vbl_ssh_allreg_nov.35443,2.55999994
vbl_ssh_allreg_nov.35444,2.55999994
vbl_ssh_allreg_nov.35445,2.55999994
vbl_ssh_allreg_nov.35446,2.55999994
vbl_ssh_allreg_nov.35447,2.55999994
vbl_ssh_allreg_nov.35448,2.55999994
vbl_ssh_allreg_nov.35449,2.54999995
vbl_ssh_allreg_nov.35450,2.54999995
vbl_ssh_allreg_nov.35451,2.53999996
vbl_ssh_allreg_nov.35452,2.52999997
vbl_ssh_allreg_nov.35453,2.51999998
vbl_ssh_allreg_nov.35454,2.51999998
vbl_ssh_allreg_nov.35455,2.50999999
vbl_ssh_allreg_nov.35456,2.49000001
vbl_ssh_allreg_nov.35457,2.48000002
vbl_ssh_allreg_nov.35458,2.47000003
vbl_ssh_allreg_nov.35459,2.46000004
vbl_ssh_allreg_nov.35460,2.44000006
vbl_ssh_allreg_nov.35461,2.43000007
vbl_ssh_allreg_nov.35462,2.4000001
vbl_ssh_allreg_nov.35463,2.3599999
vbl_ssh_allreg_nov.35464,2.27999997
vbl_ssh_allreg_nov.35465,2.17000008
vbl_ssh_allreg_nov.35466,2.02999997
vbl_ssh_allreg_nov.35467,1.89999998
vbl_ssh_allreg_nov.35468,1.75999999
vbl_ssh_allreg_nov.35469,1.62
vbl_ssh_allreg_nov.35470,1.51999998
vbl_ssh_allreg_nov.35471,1.41999996
vbl_ssh_allreg_nov.35472,1.34000003
vbl_ssh_allreg_nov.35473,1.26999998
vbl_ssh_allreg_nov.35474,1.21000004
vbl_ssh_allreg_nov.35475,1.14999998
vbl_ssh_allreg_nov.35476,1.10000002
vbl_ssh_allreg_nov.35477,1.05999994
vbl_ssh_allreg_nov.35478,1.01999998
vbl_ssh_allreg_nov.35479,0.99000001
vbl_ssh_allreg_nov.35480,0.97000003
vbl_ssh_allreg_nov.35481,0.94999999
vbl_ssh_allreg_nov.35482,0.93000001
vbl_ssh_allreg_nov.35483,0.92000002
vbl_ssh_allreg_nov.35484,0.91000003
vbl_ssh_allreg_nov.35485,0.89999998
vbl_ssh_allreg_nov.35486,0.88999999
vbl_ssh_allreg_nov.35487,0.88
vbl_ssh_allreg_nov.35488,0.88
vbl_ssh_allreg_nov.35489,0.86000001
vbl_ssh_allreg_nov.35490,0.83999997
vbl_ssh_allreg_nov.35491,0.80000001
vbl_ssh_allreg_nov.35492,0.76999998
vbl_ssh_allreg_nov.35493,0.70999998
vbl_ssh_allreg_nov.35494,0.30000001
vbl_ssh_allreg_nov.35495,0.41999999
vbl_ssh_allreg_nov.35496,2.56999993
vbl_ssh_allreg_nov.35497,2.56999993
vbl_ssh_allreg_nov.35498,2.56999993
vbl_ssh_allreg_nov.35499,2.56999993
vbl_ssh_allreg_nov.35500,2.56999993
vbl_ssh_allreg_nov.35501,2.56999993
vbl_ssh_allreg_nov.35502,2.56999993
vbl_ssh_allreg_nov.35503,2.55999994
vbl_ssh_allreg_nov.35504,2.55999994
vbl_ssh_allreg_nov.35505,2.55999994
vbl_ssh_allreg_nov.35506,2.55999994
vbl_ssh_allreg_nov.35507,2.55999994
vbl_ssh_allreg_nov.35508,2.55999994
vbl_ssh_allreg_nov.35509,2.55999994
vbl_ssh_allreg_nov.35510,2.55999994
vbl_ssh_allreg_nov.35511,2.55999994
vbl_ssh_allreg_nov.35512,2.55999994
vbl_ssh_allreg_nov.35513,2.55999994
vbl_ssh_allreg_nov.35514,2.55999994
vbl_ssh_allreg_nov.35515,2.55999994
vbl_ssh_allreg_nov.35516,2.55999994
vbl_ssh_allreg_nov.35517,2.55999994
vbl_ssh_allreg_nov.35518,2.55999994
vbl_ssh_allreg_nov.35519,2.54999995
vbl_ssh_allreg_nov.35520,2.54999995
vbl_ssh_allreg_nov.35521,2.53999996
vbl_ssh_allreg_nov.35522,2.52999997
vbl_ssh_allreg_nov.35523,2.52999997
vbl_ssh_allreg_nov.35524,2.51999998
vbl_ssh_allreg_nov.35525,2.50999999
vbl_ssh_allreg_nov.35526,2.5
vbl_ssh_allreg_nov.35527,2.49000001
vbl_ssh_allreg_nov.35528,2.47000003
vbl_ssh_allreg_nov.35529,2.46000004
vbl_ssh_allreg_nov.35530,2.44000006
vbl_ssh_allreg_nov.35531,2.43000007
vbl_ssh_allreg_nov.35532,2.41000009
vbl_ssh_allreg_nov.35533,2.3599999
vbl_ssh_allreg_nov.35534,2.27999997
vbl_ssh_allreg_nov.35535,2.1400001
vbl_ssh_allreg_nov.35536,1.96000004
vbl_ssh_allreg_nov.35537,1.78999996
vbl_ssh_allreg_nov.35538,1.63999999
vbl_ssh_allreg_nov.35539,1.47000003
vbl_ssh_allreg_nov.35540,1.32000005
vbl_ssh_allreg_nov.35541,1.24000001
vbl_ssh_allreg_nov.35542,1.17999995
vbl_ssh_allreg_nov.35543,1.12
vbl_ssh_allreg_nov.35544,1.07000005
vbl_ssh_allreg_nov.35545,1.02999997
vbl_ssh_allreg_nov.35546,0.99000001
vbl_ssh_allreg_nov.35547,0.95999998
vbl_ssh_allreg_nov.35548,0.93000001
vbl_ssh_allreg_nov.35549,0.89999998
vbl_ssh_allreg_nov.35550,0.88999999
vbl_ssh_allreg_nov.35551,0.87
vbl_ssh_allreg_nov.35552,0.87
vbl_ssh_allreg_nov.35553,0.86000001
vbl_ssh_allreg_nov.35554,0.86000001
vbl_ssh_allreg_nov.35555,0.86000001
vbl_ssh_allreg_nov.35556,0.86000001
vbl_ssh_allreg_nov.35557,0.85000002
vbl_ssh_allreg_nov.35558,0.85000002
vbl_ssh_allreg_nov.35559,0.83999997
vbl_ssh_allreg_nov.35560,0.81999999
vbl_ssh_allreg_nov.35561,0.80000001
vbl_ssh_allreg_nov.35562,0.76999998
vbl_ssh_allreg_nov.35563,0.72000003
vbl_ssh_allreg_nov.35564,2.56999993
vbl_ssh_allreg_nov.35565,2.56999993
vbl_ssh_allreg_nov.35566,2.56999993
vbl_ssh_allreg_nov.35567,2.56999993
vbl_ssh_allreg_nov.35568,2.56999993
vbl_ssh_allreg_nov.35569,2.56999993
vbl_ssh_allreg_nov.35570,2.56999993
vbl_ssh_allreg_nov.35571,2.56999993
vbl_ssh_allreg_nov.35572,2.56999993
vbl_ssh_allreg_nov.35573,2.56999993
vbl_ssh_allreg_nov.35574,2.55999994
vbl_ssh_allreg_nov.35575,2.55999994
vbl_ssh_allreg_nov.35576,2.55999994
vbl_ssh_allreg_nov.35577,2.55999994
vbl_ssh_allreg_nov.35578,2.55999994
vbl_ssh_allreg_nov.35579,2.55999994
vbl_ssh_allreg_nov.35580,2.55999994
vbl_ssh_allreg_nov.35581,2.55999994
vbl_ssh_allreg_nov.35582,2.55999994
vbl_ssh_allreg_nov.35583,2.55999994
vbl_ssh_allreg_nov.35584,2.55999994
vbl_ssh_allreg_nov.35585,2.55999994
vbl_ssh_allreg_nov.35586,2.55999994
vbl_ssh_allreg_nov.35587,2.55999994
vbl_ssh_allreg_nov.35588,2.54999995
vbl_ssh_allreg_nov.35589,2.53999996
vbl_ssh_allreg_nov.35590,2.53999996
vbl_ssh_allreg_nov.35591,2.52999997
vbl_ssh_allreg_nov.35592,2.51999998
vbl_ssh_allreg_nov.35593,2.50999999
vbl_ssh_allreg_nov.35594,2.5
vbl_ssh_allreg_nov.35595,2.49000001
vbl_ssh_allreg_nov.35596,2.48000002
vbl_ssh_allreg_nov.35597,2.46000004
vbl_ssh_allreg_nov.35598,2.45000005
vbl_ssh_allreg_nov.35599,2.43000007
vbl_ssh_allreg_nov.35600,2.42000008
vbl_ssh_allreg_nov.35601,2.38000011
vbl_ssh_allreg_nov.35602,2.29999995
vbl_ssh_allreg_nov.35603,2.11999989
vbl_ssh_allreg_nov.35604,1.85000002
vbl_ssh_allreg_nov.35605,1.62
vbl_ssh_allreg_nov.35606,1.46000004
vbl_ssh_allreg_nov.35607,1.24000001
vbl_ssh_allreg_nov.35608,1.05999994
vbl_ssh_allreg_nov.35609,1.01999998
vbl_ssh_allreg_nov.35610,1.03999996
vbl_ssh_allreg_nov.35611,1.01999998
vbl_ssh_allreg_nov.35612,0.94999999
vbl_ssh_allreg_nov.35613,0.89999998
vbl_ssh_allreg_nov.35614,0.86000001
vbl_ssh_allreg_nov.35615,0.83999997
vbl_ssh_allreg_nov.35616,0.81999999
vbl_ssh_allreg_nov.35617,0.81
vbl_ssh_allreg_nov.35618,0.79000002
vbl_ssh_allreg_nov.35619,0.76999998
vbl_ssh_allreg_nov.35620,0.76999998
vbl_ssh_allreg_nov.35621,0.79000002
vbl_ssh_allreg_nov.35622,0.80000001
vbl_ssh_allreg_nov.35623,0.81999999
vbl_ssh_allreg_nov.35624,0.81999999
vbl_ssh_allreg_nov.35625,0.82999998
vbl_ssh_allreg_nov.35626,0.81999999
vbl_ssh_allreg_nov.35627,0.81
vbl_ssh_allreg_nov.35628,0.80000001
vbl_ssh_allreg_nov.35629,0.77999997
vbl_ssh_allreg_nov.35630,0.75
vbl_ssh_allreg_nov.35631,0.69999999
vbl_ssh_allreg_nov.35632,0.64999998
vbl_ssh_allreg_nov.35633,2.56999993
vbl_ssh_allreg_nov.35634,2.56999993
vbl_ssh_allreg_nov.35635,2.56999993
vbl_ssh_allreg_nov.35636,2.56999993
vbl_ssh_allreg_nov.35637,2.56999993
vbl_ssh_allreg_nov.35638,2.56999993
vbl_ssh_allreg_nov.35639,2.56999993
vbl_ssh_allreg_nov.35640,2.56999993
vbl_ssh_allreg_nov.35641,2.56999993
vbl_ssh_allreg_nov.35642,2.56999993
vbl_ssh_allreg_nov.35643,2.56999993
vbl_ssh_allreg_nov.35644,2.56999993
vbl_ssh_allreg_nov.35645,2.55999994
vbl_ssh_allreg_nov.35646,2.55999994
vbl_ssh_allreg_nov.35647,2.55999994
vbl_ssh_allreg_nov.35648,2.55999994
vbl_ssh_allreg_nov.35649,2.55999994
vbl_ssh_allreg_nov.35650,2.55999994
vbl_ssh_allreg_nov.35651,2.55999994
vbl_ssh_allreg_nov.35652,2.55999994
vbl_ssh_allreg_nov.35653,2.55999994
vbl_ssh_allreg_nov.35654,2.55999994
vbl_ssh_allreg_nov.35655,2.55999994
vbl_ssh_allreg_nov.35656,2.55999994
vbl_ssh_allreg_nov.35657,2.54999995
vbl_ssh_allreg_nov.35658,2.54999995
vbl_ssh_allreg_nov.35659,2.53999996
vbl_ssh_allreg_nov.35660,2.52999997
vbl_ssh_allreg_nov.35661,2.51999998
vbl_ssh_allreg_nov.35662,2.50999999
vbl_ssh_allreg_nov.35663,2.5
vbl_ssh_allreg_nov.35664,2.49000001
vbl_ssh_allreg_nov.35665,2.48000002
vbl_ssh_allreg_nov.35666,2.46000004
vbl_ssh_allreg_nov.35667,2.45000005
vbl_ssh_allreg_nov.35668,2.43000007
vbl_ssh_allreg_nov.35669,2.42000008
vbl_ssh_allreg_nov.35670,2.4000001
vbl_ssh_allreg_nov.35671,2.3599999
vbl_ssh_allreg_nov.35672,2.20000005
vbl_ssh_allreg_nov.35673,1.80999994
vbl_ssh_allreg_nov.35674,1.44000006
vbl_ssh_allreg_nov.35675,1.34000003
vbl_ssh_allreg_nov.35676,1.13
vbl_ssh_allreg_nov.35677,0.58999997
vbl_ssh_allreg_nov.35678,0.82999998
vbl_ssh_allreg_nov.35679,0.76999998
vbl_ssh_allreg_nov.35680,0.69
vbl_ssh_allreg_nov.35681,0.63999999
vbl_ssh_allreg_nov.35682,0.63
vbl_ssh_allreg_nov.35683,0.63999999
vbl_ssh_allreg_nov.35684,0.67000002
vbl_ssh_allreg_nov.35685,0.69999999
vbl_ssh_allreg_nov.35686,0.69
vbl_ssh_allreg_nov.35687,0.70999998
vbl_ssh_allreg_nov.35688,0.73000002
vbl_ssh_allreg_nov.35689,0.75999999
vbl_ssh_allreg_nov.35690,0.79000002
vbl_ssh_allreg_nov.35691,0.81
vbl_ssh_allreg_nov.35692,0.81
vbl_ssh_allreg_nov.35693,0.80000001
vbl_ssh_allreg_nov.35694,0.77999997
vbl_ssh_allreg_nov.35695,0.75
vbl_ssh_allreg_nov.35696,0.73000002
vbl_ssh_allreg_nov.35697,0.69999999
vbl_ssh_allreg_nov.35698,0.66000003
vbl_ssh_allreg_nov.35699,0.63
vbl_ssh_allreg_nov.35700,0.56999999
vbl_ssh_allreg_nov.35701,2.57999992
vbl_ssh_allreg_nov.35702,2.56999993
vbl_ssh_allreg_nov.35703,2.56999993
vbl_ssh_allreg_nov.35704,2.56999993
vbl_ssh_allreg_nov.35705,2.56999993
vbl_ssh_allreg_nov.35706,2.56999993
vbl_ssh_allreg_nov.35707,2.56999993
vbl_ssh_allreg_nov.35708,2.56999993
vbl_ssh_allreg_nov.35709,2.56999993
vbl_ssh_allreg_nov.35710,2.56999993
vbl_ssh_allreg_nov.35711,2.56999993
vbl_ssh_allreg_nov.35712,2.56999993
vbl_ssh_allreg_nov.35713,2.55999994
vbl_ssh_allreg_nov.35714,2.56999993
vbl_ssh_allreg_nov.35715,2.56999993
vbl_ssh_allreg_nov.35716,2.55999994
vbl_ssh_allreg_nov.35717,2.56999993
vbl_ssh_allreg_nov.35718,2.56999993
vbl_ssh_allreg_nov.35719,2.55999994
vbl_ssh_allreg_nov.35720,2.55999994
vbl_ssh_allreg_nov.35721,2.55999994
vbl_ssh_allreg_nov.35722,2.55999994
vbl_ssh_allreg_nov.35723,2.55999994
vbl_ssh_allreg_nov.35724,2.54999995
vbl_ssh_allreg_nov.35725,2.54999995
vbl_ssh_allreg_nov.35726,2.53999996
vbl_ssh_allreg_nov.35727,2.52999997
vbl_ssh_allreg_nov.35728,2.51999998
vbl_ssh_allreg_nov.35729,2.50999999
vbl_ssh_allreg_nov.35730,2.5
vbl_ssh_allreg_nov.35731,2.49000001
vbl_ssh_allreg_nov.35732,2.48000002
vbl_ssh_allreg_nov.35733,2.47000003
vbl_ssh_allreg_nov.35734,2.45000005
vbl_ssh_allreg_nov.35735,2.44000006
vbl_ssh_allreg_nov.35736,2.42000008
vbl_ssh_allreg_nov.35737,2.4000001
vbl_ssh_allreg_nov.35738,2.3900001
vbl_ssh_allreg_nov.35739,2.30999994
vbl_ssh_allreg_nov.35740,2.06999993
vbl_ssh_allreg_nov.35741,1.67999995
vbl_ssh_allreg_nov.35742,1.41999996
vbl_ssh_allreg_nov.35743,1.38
vbl_ssh_allreg_nov.35744,0.75
vbl_ssh_allreg_nov.35745,0.93000001
vbl_ssh_allreg_nov.35746,0.5
vbl_ssh_allreg_nov.35747,0.64999998
vbl_ssh_allreg_nov.35748,0.62
vbl_ssh_allreg_nov.35749,0.70999998
vbl_ssh_allreg_nov.35750,0.75999999
vbl_ssh_allreg_nov.35751,0.79000002
vbl_ssh_allreg_nov.35752,0.79000002
vbl_ssh_allreg_nov.35753,0.79000002
vbl_ssh_allreg_nov.35754,0.75999999
vbl_ssh_allreg_nov.35755,0.72000003
vbl_ssh_allreg_nov.35756,0.69999999
vbl_ssh_allreg_nov.35757,0.62
vbl_ssh_allreg_nov.35758,0.54000002
vbl_ssh_allreg_nov.35759,0.52999997
vbl_ssh_allreg_nov.35760,0.50999999
vbl_ssh_allreg_nov.35761,0.47999999
vbl_ssh_allreg_nov.35762,2.57999992
vbl_ssh_allreg_nov.35763,2.57999992
vbl_ssh_allreg_nov.35764,2.57999992
vbl_ssh_allreg_nov.35765,2.56999993
vbl_ssh_allreg_nov.35766,2.56999993
vbl_ssh_allreg_nov.35767,2.56999993
vbl_ssh_allreg_nov.35768,2.56999993
vbl_ssh_allreg_nov.35769,2.56999993
vbl_ssh_allreg_nov.35770,2.56999993
vbl_ssh_allreg_nov.35771,2.56999993
vbl_ssh_allreg_nov.35772,2.56999993
vbl_ssh_allreg_nov.35773,2.56999993
vbl_ssh_allreg_nov.35774,2.56999993
vbl_ssh_allreg_nov.35775,2.56999993
vbl_ssh_allreg_nov.35776,2.56999993
vbl_ssh_allreg_nov.35777,2.56999993
vbl_ssh_allreg_nov.35778,2.55999994
vbl_ssh_allreg_nov.35779,2.55999994
vbl_ssh_allreg_nov.35780,2.55999994
vbl_ssh_allreg_nov.35781,2.55999994
vbl_ssh_allreg_nov.35782,2.55999994
vbl_ssh_allreg_nov.35783,2.55999994
vbl_ssh_allreg_nov.35784,2.55999994
vbl_ssh_allreg_nov.35785,2.54999995
vbl_ssh_allreg_nov.35786,2.54999995
vbl_ssh_allreg_nov.35787,2.53999996
vbl_ssh_allreg_nov.35788,2.52999997
vbl_ssh_allreg_nov.35789,2.51999998
vbl_ssh_allreg_nov.35790,2.50999999
vbl_ssh_allreg_nov.35791,2.5
vbl_ssh_allreg_nov.35792,2.49000001
vbl_ssh_allreg_nov.35793,2.48000002
vbl_ssh_allreg_nov.35794,2.46000004
vbl_ssh_allreg_nov.35795,2.45000005
vbl_ssh_allreg_nov.35796,2.43000007
vbl_ssh_allreg_nov.35797,2.42000008
vbl_ssh_allreg_nov.35798,2.4000001
vbl_ssh_allreg_nov.35799,2.38000011
vbl_ssh_allreg_nov.35800,2.3499999
vbl_ssh_allreg_nov.35801,2.25
vbl_ssh_allreg_nov.35802,2.1500001
vbl_ssh_allreg_nov.35803,1.79999995
vbl_ssh_allreg_nov.35804,1.58000004
vbl_ssh_allreg_nov.35805,1.66999996
vbl_ssh_allreg_nov.35806,1.49000001
vbl_ssh_allreg_nov.35807,1.32000005
vbl_ssh_allreg_nov.35808,1.25999999
vbl_ssh_allreg_nov.35809,1.21000004
vbl_ssh_allreg_nov.35810,1.14999998
vbl_ssh_allreg_nov.35811,0.43000001
vbl_ssh_allreg_nov.35812,0.56
vbl_ssh_allreg_nov.35813,0.56
vbl_ssh_allreg_nov.35814,0.68000001
vbl_ssh_allreg_nov.35815,0.73000002
vbl_ssh_allreg_nov.35816,0.75
vbl_ssh_allreg_nov.35817,0.72000003
vbl_ssh_allreg_nov.35818,0.81999999
vbl_ssh_allreg_nov.35819,0.81
vbl_ssh_allreg_nov.35820,0.79000002
vbl_ssh_allreg_nov.35821,0.75
vbl_ssh_allreg_nov.35822,0.69999999
vbl_ssh_allreg_nov.35823,2.57999992
vbl_ssh_allreg_nov.35824,2.57999992
vbl_ssh_allreg_nov.35825,2.57999992
vbl_ssh_allreg_nov.35826,2.57999992
vbl_ssh_allreg_nov.35827,2.57999992
vbl_ssh_allreg_nov.35828,2.57999992
vbl_ssh_allreg_nov.35829,2.57999992
vbl_ssh_allreg_nov.35830,2.56999993
vbl_ssh_allreg_nov.35831,2.56999993
vbl_ssh_allreg_nov.35832,2.56999993
vbl_ssh_allreg_nov.35833,2.56999993
vbl_ssh_allreg_nov.35834,2.56999993
vbl_ssh_allreg_nov.35835,2.56999993
vbl_ssh_allreg_nov.35836,2.56999993
vbl_ssh_allreg_nov.35837,2.56999993
vbl_ssh_allreg_nov.35838,2.55999994
vbl_ssh_allreg_nov.35839,2.56999993
vbl_ssh_allreg_nov.35840,2.55999994
vbl_ssh_allreg_nov.35841,2.55999994
vbl_ssh_allreg_nov.35842,2.55999994
vbl_ssh_allreg_nov.35843,2.55999994
vbl_ssh_allreg_nov.35844,2.55999994
vbl_ssh_allreg_nov.35845,2.54999995
vbl_ssh_allreg_nov.35846,2.54999995
vbl_ssh_allreg_nov.35847,2.54999995
vbl_ssh_allreg_nov.35848,2.53999996
vbl_ssh_allreg_nov.35849,2.53999996
vbl_ssh_allreg_nov.35850,2.52999997
vbl_ssh_allreg_nov.35851,2.51999998
vbl_ssh_allreg_nov.35852,2.5
vbl_ssh_allreg_nov.35853,2.49000001
vbl_ssh_allreg_nov.35854,2.48000002
vbl_ssh_allreg_nov.35855,2.46000004
vbl_ssh_allreg_nov.35856,2.45000005
vbl_ssh_allreg_nov.35857,2.43000007
vbl_ssh_allreg_nov.35858,2.42000008
vbl_ssh_allreg_nov.35859,2.4000001
vbl_ssh_allreg_nov.35860,2.38000011
vbl_ssh_allreg_nov.35861,2.3599999
vbl_ssh_allreg_nov.35862,2.31999993
vbl_ssh_allreg_nov.35863,2.24000001
vbl_ssh_allreg_nov.35864,2.19000006
vbl_ssh_allreg_nov.35865,2.08999991
vbl_ssh_allreg_nov.35866,1.88
vbl_ssh_allreg_nov.35867,1.75999999
vbl_ssh_allreg_nov.35868,1.63999999
vbl_ssh_allreg_nov.35869,1.53999996
vbl_ssh_allreg_nov.35870,1.46000004
vbl_ssh_allreg_nov.35871,1.37
vbl_ssh_allreg_nov.35872,1.32000005
vbl_ssh_allreg_nov.35873,1.15999997
vbl_ssh_allreg_nov.35874,1.05999994
vbl_ssh_allreg_nov.35875,0.98000002
vbl_ssh_allreg_nov.35876,0.92000002
vbl_ssh_allreg_nov.35877,0.91000003
vbl_ssh_allreg_nov.35878,0.91000003
vbl_ssh_allreg_nov.35879,0.92000002
vbl_ssh_allreg_nov.35880,0.81999999
vbl_ssh_allreg_nov.35881,0.77999997
vbl_ssh_allreg_nov.35882,0.70999998
vbl_ssh_allreg_nov.35883,0.66000003
vbl_ssh_allreg_nov.35884,2.57999992
vbl_ssh_allreg_nov.35885,2.57999992
vbl_ssh_allreg_nov.35886,2.57999992
vbl_ssh_allreg_nov.35887,2.57999992
vbl_ssh_allreg_nov.35888,2.57999992
vbl_ssh_allreg_nov.35889,2.57999992
vbl_ssh_allreg_nov.35890,2.57999992
vbl_ssh_allreg_nov.35891,2.56999993
vbl_ssh_allreg_nov.35892,2.56999993
vbl_ssh_allreg_nov.35893,2.56999993
vbl_ssh_allreg_nov.35894,2.56999993
vbl_ssh_allreg_nov.35895,2.56999993
vbl_ssh_allreg_nov.35896,2.56999993
vbl_ssh_allreg_nov.35897,2.56999993
vbl_ssh_allreg_nov.35898,2.56999993
vbl_ssh_allreg_nov.35899,2.56999993
vbl_ssh_allreg_nov.35900,2.55999994
vbl_ssh_allreg_nov.35901,2.55999994
vbl_ssh_allreg_nov.35902,2.55999994
vbl_ssh_allreg_nov.35903,2.55999994
vbl_ssh_allreg_nov.35904,2.55999994
vbl_ssh_allreg_nov.35905,2.54999995
vbl_ssh_allreg_nov.35906,2.54999995
