FID,jul_ssh
vbl_ssh_allreg_jul.12636,1.38
vbl_ssh_allreg_jul.12637,1.38
vbl_ssh_allreg_jul.12638,1.38
vbl_ssh_allreg_jul.12639,1.38
vbl_ssh_allreg_jul.12640,1.38
vbl_ssh_allreg_jul.12641,1.38
vbl_ssh_allreg_jul.12642,1.38
vbl_ssh_allreg_jul.12643,1.38
vbl_ssh_allreg_jul.12644,1.38
vbl_ssh_allreg_jul.12645,1.38
vbl_ssh_allreg_jul.12646,1.38
vbl_ssh_allreg_jul.12647,1.38
vbl_ssh_allreg_jul.12648,1.38
vbl_ssh_allreg_jul.12649,1.38
vbl_ssh_allreg_jul.12650,1.38
vbl_ssh_allreg_jul.12651,1.38
vbl_ssh_allreg_jul.12652,1.38
vbl_ssh_allreg_jul.12653,1.38
vbl_ssh_allreg_jul.12654,1.38
vbl_ssh_allreg_jul.12655,1.38
vbl_ssh_allreg_jul.12656,1.38
vbl_ssh_allreg_jul.12657,1.38
vbl_ssh_allreg_jul.12658,1.38
vbl_ssh_allreg_jul.12659,1.37
vbl_ssh_allreg_jul.12660,1.37
vbl_ssh_allreg_jul.12661,1.37
vbl_ssh_allreg_jul.12662,1.37
vbl_ssh_allreg_jul.12663,1.37
vbl_ssh_allreg_jul.12664,1.37
vbl_ssh_allreg_jul.12665,1.37
vbl_ssh_allreg_jul.12666,1.37
vbl_ssh_allreg_jul.12667,1.37
vbl_ssh_allreg_jul.12668,1.36000001
vbl_ssh_allreg_jul.12669,1.36000001
vbl_ssh_allreg_jul.12670,1.36000001
vbl_ssh_allreg_jul.12671,1.36000001
vbl_ssh_allreg_jul.12672,1.36000001
vbl_ssh_allreg_jul.12673,1.36000001
vbl_ssh_allreg_jul.12674,1.36000001
vbl_ssh_allreg_jul.12675,1.36000001
vbl_ssh_allreg_jul.12676,1.36000001
vbl_ssh_allreg_jul.12677,1.36000001
vbl_ssh_allreg_jul.12678,1.35000002
vbl_ssh_allreg_jul.12679,1.35000002
vbl_ssh_allreg_jul.12680,1.35000002
vbl_ssh_allreg_jul.12681,1.35000002
vbl_ssh_allreg_jul.12682,1.35000002
vbl_ssh_allreg_jul.12683,1.35000002
vbl_ssh_allreg_jul.12684,1.35000002
vbl_ssh_allreg_jul.12685,1.35000002
vbl_ssh_allreg_jul.12686,1.35000002
vbl_ssh_allreg_jul.12687,1.35000002
vbl_ssh_allreg_jul.12688,1.35000002
vbl_ssh_allreg_jul.12689,1.35000002
vbl_ssh_allreg_jul.12690,1.35000002
vbl_ssh_allreg_jul.12691,1.35000002
vbl_ssh_allreg_jul.12692,1.34000003
vbl_ssh_allreg_jul.12693,1.35000002
vbl_ssh_allreg_jul.12694,1.34000003
vbl_ssh_allreg_jul.12695,1.34000003
vbl_ssh_allreg_jul.12696,1.34000003
vbl_ssh_allreg_jul.12697,1.34000003
vbl_ssh_allreg_jul.12698,1.34000003
vbl_ssh_allreg_jul.12699,1.33000004
vbl_ssh_allreg_jul.12700,1.33000004
vbl_ssh_allreg_jul.12701,1.33000004
vbl_ssh_allreg_jul.12702,1.33000004
vbl_ssh_allreg_jul.12703,1.32000005
vbl_ssh_allreg_jul.12704,1.32000005
vbl_ssh_allreg_jul.12705,1.30999994
vbl_ssh_allreg_jul.12706,1.29999995
vbl_ssh_allreg_jul.12707,1.29999995
vbl_ssh_allreg_jul.12708,1.29999995
vbl_ssh_allreg_jul.12709,1.29999995
vbl_ssh_allreg_jul.12710,1.29999995
vbl_ssh_allreg_jul.12711,1.28999996
vbl_ssh_allreg_jul.12712,1.28999996
vbl_ssh_allreg_jul.12713,1.27999997
vbl_ssh_allreg_jul.12714,1.27999997
vbl_ssh_allreg_jul.12715,1.27999997
vbl_ssh_allreg_jul.12716,1.26999998
vbl_ssh_allreg_jul.12717,1.26999998
vbl_ssh_allreg_jul.12718,1.25999999
vbl_ssh_allreg_jul.12719,1.25999999
vbl_ssh_allreg_jul.12720,1.25
vbl_ssh_allreg_jul.12721,1.24000001
vbl_ssh_allreg_jul.12722,1.24000001
vbl_ssh_allreg_jul.12723,1.23000002
vbl_ssh_allreg_jul.12724,1.23000002
vbl_ssh_allreg_jul.12725,1.22000003
vbl_ssh_allreg_jul.12726,1.22000003
vbl_ssh_allreg_jul.12727,1.21000004
vbl_ssh_allreg_jul.12728,1.21000004
vbl_ssh_allreg_jul.12729,1.21000004
vbl_ssh_allreg_jul.12730,1.21000004
vbl_ssh_allreg_jul.12731,1.19000006
vbl_ssh_allreg_jul.12732,1.17999995
vbl_ssh_allreg_jul.12733,1.19000006
vbl_ssh_allreg_jul.12734,1.19000006
vbl_ssh_allreg_jul.12735,1.17999995
vbl_ssh_allreg_jul.12736,1.17999995
vbl_ssh_allreg_jul.12737,1.16999996
vbl_ssh_allreg_jul.12738,1.15999997
vbl_ssh_allreg_jul.12739,1.15999997
vbl_ssh_allreg_jul.12740,1.14999998
vbl_ssh_allreg_jul.12741,1.14999998
vbl_ssh_allreg_jul.12742,1.13999999
vbl_ssh_allreg_jul.12743,1.13999999
vbl_ssh_allreg_jul.12744,1.13
vbl_ssh_allreg_jul.12745,1.13
vbl_ssh_allreg_jul.12746,1.12
vbl_ssh_allreg_jul.12747,1.12
vbl_ssh_allreg_jul.12748,1.11000001
vbl_ssh_allreg_jul.12749,1.11000001
vbl_ssh_allreg_jul.12750,1.10000002
vbl_ssh_allreg_jul.12751,1.09000003
vbl_ssh_allreg_jul.12752,1.09000003
vbl_ssh_allreg_jul.12753,1.08000004
vbl_ssh_allreg_jul.12754,1.07000005
vbl_ssh_allreg_jul.12755,1.05999994
vbl_ssh_allreg_jul.12756,1.04999995
vbl_ssh_allreg_jul.12757,1.04999995
vbl_ssh_allreg_jul.12758,1.03999996
vbl_ssh_allreg_jul.12759,1.03999996
vbl_ssh_allreg_jul.12760,1.02999997
vbl_ssh_allreg_jul.12761,1.01999998
vbl_ssh_allreg_jul.12762,1.00999999
vbl_ssh_allreg_jul.12763,1.00999999
vbl_ssh_allreg_jul.12764,1
vbl_ssh_allreg_jul.12765,0.99000001
vbl_ssh_allreg_jul.12766,0.99000001
vbl_ssh_allreg_jul.12767,0.98000002
vbl_ssh_allreg_jul.12768,0.97000003
vbl_ssh_allreg_jul.12769,0.95999998
vbl_ssh_allreg_jul.12770,0.94999999
vbl_ssh_allreg_jul.12771,0.94
vbl_ssh_allreg_jul.12772,0.92000002
vbl_ssh_allreg_jul.12773,0.91000003
vbl_ssh_allreg_jul.12774,0.88999999
vbl_ssh_allreg_jul.12775,0.88
vbl_ssh_allreg_jul.12776,0.86000001
vbl_ssh_allreg_jul.12777,0.83999997
vbl_ssh_allreg_jul.12778,0.81999999
vbl_ssh_allreg_jul.12779,0.77999997
vbl_ssh_allreg_jul.12780,0.69999999
vbl_ssh_allreg_jul.12781,1.37
vbl_ssh_allreg_jul.12782,1.37
vbl_ssh_allreg_jul.12783,1.37
vbl_ssh_allreg_jul.12784,1.37
vbl_ssh_allreg_jul.12785,1.37
vbl_ssh_allreg_jul.12786,1.37
vbl_ssh_allreg_jul.12787,1.37
vbl_ssh_allreg_jul.12788,1.38
vbl_ssh_allreg_jul.12789,1.38
vbl_ssh_allreg_jul.12790,1.38
vbl_ssh_allreg_jul.12791,1.38
vbl_ssh_allreg_jul.12792,1.38
vbl_ssh_allreg_jul.12793,1.38
vbl_ssh_allreg_jul.12794,1.38
vbl_ssh_allreg_jul.12795,1.38
vbl_ssh_allreg_jul.12796,1.38
vbl_ssh_allreg_jul.12797,1.38
vbl_ssh_allreg_jul.12798,1.38
vbl_ssh_allreg_jul.12799,1.38
vbl_ssh_allreg_jul.12800,1.38
vbl_ssh_allreg_jul.12801,1.38
vbl_ssh_allreg_jul.12802,1.38
vbl_ssh_allreg_jul.12803,1.37
vbl_ssh_allreg_jul.12804,1.37
vbl_ssh_allreg_jul.12805,1.37
vbl_ssh_allreg_jul.12806,1.37
vbl_ssh_allreg_jul.12807,1.37
vbl_ssh_allreg_jul.12808,1.37
vbl_ssh_allreg_jul.12809,1.37
vbl_ssh_allreg_jul.12810,1.37
vbl_ssh_allreg_jul.12811,1.37
vbl_ssh_allreg_jul.12812,1.37
vbl_ssh_allreg_jul.12813,1.37
vbl_ssh_allreg_jul.12814,1.37
vbl_ssh_allreg_jul.12815,1.37
vbl_ssh_allreg_jul.12816,1.37
vbl_ssh_allreg_jul.12817,1.37
vbl_ssh_allreg_jul.12818,1.37
vbl_ssh_allreg_jul.12819,1.36000001
vbl_ssh_allreg_jul.12820,1.36000001
vbl_ssh_allreg_jul.12821,1.36000001
vbl_ssh_allreg_jul.12822,1.36000001
vbl_ssh_allreg_jul.12823,1.36000001
vbl_ssh_allreg_jul.12824,1.36000001
vbl_ssh_allreg_jul.12825,1.36000001
vbl_ssh_allreg_jul.12826,1.36000001
vbl_ssh_allreg_jul.12827,1.36000001
vbl_ssh_allreg_jul.12828,1.36000001
vbl_ssh_allreg_jul.12829,1.35000002
vbl_ssh_allreg_jul.12830,1.35000002
vbl_ssh_allreg_jul.12831,1.35000002
vbl_ssh_allreg_jul.12832,1.35000002
vbl_ssh_allreg_jul.12833,1.35000002
vbl_ssh_allreg_jul.12834,1.35000002
vbl_ssh_allreg_jul.12835,1.35000002
vbl_ssh_allreg_jul.12836,1.35000002
vbl_ssh_allreg_jul.12837,1.35000002
vbl_ssh_allreg_jul.12838,1.35000002
vbl_ssh_allreg_jul.12839,1.35000002
vbl_ssh_allreg_jul.12840,1.34000003
vbl_ssh_allreg_jul.12841,1.34000003
vbl_ssh_allreg_jul.12842,1.34000003
vbl_ssh_allreg_jul.12843,1.34000003
vbl_ssh_allreg_jul.12844,1.34000003
vbl_ssh_allreg_jul.12845,1.34000003
vbl_ssh_allreg_jul.12846,1.34000003
vbl_ssh_allreg_jul.12847,1.34000003
vbl_ssh_allreg_jul.12848,1.34000003
vbl_ssh_allreg_jul.12849,1.34000003
vbl_ssh_allreg_jul.12850,1.33000004
vbl_ssh_allreg_jul.12851,1.33000004
vbl_ssh_allreg_jul.12852,1.33000004
vbl_ssh_allreg_jul.12853,1.33000004
vbl_ssh_allreg_jul.12854,1.32000005
vbl_ssh_allreg_jul.12855,1.32000005
vbl_ssh_allreg_jul.12856,1.30999994
vbl_ssh_allreg_jul.12857,1.29999995
vbl_ssh_allreg_jul.12858,1.29999995
vbl_ssh_allreg_jul.12859,1.28999996
vbl_ssh_allreg_jul.12860,1.29999995
vbl_ssh_allreg_jul.12861,1.29999995
vbl_ssh_allreg_jul.12862,1.28999996
vbl_ssh_allreg_jul.12863,1.28999996
vbl_ssh_allreg_jul.12864,1.28999996
vbl_ssh_allreg_jul.12865,1.28999996
vbl_ssh_allreg_jul.12866,1.27999997
vbl_ssh_allreg_jul.12867,1.27999997
vbl_ssh_allreg_jul.12868,1.27999997
vbl_ssh_allreg_jul.12869,1.26999998
vbl_ssh_allreg_jul.12870,1.25999999
vbl_ssh_allreg_jul.12871,1.25999999
vbl_ssh_allreg_jul.12872,1.25
vbl_ssh_allreg_jul.12873,1.25
vbl_ssh_allreg_jul.12874,1.24000001
vbl_ssh_allreg_jul.12875,1.24000001
vbl_ssh_allreg_jul.12876,1.23000002
vbl_ssh_allreg_jul.12877,1.23000002
vbl_ssh_allreg_jul.12878,1.22000003
vbl_ssh_allreg_jul.12879,1.22000003
vbl_ssh_allreg_jul.12880,1.21000004
vbl_ssh_allreg_jul.12881,1.21000004
vbl_ssh_allreg_jul.12882,1.21000004
vbl_ssh_allreg_jul.12883,1.19000006
vbl_ssh_allreg_jul.12884,1.17999995
vbl_ssh_allreg_jul.12885,1.17999995
vbl_ssh_allreg_jul.12886,1.19000006
vbl_ssh_allreg_jul.12887,1.17999995
vbl_ssh_allreg_jul.12888,1.17999995
vbl_ssh_allreg_jul.12889,1.16999996
vbl_ssh_allreg_jul.12890,1.16999996
vbl_ssh_allreg_jul.12891,1.15999997
vbl_ssh_allreg_jul.12892,1.14999998
vbl_ssh_allreg_jul.12893,1.14999998
vbl_ssh_allreg_jul.12894,1.13999999
vbl_ssh_allreg_jul.12895,1.13999999
vbl_ssh_allreg_jul.12896,1.13
vbl_ssh_allreg_jul.12897,1.13
vbl_ssh_allreg_jul.12898,1.12
vbl_ssh_allreg_jul.12899,1.12
vbl_ssh_allreg_jul.12900,1.11000001
vbl_ssh_allreg_jul.12901,1.10000002
vbl_ssh_allreg_jul.12902,1.10000002
vbl_ssh_allreg_jul.12903,1.09000003
vbl_ssh_allreg_jul.12904,1.08000004
vbl_ssh_allreg_jul.12905,1.08000004
vbl_ssh_allreg_jul.12906,1.07000005
vbl_ssh_allreg_jul.12907,1.05999994
vbl_ssh_allreg_jul.12908,1.04999995
vbl_ssh_allreg_jul.12909,1.03999996
vbl_ssh_allreg_jul.12910,1.03999996
vbl_ssh_allreg_jul.12911,1.02999997
vbl_ssh_allreg_jul.12912,1.01999998
vbl_ssh_allreg_jul.12913,1.01999998
vbl_ssh_allreg_jul.12914,1.00999999
vbl_ssh_allreg_jul.12915,1
vbl_ssh_allreg_jul.12916,1
vbl_ssh_allreg_jul.12917,0.99000001
vbl_ssh_allreg_jul.12918,0.98000002
vbl_ssh_allreg_jul.12919,0.97000003
vbl_ssh_allreg_jul.12920,0.97000003
vbl_ssh_allreg_jul.12921,0.95999998
vbl_ssh_allreg_jul.12922,0.94
vbl_ssh_allreg_jul.12923,0.93000001
vbl_ssh_allreg_jul.12924,0.92000002
vbl_ssh_allreg_jul.12925,0.91000003
vbl_ssh_allreg_jul.12926,0.88999999
vbl_ssh_allreg_jul.12927,0.87
vbl_ssh_allreg_jul.12928,0.86000001
vbl_ssh_allreg_jul.12929,0.83999997
vbl_ssh_allreg_jul.12930,0.81999999
vbl_ssh_allreg_jul.12931,0.80000001
vbl_ssh_allreg_jul.12932,0.75
vbl_ssh_allreg_jul.12933,0.69
vbl_ssh_allreg_jul.12934,0.56999999
vbl_ssh_allreg_jul.12935,1.37
vbl_ssh_allreg_jul.12936,1.37
vbl_ssh_allreg_jul.12937,1.37
vbl_ssh_allreg_jul.12938,1.37
vbl_ssh_allreg_jul.12939,1.37
vbl_ssh_allreg_jul.12940,1.37
vbl_ssh_allreg_jul.12941,1.37
vbl_ssh_allreg_jul.12942,1.37
vbl_ssh_allreg_jul.12943,1.37
vbl_ssh_allreg_jul.12944,1.38
vbl_ssh_allreg_jul.12945,1.38
vbl_ssh_allreg_jul.12946,1.38
vbl_ssh_allreg_jul.12947,1.38
vbl_ssh_allreg_jul.12948,1.38
vbl_ssh_allreg_jul.12949,1.38
vbl_ssh_allreg_jul.12950,1.38
vbl_ssh_allreg_jul.12951,1.38
vbl_ssh_allreg_jul.12952,1.38
vbl_ssh_allreg_jul.12953,1.37
vbl_ssh_allreg_jul.12954,1.37
vbl_ssh_allreg_jul.12955,1.37
vbl_ssh_allreg_jul.12956,1.37
vbl_ssh_allreg_jul.12957,1.37
vbl_ssh_allreg_jul.12958,1.37
vbl_ssh_allreg_jul.12959,1.37
vbl_ssh_allreg_jul.12960,1.37
vbl_ssh_allreg_jul.12961,1.37
vbl_ssh_allreg_jul.12962,1.37
vbl_ssh_allreg_jul.12963,1.37
vbl_ssh_allreg_jul.12964,1.37
vbl_ssh_allreg_jul.12965,1.37
vbl_ssh_allreg_jul.12966,1.37
vbl_ssh_allreg_jul.12967,1.37
vbl_ssh_allreg_jul.12968,1.37
vbl_ssh_allreg_jul.12969,1.37
vbl_ssh_allreg_jul.12970,1.36000001
vbl_ssh_allreg_jul.12971,1.36000001
vbl_ssh_allreg_jul.12972,1.36000001
vbl_ssh_allreg_jul.12973,1.36000001
vbl_ssh_allreg_jul.12974,1.36000001
vbl_ssh_allreg_jul.12975,1.36000001
vbl_ssh_allreg_jul.12976,1.36000001
vbl_ssh_allreg_jul.12977,1.36000001
vbl_ssh_allreg_jul.12978,1.36000001
vbl_ssh_allreg_jul.12979,1.35000002
vbl_ssh_allreg_jul.12980,1.35000002
vbl_ssh_allreg_jul.12981,1.36000001
vbl_ssh_allreg_jul.12982,1.35000002
vbl_ssh_allreg_jul.12983,1.35000002
vbl_ssh_allreg_jul.12984,1.35000002
vbl_ssh_allreg_jul.12985,1.35000002
vbl_ssh_allreg_jul.12986,1.35000002
vbl_ssh_allreg_jul.12987,1.35000002
vbl_ssh_allreg_jul.12988,1.35000002
vbl_ssh_allreg_jul.12989,1.35000002
vbl_ssh_allreg_jul.12990,1.34000003
vbl_ssh_allreg_jul.12991,1.34000003
vbl_ssh_allreg_jul.12992,1.34000003
vbl_ssh_allreg_jul.12993,1.34000003
vbl_ssh_allreg_jul.12994,1.34000003
vbl_ssh_allreg_jul.12995,1.34000003
vbl_ssh_allreg_jul.12996,1.34000003
vbl_ssh_allreg_jul.12997,1.34000003
vbl_ssh_allreg_jul.12998,1.34000003
vbl_ssh_allreg_jul.12999,1.34000003
vbl_ssh_allreg_jul.13000,1.33000004
vbl_ssh_allreg_jul.13001,1.33000004
vbl_ssh_allreg_jul.13002,1.33000004
vbl_ssh_allreg_jul.13003,1.33000004
vbl_ssh_allreg_jul.13004,1.32000005
vbl_ssh_allreg_jul.13005,1.32000005
vbl_ssh_allreg_jul.13006,1.32000005
vbl_ssh_allreg_jul.13007,1.30999994
vbl_ssh_allreg_jul.13008,1.29999995
vbl_ssh_allreg_jul.13009,1.26999998
vbl_ssh_allreg_jul.13010,1.26999998
vbl_ssh_allreg_jul.13011,1.26999998
vbl_ssh_allreg_jul.13012,1.26999998
vbl_ssh_allreg_jul.13013,1.27999997
vbl_ssh_allreg_jul.13014,1.28999996
vbl_ssh_allreg_jul.13015,1.28999996
vbl_ssh_allreg_jul.13016,1.28999996
vbl_ssh_allreg_jul.13017,1.27999997
vbl_ssh_allreg_jul.13018,1.27999997
vbl_ssh_allreg_jul.13019,1.27999997
vbl_ssh_allreg_jul.13020,1.26999998
vbl_ssh_allreg_jul.13021,1.26999998
vbl_ssh_allreg_jul.13022,1.25999999
vbl_ssh_allreg_jul.13023,1.25999999
vbl_ssh_allreg_jul.13024,1.25
vbl_ssh_allreg_jul.13025,1.25
vbl_ssh_allreg_jul.13026,1.24000001
vbl_ssh_allreg_jul.13027,1.24000001
vbl_ssh_allreg_jul.13028,1.23000002
vbl_ssh_allreg_jul.13029,1.23000002
vbl_ssh_allreg_jul.13030,1.22000003
vbl_ssh_allreg_jul.13031,1.22000003
vbl_ssh_allreg_jul.13032,1.21000004
vbl_ssh_allreg_jul.13033,1.21000004
vbl_ssh_allreg_jul.13034,1.21000004
vbl_ssh_allreg_jul.13035,1.20000005
vbl_ssh_allreg_jul.13036,1.17999995
vbl_ssh_allreg_jul.13037,1.16999996
vbl_ssh_allreg_jul.13038,1.17999995
vbl_ssh_allreg_jul.13039,1.17999995
vbl_ssh_allreg_jul.13040,1.17999995
vbl_ssh_allreg_jul.13041,1.16999996
vbl_ssh_allreg_jul.13042,1.16999996
vbl_ssh_allreg_jul.13043,1.15999997
vbl_ssh_allreg_jul.13044,1.15999997
vbl_ssh_allreg_jul.13045,1.14999998
vbl_ssh_allreg_jul.13046,1.14999998
vbl_ssh_allreg_jul.13047,1.13999999
vbl_ssh_allreg_jul.13048,1.13
vbl_ssh_allreg_jul.13049,1.13
vbl_ssh_allreg_jul.13050,1.12
vbl_ssh_allreg_jul.13051,1.12
vbl_ssh_allreg_jul.13052,1.11000001
vbl_ssh_allreg_jul.13053,1.10000002
vbl_ssh_allreg_jul.13054,1.10000002
vbl_ssh_allreg_jul.13055,1.09000003
vbl_ssh_allreg_jul.13056,1.09000003
vbl_ssh_allreg_jul.13057,1.08000004
vbl_ssh_allreg_jul.13058,1.07000005
vbl_ssh_allreg_jul.13059,1.05999994
vbl_ssh_allreg_jul.13060,1.04999995
vbl_ssh_allreg_jul.13061,1.03999996
vbl_ssh_allreg_jul.13062,1.02999997
vbl_ssh_allreg_jul.13063,1.02999997
vbl_ssh_allreg_jul.13064,1.01999998
vbl_ssh_allreg_jul.13065,1.00999999
vbl_ssh_allreg_jul.13066,1
vbl_ssh_allreg_jul.13067,1
vbl_ssh_allreg_jul.13068,0.99000001
vbl_ssh_allreg_jul.13069,0.98000002
vbl_ssh_allreg_jul.13070,0.98000002
vbl_ssh_allreg_jul.13071,0.97000003
vbl_ssh_allreg_jul.13072,0.95999998
vbl_ssh_allreg_jul.13073,0.94999999
vbl_ssh_allreg_jul.13074,0.94
vbl_ssh_allreg_jul.13075,0.93000001
vbl_ssh_allreg_jul.13076,0.91000003
vbl_ssh_allreg_jul.13077,0.89999998
vbl_ssh_allreg_jul.13078,0.88999999
vbl_ssh_allreg_jul.13079,0.87
vbl_ssh_allreg_jul.13080,0.85000002
vbl_ssh_allreg_jul.13081,0.83999997
vbl_ssh_allreg_jul.13082,0.81999999
vbl_ssh_allreg_jul.13083,0.79000002
vbl_ssh_allreg_jul.13084,0.76999998
vbl_ssh_allreg_jul.13085,0.74000001
vbl_ssh_allreg_jul.13086,0.68000001
vbl_ssh_allreg_jul.13087,0.57999998
vbl_ssh_allreg_jul.13088,1.37
vbl_ssh_allreg_jul.13089,1.37
vbl_ssh_allreg_jul.13090,1.37
vbl_ssh_allreg_jul.13091,1.37
vbl_ssh_allreg_jul.13092,1.37
vbl_ssh_allreg_jul.13093,1.37
vbl_ssh_allreg_jul.13094,1.37
vbl_ssh_allreg_jul.13095,1.37
vbl_ssh_allreg_jul.13096,1.37
vbl_ssh_allreg_jul.13097,1.37
vbl_ssh_allreg_jul.13098,1.37
vbl_ssh_allreg_jul.13099,1.37
vbl_ssh_allreg_jul.13100,1.37
vbl_ssh_allreg_jul.13101,1.37
vbl_ssh_allreg_jul.13102,1.37
vbl_ssh_allreg_jul.13103,1.37
vbl_ssh_allreg_jul.13104,1.37
vbl_ssh_allreg_jul.13105,1.37
vbl_ssh_allreg_jul.13106,1.37
vbl_ssh_allreg_jul.13107,1.37
vbl_ssh_allreg_jul.13108,1.37
vbl_ssh_allreg_jul.13109,1.37
vbl_ssh_allreg_jul.13110,1.37
vbl_ssh_allreg_jul.13111,1.37
vbl_ssh_allreg_jul.13112,1.37
vbl_ssh_allreg_jul.13113,1.37
vbl_ssh_allreg_jul.13114,1.37
vbl_ssh_allreg_jul.13115,1.37
vbl_ssh_allreg_jul.13116,1.37
vbl_ssh_allreg_jul.13117,1.37
vbl_ssh_allreg_jul.13118,1.37
vbl_ssh_allreg_jul.13119,1.37
vbl_ssh_allreg_jul.13120,1.37
vbl_ssh_allreg_jul.13121,1.36000001
vbl_ssh_allreg_jul.13122,1.36000001
vbl_ssh_allreg_jul.13123,1.36000001
vbl_ssh_allreg_jul.13124,1.36000001
vbl_ssh_allreg_jul.13125,1.36000001
vbl_ssh_allreg_jul.13126,1.36000001
vbl_ssh_allreg_jul.13127,1.36000001
vbl_ssh_allreg_jul.13128,1.36000001
vbl_ssh_allreg_jul.13129,1.36000001
vbl_ssh_allreg_jul.13130,1.36000001
vbl_ssh_allreg_jul.13131,1.35000002
vbl_ssh_allreg_jul.13132,1.35000002
vbl_ssh_allreg_jul.13133,1.35000002
vbl_ssh_allreg_jul.13134,1.35000002
vbl_ssh_allreg_jul.13135,1.35000002
vbl_ssh_allreg_jul.13136,1.35000002
vbl_ssh_allreg_jul.13137,1.35000002
vbl_ssh_allreg_jul.13138,1.35000002
vbl_ssh_allreg_jul.13139,1.34000003
vbl_ssh_allreg_jul.13140,1.35000002
vbl_ssh_allreg_jul.13141,1.34000003
vbl_ssh_allreg_jul.13142,1.34000003
vbl_ssh_allreg_jul.13143,1.34000003
vbl_ssh_allreg_jul.13144,1.34000003
vbl_ssh_allreg_jul.13145,1.34000003
vbl_ssh_allreg_jul.13146,1.34000003
vbl_ssh_allreg_jul.13147,1.34000003
vbl_ssh_allreg_jul.13148,1.34000003
vbl_ssh_allreg_jul.13149,1.34000003
vbl_ssh_allreg_jul.13150,1.33000004
vbl_ssh_allreg_jul.13151,1.33000004
vbl_ssh_allreg_jul.13152,1.33000004
vbl_ssh_allreg_jul.13153,1.30999994
vbl_ssh_allreg_jul.13154,1.30999994
vbl_ssh_allreg_jul.13155,1.32000005
vbl_ssh_allreg_jul.13156,1.30999994
vbl_ssh_allreg_jul.13157,1.28999996
vbl_ssh_allreg_jul.13158,1.29999995
vbl_ssh_allreg_jul.13159,1.29999995
vbl_ssh_allreg_jul.13160,1.28999996
vbl_ssh_allreg_jul.13161,1.27999997
vbl_ssh_allreg_jul.13162,1.22000003
vbl_ssh_allreg_jul.13163,1.26999998
vbl_ssh_allreg_jul.13164,1.25999999
vbl_ssh_allreg_jul.13165,1.25
vbl_ssh_allreg_jul.13166,1.26999998
vbl_ssh_allreg_jul.13167,1.26999998
vbl_ssh_allreg_jul.13168,1.26999998
vbl_ssh_allreg_jul.13169,1.27999997
vbl_ssh_allreg_jul.13170,1.26999998
vbl_ssh_allreg_jul.13171,1.26999998
vbl_ssh_allreg_jul.13172,1.26999998
vbl_ssh_allreg_jul.13173,1.26999998
vbl_ssh_allreg_jul.13174,1.25999999
vbl_ssh_allreg_jul.13175,1.25999999
vbl_ssh_allreg_jul.13176,1.25
vbl_ssh_allreg_jul.13177,1.25
vbl_ssh_allreg_jul.13178,1.23000002
vbl_ssh_allreg_jul.13179,1.23000002
vbl_ssh_allreg_jul.13180,1.23000002
vbl_ssh_allreg_jul.13181,1.22000003
vbl_ssh_allreg_jul.13182,1.22000003
vbl_ssh_allreg_jul.13183,1.22000003
vbl_ssh_allreg_jul.13184,1.21000004
vbl_ssh_allreg_jul.13185,1.21000004
vbl_ssh_allreg_jul.13186,1.21000004
vbl_ssh_allreg_jul.13187,1.21000004
vbl_ssh_allreg_jul.13188,1.20000005
vbl_ssh_allreg_jul.13189,1.17999995
vbl_ssh_allreg_jul.13190,1.17999995
vbl_ssh_allreg_jul.13191,1.17999995
vbl_ssh_allreg_jul.13192,1.17999995
vbl_ssh_allreg_jul.13193,1.16999996
vbl_ssh_allreg_jul.13194,1.16999996
vbl_ssh_allreg_jul.13195,1.15999997
vbl_ssh_allreg_jul.13196,1.15999997
vbl_ssh_allreg_jul.13197,1.14999998
vbl_ssh_allreg_jul.13198,1.14999998
vbl_ssh_allreg_jul.13199,1.13999999
vbl_ssh_allreg_jul.13200,1.13999999
vbl_ssh_allreg_jul.13201,1.13
vbl_ssh_allreg_jul.13202,1.12
vbl_ssh_allreg_jul.13203,1.12
vbl_ssh_allreg_jul.13204,1.11000001
vbl_ssh_allreg_jul.13205,1.10000002
vbl_ssh_allreg_jul.13206,1.10000002
vbl_ssh_allreg_jul.13207,1.09000003
vbl_ssh_allreg_jul.13208,1.08000004
vbl_ssh_allreg_jul.13209,1.08000004
vbl_ssh_allreg_jul.13210,1.07000005
vbl_ssh_allreg_jul.13211,1.05999994
vbl_ssh_allreg_jul.13212,1.04999995
vbl_ssh_allreg_jul.13213,1.03999996
vbl_ssh_allreg_jul.13214,1.02999997
vbl_ssh_allreg_jul.13215,1.01999998
vbl_ssh_allreg_jul.13216,1.00999999
vbl_ssh_allreg_jul.13217,1.00999999
vbl_ssh_allreg_jul.13218,1
vbl_ssh_allreg_jul.13219,0.99000001
vbl_ssh_allreg_jul.13220,0.98000002
vbl_ssh_allreg_jul.13221,0.98000002
vbl_ssh_allreg_jul.13222,0.97000003
vbl_ssh_allreg_jul.13223,0.95999998
vbl_ssh_allreg_jul.13224,0.95999998
vbl_ssh_allreg_jul.13225,0.94999999
vbl_ssh_allreg_jul.13226,0.94
vbl_ssh_allreg_jul.13227,0.93000001
vbl_ssh_allreg_jul.13228,0.91000003
vbl_ssh_allreg_jul.13229,0.89999998
vbl_ssh_allreg_jul.13230,0.88
vbl_ssh_allreg_jul.13231,0.87
vbl_ssh_allreg_jul.13232,0.85000002
vbl_ssh_allreg_jul.13233,0.82999998
