FID,jul_ssh
vbl_ssh_allreg_jul.26685,1.35000002
vbl_ssh_allreg_jul.26686,1.30999994
vbl_ssh_allreg_jul.26687,1.26999998
vbl_ssh_allreg_jul.26688,1.22000003
vbl_ssh_allreg_jul.26689,1.10000002
vbl_ssh_allreg_jul.26690,1.64999998
vbl_ssh_allreg_jul.26691,1.63999999
vbl_ssh_allreg_jul.26692,1.63999999
vbl_ssh_allreg_jul.26693,1.63999999
vbl_ssh_allreg_jul.26694,1.63999999
vbl_ssh_allreg_jul.26695,1.63999999
vbl_ssh_allreg_jul.26696,1.63999999
vbl_ssh_allreg_jul.26697,1.63999999
vbl_ssh_allreg_jul.26698,1.63999999
vbl_ssh_allreg_jul.26699,1.99000001
vbl_ssh_allreg_jul.26700,1.63
vbl_ssh_allreg_jul.26701,1.63
vbl_ssh_allreg_jul.26702,1.63
vbl_ssh_allreg_jul.26703,1.62
vbl_ssh_allreg_jul.26704,1.62
vbl_ssh_allreg_jul.26705,1.62
vbl_ssh_allreg_jul.26706,1.61000001
vbl_ssh_allreg_jul.26707,1.61000001
vbl_ssh_allreg_jul.26708,1.61000001
vbl_ssh_allreg_jul.26709,1.60000002
vbl_ssh_allreg_jul.26710,1.60000002
vbl_ssh_allreg_jul.26711,1.59000003
vbl_ssh_allreg_jul.26712,1.59000003
vbl_ssh_allreg_jul.26713,1.58000004
vbl_ssh_allreg_jul.26714,1.58000004
vbl_ssh_allreg_jul.26715,1.57000005
vbl_ssh_allreg_jul.26716,1.55999994
vbl_ssh_allreg_jul.26717,1.54999995
vbl_ssh_allreg_jul.26718,1.54999995
vbl_ssh_allreg_jul.26719,1.53999996
vbl_ssh_allreg_jul.26720,1.52999997
vbl_ssh_allreg_jul.26721,1.51999998
vbl_ssh_allreg_jul.26722,1.50999999
vbl_ssh_allreg_jul.26723,1.5
vbl_ssh_allreg_jul.26724,1.49000001
vbl_ssh_allreg_jul.26725,1.48000002
vbl_ssh_allreg_jul.26726,1.47000003
vbl_ssh_allreg_jul.26727,1.45000005
vbl_ssh_allreg_jul.26728,1.44000006
vbl_ssh_allreg_jul.26729,1.41999996
vbl_ssh_allreg_jul.26730,1.38999999
vbl_ssh_allreg_jul.26731,1.37
vbl_ssh_allreg_jul.26732,1.34000003
vbl_ssh_allreg_jul.26733,1.29999995
vbl_ssh_allreg_jul.26734,1.25
vbl_ssh_allreg_jul.26735,1.19000006
vbl_ssh_allreg_jul.26736,0.99000001
vbl_ssh_allreg_jul.26737,1.64999998
vbl_ssh_allreg_jul.26738,1.64999998
vbl_ssh_allreg_jul.26739,1.64999998
vbl_ssh_allreg_jul.26740,1.64999998
vbl_ssh_allreg_jul.26741,1.64999998
vbl_ssh_allreg_jul.26742,1.63999999
vbl_ssh_allreg_jul.26743,1.63999999
vbl_ssh_allreg_jul.26744,1.63999999
vbl_ssh_allreg_jul.26745,1.63999999
vbl_ssh_allreg_jul.26746,1.63999999
vbl_ssh_allreg_jul.26747,1.63999999
vbl_ssh_allreg_jul.26748,1.63999999
vbl_ssh_allreg_jul.26749,1.63
vbl_ssh_allreg_jul.26750,1.63
vbl_ssh_allreg_jul.26751,1.63
vbl_ssh_allreg_jul.26752,1.63
vbl_ssh_allreg_jul.26753,1.62
vbl_ssh_allreg_jul.26754,1.62
vbl_ssh_allreg_jul.26755,1.62
vbl_ssh_allreg_jul.26756,1.61000001
vbl_ssh_allreg_jul.26757,1.61000001
vbl_ssh_allreg_jul.26758,1.60000002
vbl_ssh_allreg_jul.26759,1.60000002
vbl_ssh_allreg_jul.26760,1.59000003
vbl_ssh_allreg_jul.26761,1.59000003
vbl_ssh_allreg_jul.26762,1.58000004
vbl_ssh_allreg_jul.26763,1.58000004
vbl_ssh_allreg_jul.26764,1.57000005
vbl_ssh_allreg_jul.26765,1.55999994
vbl_ssh_allreg_jul.26766,1.54999995
vbl_ssh_allreg_jul.26767,1.54999995
vbl_ssh_allreg_jul.26768,1.53999996
vbl_ssh_allreg_jul.26769,1.52999997
vbl_ssh_allreg_jul.26770,1.51999998
vbl_ssh_allreg_jul.26771,1.50999999
vbl_ssh_allreg_jul.26772,1.5
vbl_ssh_allreg_jul.26773,1.48000002
vbl_ssh_allreg_jul.26774,1.47000003
vbl_ssh_allreg_jul.26775,1.46000004
vbl_ssh_allreg_jul.26776,1.45000005
vbl_ssh_allreg_jul.26777,1.42999995
vbl_ssh_allreg_jul.26778,1.40999997
vbl_ssh_allreg_jul.26779,1.38999999
vbl_ssh_allreg_jul.26780,1.36000001
vbl_ssh_allreg_jul.26781,1.32000005
vbl_ssh_allreg_jul.26782,1.27999997
vbl_ssh_allreg_jul.26783,1.22000003
vbl_ssh_allreg_jul.26784,1.12
vbl_ssh_allreg_jul.26785,1.64999998
vbl_ssh_allreg_jul.26786,1.64999998
vbl_ssh_allreg_jul.26787,1.64999998
vbl_ssh_allreg_jul.26788,1.64999998
vbl_ssh_allreg_jul.26789,1.64999998
vbl_ssh_allreg_jul.26790,1.64999998
vbl_ssh_allreg_jul.26791,1.63999999
vbl_ssh_allreg_jul.26792,1.63999999
vbl_ssh_allreg_jul.26793,1.63999999
vbl_ssh_allreg_jul.26794,1.63999999
vbl_ssh_allreg_jul.26795,1.63999999
vbl_ssh_allreg_jul.26796,1.63999999
vbl_ssh_allreg_jul.26797,1.63999999
vbl_ssh_allreg_jul.26798,1.63999999
vbl_ssh_allreg_jul.26799,1.63
vbl_ssh_allreg_jul.26800,1.63
vbl_ssh_allreg_jul.26801,1.63
vbl_ssh_allreg_jul.26802,1.62
vbl_ssh_allreg_jul.26803,1.62
vbl_ssh_allreg_jul.26804,1.62
vbl_ssh_allreg_jul.26805,1.61000001
vbl_ssh_allreg_jul.26806,1.61000001
vbl_ssh_allreg_jul.26807,1.61000001
vbl_ssh_allreg_jul.26808,1.60000002
vbl_ssh_allreg_jul.26809,1.60000002
vbl_ssh_allreg_jul.26810,1.59000003
vbl_ssh_allreg_jul.26811,1.58000004
vbl_ssh_allreg_jul.26812,1.58000004
vbl_ssh_allreg_jul.26813,1.57000005
vbl_ssh_allreg_jul.26814,1.55999994
vbl_ssh_allreg_jul.26815,1.54999995
vbl_ssh_allreg_jul.26816,1.53999996
vbl_ssh_allreg_jul.26817,1.53999996
vbl_ssh_allreg_jul.26818,1.52999997
vbl_ssh_allreg_jul.26819,1.50999999
vbl_ssh_allreg_jul.26820,1.5
vbl_ssh_allreg_jul.26821,1.49000001
vbl_ssh_allreg_jul.26822,1.48000002
vbl_ssh_allreg_jul.26823,1.47000003
vbl_ssh_allreg_jul.26824,1.45000005
vbl_ssh_allreg_jul.26825,1.44000006
vbl_ssh_allreg_jul.26826,1.41999996
vbl_ssh_allreg_jul.26827,1.39999998
vbl_ssh_allreg_jul.26828,1.38
vbl_ssh_allreg_jul.26829,1.35000002
vbl_ssh_allreg_jul.26830,1.29999995
vbl_ssh_allreg_jul.26831,1.25
vbl_ssh_allreg_jul.26832,1.19000006
vbl_ssh_allreg_jul.26833,1.02999997
vbl_ssh_allreg_jul.26834,1.64999998
vbl_ssh_allreg_jul.26835,1.64999998
vbl_ssh_allreg_jul.26836,1.64999998
vbl_ssh_allreg_jul.26837,1.64999998
vbl_ssh_allreg_jul.26838,1.64999998
vbl_ssh_allreg_jul.26839,1.64999998
vbl_ssh_allreg_jul.26840,1.64999998
vbl_ssh_allreg_jul.26841,1.64999998
vbl_ssh_allreg_jul.26842,1.64999998
vbl_ssh_allreg_jul.26843,1.64999998
vbl_ssh_allreg_jul.26844,1.63999999
vbl_ssh_allreg_jul.26845,1.63999999
vbl_ssh_allreg_jul.26846,1.63999999
vbl_ssh_allreg_jul.26847,1.63999999
vbl_ssh_allreg_jul.26848,1.63999999
vbl_ssh_allreg_jul.26849,1.63999999
vbl_ssh_allreg_jul.26850,1.63
vbl_ssh_allreg_jul.26851,1.63
vbl_ssh_allreg_jul.26852,1.63
vbl_ssh_allreg_jul.26853,1.62
vbl_ssh_allreg_jul.26854,1.62
vbl_ssh_allreg_jul.26855,1.62
vbl_ssh_allreg_jul.26856,1.61000001
vbl_ssh_allreg_jul.26857,1.61000001
vbl_ssh_allreg_jul.26858,1.60000002
vbl_ssh_allreg_jul.26859,1.60000002
vbl_ssh_allreg_jul.26860,1.59000003
vbl_ssh_allreg_jul.26861,1.58000004
vbl_ssh_allreg_jul.26862,1.58000004
vbl_ssh_allreg_jul.26863,1.57000005
vbl_ssh_allreg_jul.26864,1.55999994
vbl_ssh_allreg_jul.26865,1.54999995
vbl_ssh_allreg_jul.26866,1.53999996
vbl_ssh_allreg_jul.26867,1.52999997
vbl_ssh_allreg_jul.26868,1.51999998
vbl_ssh_allreg_jul.26869,1.50999999
vbl_ssh_allreg_jul.26870,1.5
vbl_ssh_allreg_jul.26871,1.49000001
vbl_ssh_allreg_jul.26872,1.48000002
vbl_ssh_allreg_jul.26873,1.46000004
vbl_ssh_allreg_jul.26874,1.45000005
vbl_ssh_allreg_jul.26875,1.42999995
vbl_ssh_allreg_jul.26876,1.40999997
vbl_ssh_allreg_jul.26877,1.38999999
vbl_ssh_allreg_jul.26878,1.37
vbl_ssh_allreg_jul.26879,1.33000004
vbl_ssh_allreg_jul.26880,1.27999997
vbl_ssh_allreg_jul.26881,1.22000003
vbl_ssh_allreg_jul.26882,1.08000004
vbl_ssh_allreg_jul.26883,1.64999998
vbl_ssh_allreg_jul.26884,1.64999998
vbl_ssh_allreg_jul.26885,1.64999998
vbl_ssh_allreg_jul.26886,1.64999998
vbl_ssh_allreg_jul.26887,1.64999998
vbl_ssh_allreg_jul.26888,1.64999998
vbl_ssh_allreg_jul.26889,1.64999998
vbl_ssh_allreg_jul.26890,1.64999998
vbl_ssh_allreg_jul.26891,1.64999998
vbl_ssh_allreg_jul.26892,1.64999998
vbl_ssh_allreg_jul.26893,1.64999998
vbl_ssh_allreg_jul.26894,1.64999998
vbl_ssh_allreg_jul.26895,1.64999998
vbl_ssh_allreg_jul.26896,1.63999999
vbl_ssh_allreg_jul.26897,1.63999999
vbl_ssh_allreg_jul.26898,1.63999999
vbl_ssh_allreg_jul.26899,1.63999999
vbl_ssh_allreg_jul.26900,1.63
vbl_ssh_allreg_jul.26901,1.63
vbl_ssh_allreg_jul.26902,1.63
vbl_ssh_allreg_jul.26903,1.62
vbl_ssh_allreg_jul.26904,1.62
vbl_ssh_allreg_jul.26905,1.62
vbl_ssh_allreg_jul.26906,1.61000001
vbl_ssh_allreg_jul.26907,1.61000001
vbl_ssh_allreg_jul.26908,1.60000002
vbl_ssh_allreg_jul.26909,1.60000002
vbl_ssh_allreg_jul.26910,1.59000003
vbl_ssh_allreg_jul.26911,1.58000004
vbl_ssh_allreg_jul.26912,1.58000004
vbl_ssh_allreg_jul.26913,1.57000005
vbl_ssh_allreg_jul.26914,1.55999994
vbl_ssh_allreg_jul.26915,1.54999995
vbl_ssh_allreg_jul.26916,1.53999996
vbl_ssh_allreg_jul.26917,1.52999997
vbl_ssh_allreg_jul.26918,1.51999998
vbl_ssh_allreg_jul.26919,1.50999999
vbl_ssh_allreg_jul.26920,1.11000001
vbl_ssh_allreg_jul.26921,1.5
vbl_ssh_allreg_jul.26922,1.48000002
vbl_ssh_allreg_jul.26923,1.47000003
vbl_ssh_allreg_jul.26924,1.46000004
vbl_ssh_allreg_jul.26925,1.44000006
vbl_ssh_allreg_jul.26926,1.41999996
vbl_ssh_allreg_jul.26927,1.39999998
vbl_ssh_allreg_jul.26928,1.38
vbl_ssh_allreg_jul.26929,1.35000002
vbl_ssh_allreg_jul.26930,1.29999995
vbl_ssh_allreg_jul.26931,1.24000001
vbl_ssh_allreg_jul.26932,1.11000001
vbl_ssh_allreg_jul.26933,1.64999998
vbl_ssh_allreg_jul.26934,1.64999998
vbl_ssh_allreg_jul.26935,1.64999998
vbl_ssh_allreg_jul.26936,1.64999998
vbl_ssh_allreg_jul.26937,1.64999998
vbl_ssh_allreg_jul.26938,1.64999998
vbl_ssh_allreg_jul.26939,1.64999998
vbl_ssh_allreg_jul.26940,1.64999998
vbl_ssh_allreg_jul.26941,1.64999998
vbl_ssh_allreg_jul.26942,1.64999998
vbl_ssh_allreg_jul.26943,1.64999998
vbl_ssh_allreg_jul.26944,1.64999998
vbl_ssh_allreg_jul.26945,1.64999998
vbl_ssh_allreg_jul.26946,1.64999998
vbl_ssh_allreg_jul.26947,1.64999998
vbl_ssh_allreg_jul.26948,1.63999999
vbl_ssh_allreg_jul.26949,1.63999999
vbl_ssh_allreg_jul.26950,1.63999999
vbl_ssh_allreg_jul.26951,1.63999999
vbl_ssh_allreg_jul.26952,1.63
vbl_ssh_allreg_jul.26953,1.63
vbl_ssh_allreg_jul.26954,1.63
vbl_ssh_allreg_jul.26955,1.63
vbl_ssh_allreg_jul.26956,1.62
vbl_ssh_allreg_jul.26957,1.62
vbl_ssh_allreg_jul.26958,1.61000001
vbl_ssh_allreg_jul.26959,1.61000001
vbl_ssh_allreg_jul.26960,1.60000002
vbl_ssh_allreg_jul.26961,1.60000002
vbl_ssh_allreg_jul.26962,1.59000003
vbl_ssh_allreg_jul.26963,1.58000004
vbl_ssh_allreg_jul.26964,1.57000005
vbl_ssh_allreg_jul.26965,1.57000005
vbl_ssh_allreg_jul.26966,1.55999994
vbl_ssh_allreg_jul.26967,1.54999995
vbl_ssh_allreg_jul.26968,1.53999996
vbl_ssh_allreg_jul.26969,1.52999997
vbl_ssh_allreg_jul.26970,1.51999998
vbl_ssh_allreg_jul.26971,1.5
vbl_ssh_allreg_jul.26972,1.49000001
vbl_ssh_allreg_jul.26973,1.48000002
vbl_ssh_allreg_jul.26974,1.46000004
vbl_ssh_allreg_jul.26975,1.45000005
vbl_ssh_allreg_jul.26976,1.42999995
vbl_ssh_allreg_jul.26977,1.40999997
vbl_ssh_allreg_jul.26978,1.38999999
vbl_ssh_allreg_jul.26979,1.37
vbl_ssh_allreg_jul.26980,1.33000004
vbl_ssh_allreg_jul.26981,1.26999998
vbl_ssh_allreg_jul.26982,1.13
vbl_ssh_allreg_jul.26983,1.64999998
vbl_ssh_allreg_jul.26984,1.64999998
vbl_ssh_allreg_jul.26985,1.64999998
vbl_ssh_allreg_jul.26986,1.64999998
vbl_ssh_allreg_jul.26987,1.64999998
vbl_ssh_allreg_jul.26988,1.64999998
vbl_ssh_allreg_jul.26989,1.64999998
vbl_ssh_allreg_jul.26990,1.64999998
vbl_ssh_allreg_jul.26991,1.64999998
vbl_ssh_allreg_jul.26992,1.64999998
vbl_ssh_allreg_jul.26993,1.64999998
vbl_ssh_allreg_jul.26994,1.64999998
vbl_ssh_allreg_jul.26995,1.64999998
vbl_ssh_allreg_jul.26996,1.64999998
vbl_ssh_allreg_jul.26997,1.64999998
vbl_ssh_allreg_jul.26998,1.64999998
vbl_ssh_allreg_jul.26999,1.64999998
vbl_ssh_allreg_jul.27000,1.63999999
vbl_ssh_allreg_jul.27001,1.63999999
vbl_ssh_allreg_jul.27002,1.63999999
vbl_ssh_allreg_jul.27003,1.63
vbl_ssh_allreg_jul.27004,1.63
vbl_ssh_allreg_jul.27005,1.63
vbl_ssh_allreg_jul.27006,1.63
vbl_ssh_allreg_jul.27007,1.62
vbl_ssh_allreg_jul.27008,1.62
vbl_ssh_allreg_jul.27009,1.61000001
vbl_ssh_allreg_jul.27010,1.61000001
vbl_ssh_allreg_jul.27011,1.60000002
vbl_ssh_allreg_jul.27012,1.59000003
vbl_ssh_allreg_jul.27013,1.59000003
vbl_ssh_allreg_jul.27014,1.58000004
vbl_ssh_allreg_jul.27015,1.57000005
vbl_ssh_allreg_jul.27016,1.55999994
vbl_ssh_allreg_jul.27017,1.54999995
vbl_ssh_allreg_jul.27018,1.53999996
vbl_ssh_allreg_jul.27019,1.52999997
vbl_ssh_allreg_jul.27020,1.51999998
vbl_ssh_allreg_jul.27021,1.50999999
vbl_ssh_allreg_jul.27022,1.49000001
vbl_ssh_allreg_jul.27023,1.48000002
vbl_ssh_allreg_jul.27024,1.47000003
vbl_ssh_allreg_jul.27025,1.45000005
vbl_ssh_allreg_jul.27026,1.44000006
vbl_ssh_allreg_jul.27027,1.41999996
vbl_ssh_allreg_jul.27028,1.40999997
vbl_ssh_allreg_jul.27029,1.38
vbl_ssh_allreg_jul.27030,1.35000002
vbl_ssh_allreg_jul.27031,1.29999995
vbl_ssh_allreg_jul.27032,1.22000003
vbl_ssh_allreg_jul.27033,1.63999999
vbl_ssh_allreg_jul.27034,1.64999998
vbl_ssh_allreg_jul.27035,1.64999998
vbl_ssh_allreg_jul.27036,1.64999998
vbl_ssh_allreg_jul.27037,1.64999998
vbl_ssh_allreg_jul.27038,1.64999998
vbl_ssh_allreg_jul.27039,1.64999998
vbl_ssh_allreg_jul.27040,1.64999998
vbl_ssh_allreg_jul.27041,1.64999998
vbl_ssh_allreg_jul.27042,1.64999998
vbl_ssh_allreg_jul.27043,1.64999998
vbl_ssh_allreg_jul.27044,1.64999998
vbl_ssh_allreg_jul.27045,1.64999998
vbl_ssh_allreg_jul.27046,1.64999998
vbl_ssh_allreg_jul.27047,1.64999998
vbl_ssh_allreg_jul.27048,1.64999998
vbl_ssh_allreg_jul.27049,1.64999998
vbl_ssh_allreg_jul.27050,1.64999998
vbl_ssh_allreg_jul.27051,1.63999999
vbl_ssh_allreg_jul.27052,1.63999999
vbl_ssh_allreg_jul.27053,1.63999999
vbl_ssh_allreg_jul.27054,1.63
vbl_ssh_allreg_jul.27055,1.63
vbl_ssh_allreg_jul.27056,1.63
vbl_ssh_allreg_jul.27057,1.62
vbl_ssh_allreg_jul.27058,1.62
vbl_ssh_allreg_jul.27059,1.61000001
vbl_ssh_allreg_jul.27060,1.61000001
vbl_ssh_allreg_jul.27061,1.60000002
vbl_ssh_allreg_jul.27062,1.60000002
vbl_ssh_allreg_jul.27063,1.59000003
vbl_ssh_allreg_jul.27064,1.58000004
vbl_ssh_allreg_jul.27065,1.58000004
vbl_ssh_allreg_jul.27066,1.57000005
vbl_ssh_allreg_jul.27067,1.55999994
vbl_ssh_allreg_jul.27068,1.54999995
vbl_ssh_allreg_jul.27069,1.52999997
vbl_ssh_allreg_jul.27070,1.51999998
vbl_ssh_allreg_jul.27071,1.50999999
vbl_ssh_allreg_jul.27072,1.5
vbl_ssh_allreg_jul.27073,1.48000002
vbl_ssh_allreg_jul.27074,1.47000003
vbl_ssh_allreg_jul.27075,1.46000004
vbl_ssh_allreg_jul.27076,1.44000006
vbl_ssh_allreg_jul.27077,1.42999995
vbl_ssh_allreg_jul.27078,1.41999996
vbl_ssh_allreg_jul.27079,1.39999998
vbl_ssh_allreg_jul.27080,1.37
vbl_ssh_allreg_jul.27081,1.33000004
vbl_ssh_allreg_jul.27082,1.28999996
vbl_ssh_allreg_jul.27083,1.17999995
vbl_ssh_allreg_jul.27084,1.63999999
vbl_ssh_allreg_jul.27085,1.64999998
vbl_ssh_allreg_jul.27086,1.64999998
vbl_ssh_allreg_jul.27087,1.64999998
vbl_ssh_allreg_jul.27088,1.64999998
vbl_ssh_allreg_jul.27089,1.64999998
vbl_ssh_allreg_jul.27090,1.64999998
vbl_ssh_allreg_jul.27091,1.64999998
vbl_ssh_allreg_jul.27092,1.64999998
vbl_ssh_allreg_jul.27093,1.64999998
vbl_ssh_allreg_jul.27094,1.64999998
vbl_ssh_allreg_jul.27095,1.64999998
vbl_ssh_allreg_jul.27096,1.64999998
vbl_ssh_allreg_jul.27097,1.64999998
vbl_ssh_allreg_jul.27098,1.64999998
vbl_ssh_allreg_jul.27099,1.64999998
vbl_ssh_allreg_jul.27100,1.64999998
vbl_ssh_allreg_jul.27101,1.64999998
vbl_ssh_allreg_jul.27102,1.64999998
vbl_ssh_allreg_jul.27103,1.63999999
vbl_ssh_allreg_jul.27104,1.63999999
vbl_ssh_allreg_jul.27105,1.63999999
vbl_ssh_allreg_jul.27106,1.63
vbl_ssh_allreg_jul.27107,1.63
vbl_ssh_allreg_jul.27108,1.63
vbl_ssh_allreg_jul.27109,1.62
vbl_ssh_allreg_jul.27110,1.62
vbl_ssh_allreg_jul.27111,1.61000001
vbl_ssh_allreg_jul.27112,1.61000001
vbl_ssh_allreg_jul.27113,1.60000002
vbl_ssh_allreg_jul.27114,1.59000003
vbl_ssh_allreg_jul.27115,1.59000003
vbl_ssh_allreg_jul.27116,1.58000004
vbl_ssh_allreg_jul.27117,1.57000005
vbl_ssh_allreg_jul.27118,1.55999994
vbl_ssh_allreg_jul.27119,1.54999995
vbl_ssh_allreg_jul.27120,1.53999996
vbl_ssh_allreg_jul.27121,1.51999998
vbl_ssh_allreg_jul.27122,1.50999999
vbl_ssh_allreg_jul.27123,1.5
vbl_ssh_allreg_jul.27124,1.49000001
vbl_ssh_allreg_jul.27125,1.47000003
vbl_ssh_allreg_jul.27126,1.46000004
vbl_ssh_allreg_jul.27127,1.44000006
vbl_ssh_allreg_jul.27128,1.42999995
vbl_ssh_allreg_jul.27129,1.41999996
vbl_ssh_allreg_jul.27130,1.40999997
vbl_ssh_allreg_jul.27131,1.38999999
vbl_ssh_allreg_jul.27132,1.35000002
vbl_ssh_allreg_jul.27133,1.32000005
vbl_ssh_allreg_jul.27134,1.26999998
vbl_ssh_allreg_jul.27135,1.12
vbl_ssh_allreg_jul.27136,1.63999999
vbl_ssh_allreg_jul.27137,1.63999999
vbl_ssh_allreg_jul.27138,1.63999999
vbl_ssh_allreg_jul.27139,1.64999998
vbl_ssh_allreg_jul.27140,1.64999998
vbl_ssh_allreg_jul.27141,1.64999998
vbl_ssh_allreg_jul.27142,1.64999998
vbl_ssh_allreg_jul.27143,1.64999998
vbl_ssh_allreg_jul.27144,1.64999998
vbl_ssh_allreg_jul.27145,1.64999998
vbl_ssh_allreg_jul.27146,1.64999998
vbl_ssh_allreg_jul.27147,1.64999998
vbl_ssh_allreg_jul.27148,1.64999998
vbl_ssh_allreg_jul.27149,1.64999998
vbl_ssh_allreg_jul.27150,1.64999998
vbl_ssh_allreg_jul.27151,1.64999998
vbl_ssh_allreg_jul.27152,1.64999998
vbl_ssh_allreg_jul.27153,1.64999998
vbl_ssh_allreg_jul.27154,1.64999998
vbl_ssh_allreg_jul.27155,1.63999999
vbl_ssh_allreg_jul.27156,1.63999999
vbl_ssh_allreg_jul.27157,1.63999999
vbl_ssh_allreg_jul.27158,1.63999999
vbl_ssh_allreg_jul.27159,1.63
vbl_ssh_allreg_jul.27160,1.63
vbl_ssh_allreg_jul.27161,1.62
vbl_ssh_allreg_jul.27162,1.62
vbl_ssh_allreg_jul.27163,1.62
vbl_ssh_allreg_jul.27164,1.61000001
vbl_ssh_allreg_jul.27165,1.60000002
vbl_ssh_allreg_jul.27166,1.59000003
vbl_ssh_allreg_jul.27167,1.59000003
vbl_ssh_allreg_jul.27168,1.58000004
vbl_ssh_allreg_jul.27169,1.57000005
vbl_ssh_allreg_jul.27170,1.55999994
vbl_ssh_allreg_jul.27171,1.54999995
vbl_ssh_allreg_jul.27172,1.53999996
vbl_ssh_allreg_jul.27173,1.52999997
vbl_ssh_allreg_jul.27174,1.51999998
vbl_ssh_allreg_jul.27175,1.5
vbl_ssh_allreg_jul.27176,1.49000001
vbl_ssh_allreg_jul.27177,1.48000002
vbl_ssh_allreg_jul.27178,1.46000004
vbl_ssh_allreg_jul.27179,1.45000005
vbl_ssh_allreg_jul.27180,1.42999995
vbl_ssh_allreg_jul.27181,1.41999996
vbl_ssh_allreg_jul.27182,1.40999997
vbl_ssh_allreg_jul.27183,1.38999999
vbl_ssh_allreg_jul.27184,1.38
vbl_ssh_allreg_jul.27185,1.34000003
vbl_ssh_allreg_jul.27186,1.29999995
vbl_ssh_allreg_jul.27187,1.25999999
vbl_ssh_allreg_jul.27188,1.11000001
vbl_ssh_allreg_jul.27189,0.07
vbl_ssh_allreg_jul.27190,0.13
vbl_ssh_allreg_jul.27191,0.16
vbl_ssh_allreg_jul.27192,0.19
vbl_ssh_allreg_jul.27193,0.20999999
vbl_ssh_allreg_jul.27194,0.23
vbl_ssh_allreg_jul.27195,0.25
vbl_ssh_allreg_jul.27196,0.36000001
vbl_ssh_allreg_jul.27197,1.63999999
vbl_ssh_allreg_jul.27198,1.63999999
vbl_ssh_allreg_jul.27199,1.63999999
vbl_ssh_allreg_jul.27200,1.63999999
vbl_ssh_allreg_jul.27201,1.63999999
vbl_ssh_allreg_jul.27202,1.63999999
vbl_ssh_allreg_jul.27203,1.64999998
vbl_ssh_allreg_jul.27204,1.64999998
vbl_ssh_allreg_jul.27205,1.64999998
vbl_ssh_allreg_jul.27206,1.64999998
vbl_ssh_allreg_jul.27207,1.64999998
vbl_ssh_allreg_jul.27208,1.64999998
vbl_ssh_allreg_jul.27209,1.64999998
vbl_ssh_allreg_jul.27210,1.64999998
vbl_ssh_allreg_jul.27211,1.64999998
vbl_ssh_allreg_jul.27212,1.64999998
vbl_ssh_allreg_jul.27213,1.64999998
vbl_ssh_allreg_jul.27214,1.64999998
vbl_ssh_allreg_jul.27215,1.64999998
vbl_ssh_allreg_jul.27216,1.64999998
vbl_ssh_allreg_jul.27217,1.63999999
vbl_ssh_allreg_jul.27218,1.63999999
vbl_ssh_allreg_jul.27219,1.63999999
vbl_ssh_allreg_jul.27220,1.63
vbl_ssh_allreg_jul.27221,1.63
vbl_ssh_allreg_jul.27222,1.63
vbl_ssh_allreg_jul.27223,1.62
vbl_ssh_allreg_jul.27224,1.62
vbl_ssh_allreg_jul.27225,1.61000001
vbl_ssh_allreg_jul.27226,1.60000002
vbl_ssh_allreg_jul.27227,1.60000002
vbl_ssh_allreg_jul.27228,1.59000003
vbl_ssh_allreg_jul.27229,1.58000004
vbl_ssh_allreg_jul.27230,1.57000005
vbl_ssh_allreg_jul.27231,1.55999994
vbl_ssh_allreg_jul.27232,1.54999995
vbl_ssh_allreg_jul.27233,1.53999996
vbl_ssh_allreg_jul.27234,1.52999997
vbl_ssh_allreg_jul.27235,1.51999998
vbl_ssh_allreg_jul.27236,1.5
vbl_ssh_allreg_jul.27237,1.49000001
vbl_ssh_allreg_jul.27238,1.47000003
vbl_ssh_allreg_jul.27239,1.46000004
vbl_ssh_allreg_jul.27240,1.45000005
vbl_ssh_allreg_jul.27241,1.44000006
vbl_ssh_allreg_jul.27242,1.41999996
vbl_ssh_allreg_jul.27243,1.39999998
vbl_ssh_allreg_jul.27244,1.38999999
vbl_ssh_allreg_jul.27245,1.38
vbl_ssh_allreg_jul.27246,1.36000001
vbl_ssh_allreg_jul.27247,1.32000005
vbl_ssh_allreg_jul.27248,1.26999998
vbl_ssh_allreg_jul.27249,1.21000004
vbl_ssh_allreg_jul.27250,1.05999994
vbl_ssh_allreg_jul.27251,0.11
vbl_ssh_allreg_jul.27252,0.17
vbl_ssh_allreg_jul.27253,0.19
vbl_ssh_allreg_jul.27254,0.23999999
vbl_ssh_allreg_jul.27255,0.28
vbl_ssh_allreg_jul.27256,0.30000001
vbl_ssh_allreg_jul.27257,0.31
vbl_ssh_allreg_jul.27258,0.31
vbl_ssh_allreg_jul.27259,0.31999999
vbl_ssh_allreg_jul.27260,0.41
vbl_ssh_allreg_jul.27261,1.63999999
vbl_ssh_allreg_jul.27262,1.63999999
vbl_ssh_allreg_jul.27263,1.63999999
vbl_ssh_allreg_jul.27264,1.63999999
vbl_ssh_allreg_jul.27265,1.63999999
vbl_ssh_allreg_jul.27266,1.63999999
vbl_ssh_allreg_jul.27267,1.63999999
vbl_ssh_allreg_jul.27268,1.63999999
vbl_ssh_allreg_jul.27269,1.64999998
vbl_ssh_allreg_jul.27270,1.64999998
vbl_ssh_allreg_jul.27271,1.64999998
vbl_ssh_allreg_jul.27272,1.64999998
vbl_ssh_allreg_jul.27273,1.64999998
vbl_ssh_allreg_jul.27274,1.64999998
vbl_ssh_allreg_jul.27275,1.64999998
